교차로번호,입력일자,교차로명,유형코드,연동교차로코드,구코드,지번,구경찰서코드,신경찰서코드,작업구분,표출구분,고객번호,계약종별,계량기번호,도로구분,관할사업소,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드,공사형태,지도표출구분,RN_CDE,MNG_AGEN,XCE,YCE
730,-,통인교차로,003,0,110,113도,120,120,001,002,-,-,-,001,107,82-0000005679,,-,5679,10600,-,N,-,-,197469.277168562,553322.917179539
731,-,통인시장,003,0,110,-,120,120,001,002,-,-,-,001,107,82-0000005218,,3353455    ,5218,10500,-,N,-,-,197426.456790056,553545.699164015
732,-,청운초등학교앞,002,0,110,121-1도,120,120,001,002,-,-,-,001,107,82-0000000974,,-,974,10100,-,N,-,-,197367.195698423,553942.345163502
733,-,경기상고,002,0,110,36-8도,120,120,001,002,-,-,-,001,107,82-0000001119,,-,1119,10100,-,N,-,-,197231.49936902,554361.354081585
734,-,청운중,001,0,110,산1-1임,120,120,001,002,-,-,-,001,107,82-0000002911,,-,2911,10100,-,N,-,-,197556.019307007,554300.352444291
735,-,최규식동상(연등),001,1811,110,277-7 도,140,120,001,002,-,-,-,001,107,82-0000002912,,-,2912,18400,-,N,-,-,196981.064762299,554776.412365905
736,-,합청,002,0,110,12-4도,120,120,001,002,-,-,-,001,107,82-0000003227,,-,3227,10500,-,N,-,-,197687.798521825,553314.719165782
7528,-,신트리119안전센터,001,-,470,521-29 임,350,350,001,002,-,-,-,001,104,82-0000007198,,1137792    ,7198,10100,-,-,-,-,186536.813768369,545718.369814503
738,-,응암대림시장(연등)1,003,713,380,576-28 대,240,240,001,002,-,-,-,001,108,82-0000001163,,2355922    ,1163,10700,-,N,-,-,192667.15887911,554382.017128092
739,-,북가좌오거리,004,0,410,332-7대,140,140,001,002,-,-,-,001,108,82-0000003280,,2353144    ,3280,11900,-,N,-,-,192228.396254908,553480.816578793
740,-,명지중고교,001,0,410,325-1대,140,140,001,002,-,-,-,001,108,82-0000001802,,2373491    ,1802,11800,-,N,-,-,193426.981689896,553705.597279558
741,-,연희우체국,003,0,410,88-16도,140,140,001,002,-,-,-,001,108,82-0000001044,,-,1044,11700,-,N,-,-,193974.16592272,552175.662368415
742,-,서대문소방서,003,0,410,700대,140,140,001,002,-,-,-,001,108,82-0000000019,,2391272    ,19,11700,-,N,-,-,194307.887797966,552614.483154548
743,-,연희지하차도,001,0,410,산5-47임,140,140,001,002,-,-,-,001,108,82-0000003281,,-,3281,11700,-,N,-,-,194298.48712218,552984.452322541
744,-,연희성모의원(연등),003,87,410,414-9대,140,140,001,002,-,-,-,001,108,82-0000001328,,2372614    ,1328,11700,-,N,-,-,193522.636170001,552846.222809869
746,-,LG베스트샵수색점,001,0,380,355-10대,240,240,001,002,-,-,-,001,108,82-0000004899,,2313892    ,4899,10100,-,N,-,-,190611.976278045,553738.856551138
747,-,두빌빌딩,001,0,380,산39-2임,240,240,001,002,-,-,-,001,108,82-0000001046,,2333104    ,1046,11000,-,N,-,-,191243.954404366,553270.922071737
748,-,마포구청,003,0,440,450대,210,210,001,002,-,-,-,001,108,82-0000003268,,2330201    ,3268,12500,-,N,-,-,191296.566945119,551768.295101579
750,-,북가좌요진아파트,001,0,410,431대,140,140,001,002,-,-,-,001,108,82-0000003578,,2341453    ,3578,11900,-,N,-,-,191911.365808446,552542.195593549
751,-,서울창업허브,003,0,440,128-82대,210,210,001,002,-,-,-,001,108,82-0000001579,,3215641    ,1579,10200,-,N,-,-,195481.700436701,549482.579758178
752,-,서울여고,001,0,440,160-68도,210,210,001,002,-,-,-,001,108,82-0000003851,,-,3851,10900,-,N,-,-,195254.341828744,549608.479699301
753,-,서대문우체국(연등),001,5266,410,295-3대,140,140,001,002,-,-,-,001,108,82-0000001580,,2289352    ,1580,11700,-,N,-,-,193876.670750352,551519.195378001
754,-,한겨레신문사,002,0,440,115-32도,210,210,001,002,-,-,-,001,108,82-0000003284,,-,3284,10200,-,N,-,-,196310.917433766,549780.441081575
755,-,서울역서부,003,0,140,16-4공,130,130,001,002,-,-,-,001,108,82-0000003995,,3258112    ,3995,17300,-,N,-,-,197242.462826121,550836.9796464
756,-,굴다리입구,002,0,410,89-4도,140,140,001,002,-,-,-,001,108,82-0000000570,,3208091    ,570,11400,-,N,-,-,194735.582384995,551207.76241877
757,-,명물거리,002,0,410,5 학,140,140,001,002,-,-,-,001,108,82-0000003893,,3208162    ,3893,0    ,-,N,-,-,194731.879838835,551066.899457568
758,-,하나은행연희,002,0,410,90-15대,140,140,001,002,-,-,-,001,108,82-0000001803,,2380431    ,1803,11700,-,N,-,-,193896.326715759,551925.539039367
759,-,연남동,003,0,410,-,140,140,001,002,-,-,-,001,108,82-0000001165,,-,1165,11700,-,N,-,-,193585.130676024,551402.72476537
760,-,성산119안전센터,001,0,440,397 대,210,210,001,002,-,-,-,001,108,82-0000003265,,2331512    ,3265,12600,-,N,-,-,191442.709578241,552308.374578686
761,-,성산2동주민센터입구,001,0,440,27-54 철,210,210,001,002,-,-,-,001,108,82-0000002384,,2340364    ,2384,12500,-,N,-,-,191866.287315402,552071.467844804
762,-,봉원사입구,001,0,410,산3-18임,140,140,001,001,-,-,-,001,108,82-0000000987,,3310223    ,987,11300,-,N,-,-,195298.450470258,551897.010364863
763,-,광흥창역,003,0,440,243-3도,210,210,001,002,-,-,-,001,108,82-0000000694,,-,694,11400,-,N,-,-,193932.885073826,549778.638670678
764,-,세검정,002,0,110,211-1임,120,120,001,002,-,-,-,001,107,82-0000000643,,3337273    ,643,18500,-,N,-,-,196286.316801471,555601.765379582
765,-,명성학원,001,0,380,산27 임,240,240,001,002,-,-,-,001,108,82-0000004581,,2387594    ,4581,10700,-,N,-,-,193976.510445271,555738.912388226
766,-,은평터널,002,0,380,182-8 도,240,240,001,002,-,-,-,002,108,82-0000003456,,-,3456,10900,-,N,-,-,191627.337912843,554588.139496735
767,-,방배3치안센터,001,0,650,1033-1도,380,380,001,002,-,-,-,001,105,82-0000001104,,-,1104,10100,-,N,-,-,200001.376892853,542050.072051643
768,-,영천시장,001,0,110,-,120,120,001,002,-,-,-,001,107,82-0000001649,,3340093    ,1649,18000,-,N,-,-,196716.773285017,552248.120571994
769,-,일영송추사거리,003,418,380,-,390,390,001,002,-,-,-,001,108,82-0000004023,,2467772    ,4023,11100,-,N,-,-,193055.23236858,560611.134526324
771,-,연신초교삼거리(연등)1,001,5,380,70-1도,390,390,001,002,-,-,-,001,108,82-0000000620,,-,620,10300,-,N,-,-,193733.561991016,558497.321795491
772,-,갈현교회,001,0,380,419-30대,390,390,001,002,-,-,-,002,108,82-0000005499,,2452962    ,5499,10400,-,N,-,-,192655.719597538,558059.352469667
774,-,갈현중앙교회,001,0,380,533-3도,390,390,001,002,-,-,-,002,108,82-0000003963,,-,3963,10400,-,N,-,-,192432.009315488,557430.830182654
775,-,갈현중앙교회(연등)2,001,774,380,515-32대,390,390,001,002,-,-,-,002,108,82-0000004024,,2451202    ,4024,10400,-,N,-,-,192302.916556704,557274.942448317
776,-,선정중고입구(연등),001,425,380,324도,390,390,001,002,-,-,-,001,108,82-0000004839,,-,4839,10500,-,N,-,-,191854.513155545,557402.005124891
778,-,806전투경찰대,001,0,380,산130-9도,390,390,001,002,-,-,-,001,108,82-0000000588,,-,588,10400,-,N,-,-,191670.67927526,557726.134715457
779,-,은평중,001,0,380,200-7대,390,390,001,002,-,-,-,002,108,82-0000000695,,2440902    ,695,10500,-,N,-,-,192156.916679874,556771.120081883
780,-,구산중,001,0,380,16-63대,390,390,001,002,-,-,-,002,108,82-0000005500,,-,5500,10500,-,N,-,-,192138.319050482,556619.6619017
781,-,대호아파트,001,0,380,641 대,390,390,001,002,-,-,-,002,108,82-0000000696,,2481822    ,696,10300,-,N,-,-,194079.143409534,557366.736965124
782,-,한전성서지점,001,0,380,5-29대,240,240,001,002,-,-,-,001,108,82-0000002913,,2398093    ,2913,10200,-,N,-,-,194180.732178479,556247.671717625
783,-,대성주유소,001,782,380,4-374대,240,240,001,002,-,-,-,001,108,82-0000005353,,2398153    ,5353,10200,-,N,-,-,194250.762499965,556042.868744629
784,-,정원여중입구,002,0,410,265-17도,140,140,001,002,-,-,-,001,108,82-0000002385,,-,2385,11800,-,N,-,-,194246.68003818,554107.159162699
786,-,은평구의회,003,432,380,86-16대,390,390,001,002,-,-,-,001,108,82-0000001258,,2388103    ,1258,10700,-,N,-,-,193763.79829807,555763.839973641
787,-,응암1동경향렉스빌,003,0,380,81-21대,240,240,001,002,-,-,-,001,108,82-0000001099,,2377491    ,1099,10700,-,N,-,-,193388.12170383,555723.696956092
788,-,본서부병원(연등)1,003,458,380,162-21대,240,240,001,002,-,-,-,001,108,82-0000002469,,2367771    ,2469,10700,-,N,-,-,193029.51461789,555629.924504141
789,-,신사1동주민센터,001,712,380,4-12도,240,240,001,002,-,-,-,002,108,82-0000004206,,2357032    ,4206,10900,-,N,-,-,192225.557993307,555418.189764602
790,-,명남아파트(연등),001,6983,380,4-12도,240,240,001,002,-,-,-,001,108,82-0000003229,,2346866    ,3229,10900,-,N,-,-,192104.628177504,555089.524132783
791,-,새절역(연등),001,167,380,25-38대,240,240,001,002,-,-,-,001,108,82-0000001342,,2356224    ,1342,10900,-,N,-,-,192321.683952273,554872.200279144
792,-,청운아파트,001,0,380,22-15도,240,240,001,002,-,-,-,001,108,82-0000001343,,2356676    ,1343,10900,-,N,-,-,192480.892806147,555136.08549566
793,-,풍천장어,001,0,380,585-18대,240,240,001,002,-,-,-,001,108,82-0000001100,,-,1100,10700,-,N,-,-,192573.050171468,554623.458858217
794,-,응암3동주민센터입구,003,0,380,427-1도,240,240,001,002,-,-,-,001,108,82-0000003457,,2365092    ,3457,10700,-,N,-,-,192724.490263711,554704.817831629
795,-,밝은문아파트,001,728,380,114-12 대,240,240,001,002,-,-,-,001,108,82-0000001003,,2366252    ,1003,10700,-,N,-,-,192784.155621701,555033.81059465
796,-,백련산SK뷰아이파크(연등),001,8132,380,115-27대,240,240,001,002,-,-,-,001,108,82-0000002916,,2366382    ,2916,10700,-,N,-,-,192856.54823,555156.04856987
797,-,신진학원(연등),001,727,380,88-24대,240,240,001,002,-,-,-,001,108,82-0000003230,,2367631    ,3230,10700,-,N,-,-,193015.5562813,555438.103157082
798,-,산울림소극장,002,0,440,502-10대,210,210,001,002,-,-,-,002,108,82-0000002914,,2287362    ,2914,12000,-,N,-,-,193829.745700057,550578.49350083
799,-,신촌현대백화점,001,0,440,52-39대,210,210,001,002,-,-,-,001,108,82-0000004175,,2297093    ,4175,11000,-,N,-,-,194204.566827093,550721.120832996
800,-,르메이에르5차(연등),001,0,410,31-64도,140,140,001,002,-,-,-,001,108,82-0000003737,,3208105    ,3737,11000,-,N,-,-,194742.383656374,550755.611148019
801,-,아현동고개,001,0,440,144 대,210,210,001,002,-,-,-,001,108,82-0000003444,,3218512    ,3444,10900,-,N,-,-,195447.232368367,550824.020001452
802,-,서강치안센터,001,0,440,53-47도,210,210,001,002,-,-,-,001,108,82-0000003231,,2297144    ,3231,11000,-,N,-,-,194261.817600571,550495.745239874
803,-,창전삼거리,002,0,440,437-5도,210,210,001,002,-,-,-,001,108,82-0000003896,,-,3896,11400,-,N,-,-,194063.458613197,550243.141828111
804,-,공덕초교,001,0,440,237-9도,210,210,001,002,-,-,-,001,108,82-0000001945,,-,1945,10200,-,N,-,-,195854.817687891,549695.53336311
805,-,마포경찰서,001,0,440,447-9도,210,210,001,002,-,-,-,001,108,82-0000001946,,-,1946,10100,-,N,-,-,196041.34072721,550112.48857548
806,-,서부지청,001,0,440,237-9도,210,210,001,002,-,-,-,001,108,82-0000003852,,-,3852,10200,-,N,-,-,195978.518805423,549945.476025137
807,-,독막길입구,002,0,440,385-242대,210,210,001,002,-,-,-,002,108,82-0000002123,,3215602    ,2123,10400,-,N,-,-,195482.097618872,549259.239888575
808,-,사랑의전화,002,0,440,14-4도,210,210,001,002,-,-,-,001,108,82-0000000697,,-,697,10300,-,N,-,-,196001.30360323,549450.944560549
809,-,공덕동주민센터,001,0,440,386-1학,210,210,001,002,-,-,-,001,108,82-0000004025,,3236654    ,4025,10200,-,N,-,-,196500.203051698,550026.029816931
810,-,용산청소년쉼터,001,811,140,6-1공,130,130,001,002,-,-,-,001,108,82-0000003232,,3247325    ,3232,10800,-,N,-,-,196835.719692118,550385.857274027
811,-,만리시장,001,0,170,37-9대,160,160,001,002,-,-,-,001,108,82-0000003897,,3247003    ,3897,17400,-,N,-,-,196726.397878849,550269.790371431
812,-,상공회의소,002,0,140,72-4도,130,130,001,002,-,-,-,001,108,82-0000003233,,3268072    ,3233,11900,-,N,-,-,197695.338021874,551142.484576134
813,-,자하문터널북단,001,0,110,-,120,120,001,002,-,-,-,001,107,82-0000005215,,3346262    ,5215,18400,-,N,-,-,196792.407145196,555071.559099146
814,-,하림각,001,0,110,190-1구,120,120,001,002,-,-,-,001,107,82-0000003086,,-,3086,18400,-,N,-,-,196698.336110387,555361.553225601
816,-,유원하나아파트,001,0,410,454대,140,140,001,002,-,-,-,001,108,82-0000000623,,-,623,11100,-,N,-,-,195726.864338255,555106.114680824
817,-,홍은대교,002,0,410,9-685천,140,140,001,002,-,-,-,002,108,82-0000002522,,-,2522,11800,-,N,-,-,195272.099690476,555330.773608587
818,-,홍제교,002,0,410,266-55도,140,140,001,002,-,-,-,001,108,82-0000001648,,-,1648,11100,-,N,-,-,195113.927018928,554695.236020225
819,-,문화촌성결교회,002,0,410,278-39대,140,140,001,002,-,-,-,001,108,82-0000000583,,3316312    ,583,11100,-,N,-,-,195350.321199259,554812.91692963
820,-,홍은2동주민센터,003,0,410,산11-96임,140,140,001,002,-,-,-,001,108,82-0000001822,,2383921    ,1822,11800,-,N,-,-,194152.761205941,553398.0756195
821,-,백련교,001,0,410,170-198천,140,140,001,002,-,-,-,001,108,82-0000002915,,-,2915,11100,-,N,-,-,194473.998294393,553693.043896156
822,-,신연중,002,0,410,312-139대,140,140,001,002,-,-,-,001,108,82-0000001823,,3304211    ,1823,11100,-,N,-,-,194811.197239999,553822.801829872
823,-,라이온스톤오피스텔,003,0,410,산66-15임,140,140,001,002,-,-,-,001,108,82-0000003228,,2381151    ,3228,11700,-,N,-,-,193737.731440159,552520.439228238
824,-,연남동하모니마트,003,0,440,413-21 도,210,210,001,002,-,-,-,002,108,82-0000003591,,2279562    ,3591,12400,-,N,-,-,193432.512804564,551556.816404301
825,-,동교로사거리,003,0,440,445-7도,210,210,001,002,-,-,-,001,108,82-0000005085,,-,5085,12000,-,N,-,-,192979.395821142,550724.514836601
826,-,청기와예식장,003,0,440,445-7도,210,210,001,002,-,-,-,001,108,82-0000000618,,-,618,12000,-,N,-,-,192822.279449322,550893.708237785
827,-,을지로3가역,003,0,140,-,130,130,001,002,-,-,-,001,108,82-0000003472,,3380822    ,3472,10500,-,N,-,-,199093.691772842,551854.562044228
828,-,증산3교남단,003,0,410,352-10천,140,140,001,002,-,-,-,002,108,82-0000001804,,-,1804,11900,-,N,-,-,191750.292201291,553378.011247273
829,-,백련산힐스테이트310동,001,0,380,648도,240,240,001,002,-,-,-,002,108,82-0000000571,,2365922    ,571,10700,-,N,-,-,193174.534696573,554380.35803871
830,-,백련산힐스테이트204동,001,0,380,232-3 대,240,240,001,002,-,-,-,001,108,82-0000004007,,2375062    ,4007,10700,-,N,-,-,193185.214279358,554569.622438585
831,-,응암2동주민센터,003,1094,380,197-78대,240,240,001,002,-,-,-,002,108,82-0000001194,,2376046    ,1194,10700,-,N,-,-,193201.10184,554969.427387996
832,-,응암푸르지오(연등)1,001,5577,380,194-17도,240,240,001,002,-,-,-,002,108,82-0000002397,,2377203    ,2397,10700,-,N,-,-,193309.38211748,555286.522733923
833,-,소년의집입구,001,0,380,83-42대,240,240,001,002,-,-,-,002,108,82-0000002398,,2377662    ,2398,10700,-,N,-,-,193522.433581298,555568.71792472
834,-,가좌전화국,001,0,410,359-2도,140,140,001,002,-,-,-,001,108,82-0000000572,,-,572,11900,-,N,-,-,192423.033330013,553809.273950212
835,-,북가좌삼호아파트,001,0,410,80-180대,140,140,001,002,-,-,-,002,108,82-0000002131,,2342954    ,2131,11900,-,N,-,-,192166.230077256,553006.112639257
836,-,DMC아이파크(연등),002,6533,410,75-25대,140,140,001,002,-,-,-,001,108,82-0000003539,,2352522    ,3539,11900,-,N,-,-,192453.932997499,552856.15710716
838,-,인우아파트,001,0,380,167-1 대,240,240,001,002,-,-,-,001,108,82-0000002399,,2343373    ,2399,11000,-,N,-,-,191870.16414829,553647.702236667
839,-,신사미성아파트,001,0,380,98-49 공,240,240,001,002,-,-,-,002,108,82-0000002901,,2345652    ,2901,10900,-,N,-,-,192006.057639193,554525.482441189
840,-,증산초교,001,0,380,203-2대,240,240,001,002,-,-,-,002,108,82-0000001047,,2333974    ,1047,11000,-,N,-,-,191643.986193235,553645.883799578
841,-,안디옥교회,001,0,380,35-23도,240,240,001,002,-,-,-,001,108,82-0000004026,,2355352    ,4026,10900,-,N,-,-,192353.114793759,554537.932173881
842,-,디지털미디어시티역,002,0,380,238도,240,240,001,002,-,-,-,001,108,82-0000002355,,2332283    ,2355,11000,-,N,-,-,191317.145559877,553184.621297085
843,-,수색디지털프라자,001,0,380,164-7대,240,240,001,002,-,-,-,001,108,82-0000002877,,2323542    ,2877,10100,-,N,-,-,190972.686708202,553468.659295777
844,-,수색서광빌딩,001,0,380,-,240,240,001,002,-,-,-,001,108,82-0000001085,,2314512    ,1085,10100,-,N,-,-,190431.861021676,553835.417435265
845,-,수색초교입구,003,0,380,산 21-1 임,240,240,001,002,-,-,-,002,108,82-0000002133,,2324514    ,2133,10100,-,N,-,-,190954.044820081,553831.196150385
846,-,상신중,001,0,380,356대,240,240,001,002,-,-,-,002,108,82-0000001556,,2345162    ,1556,10900,-,N,-,-,191731.297419011,554559.702802664
847,-,그랜드힐튼호텔(연등),001,714,410,202-6천,140,140,001,002,-,-,-,001,108,82-0000001164,,-,1164,11800,-,N,-,-,194410.190725564,554378.890305795
848,-,송림기사식당,002,0,410,84-2도,140,140,001,002,-,-,-,001,108,82-0000001166,,-,1166,12000,-,N,-,-,193185.274304668,552640.36183832
849,-,은평문화예술회관,001,0,380,104-29대,240,240,001,002,-,-,-,002,108,82-0000003821,,2378742    ,3821,10200,-,N,-,-,193570.011019331,555983.211912482
850,-,정우베스트빌,003,0,410,351-10대,140,140,001,002,-,-,-,002,108,82-0000004573,,2353561    ,4573,11900,-,N,-,-,192433.468290959,553564.571618008
851,-,DMC두산위브아파트,002,0,410,3-86대,140,140,001,002,-,-,-,001,108,82-0000003037,,2353822    ,3037,11900,-,N,-,-,192599.6144401,553386.711619638
852,-,연가초교(연등),002,0,410,2-27 대,140,140,001,002,-,-,-,002,108,82-0000000039,,2363012    ,39,12000,-,N,-,-,192686.02988018,553308.622338859
853,-,중심교회,001,0,380,126-4 도,240,240,001,002,-,-,-,002,108,82-0000001749,,2388082    ,1749,10200,-,N,-,-,193704.123566693,556182.155491437
854,-,승암교,001,0,410,4-4 임,140,140,001,002,-,-,-,001,108,82-0000000622,,-,622,11100,-,N,-,-,196158.889367328,555246.958407396
855,-,응암초교,001,0,380,347-1도,240,240,001,002,-,-,-,001,108,82-0000001171,,2365502    ,1171,10700,-,N,-,-,192929.379382079,554266.525751589
856,-,교육연구정보원(연등)2,002,0,140,산1-2임,130,130,001,002,-,-,-,002,108,82-0000003881,,3277265    ,3881,12100,-,N,-,-,198298.738565728,550584.912396288
857,-,단암빌딩,001,0,140,17-23대,130,130,001,002,-,-,-,001,108,82-0000003592,,3268442    ,3592,11200,-,N,-,-,197880.394927901,550997.980691879
858,-,세브란스빌딩,001,0,140,520도,130,130,001,002,-,-,-,001,108,82-0000000456,,-,456,11800,-,N,-,-,197729.296799778,550791.553268058
859,-,힐튼호텔,002,0,170,447도,160,160,001,002,-,-,-,001,108,82-0000001888,,-,1888,10100,-,Y,-,-,197935.865124833,550630.001893015
860,-,불천어린이공원,001,0,410,9-329대,140,140,001,002,-,-,-,002,108,82-0000001101,,3317304    ,1101,11100,-,N,-,-,195373.95122834,555268.918575688
861,-,홍은IC진입로,001,0,410,279-96 도,140,140,001,002,-,-,-,001,108,82-0000003179,,-,3179,11100,-,N,-,-,195430.24825,554984.746512976
862,-,국민연금북부,001,0,410,183대,140,140,001,002,-,-,-,001,108,82-0000005187,,3249106    ,5187,10200,-,N,-,-,196773.907828496,551289.710491992
863,-,평창치안센터,002,0,110,235-1천,120,120,001,002,-,-,-,001,107,82-0000005214,,-,5214,18300,-,N,-,-,197089.854647956,556235.507532619
864,-,고은초교,002,0,410,173-16 대,140,140,001,002,-,-,-,001,108,82-0000000040,,3304832    ,40,11100,-,N,-,-,195078.872062544,553934.660525184
865,-,평창힐스,002,0,110,85-2도,120,120,001,002,-,-,-,001,107,82-0000000557,,-,557,18300,-,N,-,-,197529.35294376,556429.320448657
866,-,귀빈빌딩,002,0,110,-,120,120,001,002,-,-,-,001,107,82-0000003855,,3369072    ,3855,18300,-,N,-,-,197703.592226518,556630.77142011
867,-,가나아트홀,002,0,110,66-19도,120,120,001,002,-,-,-,001,107,82-0000002795,,-,2795,18300,-,N,-,-,197865.387066174,556719.153755358
868,-,신영소방서,001,0,110,-,120,120,001,002,-,-,-,001,107,82-0000001750,,3339602    ,1750,18600,-,N,-,-,196522.547331769,556250.874603983
869,-,독립문삼호아파트,001,0,410,101-3도,140,140,001,002,-,-,-,001,108,82-0000003038,,-,3038,10800,-,N,-,-,196377.539078745,552426.86977292
870,-,독립공원,001,0,110,-,120,120,001,002,-,-,-,001,107,82-0000000398,,-,398,18700,-,N,-,-,196081.120763546,553008.73132314
871,-,부암동주민센터(연등),001,0,110,-,120,120,001,002,-,-,-,001,107,82-0000001386,,3346313    ,1386,18400,-,N,-,-,196862.743167008,554808.431252305
872,-,현대유플렉스,003,0,410,89-4도,140,140,001,002,-,-,-,002,108,82-0000004346,,2298422    ,4346,0    ,-,N,-,-,194426.209937488,550860.407490015
873,-,경찰청정문,001,0,410,173-1도,140,140,001,002,-,-,-,001,108,82-0000002796,,3259062    ,2796,10100,-,N,-,-,197202.798401442,551581.414046621
874,-,대흥주유소,002,0,440,337-2전,210,210,001,002,-,-,-,002,108,82-0000000041,,-,41,10800,-,N,-,-,194669.399658063,549539.343472279
875,-,덕은교,002,0,380,-,240,240,001,001,-,-,-,001,108,82-0000003757,,1395972    ,3757,10100,-,N,-,-,189630.255521766,554609.070557626
876,-,월드컵파크1단지,001,0,440,37-2도,210,210,001,002,-,-,-,001,108,82-0000005329,,-,5329,12700,-,N,-,-,190701.918397643,552918.041843435
878,-,난지천공원입구,002,0,440,478-13 잡,210,210,001,002,-,-,-,001,108,82-0000003815,,-,3815,12700,-,N,-,-,189481.59190096,553103.55522271
879,-,향동리입구,001,0,380,414-1 차,240,240,001,002,-,-,-,001,108,82-0000001825,,2305232    ,1825,10100,-,N,-,-,189802.294667846,554419.015761619
880,-,염리초교입구,003,0,440,150학,210,210,001,002,-,-,-,001,108,82-0000004557,,3215412    ,4557,10900,-,N,-,-,195385.220785249,549318.447571338
881,-,태성빌딩,003,0,440,365-1도,210,210,001,002,-,-,-,001,108,82-0000003234,,-,3234,12000,-,N,-,-,193039.661150513,550142.50363835
882,-,대흥동우편취급국,001,0,440,34-25대,210,210,001,002,-,-,-,001,108,82-0000005276,,3205795    ,5276,10900,-,N,-,-,195047.521149335,549722.958218477
883,-,홍대클럽거리,002,0,440,486 대,210,210,001,002,-,-,-,002,108,82-0000000589,,2276072    ,589,12000,-,N,-,-,193198.892380184,550136.45956455
884,-,서강초교,001,0,440,72-1 학,210,210,001,002,-,-,-,001,108,82-0000004645,,2276412    ,4645,11500,-,N,-,-,193380.535498645,549800.506124293
885,-,연남코오롱아파트,003,0,440,369-21도,210,210,001,002,-,-,-,002,108,82-0000000590,,-,590,12400,-,N,-,-,193032.281608753,551522.768182994
886,-,이조빌라,001,0,440,365-19도,210,210,001,002,-,-,-,002,108,82-0000003964,,-,3964,12400,-,N,-,-,192900.272884109,551728.385741747
887,-,신촌전화국,002,0,440,375 철,210,210,001,002,-,-,-,001,108,82-0000003543,,2278031    ,3543,12100,-,N,-,-,193198.62271103,550942.169295775
888,-,연남치안센터,002,0,440,567-43도,210,210,001,002,-,-,-,002,108,82-0000003544,,-,3544,12100,-,N,-,-,193267.917324835,551167.827436688
889,-,혜당한방병원(연등),001,890,440,392-10대,210,210,001,002,-,-,-,001,108,82-0000000698,,2256532    ,698,12200,-,N,-,-,192474.580767301,549905.324962418
890,-,혜당한방병원,001,0,440,395-170대,210,210,001,002,-,-,-,001,108,82-0000003235,,2256822    ,3235,12000,-,N,-,-,192619.720167199,549870.092275141
891,-,희성교회,001,0,440,458-12도,210,210,001,002,-,-,-,002,108,82-0000004207,,-,4207,12000,-,N,-,-,192411.043118788,550834.629447727
892,-,성미산약수터,001,0,440,103-16도,210,210,001,002,-,-,-,001,108,82-0000003285,,-,3285,12500,-,N,-,-,192419.460368767,551451.839645388
893,-,내고향풍천장어,001,0,440,478-9 구,210,210,001,002,-,-,-,002,108,82-0000004208,,-,4208,12000,-,N,-,-,192747.886429821,550644.325301481
894,-,성산모터스,003,0,440,478-9 구,210,210,001,002,-,-,-,002,108,82-0000001344,,-,1344,12000,-,N,-,-,192554.779694056,550603.542437666
895,-,망원정사거리,003,0,440,391-37구,210,210,001,002,-,-,-,002,108,82-0000001196,,-,1196,12300,-,N,-,-,191591.661698363,550292.342734087
896,-,하모니마트,003,0,440,394-30구,210,210,001,002,-,-,-,002,108,82-0000003829,,-,3829,12300,-,N,-,-,191743.082112099,550347.148794344
897,-,신수동사거리,003,0,440,380-2도,210,210,001,002,-,-,-,001,108,82-0000001826,,-,1826,11100,-,N,-,-,194189.121543392,549508.006506087
898,-,마포노인종합복지관,001,0,440,437-5도,210,210,001,002,-,-,-,001,108,82-0000003236,,2286642    ,3236,11400,-,N,-,-,193985.653247009,549976.335868099
899,-,하중동사거리,003,0,440,329-3도,210,210,001,002,-,-,-,001,108,82-0000003237,,-,3237,11400,-,N,-,-,193874.115011743,549560.991737228
900,-,성원초교,001,0,440,35-38도,210,210,001,002,-,-,-,002,108,82-0000003238,,2330742    ,3238,12500,-,N,-,-,191557.068649715,551996.671965428
901,-,상암초교,003,0,440,1608 공,210,210,001,002,-,-,-,001,108,82-0000002111,,2312662    ,2111,12700,-,N,-,-,190494.338395778,553070.179739805
902,-,성서초교입구,002,0,440,산 11-58 공,210,210,001,002,-,-,-,002,108,82-0000000591,,2258152    ,591,12500,-,N,-,-,192276.710441165,551046.371739909
903,-,중암교,003,0,440,9016천,210,210,001,002,-,-,-,001,108,82-0000003488,,-,3488,12500,-,N,-,-,191205.319398319,552533.691384684
904,-,상장회사회관,001,0,440,85-2대,210,210,001,002,-,-,-,002,108,82-0000003239,,3205853    ,3239,10900,-,N,-,-,195103.538385077,549510.919080462
905,-,마포태영상가,001,0,440,51 학,210,210,001,002,-,-,-,002,108,82-0000004646,,3205572    ,4646,10800,-,N,-,-,194951.547039239,549604.442987181
906,-,홍익산부인과,003,0,440,12-2도,210,210,001,002,-,-,-,001,108,82-0000003240,,-,3240,11800,-,N,-,-,192934.85677936,549817.745129961
907,-,당인리발전소,003,0,440,402도,210,210,001,002,-,-,-,001,108,82-0000003455,,-,3455,12200,-,N,-,-,192787.535162079,549824.174598578
908,-,망원초교,001,0,440,350-8도,210,210,001,002,-,-,-,002,108,82-0000000186,,2238481    ,186,12300,-,N,-,-,191402.137499949,551168.581244052
909,-,하나은행망원,003,0,440,423-7도,210,210,001,002,-,-,-,002,108,82-0000000187,,-,187,12300,-,N,-,-,191557.637330789,550863.435988248
