교차로번호,입력일자,교차로명,유형코드,연동교차로코드,구코드,지번,구경찰서코드,신경찰서코드,작업구분,표출구분,고객번호,계약종별,계량기번호,도로구분,관할사업소,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드,공사형태,지도표출구분,RN_CDE,MNG_AGEN,XCE,YCE
1265,-,충무교(연등),001,1264,620,94-175대,290,290,001,001,-,-,-,002,105,82-0000004043,,2190403    ,4043,10200,-,N,-,-,194384.151549755,541759.31545046
1266,-,신림2교,003,0,620,808-133천,290,290,001,002,-,-,-,001,105,82-0000000205,,-,205,10200,-,N,-,-,194461.812117275,541962.294309211
1267,-,신본교,001,0,620,산164-2 임,290,290,001,002,-,-,-,002,105,82-0000001198,,2190152    ,1198,10200,-,N,-,-,194249.785920942,542011.656403474
1268,-,신림1교(연등),001,1269,-,-,-,-,001,001,-,-,-,002,-,82-0000004008,,0399042    ,4008,10200,-,N,-,-,184187.669563735,556450.934553336
1269,-,신림1교,003,0,620,87-22대,290,290,001,002,-,-,-,002,105,82-0000000606,,2180682    ,606,10200,-,N,-,-,193994.869161169,542158.308667904
1270,-,신림교입구(연등),001,1271,620,1642-9도,290,290,001,001,-,-,-,001,105,82-0000002202,,-,2202,10200,-,N,-,-,193821.27081366,542384.166022606
1271,-,신림교입구,002,0,620,1642-9도,290,290,001,002,-,-,-,001,105,82-0000002815,,-,2815,10200,-,N,-,-,193797.646328247,542554.364850614
1272,-,가야쇼핑,001,0,620,970-1대,290,290,001,002,-,-,-,001,105,82-0000000607,,2182142    ,607,10200,-,N,-,-,193751.584774728,542982.285630846
1273,-,가야쇼핑(연등),002,1272,620,692-8학,290,290,001,002,-,-,-,001,105,82-0000001473,,2182072    ,1473,10200,-,N,-,-,193701.605874929,543126.245858652
1274,-,관악노인복지관,002,0,620,342-57도,290,290,001,002,-,-,-,001,105,82-0000004044,,2173781    ,4044,10100,-,N,-,-,193527.695390209,543675.150972386
1275,-,동산교회,001,0,620,1641-24대,290,290,001,002,-,-,-,002,105,82-0000000608,,2180181    ,608,10200,-,N,-,-,193762.4249002,542184.431599433
1276,-,신림초교,002,0,620,1642-8도,290,290,001,002,-,-,-,002,105,82-0000001474,,2170991    ,1474,10200,-,N,-,-,193638.57703105,542218.310255125
1277,-,신림초교(연등),001,1276,620,1642-7천,290,290,001,002,-,-,-,002,105,82-0000002937,,2170891    ,2937,10200,-,N,-,-,193581.141893769,542205.255723334
1278,-,신림교,003,0,620,1642-14도,290,290,001,002,-,-,-,002,105,82-0000003549,,-,3549,10200,-,N,-,-,193695.169881377,542468.813657991
1279,-,남도전기,001,1280,620,1021대,290,290,001,002,-,-,-,001,105,82-0000000879,,3122442    ,879,10100,-,N,-,-,195920.449688715,542958.960894489
1280,-,행복한감리교회,001,0,620,1712 대,290,290,001,002,-,-,-,001,105,82-0000003508,,3122143    ,3508,10100,-,N,-,-,195730.644224804,542995.550848212
1281,-,국민은행관악,001,1282,620,1712 대,290,290,001,002,-,-,-,001,105,82-0000005248,,3112552    ,5248,10100,-,N,-,-,195474.403942774,543029.351281947
1282,-,현대시장,003,0,620,502-1도,290,290,001,002,-,-,-,001,105,82-0000002816,,-,2816,10100,-,N,-,-,195307.211946014,543053.617989095
1283,-,구암지구대(연등)2,001,1284,620,491-5 학,290,290,001,002,-,-,-,001,105,82-0000003806,,3112061    ,3806,10100,-,N,-,-,195190.43080597,543061.276626151
1284,-,구암지구대,003,0,620,1718-11 도,290,290,001,002,-,-,-,001,105,82-0000004326,,3102862    ,4326,10100,-,N,-,-,195126.004519179,543050.671988014
1285,-,봉천119안전센터,001,1286,620,982-3도,290,290,001,002,-,-,-,001,105,82-0000005247,,-,5247,10100,-,N,-,-,194755.238338294,542965.288294222
1286,-,국회단지길입구,001,0,620,982-3도,290,290,001,002,-,-,-,001,105,82-0000003550,,-,3550,10100,-,N,-,-,194638.284032326,542973.639619849
1287,-,국회단지길입구(연등)1,003,1286,620,산 104-9 공,290,290,001,002,-,-,-,001,105,82-0000003510,,2192642    ,3510,10100,-,N,-,-,194525.507850636,542983.277335197
1288,-,GS슈퍼마켓(연등),001,3941,620,870-12대,290,290,001,002,-,-,-,001,105,82-0000000220,,3110882    ,220,10100,-,N,-,-,195593.850888743,542164.450111244
1289,-,영락고교입구(연등),001,1290,620,884-27대,290,290,001,002,-,-,-,001,105,82-0000000200,,3110382    ,200,10100,-,N,-,-,195356.164289057,542194.999854347
1290,-,영락고교입구,001,0,620,893-27대,290,290,001,002,-,-,-,001,105,82-0000003805,,3110092    ,3805,10100,-,N,-,-,195213.696304471,542212.04817073
1291,-,E편한세상서울대입구,001,1292,620,912-16대,290,290,001,002,-,-,-,001,105,82-0000005392,,3100893    ,5392,10100,-,N,-,-,195089.366690001,542228.704789863
1292,-,관악성모의원,001,0,620,979-7도,290,290,001,002,-,-,-,001,105,82-0000002050,,3100493    ,2050,10100,-,N,-,-,194902.265519438,542248.482526228
1293,-,쑥고개,001,0,620,1693-13도,290,290,001,002,-,-,-,001,105,82-0000004649,,-,4649,10100,-,N,-,-,194693.798426599,542109.354160027
1294,-,삼성동주민센터(연등)2,001,1295,620,112-42대,290,290,001,002,-,-,-,001,105,82-0000002232,,2088883    ,2232,10200,-,N,-,-,194091.454416098,541191.348184366
1295,-,삼성동주민센터,001,0,620,808-1천,290,290,001,002,-,-,-,001,105,82-0000003511,,2088763    ,3511,10200,-,N,-,-,194049.802833363,541095.535296527
1296,-,삼성동주민센터(연등)1,001,1295,620,808-418천,290,290,001,002,-,-,-,001,105,82-0000001467,,2088633    ,1467,10200,-,N,-,-,193979.277469131,540933.915607502
1297,-,미림여고(연등)1,001,0,620,산66-3도,290,290,001,002,-,-,-,001,105,82-0000002811,,2088502    ,2811,10200,-,N,-,-,193931.784391581,540763.010641256
1298,-,미림여고,001,1297,620,808-505 천,290,290,001,002,-,-,-,001,105,82-0000005686,,2087583    ,5686,10200,-,N,-,-,193935.179432374,540666.74595616
1299,-,삼성동자치회관(연등)1,002,1300,620,305-37도,290,290,001,002,-,-,-,001,105,82-0000000600,,-,600,10200,-,N,-,-,193940.270185613,540584.898525995
1300,-,삼성동자치회관,001,0,620,310-5도,290,290,001,002,-,-,-,001,105,82-0000004279,,-,4279,10200,-,N,-,-,193953.299243818,540500.194026834
1301,-,신우초교,001,0,620,306-50대,290,290,001,002,-,-,-,001,105,82-0000001468,,2086692    ,1468,10200,-,N,-,-,193980.572871223,540243.698752707
1302,-,삼성산성지,001,0,620,321-12 천,290,290,001,002,-,-,-,001,105,82-0000000976,,2086132    ,976,10200,-,N,-,-,193773.589738187,539911.427178887
1303,-,국제산장아파트,001,0,620,산78-8도,290,290,001,002,-,-,-,001,105,82-0000003528,,-,3528,10200,-,N,-,-,193573.168463463,540075.965771601
1304,-,난향삼거리(연등),002,5376,620,산87-11도,290,290,001,002,-,-,-,001,105,82-0000000201,,-,201,10200,-,N,-,-,193419.866494949,540179.92094897
1305,-,인헌초교,001,0,620,1679-9 대,290,290,001,002,-,-,-,001,105,82-0000002929,,3130422    ,2929,10100,-,N,-,-,196378.73895283,541868.057988272
1306,-,서울대교수아파트,001,0,620,266공,290,290,001,002,-,-,-,001,105,82-0000003529,,3038252    ,3529,10100,-,N,-,-,196279.037984041,541015.360967524
1307,-,낙성현대홈타운,001,0,620,0-61 가,290,290,001,002,-,-,-,002,105,82-0000002930,,-,2930,10100,-,N,-,-,196795.200001029,542241.695081021
1308,-,호림박물관입구,001,0,620,526도,290,290,001,002,-,-,-,001,105,82-0000001260,,-,1260,10200,-,N,-,-,192780.918169254,542565.644648347
1309,-,금천경찰서(연등)1,001,1310,620,543도,290,290,001,001,-,-,-,001,105,82-0000001560,,-,1560,10200,-,N,-,-,192240.108329436,542444.534805926
1310,-,제이타워웨딩,002,0,620,1722 대,260,260,001,002,-,-,-,001,105,82-0000002051,,2141732    ,2051,10200,-,N,-,-,192059.105385909,542404.442564012
1311,-,금천수요양병원,001,0,620,569-48대,260,260,001,002,-,-,-,001,105,82-0000001000,,2141113    ,1000,10200,-,N,-,-,191742.298026064,542332.171875245
1312,-,구로전화국(연등),001,630,620,1656대,290,290,001,002,-,-,-,001,105,82-0000002879,,2130491    ,2879,10200,-,N,-,-,191384.37382,542249.381599863
1314,-,구로디지털단지역,003,0,620,1122도,-,260,001,002,-,-,-,001,105,82-0000000380,,-,380,10200,-,N,-,-,191401.992138988,542787.315517103
1315,-,독산고개,001,0,540,146-12대,-,260,001,002,-,-,-,001,105,82-0000004238,,-,4238,10200,-,N,-,-,191030.574537904,541820.420994281
1316,-,독산고개(연등),001,1315,540,967-14대,260,260,001,002,-,-,-,001,105,82-0000003954,,2029662    ,3954,10200,-,N,-,-,191015.318747224,541596.081664184
1317,-,군부대앞,001,0,540,1056-4대,260,260,001,002,-,-,-,001,105,82-0000002880,,2026682    ,2880,10200,-,N,-,-,190987.052361209,540168.173623818
1318,-,문일중고,002,0,540,1000-92도,-,260,001,002,-,-,-,001,105,82-0000002881,,-,2881,10300,-,N,-,-,191315.693622168,539113.914373996
1319,-,유통상가정문,001,0,540,1001-9도,-,260,001,002,-,-,-,001,105,82-0000001261,,-,1261,10300,-,N,-,-,191484.846151738,538269.774881225
1321,-,박미삼거리(연등)1,001,266,540,1000-92도,-,260,001,002,-,-,-,001,105,82-0000004614,,-,4614,10300,-,N,-,-,191452.764708251,538658.021758821
1264,-,충무교,001,0,620,839-4도,290,290,001,002,-,-,-,002,105,82-0000000219,,2099272    ,219,10200,-,N,-,-,194298.356938004,541637.540155145
1322,-,유통상가정문(연등),001,1319,540,1001-11도,-,260,001,002,-,-,-,001,105,82-0000003095,,-,3095,10300,-,N,-,-,191470.568615531,538140.476481714
1323,-,SK주유소,001,667,540,1001-34도,-,260,001,002,-,-,-,001,105,82-0000000527,,-,527,10300,-,N,-,-,191419.367129512,537563.61480962
1324,-,석수역,001,0,540,962-8대,260,260,001,002,-,-,-,001,105,82-0000004752,,2031432    ,4752,10300,-,N,-,-,191416.8521527,537409.373973825
1325,-,백산초교,001,0,540,896-11대,260,260,001,002,-,-,-,001,105,82-0000002360,,2034712    ,2360,10300,-,N,-,-,191573.348348359,538845.66932093
1326,-,백산초교(연등),001,1325,540,837-44대,260,260,001,002,-,-,-,001,105,82-0000000381,,2034932    ,381,10300,-,N,-,-,191654.276297548,538945.825836333
1327,-,대우당약국,003,0,540,1000-118도,-,260,001,002,-,-,-,001,105,82-0000001561,,-,1561,10300,-,N,-,-,191675.051918948,539051.325799164
1328,-,은행나무사거리,003,0,540,1000-99도,-,260,001,002,-,-,-,001,105,82-0000000382,,-,382,10300,-,Y,-,-,191682.657529497,539208.202239021
1329,-,은행나무사거리(연등),001,1328,540,1000-101도,-,260,001,002,-,-,-,001,105,82-0000002049,,-,2049,10300,-,N,-,-,191768.785578766,539161.468928824
1330,-,관악농협,001,0,540,1000-123구,-,260,001,002,-,-,-,001,105,82-0000002361,,-,2361,10300,-,N,-,-,192011.430219457,539037.622891593
1331,-,범일운수(연등)1,003,5350,540,218-9대,260,260,001,002,-,-,-,001,105,82-0000003955,,2044954    ,3955,10300,-,N,-,-,192167.309891449,539007.663945301
1332,-,동일여고,001,0,540,266-2363대,-,260,001,002,-,-,-,001,105,82-0000004582,,-,4582,10300,-,N,-,-,192405.533793708,538964.666196127
1333,-,벽산6단지입구,003,0,540,1010-18도,-,260,001,002,-,-,-,001,105,82-0000002198,,-,2198,10300,-,N,-,-,192739.901735683,538936.575861925
1334,-,도성교회,001,0,540,1010-18도,-,260,001,002,-,-,-,001,105,82-0000004463,,-,4463,10300,-,N,-,-,192889.901149145,538955.85651925
1335,-,관악벽산타운1단지,002,0,540,산100-1임,260,260,001,002,-,-,-,001,105,82-0000001313,,2064692    ,1313,10300,-,N,-,-,192992.267310529,539228.894626661
1336,-,난곡사,001,0,620,산93-8 도,290,290,001,002,-,-,-,001,105,82-0000002362,,2066832    ,2362,10200,-,N,-,-,193118.592447928,539926.486462536
1337,-,중앙사약국,001,0,540,846-11대,260,260,001,002,-,-,-,001,105,82-0000001562,,2035522    ,1562,10300,-,N,-,-,191437.929150841,539394.724841295
1338,-,시흥초교후문(연등),001,1340,540,1000-85도,-,260,001,002,-,-,-,001,105,82-0000002363,,-,2363,10300,-,N,-,-,191695.557882968,539369.531110093
1340,-,시흥초교후문,001,0,540,810-30대,260,260,001,002,-,-,-,001,105,82-0000000383,,2035952    ,383,10300,-,N,-,-,191674.445951821,539516.479515158
1341,-,안씨묘입구(연등)2,001,1342,540,812-2대,260,260,001,002,-,-,-,001,105,82-0000003587,,2035982    ,3587,10300,-,N,-,-,191653.104624166,539651.175087195
1342,-,안씨묘입구,001,0,540,1000-18도,260,260,001,002,-,-,-,001,105,82-0000004583,,2036902    ,4583,10300,-,N,-,-,191637.837251324,539762.167238038
1343,-,법원단지,001,0,540,1000-2도,260,260,001,002,-,-,-,001,105,82-0000000218,,2036852    ,218,10300,-,N,-,-,191595.598894559,540014.00202815
1344,-,법원단지(연등),001,1343,540,378-317대,260,260,001,002,-,-,-,001,105,82-0000002229,,2036782    ,2229,10300,-,N,-,-,191571.451174818,540172.830322509
1345,-,시흥4동사거리,003,0,540,1081-20도,-,260,001,002,-,-,-,001,105,82-0000001563,,-,1563,10200,-,N,-,-,191511.371234372,540373.877522168
1346,-,시흥4동사거리(연등)1,001,1345,540,1039-2대,260,260,001,002,-,-,-,001,105,82-0000002143,,2037542    ,2143,10200,-,N,-,-,191443.751898882,540499.372882159
1347,-,정훈단지,001,0,540,1022-54대,260,260,001,002,-,-,-,001,105,82-0000003928,,2037462    ,3928,10200,-,N,-,-,191399.36703648,540583.947078914
1348,-,정훈단지(연등),001,1347,540,1021-31대,260,260,001,002,-,-,-,001,105,82-0000004363,,2037382    ,4363,10200,-,N,-,-,191351.442783125,540673.335447263
1349,-,독산4동사거리,003,0,540,1081-16도,-,260,001,002,-,-,-,001,105,82-0000005298,,-,5298,10200,-,N,-,-,191306.261835278,540786.76649179
1350,-,독산4동사거리(연등)1,001,1349,540,1081-15도,260,260,001,002,-,-,-,001,105,82-0000005291,,2038333    ,5291,10200,-,N,-,-,191329.542801601,540931.015481545
1351,-,독산4동사거리(연등)2,001,1349,540,1081-15도,260,260,001,002,-,-,-,001,105,82-0000001575,,2038362    ,1575,10200,-,N,-,-,191359.14583261,541052.31273412
1352,-,독산4동삼거리(연등)2,003,116,540,193-32도,260,260,001,002,-,-,-,001,105,82-0000002485,,2038482    ,2485,10200,-,N,-,-,191390.660577151,541165.208192571
1353,-,남서울주유소(연등),001,1354,540,974-20대,260,260,001,002,-,-,-,001,105,82-0000002376,,2039533    ,2376,10200,-,N,-,-,191436.823091168,541439.921035782
1354,-,남서울주유소,001,0,540,961-13대,260,260,001,002,-,-,-,001,105,82-0000004168,,2039572    ,4168,10200,-,N,-,-,191451.409956109,541613.756122822
1355,-,문성골길입구(연등),001,1356,540,961-6대,260,260,001,002,-,-,-,001,105,82-0000002377,,2039592    ,2377,10200,-,N,-,-,191460.564005911,541731.017194929
1356,-,문성골길입구,002,0,540,995-5도,-,260,001,002,-,-,-,001,105,82-0000002144,,-,2144,10200,-,N,-,-,191473.463395169,541870.587718006
1357,-,서원빌딩,001,0,540,995-2도,-,260,001,002,-,-,-,001,105,82-0000003804,,-,3804,10200,-,N,-,-,191487.106988152,542071.425897396
1358,-,문성중(연등)1,001,1360,540,898-13대,260,260,001,002,-,-,-,001,105,82-0000004615,,2140032    ,4615,10200,-,N,-,-,191685.193477423,541902.180866658
1360,-,문성중,001,0,540,47-17대,260,260,001,002,-,-,-,001,105,82-0000004006,,2140332    ,4006,10200,-,N,-,-,191833.163640213,541926.268596722
1361,-,난곡중(연등),002,1362,540,906-47 도,290,290,001,002,-,-,-,001,105,82-0000000016,,2140844    ,16,10200,-,N,-,-,192096.293361732,541968.996244291
1362,-,미성초교,001,0,620,1482-8대,290,290,001,002,-,-,-,001,105,82-0000002200,,2150242    ,2200,10200,-,N,-,-,192285.275842259,541998.327447076
1363,-,미성초교(연등),003,1362,620,1642-1 도,290,290,001,002,-,-,-,001,105,82-0000004887,,2150352    ,4887,10200,-,N,-,-,192366.462496931,542011.266470572
1364,-,난곡우체국앞,003,0,620,1642-1도,290,290,001,002,-,-,-,001,105,82-0000002378,,-,2378,10200,-,N,-,-,192511.09566364,542033.078867834
1365,-,난우지구대,001,0,620,527-15대,290,290,001,002,-,-,-,001,105,82-0000003422,,2151602    ,3422,10200,-,N,-,-,192478.013301642,542259.430642313
1366,-,국민은행난곡,001,1367,620,1566-32대,290,290,001,002,-,-,-,001,105,82-0000002230,,2150732    ,2230,10200,-,N,-,-,192540.138236392,541926.941605913
1367,-,난곡119안전센터,001,0,620,산197-1임,290,290,001,002,-,-,-,001,105,82-0000002145,,2150812    ,2145,10200,-,N,-,-,192584.352503149,541832.540350165
1368,-,난우초교입구,001,1367,620,808-169천,290,290,001,002,-,-,-,001,105,82-0000001931,,-,1931,10200,-,N,-,-,192639.240300346,541762.054400124
1369,-,세이브마트,001,0,620,808-647 천,290,290,001,002,-,-,-,001,105,82-0000000017,,2069072    ,17,10200,-,N,-,-,192709.646567966,541620.045665538
1370,-,남강중,001,0,620,598-139대,290,290,001,002,-,-,-,001,105,82-0000002379,,2069342    ,2379,10200,-,N,-,-,192858.919631557,541458.65281248
1371,-,관악우림시장,001,0,620,1678-14대,290,290,001,002,-,-,-,001,105,82-0000002058,,2068483    ,2058,10200,-,N,-,-,192923.601626295,541182.201633274
1372,-,영광교회,001,0,620,639-11도,290,290,001,002,-,-,-,001,105,82-0000002899,,2068512    ,2899,10200,-,N,-,-,192966.559859187,540844.193546573
1374,-,봉림교(연등)2,001,1215,620,1472-4전,290,290,001,001,-,-,-,002,105,82-0000001800,,-,1800,10200,-,N,-,-,193295.550966417,542880.907846794
1375,-,창대카센터,002,0,620,1448-1대,290,290,001,002,-,-,-,001,105,82-0000003501,,2172051    ,3501,10200,-,N,-,-,193187.64223412,543007.415960223
1376,-,은천교회,001,0,620,395-61도,290,290,001,002,-,-,-,001,105,82-0000004837,,2162882    ,4837,10200,-,N,-,-,193097.114268821,543181.753182006
1377,-,주생빌딩(연등),001,1378,620,395공,290,290,001,002,-,-,-,001,105,82-0000002380,,2163212    ,2380,10200,-,N,-,-,192794.48884359,543337.253923955
1378,-,주생빌딩,001,0,620,395공,290,290,001,002,-,-,-,001,105,82-0000004886,,2153902    ,4886,10200,-,N,-,-,192654.023014479,543298.734927174
1379,-,한양빌딩앞,001,0,620,-,290,290,001,002,-,-,-,001,105,82-0000001041,,2152682    ,1041,10200,-,N,-,-,192487.33044838,543177.332692664
1380,-,신사동주민센터앞,003,0,620,499-38대,290,290,001,002,-,-,-,001,105,82-0000002395,,2152412    ,2395,10200,-,N,-,-,192390.98890151,542827.50476502
1381,-,신림현대아파트앞(연등),001,1382,620,618-20대,260,260,001,002,-,-,-,001,105,82-0000003959,,2142831    ,3959,10200,-,N,-,-,192096.540216509,542918.056503691
1382,-,신림현대아파트앞,002,0,620,689-64도,260,260,001,002,-,-,-,001,105,82-0000003502,,2142522    ,3502,10200,-,N,-,-,191947.541458459,542867.174813592
1383,-,조원아파트사거리,003,0,620,696-16대,260,260,001,002,-,-,-,001,105,82-0000005306,,2141382    ,5306,10200,-,N,-,-,191829.164953289,542698.845654111
1384,-,공단우체국,003,0,530,1103-11천,330,330,001,002,-,-,-,001,104,82-0000001801,,2121781    ,1801,10200,-,N,-,-,191031.963430069,542699.715718288
1385,-,공단우체국(연등)1,001,1384,530,1271 대,330,330,001,002,-,-,-,001,104,82-0000003797,,2121491    ,3797,10200,-,N,-,-,190897.39447393,542717.244936654
1386,-,디지털1단지,003,0,530,197-2도,330,330,001,002,-,-,-,001,104,82-0000001576,,-,1576,10200,-,N,-,-,190746.725493831,542797.659278158
1387,-,대륭포스트타워,003,1386,530,1065-5천,330,330,001,002,-,-,-,001,104,82-0000001325,,2122332    ,1325,10200,-,N,-,-,190832.147766673,542937.297122318
1388,-,대명전자삼거리,002,0,530,282-37도,330,330,001,002,-,-,-,001,104,82-0000001326,,-,1326,10200,-,N,-,-,190578.877637636,542549.690014449
1389,-,구로남초교,001,0,530,256-1 대,330,330,001,002,-,-,-,002,104,82-0000004588,,2111292    ,4588,10300,-,N,-,-,190307.725507499,542740.725947628
1391,-,영일초교(경보),001,0,530,31-19도,330,330,001,002,-,-,-,001,104,82-0000004200,,-,4200,10300,-,N,-,-,189658.571530068,542789.618809493
1392,-,디지털2단지,003,0,540,60-35도,-,260,001,002,-,-,-,001,105,82-0000004550,,-,4550,10100,-,N,-,-,190097.941789541,542059.799371734
1393,-,디지털3단지,003,0,540,371-27도,-,260,001,002,-,-,-,001,105,82-0000000018,,-,18,10100,-,N,-,-,189457.025982134,541827.882403045
1395,-,우림라이온즈1차,002,0,540,371-9도,-,260,001,002,-,-,-,002,105,82-0000000390,,-,390,10100,-,N,-,-,189537.033736362,542299.465187284
1396,-,제이플라츠,001,1395,540,616-15도,260,260,001,002,-,-,-,002,105,82-0000002043,,1191632    ,2043,10100,-,N,-,-,189500.921312966,542414.29249638
1397,-,독산초교,001,0,540,196-22대,260,260,001,002,-,-,-,001,105,82-0000004994,,2028802    ,4994,10200,-,N,-,-,191115.186562305,540787.842618252
1398,-,한일유엔아이아파트,003,0,540,524-1도,-,260,001,002,-,-,-,001,105,82-0000004479,,-,4479,10100,-,N,-,-,189077.845646257,542915.945166916
1399,-,광명대교남단,003,0,540,535-10도,-,260,001,002,-,-,-,001,105,82-0000000206,,-,206,10100,-,N,-,-,188819.366659474,542864.117535709
1400,-,가산동주민센터,003,0,540,134-75대,260,260,001,002,-,-,-,001,105,82-0000000207,,2110452    ,207,10100,-,N,-,-,190409.269284186,542011.641406055
1401,-,두산아파트,003,0,540,152-28도,-,260,001,002,-,-,-,001,105,82-0000000529,,-,529,10100,-,N,-,-,190537.975278197,541821.883163235
1402,-,가산두산아파트,001,0,540,146-10대,260,260,001,002,-,-,-,001,105,82-0000000713,,2019892    ,713,10100,-,N,-,-,190601.509954055,541729.573693322
1403,-,남문시장입구,003,0,540,980-28대,260,260,001,002,-,-,-,001,105,82-0000000612,,2039011    ,612,10200,-,N,-,-,191203.346272311,541321.220808041
1404,-,가산디지털단지역,002,0,540,34-83철,-,260,001,002,-,-,-,002,105,82-0000004480,,-,4480,10100,-,N,-,-,189651.412586093,542476.562925698
1405,-,삼성물산,002,0,540,239-17도,-,260,001,002,-,-,-,002,105,82-0000001475,,-,1475,10100,-,N,-,-,189927.051981243,541649.847390169
1406,-,두산로입구삼거리,002,0,540,237-101도,260,260,001,002,-,-,-,001,105,82-0000001199,,2008891    ,1199,10200,-,N,-,-,190079.743400641,541233.993582222
1407,-,독산1동천주교,001,0,540,335-19도,-,260,001,002,-,-,-,002,105,82-0000002044,,-,2044,10200,-,N,-,-,190288.312380009,541228.274032122
1408,-,독산역,003,0,540,1081-4도,-,260,001,002,-,-,-,001,105,82-0000004179,,-,4179,10200,-,N,-,-,190229.835920184,540794.996267072
1409,-,독산역롯데캐슬아파트,002,0,540,1005-1대,260,260,001,002,-,-,-,002,105,82-0000000880,,2017411    ,880,10200,-,N,-,-,190401.31899814,540300.434748962
1410,-,금천구청역,002,0,540,113-77철,260,260,001,002,-,-,-,002,105,82-0000004327,,2025072    ,4327,10300,-,N,-,-,190685.613606781,539623.041803276
1411,-,금천경찰서,002,0,540,산221-3 임,260,260,001,002,-,-,-,001,105,82-0000002938,,2025594    ,2938,10300,-,N,-,-,190929.192620001,539705.364639861
1412,-,시흥동오피스빌딩,003,0,540,1000-68도,-,260,001,002,-,-,-,001,105,82-0000000881,,-,881,10300,-,N,-,-,190935.464289486,539355.304620079
1413,-,안양천삼거리,002,0,540,759-6전,-,260,001,002,-,-,-,002,105,82-0000000645,,-,645,10200,-,N,-,-,190383.698208556,539503.117909743
1414,-,안천초교,002,0,540,1092도,-,260,001,002,-,-,-,002,105,82-0000004652,,-,4652,10200,-,N,-,-,190249.764532443,539813.964300385
1415,-,독산한신아파트,003,0,540,1092도,-,260,001,002,-,-,-,002,105,82-0000002939,,-,2939,10200,-,N,-,-,190139.930378314,539754.779828368
1416,-,문성중(연등)2,001,1360,540,1730 대,260,260,001,002,-,-,-,001,105,82-0000001930,,2140532    ,1930,10200,-,N,-,-,191952.016313443,541944.26175052
1417,-,디지털학교,003,0,540,147-76 대,260,260,001,002,-,-,-,001,105,82-0000004653,,2029142    ,4653,10200,-,N,-,-,190764.171963721,541469.458453082
1419,-,독산현대아파트입구(연등),001,1880,540,300-15 대,260,260,001,002,-,-,-,001,105,82-0000002062,,2018701    ,2062,10200,-,N,-,-,190563.41903312,540796.133864281
1420,-,빅마켓금천점(연등),003,4590,540,151-4대,260,260,001,002,-,-,-,001,105,82-0000002817,,2028284    ,2817,10200,-,N,-,-,190809.97408225,541168.150925792
1421,-,난곡치안센터,001,1370,620,612-41대,290,290,001,002,-,-,-,001,105,82-0000002231,,2069412    ,2231,10200,-,N,-,-,192906.723905557,541337.871096194
1422,-,벽산5단지입구,001,0,540,산100-43임,260,260,001,002,-,-,-,002,105,82-0000003397,,2064632    ,3397,10300,-,N,-,-,193001.590081303,538947.460555036
1423,-,시흥사거리(연등)1,001,660,540,872-2 대,260,260,001,002,-,-,-,001,105,82-0000000714,,2035242    ,714,10300,-,N,-,-,191286.550824516,539490.695202037
1425,-,벽산밸리5차,002,0,540,60-42장,260,260,001,002,-,-,-,001,105,82-0000000715,,2100242    ,715,10100,-,N,-,-,189826.547369522,541962.867923832
1426,-,가산디지털단지역(연등),002,1404,540,50-6도,-,260,001,002,-,-,-,002,105,82-0000000388,,-,388,10100,-,N,-,-,189682.95264781,542361.330079584
1427,-,신도림대우푸르지오,001,0,530,329-1 제,330,330,001,002,-,-,-,001,104,82-0000003606,,2107952    ,3606,10100,-,N,-,-,190141.47349059,545536.201786505
1428,-,신도림SK뷰,001,0,530,646 대,330,330,001,002,-,-,-,001,104,82-0000004331,,2107522    ,4331,10100,-,N,-,-,189956.725906335,545366.468493642
1429,-,신도림주민센터,001,0,530,413-2도,330,330,001,002,-,-,-,001,104,82-0000000882,,-,882,10100,-,N,-,-,189707.956073611,545144.77541929
1430,-,중앙유통단지,002,0,530,620-8도,330,330,001,002,-,-,-,001,104,82-0000000716,,-,716,10200,-,N,-,-,189145.384538361,544640.985853601
1431,-,제일제당앞,001,1430,530,1258대,330,330,001,002,-,-,-,001,104,82-0000004332,,1185442    ,4332,10200,-,N,-,-,188910.639038461,544486.016873809
1432,-,동양미래대학교,002,549,530,산55-1임,330,330,001,002,-,-,-,001,104,82-0000002818,,1175244    ,2818,10600,-,N,-,-,188284.89046518,544466.621461307
1433,-,한마을아파트,002,0,530,69-11도,330,330,001,002,-,-,-,001,104,82-0000004213,,-,4213,10600,-,N,-,-,187864.200036787,544139.587982803
1434,-,영화아파트,002,0,530,177-1도,330,330,001,002,-,-,-,001,104,82-0000003607,,-,3607,10700,-,N,-,-,187587.912612435,544174.033988966
1435,-,한국컨벤션웨딩,001,0,530,98-109대,330,330,001,002,-,-,-,001,104,82-0000000883,,1154092    ,883,10700,-,N,-,-,187203.220345353,544211.721573626
1436,-,한영대학교,002,0,530,311-11대,330,330,001,002,-,-,-,001,104,82-0000001476,,1145501    ,1476,10700,-,N,-,-,186947.15944979,544280.491617963
1437,-,오류IC,001,0,530,90-83 대,330,330,001,002,-,-,-,001,104,82-0000003252,,1134592    ,3252,10700,-,N,-,-,186466.51617744,544248.91892283
1438,-,오류IC(연등),001,289,530,68-28대,330,330,001,002,-,-,-,001,104,82-0000001947,,1134382    ,1947,10800,-,N,-,-,186349.434137025,544160.677857058
