parameter_id,changed_variable,changed_value,final_status,failure_reason,alpha,t_lead,delta_T_thr,G_ext,Q_trig,tau,hold_max,d_up,tau_scale,tau_numerator_gamma,T_actual_EMV_sec,general_mean_travel_time_sec,bo_score_sec,stage3_preemption_count,bottleneck_mode_count,signal_burden_sec,case_b_runtime_segment_count,case_b_runtime_movement_count,case_b_b0_prior_count,original_tau_sample_count,original_tau_raw_max,original_tau_effective_max,original_tau_hit_0p65,original_tau_hit_0p75,original_tau_hit_0p85,segment_hits_json,signal_events_csv
fixed_base_tau075_scale085_gamma5_hold14_dup1,baseline,,PASS,,1.15,21.0,80.0,32.0,0.0,0.75,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_base_tau075_scale085_gamma5_hold14_dup1/repeat_001/signal_events.csv
fixed_tau_0p6,tau,0.6,PASS,,1.15,21.0,80.0,32.0,0.0,0.6,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p6/repeat_001/signal_events.csv
fixed_tau_0p65,tau,0.65,PASS,,1.15,21.0,80.0,32.0,0.0,0.65,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p65/repeat_001/signal_events.csv
fixed_tau_0p7,tau,0.7,PASS,,1.15,21.0,80.0,32.0,0.0,0.7,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p7/repeat_001/signal_events.csv
fixed_tau_0p8,tau,0.8,PASS,,1.15,21.0,80.0,32.0,0.0,0.8,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p8/repeat_001/signal_events.csv
fixed_tau_0p85,tau,0.85,PASS,,1.15,21.0,80.0,32.0,0.0,0.85,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p85/repeat_001/signal_events.csv
fixed_tau_0p9,tau,0.9,PASS,,1.15,21.0,80.0,32.0,0.0,0.9,14.0,1,0.85,5.0,619.0,269.636054,6459.64,18,10,762.234453,0,0,0,145,0.971247,0.734628,6,0,0,"{""S14:upbound"": {""samples"": 22}, ""S15:upbound"": {""hit_0.65"": 6, ""samples"": 15}, ""S16:upbound"": {""samples"": 3}, ""S17:upbound"": {""samples"": 2}, ""S19:upbound"": {""samples"": 2}, ""S21:upbound"": {""samples"": 2}, ""S5:upbound"": {""samples"": 12}, ""S6:upbound"": {""samples"": 2}, ""S7:upbound"": {""samples"": 2}, ""S9:upbound"": {""samples"": 83}}",runs/compact_v9_B4_fixed_param_sensitivity/active15_tau_sensitivity_after_stage3_fix_20260606/B4/fixed_tau_0p9/repeat_001/signal_events.csv
