method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,5,3,6,bo_r05_003_tl30_dt173_ge9_qr30_tau90,30,173,9,0.3,0.9,224.92,492.45,249.24,178.47,0.00,PASS,,recovery_detected,True,False,0,725,1,61,273.35,191.49,355.20,,,,,,,,,,,,,,,249.24,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,153.92,508.36,186.14,178.47,0.00,PASS,,recovery_detected,True,False,0,1807,1,22,201.34,114.30,288.38,,,,,,,,,,,,,,,186.14,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,336.92,473.52,349.34,178.47,0.00,PASS,,recovery_detected,True,False,0,375,0,36,330.39,258.20,402.59,,,,,,,,,,,,,,,349.34,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,407.92,465.15,413.12,178.47,0.00,PASS,,recovery_detected,True,False,0,419,1,59,503.94,471.08,536.81,,,,,,,,,,,,,,,413.12,,,
BO,20260607,6,1,6,bo_r06_001_tl119_dt74_ge7_qr7_tau70,119,74,7,0.07,0.7,313.92,477.09,328.75,178.47,0.00,PASS,,recovery_detected,True,False,0,853,1,77,321.16,231.00,411.31,,,,,,,,,,,,,,,328.75,,,
BO,20260607,6,2,6,bo_r06_002_tl8_dt204_ge36_qr80_tau76,8,204,36,0.8,0.76,198.92,490.11,225.39,178.47,0.00,PASS,,recovery_detected,True,False,0,381,1,30,390.31,337.53,443.09,,,,,,,,,,,,,,,225.39,,,
BO,20260607,6,3,6,bo_r06_003_tl28_dt22_ge33_qr35_tau76,28,22,33,0.35,0.76,164.92,508.43,196.15,178.47,0.00,PASS,,recovery_detected,True,False,0,2637,1,20,216.44,161.75,271.12,,,,,,,,,,,,,,,196.15,,,
BO,20260607,6,4,6,bo_r06_004_tl86_dt232_ge20_qr22_tau70,86,232,20,0.22,0.7,541.92,459.86,534.46,178.47,0.00,PASS,,recovery_detected,True,False,0,685,1,72,546.58,449.64,643.51,,,,,,,,,,,,,,,534.46,,,
BO,20260607,6,5,6,bo_r06_005_tl82_dt60_ge33_qr40_tau89,82,60,33,0.4,0.89,160.92,512.86,192.91,178.47,0.00,PASS,,recovery_detected,True,False,0,454,1,27,243.09,141.55,344.63,,,,,,,,,,,,,,,192.91,,,
BO,20260607,6,6,6,bo_r06_006_tl81_dt122_ge8_qr4_tau70,81,122,8,0.04,0.7,352.92,470.66,363.62,178.47,0.00,PASS,,recovery_detected,True,False,0,871,1,77,370.47,291.57,449.37,,,,,,,,,,,,,,,363.62,,,
BO,20260607,7,1,6,bo_r07_001_tl64_dt45_ge22_qr73_tau87,64,45,22,0.73,0.87,211.92,492.93,237.47,178.47,0.00,PASS,,recovery_detected,True,False,0,1279,1,37,170.18,65.30,275.06,25.23,25.03,21.40,6.12,4.16,5.19,4.32,21.40,11.22,21.40,8.73,3.06348862,5,0.848188,237.47,,,
BO,20260607,7,2,6,bo_r07_002_tl54_dt51_ge46_qr59_tau88,54,51,46,0.59,0.88,281.92,490.82,300.91,178.47,0.00,PASS,,recovery_detected,True,False,0,860,1,31,175.96,59.21,292.70,24.57,24.42,21.73,6.24,4.25,5.26,4.42,21.73,11.50,21.73,8.90,3.07872422,5,0.884571,300.91,,,
BO,20260607,7,3,6,bo_r07_003_tl53_dt47_ge15_qr60_tau89,53,47,15,0.6,0.89,186.92,495.51,214.97,178.47,0.00,PASS,,recovery_detected,True,False,0,1313,1,43,178.44,56.10,300.77,24.46,24.20,19.48,5.34,3.66,4.67,3.85,19.48,10.13,19.48,7.86,2.96948196,5,0.796545,214.97,,,
BO,20260607,7,4,6,bo_r07_004_tl68_dt71_ge23_qr80_tau88,68,71,23,0.8,0.88,254.92,500.04,277.20,178.47,0.00,PASS,,recovery_detected,True,False,0,605,1,41,176.34,60.98,291.70,24.09,23.94,21.18,6.07,4.13,5.12,4.31,21.18,11.20,21.18,8.67,3.05315054,5,0.879279,277.20,,,
BO,20260607,7,5,6,bo_r07_005_tl71_dt84_ge46_qr77_tau85,71,84,46,0.77,0.85,315.92,483.64,331.17,178.47,0.00,PASS,,recovery_detected,True,False,0,357,1,33,182.92,77.09,288.76,18.96,18.88,17.36,5.19,3.50,4.25,3.59,17.36,9.18,17.36,7.18,2.85411907,5,0.915591,331.17,,,
BO,20260607,7,6,6,bo_r07_006_tl67_dt60_ge5_qr94_tau84,67,60,5,0.94,0.84,166.92,510.66,198.17,178.47,0.00,PASS,,recovery_detected,True,False,0,1008,0,58,191.71,75.98,307.44,17.15,16.98,13.92,3.89,2.65,3.36,2.78,13.92,7.24,13.92,5.64,2.63314889,5,0.811567,198.17,,,
BO,20260607,8,1,6,bo_r08_001_tl56_dt3_ge12_qr86_tau77,56,3,12,0.86,0.77,270.92,464.00,288.47,178.47,0.00,PASS,,recovery_detected,True,False,0,4863,1,18,167.99,83.62,252.36,22.39,22.08,16.44,4.62,3.13,4.01,3.22,16.44,8.29,16.44,6.62,2.79956791,5,0.734142,288.47,,,
BO,20260607,8,2,6,bo_r08_002_tl58_dt12_ge33_qr83_tau71,58,12,33,0.83,0.71,167.92,506.85,198.73,178.47,0.00,PASS,,recovery_detected,True,False,0,3737,1,18,162.17,101.31,223.03,21.59,21.28,15.76,4.69,3.13,3.94,3.13,15.76,7.83,15.76,6.41,2.75769536,5,0.730278,198.73,,,
BO,20260607,8,3,6,bo_r08_003_tl71_dt58_ge17_qr93_tau71,71,58,17,0.93,0.71,173.92,499.91,203.56,178.47,0.00,PASS,,recovery_detected,True,False,0,684,0,41,175.67,77.22,274.11,21.01,20.69,14.97,4.51,2.99,3.77,2.97,14.97,7.36,14.97,6.09,2.70609434,5,0.712667,203.56,,,
BO,20260607,8,4,6,bo_r08_004_tl71_dt32_ge34_qr86_tau70,71,32,34,0.86,0.7,234.92,499.34,258.96,178.47,0.00,PASS,,recovery_detected,True,False,0,2190,1,26,170.32,96.81,243.84,18.87,18.62,14.10,4.38,2.89,3.58,2.84,14.10,6.98,14.10,5.79,2.64585911,5,0.747043,258.96,,,
BO,20260607,8,5,6,bo_r08_005_tl55_dt13_ge34_qr68_tau71,55,13,34,0.68,0.71,168.92,506.73,199.63,178.47,0.00,PASS,,recovery_detected,True,False,0,3660,1,18,172.77,100.88,244.65,17.16,16.88,11.88,3.56,2.36,2.99,2.34,11.88,5.78,11.88,4.82,2.47456851,5,0.692036,199.63,,,
BO,20260607,8,6,6,bo_r08_006_tl75_dt18_ge34_qr85_tau71,75,18,34,0.85,0.71,164.92,507.38,196.05,178.47,0.00,PASS,,recovery_detected,True,False,0,3322,1,18,179.45,95.56,263.35,16.16,15.96,12.38,3.89,2.56,3.15,2.51,12.38,6.16,12.38,5.11,2.51611308,5,0.766340,196.05,,,
BO,20260607,9,1,6,bo_r09_001_tl77_dt1_ge40_qr82_tau71,77,1,40,0.82,0.71,262.92,484.10,283.03,178.47,0.00,PASS,,recovery_detected,True,False,0,4630,1,16,154.15,63.76,244.53,32.44,32.08,25.52,8.13,5.36,6.51,5.23,25.52,12.75,25.52,10.58,3.23947627,5,0.786652,283.03,,,
BO,20260607,9,2,6,bo_r09_002_tl85_dt23_ge35_qr78_tau77,85,23,35,0.78,0.77,166.92,507.33,197.87,178.47,0.00,PASS,,recovery_detected,True,False,0,2534,1,19,158.32,64.20,252.43,30.31,30.05,25.31,8.04,5.32,6.41,5.23,25.31,12.87,25.31,10.53,3.23103758,5,0.834876,197.87,,,
BO,20260607,9,3,6,bo_r09_003_tl84_dt17_ge37_qr80_tau70,84,17,37,0.8,0.7,161.92,508.12,193.39,178.47,0.00,PASS,,recovery_detected,True,False,0,3367,1,18,163.50,64.36,262.65,28.00,27.66,21.53,7.02,4.59,5.56,4.42,21.53,10.61,21.53,8.96,3.06948313,5,0.769033,193.39,,,
BO,20260607,9,4,6,bo_r09_004_tl73_dt0_ge39_qr77_tau70,73,0,39,0.77,0.7,416.92,464.59,421.25,178.47,0.00,PASS,,recovery_detected,True,False,0,461,1,40,161.87,81.13,242.60,25.47,25.14,19.20,6.10,4.01,4.91,3.90,19.20,9.47,19.20,7.93,2.95484478,5,0.753702,421.25,,,
BO,20260607,9,5,6,bo_r09_005_tl77_dt18_ge42_qr69_tau77,77,18,42,0.69,0.77,164.92,507.38,196.05,178.47,0.00,PASS,,recovery_detected,True,False,0,3322,1,18,167.38,72.09,262.67,24.92,24.69,20.52,6.47,4.28,5.19,4.23,20.52,10.42,20.52,8.52,3.02147869,5,0.823424,196.05,,,
BO,20260607,9,6,6,bo_r09_006_tl87_dt14_ge31_qr76_tau77,87,14,31,0.76,0.77,177.92,504.91,207.65,178.47,0.00,PASS,,recovery_detected,True,False,0,3601,1,18,174.71,62.35,287.08,24.34,24.11,20.03,6.39,4.22,5.09,4.14,20.03,10.13,20.03,8.33,2.99708416,5,0.822957,207.65,,,
BO,20260607,10,1,6,bo_r10_001_tl61_dt36_ge41_qr83_tau74,61,36,41,0.83,0.74,169.92,510.00,200.84,178.47,0.00,PASS,,recovery_detected,True,False,0,2056,1,22,156.77,84.69,228.84,27.37,27.06,21.57,6.45,4.32,5.36,4.35,21.57,10.95,21.57,8.83,3.07115289,5,0.788110,200.84,,,
BO,20260607,10,2,6,bo_r10_002_tl58_dt32_ge34_qr100_tau72,58,32,34,1.0,0.72,187.92,506.58,216.89,178.47,0.00,PASS,,recovery_detected,True,False,0,2088,0,27,157.47,86.73,228.20,26.63,26.33,20.77,6.05,4.08,5.11,4.15,20.77,10.59,20.77,8.46,3.03368386,5,0.780000,216.89,,,
BO,20260607,10,3,6,bo_r10_003_tl62_dt48_ge37_qr81_tau70,62,48,37,0.81,0.7,158.92,510.48,190.88,178.47,0.00,PASS,,recovery_detected,True,False,0,1471,1,27,159.47,82.33,236.62,26.39,26.01,19.13,5.81,3.85,4.82,3.81,19.13,9.43,19.13,7.81,2.95111095,5,0.724855,190.88,,,
BO,20260607,10,4,6,bo_r10_004_tl56_dt42_ge38_qr88_tau70,56,42,38,0.88,0.7,222.92,495.43,247.69,178.47,0.00,PASS,,recovery_detected,True,False,0,1520,1,28,154.41,103.84,204.97,25.77,25.41,18.97,5.62,3.75,4.73,3.77,18.97,9.46,18.97,7.71,2.94281080,5,0.736052,247.69,,,
BO,20260607,10,5,6,bo_r10_005_tl60_dt48_ge36_qr100_tau73,60,48,36,1.0,0.73,282.92,491.28,301.86,178.47,0.00,PASS,,recovery_detected,True,False,0,1667,0,33,159.46,87.68,231.24,25.42,25.15,20.25,5.93,3.99,4.98,4.07,20.25,10.38,20.25,8.27,3.00835623,5,0.796721,301.86,,,
BO,20260607,10,6,6,bo_r10_006_tl57_dt47_ge37_qr69_tau70,57,47,37,0.69,0.7,162.92,510.66,194.53,178.47,0.00,PASS,,recovery_detected,True,False,0,1492,1,27,153.96,108.58,199.33,25.48,25.06,17.52,5.30,3.51,4.44,3.45,17.52,8.49,17.52,7.12,2.86325508,5,0.687612,194.53,,,
BO,20260607,11,1,6,bo_r11_001_tl57_dt23_ge33_qr69_tau73,57,23,33,0.69,0.73,162.92,508.93,194.38,178.47,0.00,PASS,,recovery_detected,True,False,0,2580,1,23,187.12,115.18,259.06,19.78,19.49,14.13,4.21,2.80,3.54,2.79,14.13,6.96,14.13,5.74,2.64799064,5,0.714006,194.38,,,
BO,20260607,11,2,6,bo_r11_002_tl45_dt28_ge34_qr66_tau73,45,28,34,0.66,0.73,166.92,510.33,198.14,178.47,0.00,PASS,,recovery_detected,True,False,0,2280,1,25,230.48,94.25,366.71,19.65,19.33,13.52,3.87,2.60,3.35,2.63,13.52,6.64,13.52,5.43,2.60396893,5,0.687822,198.14,,,
BO,20260607,11,3,6,bo_r11_003_tl37_dt32_ge33_qr73_tau72,37,32,33,0.73,0.72,162.92,511.66,194.62,178.47,0.00,PASS,,recovery_detected,True,False,0,2295,1,27,242.66,83.68,401.64,18.07,17.76,12.20,3.37,2.28,2.99,2.34,12.20,6.01,12.20,4.86,2.50171323,5,0.675372,194.62,,,
BO,20260607,11,4,6,bo_r11_004_tl80_dt21_ge25_qr63_tau77,80,21,25,0.63,0.77,162.92,509.20,194.40,178.47,0.00,PASS,,recovery_detected,True,False,0,2696,1,24,197.76,109.76,285.76,17.80,17.57,13.49,4.26,2.81,3.44,2.74,13.49,6.68,13.49,5.57,2.60211237,5,0.758200,194.40,,,
BO,20260607,11,5,6,bo_r11_005_tl66_dt29_ge38_qr72_tau70,66,29,38,0.72,0.7,167.92,510.55,199.07,178.47,0.00,PASS,,recovery_detected,True,False,0,2177,1,23,213.96,135.10,292.82,17.71,17.45,12.73,3.97,2.61,3.25,2.55,12.73,6.21,12.73,5.22,2.54360908,5,0.718534,199.07,,,
BO,20260607,11,6,6,bo_r11_006_tl89_dt26_ge39_qr70_tau72,89,26,39,0.7,0.72,164.92,508.40,196.15,178.47,0.00,PASS,,recovery_detected,True,False,0,2325,1,20,232.35,134.31,330.40,16.56,16.37,12.91,4.28,2.79,3.35,2.67,12.91,6.36,12.91,5.40,2.55816657,5,0.779844,196.15,,,
BO,20260607,12,1,6,bo_r12_001_tl11_dt32_ge45_qr31_tau85,11,32,45,0.31,0.85,177.92,494.84,206.73,178.47,0.00,PASS,,recovery_detected,True,False,0,2231,1,21,203.99,72.14,335.83,15.68,15.44,11.15,2.81,1.95,2.62,2.12,11.15,5.71,11.15,4.39,2.41171627,5,0.711285,206.73,,,
