method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,13,2,6,bo_r13_002_tl66_dt83_ge42_qr13_tau89,66,83,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,-179.69,-18901.14,18541.76,0.00,23.89,stable_success_lattice,stable_success,True,19.01,5.94,3.93,4.81,3.88,19.01,7.65,19.01,7.54,2.94476080,5,0.792838,326.19,,,
BO,20260607,13,3,6,bo_r13_003_tl68_dt83_ge42_qr12_tau89,68,83,42,0.12,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,6853.26,-44288.15,57994.66,0.00,23.60,stable_success_lattice,stable_success,True,18.81,5.92,3.92,4.77,3.85,18.81,7.56,18.81,7.47,2.93436450,5,0.794233,326.19,,,
BO,20260607,13,4,6,bo_r13_004_tl68_dt81_ge42_qr13_tau89,68,81,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,3776.60,-42786.35,50339.54,0.00,23.42,stable_success_lattice,stable_success,True,18.73,5.89,3.90,4.75,3.83,18.73,7.54,18.73,7.44,2.93035755,5,0.797213,326.19,,,
BO,20260607,13,5,6,bo_r13_005_tl66_dt83_ge42_qr12_tau89,66,83,42,0.12,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,-437.89,-19174.47,18298.70,0.00,22.77,stable_success_lattice,stable_success,True,18.07,5.65,3.74,4.57,3.69,18.07,7.26,18.07,7.16,2.89405493,5,0.790438,326.19,,,
BO,20260607,13,6,6,bo_r13_006_tl66_dt81_ge42_qr13_tau89,66,81,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,-116.63,-17638.87,17405.61,0.00,22.58,stable_success_lattice,stable_success,True,17.98,5.62,3.72,4.55,3.67,17.98,7.24,17.98,7.13,2.88948577,5,0.793419,326.19,,,
BO,20260607,14,1,6,bo_r14_001_tl68_dt81_ge42_qr12_tau89,68,81,42,0.12,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,523.12,-21910.88,22957.12,0.00,22.28,stable_success_lattice,stable_success,True,17.77,5.60,3.70,4.51,3.64,17.77,7.15,17.77,7.06,2.87761582,5,0.794813,326.19,,,
BO,20260607,14,2,6,bo_r14_002_tl68_dt79_ge42_qr13_tau89,68,79,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,1087.22,-23914.87,26089.31,0.00,22.23,stable_success_lattice,stable_success,True,17.80,5.60,3.70,4.51,3.64,17.80,7.17,17.80,7.07,2.87913147,5,0.797794,326.19,,,
BO,20260607,14,3,6,bo_r14_003_tl68_dt78_ge42_qr13_tau89,68,78,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,2326.06,-29898.06,34550.18,0.00,21.67,stable_success_lattice,stable_success,True,17.35,5.46,3.61,4.40,3.55,17.35,6.99,17.35,6.89,2.85387530,5,0.798084,326.19,,,
BO,20260607,14,4,6,bo_r14_004_tl66_dt81_ge42_qr12_tau89,66,81,42,0.12,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,90.62,-15270.19,15451.43,0.00,21.40,stable_success_lattice,stable_success,True,16.99,5.32,3.52,4.30,3.47,16.99,6.83,16.99,6.74,2.83276559,5,0.791019,326.19,,,
BO,20260607,14,5,6,bo_r14_005_tl66_dt79_ge42_qr13_tau89,66,79,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,-162.12,-15130.92,14806.69,0.00,21.35,stable_success_lattice,stable_success,True,17.02,5.32,3.52,4.30,3.47,17.02,6.85,17.02,6.75,2.83411133,5,0.793999,326.19,,,
BO,20260607,14,6,6,bo_r14_006_tl68_dt77_ge42_qr13_tau89,68,77,42,0.13,0.89,319.92,388.94,326.19,326.16,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,4958.05,-36584.96,46501.05,0.00,21.13,stable_success_lattice,stable_success,True,16.93,5.33,3.52,4.29,3.47,16.93,6.82,16.93,6.73,2.82901115,5,0.798374,326.19,,,
