input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,25,bo_r25_004_tl28_dt28_ge28_qr5_tau85,28,28,28,0.05,0.85,91.92,120.50,0.91,0.09,10:1,94.52,,,91.92,120.50,,1,20
BO,20260607,25,bo_r25_005_tl38_dt30_ge41_qr33_tau85,38,30,41,0.33,0.85,114.92,112.63,0.91,0.09,10:1,114.71,,,114.92,112.63,,0,18
BO,20260607,25,bo_r25_006_tl38_dt27_ge40_qr29_tau81,38,27,40,0.29,0.81,95.92,114.41,0.91,0.09,10:1,97.60,,,95.92,114.41,,1,17
BO,20260607,26,bo_r26_001_tl34_dt45_ge26_qr0_tau79,34,45,26,0.0,0.79,237.92,117.30,0.91,0.09,10:1,226.95,,,237.92,117.30,,1,37
BO,20260607,26,bo_r26_002_tl44_dt15_ge33_qr57_tau79,44,15,33,0.57,0.79,144.92,106.02,0.91,0.09,10:1,141.38,,,144.92,106.02,,0,18
BO,20260607,26,bo_r26_003_tl6_dt37_ge28_qr1_tau80,6,37,28,0.01,0.8,160.92,110.43,0.91,0.09,10:1,156.33,,,160.92,110.43,,1,26
BO,20260607,26,bo_r26_004_tl32_dt7_ge41_qr41_tau85,32,7,41,0.41,0.85,167.92,106.50,0.91,0.09,10:1,162.34,,,167.92,106.50,,0,17
BO,20260607,26,bo_r26_005_tl46_dt49_ge47_qr19_tau80,46,49,47,0.19,0.8,210.92,110.16,0.91,0.09,10:1,201.76,,,210.92,110.16,,1,29
BO,20260607,26,bo_r26_006_tl40_dt49_ge28_qr0_tau78,40,49,28,0.0,0.78,196.92,108.53,0.91,0.09,10:1,188.88,,,196.92,108.53,,1,33
BO,20260607,27,bo_r27_001_tl32_dt29_ge38_qr12_tau83,32,29,38,0.12,0.83,145.92,115.61,0.91,0.09,10:1,143.16,,,145.92,115.61,,1,20
BO,20260607,27,bo_r27_002_tl25_dt29_ge43_qr7_tau84,25,29,43,0.07,0.84,144.92,112.83,0.91,0.09,10:1,142.00,,,144.92,112.83,,1,19
BO,20260607,27,bo_r27_003_tl33_dt27_ge29_qr15_tau81,33,27,29,0.15,0.81,95.92,114.41,0.91,0.09,10:1,97.60,,,95.92,114.41,,1,21
BO,20260607,27,bo_r27_004_tl120_dt42_ge46_qr69_tau80,120,42,46,0.69,0.8,110.92,110.44,0.91,0.09,10:1,110.88,,,110.92,110.44,,0,18
BO,20260607,27,bo_r27_005_tl51_dt34_ge32_qr51_tau81,51,34,32,0.51,0.81,108.92,111.28,0.91,0.09,10:1,109.13,,,108.92,111.28,,0,23
BO,20260607,27,bo_r27_006_tl27_dt56_ge43_qr28_tau79,27,56,43,0.28,0.79,143.92,103.31,0.91,0.09,10:1,140.23,,,143.92,103.31,,1,24
BO,20260607,28,bo_r28_001_tl27_dt25_ge40_qr23_tau77,27,25,40,0.23,0.77,94.92,116.27,0.91,0.09,10:1,96.86,,,94.92,116.27,,1,17
BO,20260607,28,bo_r28_002_tl38_dt40_ge27_qr61_tau85,38,40,27,0.61,0.85,230.92,114.71,0.91,0.09,10:1,220.36,,,230.92,114.71,,0,35
BO,20260607,28,bo_r28_003_tl71_dt43_ge46_qr82_tau70,71,43,46,0.82,0.7,110.92,110.44,0.91,0.09,10:1,110.88,,,110.92,110.44,,0,18
BO,20260607,28,bo_r28_004_tl23_dt30_ge36_qr12_tau79,23,30,36,0.12,0.79,93.92,103.15,0.91,0.09,10:1,94.76,,,93.92,103.15,,1,19
BO,20260607,28,bo_r28_005_tl80_dt50_ge43_qr70_tau73,80,50,43,0.7,0.73,158.92,109.15,0.91,0.09,10:1,154.40,,,158.92,109.15,,0,24
BO,20260607,28,bo_r28_006_tl122_dt36_ge50_qr64_tau76,122,36,50,0.64,0.76,145.92,110.81,0.91,0.09,10:1,142.73,,,145.92,110.81,,0,18
BO,20260607,29,bo_r29_001_tl32_dt20_ge33_qr20_tau76,32,20,33,0.2,0.76,91.92,116.91,0.91,0.09,10:1,94.19,219.08016,311.0,91.91984,116.905398,148.869048,1,17
BO,20260607,29,bo_r29_002_tl38_dt30_ge46_qr6_tau83,38,30,46,0.06,0.83,94.92,103.69,0.91,0.09,10:1,95.72,219.08016,314.0,94.91984,103.686154,134.60678,1,17
BO,20260607,29,bo_r29_003_tl36_dt14_ge33_qr10_tau79,36,14,33,0.1,0.79,137.92,113.52,0.91,0.09,10:1,135.70,219.08016,357.0,137.91984,113.520574,145.1625,1,18
BO,20260607,29,bo_r29_004_tl32_dt22_ge42_qr15_tau81,32,22,42,0.15,0.81,93.92,114.24,0.91,0.09,10:1,95.77,219.08016,313.0,93.91984,114.243108,145.532508,1,17
BO,20260607,29,bo_r29_005_tl31_dt14_ge31_qr17_tau82,31,14,31,0.17,0.82,137.92,113.52,0.91,0.09,10:1,135.70,219.08016,357.0,137.91984,113.520574,145.1625,1,18
BO,20260607,29,bo_r29_006_tl34_dt18_ge34_qr8_tau77,34,18,34,0.08,0.77,167.92,121.82,0.91,0.09,10:1,163.73,219.08016,387.0,167.91984,121.821216,152.683117,1,20
BO,20260607,30,bo_r30_001_tl8_dt35_ge47_qr30_tau83,8,35,47,0.3,0.83,95.92,114.60,0.91,0.09,10:1,97.62,219.08016,315.0,95.91984,114.602219,145.193353,1,17
BO,20260607,30,bo_r30_002_tl35_dt25_ge38_qr23_tau72,35,25,38,0.23,0.72,94.92,116.27,0.91,0.09,10:1,96.86,219.08016,314.0,94.91984,116.26726,147.763473,1,17
BO,20260607,30,bo_r30_003_tl74_dt27_ge40_qr57_tau83,74,27,40,0.57,0.83,139.92,103.14,0.91,0.09,10:1,136.58,219.08016,359.0,139.91984,103.137626,134.940063,0,19
BO,20260607,30,bo_r30_004_tl3_dt20_ge46_qr22_tau75,3,20,46,0.22,0.75,91.92,116.91,0.91,0.09,10:1,94.19,219.08016,311.0,91.91984,116.905398,148.869048,1,17
BO,20260607,30,bo_r30_005_tl38_dt30_ge49_qr12_tau77,38,30,49,0.12,0.77,94.92,103.69,0.91,0.09,10:1,95.72,219.08016,314.0,94.91984,103.686154,134.60678,1,17
BO,20260607,30,bo_r30_006_tl46_dt22_ge40_qr26_tau83,46,22,40,0.26,0.83,93.92,114.24,0.91,0.09,10:1,95.77,219.08016,313.0,93.91984,114.243108,145.532508,1,17
BO,20260607,31,bo_r31_001_tl3_dt37_ge45_qr33_tau75,3,37,45,0.33,0.75,109.92,111.94,0.91,0.09,10:1,110.10,219.08016,329.0,109.91984,111.941686,142.78806,0,18
BO,20260607,31,bo_r31_002_tl0_dt45_ge46_qr25_tau75,0,45,46,0.25,0.75,191.92,115.97,0.91,0.09,10:1,185.02,219.08016,411.0,191.91984,115.970558,145.835544,1,24
BO,20260607,31,bo_r31_003_tl0_dt47_ge45_qr24_tau72,0,47,45,0.24,0.72,207.92,166.24,0.91,0.09,10:1,204.13,219.08016,427.0,207.91984,166.235747,194.165275,1,27
BO,20260607,31,bo_r31_004_tl12_dt31_ge44_qr22_tau74,12,31,44,0.22,0.74,91.92,116.29,0.91,0.09,10:1,94.14,219.08016,311.0,91.91984,116.292472,146.93617,1,17
BO,20260607,31,bo_r31_005_tl11_dt30_ge50_qr23_tau74,11,30,50,0.23,0.74,94.92,103.69,0.91,0.09,10:1,95.72,219.08016,314.0,94.91984,103.686154,134.60678,1,17
BO,20260607,31,bo_r31_006_tl13_dt29_ge50_qr27_tau72,13,29,50,0.27,0.72,166.92,115.28,0.91,0.09,10:1,162.22,219.08016,386.0,166.91984,115.276586,146.366864,1,20
BO,20260607,32,bo_r32_001_tl14_dt36_ge49_qr13_tau76,14,36,49,0.13,0.76,95.92,114.60,0.91,0.09,10:1,97.62,219.08016,315.0,95.91984,114.602219,145.193353,1,17
BO,20260607,32,bo_r32_002_tl6_dt26_ge49_qr7_tau75,6,26,49,0.07,0.75,92.92,116.88,0.91,0.09,10:1,95.10,219.08016,312.0,92.91984,116.878661,148.496988,1,17
BO,20260607,32,bo_r32_003_tl0_dt34_ge50_qr8_tau75,0,34,50,0.08,0.75,95.92,114.60,0.91,0.09,10:1,97.62,219.08016,315.0,95.91984,114.602219,145.193353,1,17
BO,20260607,32,bo_r32_004_tl10_dt25_ge49_qr2_tau75,10,25,49,0.02,0.75,94.92,116.27,0.91,0.09,10:1,96.86,219.08016,314.0,94.91984,116.26726,147.763473,1,17
BO,20260607,32,bo_r32_005_tl0_dt22_ge48_qr8_tau75,0,22,48,0.08,0.75,93.92,114.24,0.91,0.09,10:1,95.77,219.08016,313.0,93.91984,114.243108,145.532508,1,17
BO,20260607,32,bo_r32_006_tl0_dt26_ge47_qr13_tau75,0,26,47,0.13,0.75,92.92,116.88,0.91,0.09,10:1,95.10,219.08016,312.0,92.91984,116.878661,148.496988,1,17
BO,20260607,33,bo_r33_001_tl17_dt20_ge49_qr18_tau79,17,20,49,0.18,0.79,91.92,116.91,0.91,0.09,10:1,94.19,219.08016,311.0,91.91984,116.905398,148.869048,1,17
BO,20260607,33,bo_r33_002_tl29_dt16_ge46_qr10_tau74,29,16,46,0.1,0.74,138.92,112.08,0.91,0.09,10:1,136.48,219.08016,358.0,138.91984,112.076871,144.065015,1,18
BO,20260607,33,bo_r33_003_tl10_dt23_ge44_qr9_tau74,10,23,44,0.09,0.74,166.92,118.39,0.91,0.09,10:1,162.51,219.08016,386.0,166.91984,118.387304,150.118497,1,20
BO,20260607,33,bo_r33_004_tl7_dt23_ge47_qr26_tau79,7,23,47,0.26,0.79,167.92,118.43,0.91,0.09,10:1,163.42,219.08016,387.0,167.91984,118.430375,150.090116,1,20
BO,20260607,33,bo_r33_005_tl0_dt14_ge49_qr12_tau77,0,14,49,0.12,0.77,137.92,113.52,0.91,0.09,10:1,135.70,219.08016,357.0,137.91984,113.520574,145.1625,1,18
BO,20260607,33,bo_r33_006_tl3_dt25_ge48_qr28_tau78,3,25,48,0.28,0.78,94.92,116.27,0.91,0.09,10:1,96.86,219.08016,314.0,94.91984,116.26726,147.763473,1,17
BO,20260607,34,bo_r34_001_tl20_dt29_ge47_qr20_tau76,20,29,47,0.2,0.76,137.92,1836.00,0.91,0.09,10:1,292.29,219.08016,357.0,137.91984,1836.003119,158.674107,0,19
BO,20260607,34,bo_r34_002_tl20_dt37_ge41_qr17_tau73,20,37,41,0.17,0.73,109.92,2000.35,0.91,0.09,10:1,281.78,219.08016,329.0,109.91984,2000.349647,148.5,0,19
BO,20260607,34,bo_r34_003_tl9_dt28_ge49_qr20_tau74,9,28,49,0.2,0.74,169.92,1940.55,0.91,0.09,10:1,330.89,219.08016,389.0,169.91984,1940.551272,151.360313,0,20
BO,20260607,34,bo_r34_004_tl25_dt23_ge41_qr18_tau74,25,23,41,0.18,0.74,144.92,2033.35,0.91,0.09,10:1,316.60,219.08016,364.0,144.91984,2033.346682,135.844237,0,17
BO,20260607,34,bo_r34_005_tl6_dt22_ge49_qr19_tau73,6,22,49,0.19,0.73,145.92,2029.07,0.91,0.09,10:1,317.12,219.08016,365.0,145.91984,2029.068057,138.226006,0,17
BO,20260607,34,bo_r34_006_tl17_dt28_ge45_qr20_tau72,17,28,45,0.2,0.72,167.92,1944.82,0.91,0.09,10:1,329.46,219.08016,387.0,167.91984,1944.816765,149.569554,0,21
BO,20260607,35,bo_r35_001_tl16_dt33_ge49_qr11_tau77,16,33,49,0.11,0.77,144.92,1998.11,0.91,0.09,10:1,313.39,219.08016,364.0,144.91984,1998.108675,143.602339,0,19
BO,20260607,35,bo_r35_002_tl7_dt18_ge43_qr27_tau73,7,18,43,0.27,0.73,164.92,1932.87,0.91,0.09,10:1,325.64,219.08016,384.0,164.91984,1932.86855,152.095607,0,19
BO,20260607,35,bo_r35_003_tl15_dt28_ge50_qr21_tau77,15,28,50,0.21,0.77,167.92,1920.13,0.91,0.09,10:1,327.21,219.08016,387.0,167.91984,1920.131015,152.860051,0,20
BO,20260607,35,bo_r35_004_tl14_dt51_ge43_qr24_tau77,14,51,43,0.24,0.77,162.92,1998.02,0.91,0.09,10:1,329.75,219.08016,382.0,162.91984,1998.01607,138.54386,0,25
BO,20260607,35,bo_r35_005_tl1_dt23_ge43_qr28_tau79,1,23,43,0.28,0.79,146.92,2035.67,0.91,0.09,10:1,318.62,219.08016,366.0,146.91984,2035.67364,135.034375,0,17
BO,20260607,35,bo_r35_006_tl3_dt26_ge41_qr21_tau74,3,26,41,0.21,0.74,137.92,2002.22,0.91,0.09,10:1,307.40,219.08016,357.0,137.91984,2002.218501,145.102639,0,18
BO,20260607,36,bo_r36_001_tl5_dt39_ge48_qr29_tau76,5,39,48,0.29,0.76,138.92,1873.24,0.91,0.09,10:1,296.59,219.08016,358.0,138.91984,1873.243348,153.948837,0,19
BO,20260607,36,bo_r36_002_tl4_dt44_ge49_qr33_tau76,4,44,49,0.33,0.76,144.92,2006.84,0.91,0.09,10:1,314.19,219.08016,364.0,144.91984,2006.844945,143.563422,0,21
BO,20260607,36,bo_r36_003_tl8_dt45_ge50_qr17_tau80,8,45,50,0.17,0.8,137.92,2013.07,0.91,0.09,10:1,308.39,219.08016,357.0,137.91984,2013.074814,141.205357,0,18
BO,20260607,36,bo_r36_004_tl0_dt40_ge47_qr34_tau75,0,40,47,0.34,0.75,242.92,1917.92,0.91,0.09,10:1,395.19,219.08016,462.0,242.91984,1917.916529,148.06599,0,26
BO,20260607,36,bo_r36_005_tl41_dt28_ge44_qr13_tau84,41,28,44,0.13,0.84,170.92,1940.12,0.91,0.09,10:1,331.76,219.08016,390.0,170.91984,1940.118362,149.798956,0,22
BO,20260607,36,bo_r36_006_tl11_dt52_ge49_qr25_tau72,11,52,49,0.25,0.72,188.92,1965.41,0.91,0.09,10:1,350.42,219.08016,408.0,188.91984,1965.405161,138.803235,0,23
BO,20260607,37,bo_r37_001_tl10_dt41_ge47_qr10_tau71,10,41,47,0.1,0.71,137.92,2006.89,0.91,0.09,10:1,307.83,219.08016,357.0,137.91984,2006.887793,142.150442,0,21
BO,20260607,37,bo_r37_002_tl24_dt18_ge46_qr18_tau83,24,18,46,0.18,0.83,166.92,1938.29,0.91,0.09,10:1,327.95,219.08016,386.0,166.91984,1938.286786,154.572917,0,19
BO,20260607,37,bo_r37_003_tl17_dt25_ge40_qr25_tau83,17,25,40,0.25,0.83,137.92,2052.51,0.91,0.09,10:1,311.97,219.08016,357.0,137.91984,2052.508716,134.477419,0,17
BO,20260607,37,bo_r37_004_tl0_dt0_ge50_qr28_tau77,0,0,50,0.28,0.77,192.92,1989.79,0.91,0.09,10:1,356.27,219.08016,412.0,192.91984,1989.788307,137.521127,0,22
BO,20260607,37,bo_r37_005_tl0_dt22_ge46_qr16_tau76,0,22,46,0.16,0.76,157.92,1995.27,0.91,0.09,10:1,324.95,219.08016,377.0,157.91984,1995.270494,144.620991,0,17
BO,20260607,37,bo_r37_006_tl9_dt43_ge45_qr10_tau70,9,43,45,0.1,0.7,111.92,2018.97,0.91,0.09,10:1,285.29,219.08016,331.0,111.91984,2018.973834,143.695783,0,19
BO,20260607,38,bo_r38_001_tl1_dt34_ge47_qr13_tau75,1,34,47,0.13,0.75,144.92,2006.71,0.91,0.09,10:1,314.17,219.08016,364.0,144.91984,2006.712765,142.59882,0,19
BO,20260607,38,bo_r38_002_tl33_dt21_ge29_qr5_tau82,33,21,29,0.05,0.82,144.92,2024.87,0.91,0.09,10:1,315.82,219.08016,364.0,144.91984,2024.86555,138.496933,0,20
BO,20260607,38,bo_r38_003_tl32_dt24_ge33_qr18_tau80,32,24,33,0.18,0.8,184.92,1946.61,0.91,0.09,10:1,345.07,219.08016,404.0,184.91984,1946.614786,151.610526,0,24
BO,20260607,38,bo_r38_004_tl31_dt31_ge37_qr30_tau76,31,31,37,0.3,0.76,157.92,2002.22,0.91,0.09,10:1,325.58,219.08016,377.0,157.91984,2002.218515,139.704678,0,22
BO,20260607,38,bo_r38_005_tl19_dt6_ge48_qr14_tau77,19,6,48,0.14,0.77,181.92,1912.39,0.91,0.09,10:1,339.24,219.08016,401.0,181.91984,1912.392077,162.60804,0,18
BO,20260607,38,bo_r38_006_tl20_dt38_ge37_qr11_tau83,20,38,37,0.11,0.83,137.92,1973.33,0.91,0.09,10:1,304.77,219.08016,357.0,137.91984,1973.326543,141.090909,0,25
BO,20260607,39,bo_r39_001_tl26_dt18_ge29_qr20_tau79,26,18,29,0.2,0.79,177.92,1940.55,0.91,0.09,10:1,338.16,219.08016,397.0,177.91984,1940.549237,153.715405,0,22
BO,20260607,39,bo_r39_002_tl28_dt4_ge30_qr22_tau77,28,4,30,0.22,0.77,262.92,1672.77,0.91,0.09,10:1,391.09,219.08016,482.0,262.91984,1672.768168,186.0217,0,17
BO,20260607,39,bo_r39_003_tl0_dt22_ge50_qr10_tau74,0,22,50,0.1,0.74,157.92,1995.27,0.91,0.09,10:1,324.95,219.08016,377.0,157.91984,1995.270494,144.620991,0,17
BO,20260607,39,bo_r39_004_tl32_dt38_ge29_qr18_tau83,32,38,29,0.18,0.83,255.92,1925.24,0.91,0.09,10:1,407.68,219.08016,475.0,255.91984,1925.244793,150.373737,0,37
BO,20260607,39,bo_r39_005_tl47_dt30_ge38_qr21_tau83,47,30,38,0.21,0.83,139.92,2006.15,0.91,0.09,10:1,309.58,219.08016,359.0,139.91984,2006.146293,143.908284,0,21
BO,20260607,39,bo_r39_006_tl24_dt21_ge36_qr10_tau80,24,21,36,0.1,0.8,144.92,2031.41,0.91,0.09,10:1,316.42,219.08016,364.0,144.91984,2031.413737,135.117647,0,19
BO,20260607,40,bo_r40_001_tl38_dt20_ge30_qr14_tau82,38,20,30,0.14,0.82,144.92,2035.49,0.91,0.09,10:1,316.79,219.08016,364.0,144.91984,2035.494341,135.775701,0,19
BO,20260607,40,bo_r40_002_tl53_dt16_ge40_qr22_tau79,53,16,40,0.22,0.79,144.92,2042.14,0.91,0.09,10:1,317.39,219.08016,364.0,144.91984,2042.143209,138.722397,0,17
BO,20260607,40,bo_r40_003_tl58_dt13_ge42_qr26_tau81,58,13,42,0.26,0.81,145.92,2050.55,0.91,0.09,10:1,319.07,219.08016,365.0,145.91984,2050.552709,135.130573,0,17
BO,20260607,40,bo_r40_004_tl22_dt26_ge29_qr9_tau86,22,26,29,0.09,0.86,137.92,1987.36,0.91,0.09,10:1,306.05,219.08016,357.0,137.91984,1987.356786,148.0,0,23
BO,20260607,40,bo_r40_005_tl35_dt22_ge41_qr15_tau78,35,22,41,0.15,0.78,145.92,2029.07,0.91,0.09,10:1,317.12,219.08016,365.0,145.91984,2029.068057,138.226006,0,17
BO,20260607,40,bo_r40_006_tl36_dt9_ge30_qr13_tau79,36,9,30,0.13,0.79,177.92,1993.85,0.91,0.09,10:1,343.00,219.08016,397.0,177.91984,1993.84682,137.176301,0,18
BO,20260607,41,bo_r41_001_tl29_dt21_ge41_qr14_tau85,29,21,41,0.14,0.85,145.92,2033.54,0.91,0.09,10:1,317.52,219.08016,365.0,145.91984,2033.536848,136.322981,0,18
BO,20260607,41,bo_r41_002_tl31_dt21_ge30_qr12_tau81,31,21,30,0.12,0.81,157.92,1997.52,0.91,0.09,10:1,325.16,219.08016,377.0,157.91984,1997.522473,143.985294,0,17
BO,20260607,41,bo_r41_003_tl43_dt17_ge37_qr7_tau81,43,17,37,0.07,0.81,158.92,1938.51,0.91,0.09,10:1,320.70,219.08016,378.0,158.91984,1938.514202,151.618799,0,19
BO,20260607,41,bo_r41_004_tl38_dt24_ge31_qr26_tau83,38,24,31,0.26,0.83,179.92,1930.45,0.91,0.09,10:1,339.06,219.08016,399.0,179.91984,1930.44598,153.090206,0,24
BO,20260607,41,bo_r41_005_tl57_dt39_ge31_qr18_tau80,57,39,31,0.18,0.8,262.92,1923.32,0.91,0.09,10:1,413.87,219.08016,482.0,262.91984,1923.323022,154.562025,0,34
BO,20260607,41,bo_r41_006_tl60_dt16_ge36_qr32_tau84,60,16,36,0.32,0.84,144.92,2042.14,0.91,0.09,10:1,317.39,219.08016,364.0,144.91984,2042.14182,138.712934,0,17
BO,20260607,42,bo_r42_001_tl26_dt40_ge34_qr14_tau76,26,40,34,0.14,0.76,226.92,1950.64,0.91,0.09,10:1,383.62,219.08016,446.0,226.91984,1950.636161,141.551724,0,31
BO,20260607,42,bo_r42_002_tl34_dt15_ge33_qr37_tau81,34,15,33,0.37,0.81,144.92,2037.64,0.91,0.09,10:1,316.99,219.08016,364.0,144.91984,2037.639987,137.626959,0,18
BO,20260607,42,bo_r42_003_tl38_dt19_ge47_qr7_tau77,38,19,47,0.07,0.77,144.92,1985.18,0.91,0.09,10:1,312.22,219.08016,364.0,144.91984,1985.178251,146.939481,0,17
BO,20260607,42,bo_r42_004_tl23_dt43_ge35_qr22_tau74,23,43,35,0.22,0.74,284.92,1883.61,0.91,0.09,10:1,430.25,219.08016,504.0,284.91984,1883.606466,149.384615,0,33
BO,20260607,42,bo_r42_005_tl26_dt28_ge34_qr5_tau77,26,28,34,0.05,0.77,187.92,1940.05,0.91,0.09,10:1,347.20,219.08016,407.0,187.91984,1940.046688,150.214099,0,24
BO,20260607,42,bo_r42_006_tl9_dt50_ge46_qr35_tau83,9,50,46,0.35,0.83,177.92,1966.31,0.91,0.09,10:1,340.50,219.08016,397.0,177.91984,1966.310452,142.698113,0,21
BO,20260607,43,bo_r43_001_tl28_dt11_ge32_qr22_tau84,28,11,32,0.22,0.84,165.92,1948.86,0.91,0.09,10:1,328.01,219.08016,385.0,165.91984,1948.858751,147.226913,0,18
BO,20260607,43,bo_r43_002_tl30_dt18_ge34_qr28_tau79,30,18,34,0.28,0.79,166.92,1944.69,0.91,0.09,10:1,328.53,219.08016,386.0,166.91984,1944.685973,153.333333,0,20
BO,20260607,43,bo_r43_003_tl31_dt34_ge43_qr12_tau81,31,34,43,0.12,0.81,113.92,2021.05,0.91,0.09,10:1,287.30,219.08016,333.0,113.91984,2021.051307,144.175227,0,18
BO,20260607,43,bo_r43_004_tl35_dt28_ge34_qr22_tau75,35,28,34,0.22,0.75,187.92,1940.05,0.91,0.09,10:1,347.20,219.08016,407.0,187.91984,1940.046688,150.214099,0,24
BO,20260607,43,bo_r43_005_tl27_dt25_ge26_qr0_tau81,27,25,26,0.0,0.81,137.92,1995.52,0.91,0.09,10:1,306.79,219.08016,357.0,137.91984,1995.524779,144.816327,0,25
BO,20260607,43,bo_r43_006_tl26_dt18_ge33_qr28_tau81,26,18,33,0.28,0.81,189.92,1936.54,0.91,0.09,10:1,348.70,219.08016,409.0,189.91984,1936.53955,155.265625,0,22
BO,20260607,44,bo_r44_001_tl4_dt15_ge42_qr1_tau76,4,15,42,0.01,0.76,145.92,1929.94,0.91,0.09,10:1,308.10,219.08016,365.0,145.91984,1929.940598,153.82732,0,17
BO,20260607,44,bo_r44_002_tl36_dt23_ge36_qr29_tau86,36,23,36,0.29,0.86,157.92,2004.09,0.91,0.09,10:1,325.75,219.08016,377.0,157.91984,2004.088661,144.238235,0,17
BO,20260607,44,bo_r44_003_tl0_dt20_ge48_qr25_tau75,0,20,48,0.25,0.75,145.92,2037.83,0.91,0.09,10:1,317.91,219.08016,365.0,145.91984,2037.832605,135.727273,0,17
BO,20260607,44,bo_r44_004_tl45_dt37_ge40_qr30_tau82,45,37,40,0.3,0.82,138.92,2065.74,0.91,0.09,10:1,314.09,219.08016,358.0,138.91984,2065.739195,134.9375,0,21
BO,20260607,44,bo_r44_005_tl29_dt45_ge43_qr20_tau83,29,45,43,0.2,0.83,227.92,1952.83,0.91,0.09,10:1,384.73,219.08016,447.0,227.91984,1952.834487,142.329787,0,27
BO,20260607,44,bo_r44_006_tl0_dt20_ge46_qr24_tau74,0,20,46,0.24,0.74,145.92,2037.83,0.91,0.09,10:1,317.91,219.08016,365.0,145.91984,2037.832605,135.727273,0,17
BO,20260607,45,bo_r45_001_tl3_dt15_ge48_qr10_tau77,3,15,48,0.1,0.77,145.92,1929.94,0.91,0.09,10:1,308.10,219.08016,365.0,145.91984,1929.940598,153.82732,0,17
BO,20260607,45,bo_r45_002_tl29_dt20_ge25_qr17_tau85,29,20,25,0.17,0.85,144.92,2037.94,0.91,0.09,10:1,317.01,219.08016,364.0,144.91984,2037.941307,137.275,0,23
BO,20260607,45,bo_r45_003_tl25_dt50_ge34_qr39_tau82,25,50,34,0.39,0.82,146.92,2032.02,0.91,0.09,10:1,318.29,219.08016,366.0,146.91984,2032.017904,137.170807,0,26
BO,20260607,45,bo_r45_004_tl22_dt36_ge29_qr38_tau78,22,36,29,0.38,0.78,111.92,2018.81,0.91,0.09,10:1,285.27,219.08016,331.0,111.91984,2018.807133,142.0,0,26
BO,20260607,45,bo_r45_005_tl35_dt34_ge30_qr36_tau81,35,34,30,0.36,0.81,137.92,1867.86,0.91,0.09,10:1,295.19,219.08016,357.0,137.91984,1867.858668,150.953704,0,26
BO,20260607,45,bo_r45_006_tl32_dt28_ge41_qr20_tau81,32,28,41,0.2,0.81,171.92,1946.74,0.91,0.09,10:1,333.27,219.08016,391.0,171.91984,1946.743286,151.276316,0,22
BO,20260607,46,bo_r46_001_tl34_dt32_ge41_qr33_tau80,34,32,41,0.33,0.8,145.92,1969.41,0.91,0.09,10:1,311.69,219.08016,365.0,145.91984,1969.409286,147.60274,0,19
BO,20260607,46,bo_r46_002_tl29_dt22_ge41_qr31_tau77,29,22,41,0.31,0.77,145.92,2029.07,0.91,0.09,10:1,317.12,219.08016,365.0,145.91984,2029.068057,138.226006,0,16
BO,20260607,46,bo_r46_003_tl42_dt18_ge42_qr24_tau81,42,18,42,0.24,0.81,166.92,1926.29,0.91,0.09,10:1,326.86,219.08016,386.0,166.91984,1926.287834,155.376923,0,18
BO,20260607,46,bo_r46_004_tl72_dt38_ge44_qr83_tau76,72,38,44,0.83,0.76,108.92,2010.63,0.91,0.09,10:1,281.80,219.08016,328.0,108.91984,2010.634737,143.349112,0,17
BO,20260607,46,bo_r46_005_tl43_dt40_ge40_qr8_tau77,43,40,40,0.08,0.77,114.92,2004.57,0.91,0.09,10:1,286.71,219.08016,334.0,114.91984,2004.567987,144.825073,0,21
BO,20260607,46,bo_r46_006_tl47_dt21_ge31_qr41_tau83,47,21,31,0.41,0.83,144.92,2031.41,0.91,0.09,10:1,316.42,219.08016,364.0,144.91984,2031.413737,135.117647,0,19
BO,20260607,47,bo_r47_001_tl5_dt33_ge49_qr4_tau77,5,33,49,0.04,0.77,144.92,1998.11,0.91,0.09,10:1,313.39,219.08016,364.0,144.91984,1998.108675,143.602339,0,18
BO,20260607,47,bo_r47_002_tl65_dt22_ge47_qr74_tau71,65,22,47,0.74,0.71,145.92,2029.07,0.91,0.09,10:1,317.12,219.08016,365.0,145.91984,2029.068057,138.226006,0,16
BO,20260607,47,bo_r47_003_tl3_dt12_ge32_qr13_tau84,3,12,32,0.13,0.84,165.92,1948.86,0.91,0.09,10:1,328.01,219.08016,385.0,165.91984,1948.858751,147.226913,0,17
BO,20260607,47,bo_r47_004_tl21_dt31_ge35_qr15_tau82,21,31,35,0.15,0.82,137.92,1850.13,0.91,0.09,10:1,293.58,219.08016,357.0,137.91984,1850.130522,155.186364,0,21
BO,20260607,47,bo_r47_005_tl44_dt24_ge37_qr26_tau80,44,24,37,0.26,0.8,168.92,1940.37,0.91,0.09,10:1,329.96,219.08016,388.0,168.91984,1940.372911,153.490862,0,20
BO,20260607,47,bo_r47_006_tl0_dt27_ge47_qr12_tau73,0,27,47,0.12,0.73,144.92,2031.27,0.91,0.09,10:1,316.41,219.08016,364.0,144.91984,2031.265959,134.881988,0,17
