route_id,tls_id,junction_id,emergency_incoming_edge,emergency_outgoing_edge,distance_from_route_start_m,emergency_link_index,green_phase_indices,yellow_phase_indices,all_red_or_clearance_phase_indices,current_program_id,phase_count,phase_duration_list,phase_state_list,is_controllable,audit_status,audit_reason
ER_ACC_007,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,0,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_007,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,1,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_007,7335400049,7335400049,218773869#7,218773869#8,1402.01,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_007,7335400049,7335400049,218773869#7,218773869#8,1402.01,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_007,11346754524,11346754524,785130598#0,785130598#1,1481.28,0,0,1,1 2,0,3,82 3 5,GG|yy|rr,True,PASS,ok
ER_ACC_007,11346754524,11346754524,785130598#0,785130598#1,1481.28,1,0,1,1 2,0,3,82 3 5,GG|yy|rr,True,PASS,ok
ER_ACC_008,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_008,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_008,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_008,436870729,436870729,-913009312#5,-913009312#4,692.34,2,0,1,1 3 7,0,8,20 6 6 6 20 6 20 6,GGGGrrrrrGGGrrrrrrrrrr|yyyyrrrrryyyrrrrrrrrrr|rrrrGrrrrrrrGGrrrrrrrr|rrrryrrrrrrryyrrrrrrrr|rrrrrGGggrrrrrrrrrGGGg|rrrrryyyyrrrrrrrrrGyyy|rrrrrrrrrrrrrrGGGGGrrr|rrrrrrrrrrrrrryyyyyrrr,True,PASS,ok
ER_ACC_008,436870729,436870729,-913009312#5,-913009312#4,692.34,3,0,1,1 3 7,0,8,20 6 6 6 20 6 20 6,GGGGrrrrrGGGrrrrrrrrrr|yyyyrrrrryyyrrrrrrrrrr|rrrrGrrrrrrrGGrrrrrrrr|rrrryrrrrrrryyrrrrrrrr|rrrrrGGggrrrrrrrrrGGGg|rrrrryyyyrrrrrrrrrGyyy|rrrrrrrrrrrrrrGGGGGrrr|rrrrrrrrrrrrrryyyyyrrr,True,PASS,ok
ER_ACC_009,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_009,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_009,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_009,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,1455512071,736.03,11,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_009,cluster_13348293702_13348293703_414685829,cluster_13348293702_13348293703_414685829,1455518728,-198564928#28,885.63,6,0,1,1 3,0,4,39 6 39 6,rrrGGGgrrrGGGg|rrryyyyrrryyyy|GGgrrrrGGgrrrr|yyyrrrryyyrrrr,True,PASS,ok
ER_ACC_009,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,4276255150,-198564928#24,-198564928#23,1160.1,0,0,1,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_009,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,cluster_4276255149_436839431,-198564928#23,-198564928#22,1187.47,6,0,1,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_009,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,4276255152,-198564928#22,-198564928#21,1199.15,4,0 1 2 3,,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_010,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_010,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_010,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_010,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,1455512071,736.03,11,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_010,cluster_13348293702_13348293703_414685829,cluster_13348293702_13348293703_414685829,1455518728,-198564928#28,885.63,6,0,1,1 3,0,4,39 6 39 6,rrrGGGgrrrGGGg|rrryyyyrrryyyy|GGgrrrrGGgrrrr|yyyrrrryyyrrrr,True,PASS,ok
ER_ACC_010,4202879197,4202879197,-395564622#1,-395564622#0,1199.03,9,4,5,1 3 5 6,0,7,26 3 27 3 27 3 1,GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrggggrrrrrrrrGGGG|rrrryyyyrrrrrrrryyyy|rrrrrrrrGGGGGrrrrrrr|rrrrrrrryyyyyrrrrrrr|rrrrrrrrrrrrrrrrrrrr,True,PASS,ok
ER_ACC_010,cluster_12785870414_3337522189,cluster_12785870414_3337522189,-1456115806#0,1456115804#0,1259.57,3,4,5,1,0,6,26 4 26 4 26 4,rrrrGGGGG|rrrryyyyy|GGGrrrrrr|yyGrrrrrr|rrGGGrrrr|rryyGrrrr,True,PASS,ok
ER_ACC_011,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_011,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_011,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_011,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,-1455512069,736.03,12,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_011,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,-1455512069,736.03,13,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_011,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,0,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_011,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,1,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_011,7335400049,7335400049,218773869#7,218773869#8,1402.01,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,7335400049,7335400049,218773869#7,218773869#8,1402.01,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,11346754525,11346754525,219696193#0,219696193#1,1481.08,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,11346754525,11346754525,219696193#0,219696193#1,1481.08,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,11203059756,11203059756,782892489#0,782892489#2,1758.75,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,11203059756,11203059756,782892489#0,782892489#2,1758.75,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_011,7311080426,7311080426,782892489#5,198564926,1871.84,0,0,1,1 2,0,3,79 6 5,GGG|yyy|rrr,True,PASS,ok
ER_ACC_012,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_012,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_012,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_012,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,1455512071,736.03,11,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_012,cluster_13348293702_13348293703_414685829,cluster_13348293702_13348293703_414685829,1455518728,-198564928#28,885.63,6,0,1,1 3,0,4,39 6 39 6,rrrGGGgrrrGGGg|rrryyyyrrryyyy|GGgrrrrGGgrrrr|yyyrrrryyyrrrr,True,PASS,ok
ER_ACC_012,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,4276255150,-198564928#24,-198564928#23,1160.1,0,0,1,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_012,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,cluster_4276255149_436839431,-198564928#23,-198564928#22,1187.47,6,0,1,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_012,joinedS_4276255150_4276255151_4276255152_cluster_4276255149_436839431,4276255152,-198564928#22,-198564928#21,1199.15,4,0 1 2 3,,,0,4,39 6 39 6,GGGGGGGgGGrrrr|yGGGGyyyyyrrrr|rGGGGrrrrrGGGG|rGGGGrrrrryyyy,True,PASS,ok
ER_ACC_013,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
ER_ACC_013,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,0,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_013,cluster_3846534041_436877431,cluster_3846534041_436877431,180368918#3,180368918#5,395.58,1,0,1,,0,4,39 6 39 6,GGgrrGGG|yyyrrGyy|rrrGGGrr|rrryyGrr,True,PASS,ok
ER_ACC_013,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,-1455512069,736.03,12,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_013,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,cluster_13348213189_13348213190_13348213191,-1455512070,-1455512069,736.03,13,0,1,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_013,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,0,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_013,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,4273893706,-1455512069,428260110,810.55,1,0 1 2 3,,,0,4,39 6 39 6,GGGGrrGGGGGGGGgrrrrGGGgrrrr|GGyyrrGGGGGyyyyrrrryyyyrrrr|GGrrGGGGGGGrrrrGGGgrrrrGGGg|GGrryyGGGGGrrrryyyyrrrryyyy,True,PASS,ok
ER_ACC_013,7335400049,7335400049,218773869#7,218773869#8,1402.01,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_013,7335400049,7335400049,218773869#7,218773869#8,1402.01,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_013,11346754525,11346754525,219696193#0,219696193#1,1481.08,0,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_013,11346754525,11346754525,219696193#0,219696193#1,1481.08,1,0,1,1 2,0,3,79 6 5,GG|yy|rr,True,PASS,ok
ER_ACC_013,joinedS_11203052957_cluster_11203052955_11203052956_11203052960_11203052961_#11more,cluster_11203052955_11203052956_11203052960_11203052961_#11more,781985787#0,-781985788#0,2253.96,10,4 8,5 9,1 3 5 7,0,10,16 6 6 6 16 6 6 6 16 6,GrGGGGrrrGrrrrGGGGGrrrrrrr|yryyyyrrryrrrryyyyyrrrrrrr|rrrrrrGGGrrrrrrrrrrGGrrrrr|rrrrrryyyrrrrrrrrrryyrrrrr|GrrrrrrrrGGGrrrrrrrrrGGGGr|yrrrrrrrryyyrrrrrrrrryyyyr|rrrrrrrrrrrrGGrrrrrrrrrrrG|rrrrrrrrrrrryyrrrrrrrrrrry|GGrGGGGGGGGrrrrrrrrrrrrrrr|GyrGGGyyyGyrrrrrrrrrrrrrrr,True,PASS,ok
ER_ACC_013,cluster_11203041632_11203041633_11203041634_11203041635_#5more,cluster_11203041632_11203041633_11203041634_11203041635_#5more,1499619438#0,383097712#1,2360.64,11,2,3,1 3 7,0,8,27 6 6 6 27 6 6 6,rrrrrrGGGGGrrrrrrrGGGGGrr|rrrrrryyyyyrrrrrrryyyyyrr|rrrrrrrrrrrGrrrrrrrrrrrGG|rrrrrrrrrrryrrrrrrrrrrryy|GGGGggrrrrrrGGGGGrrrrrrrr|yyyyggrrrrrryyyyyrrrrrrrr|rrrrGGrrrrrrrrrrrGrrrrrrr|rrrryyrrrrrrrrrrryrrrrrrr,True,PASS,ok
ER_ACC_013,joinedS_11203001806_11203001814_13721232731_5851251250_#6more,cluster_11203001809_11203001817_13721232729,289213613#0,289213613#3,2773.48,16,6,7,1 3 5 7 9 11 15 17 19,0,20,31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6,GrrrGrrrrrrrrrrrrrrrrrrrrrrrrr|yrrryrrrrrrrrrrrrrrrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGrrrrrrr|ryyyryyyrrrrrrrrrrrrrryrrrrrrr|rrrrrrrrGGGGGGGGrrrGGGrrrrrrrr|rrrrrrrryyyyyyyyrrryyyrrrrrrrr|rrrrrrrrrrrrrrrrGrrrrrrrrrrrrr|rrrrrrrrrrrrrrrryrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrGrrrrrrrrrrrr|rrrrrrrrrrrrrrrrryrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGrrrrrrrrrrr|rrrrrrrrrrrrrrrrrryrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGGGrrrrr|rGGGrGGGrrrrrrrrrrrrrryyyrrrrr|rGGGrGGGrrrrrrrrrrrrrrrrrGGGrr|ryyyryyyrrrrrrrrrrrrrrrrryyyrr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrGr|rrrrrrrrrrrrrrrrrrrrrrrrrrrryr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrrG|rrrrrrrrrrrrrrrrrrrrrrrrrrrrry,True,PASS,ok
ER_ACC_013,joinedS_11203001806_11203001814_13721232731_5851251250_#6more,5851251250,619147728,619147729#0,2787.33,5,2 12 13 14,3 15,1 3 5 7 9 11 15 17 19,0,20,31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6,GrrrGrrrrrrrrrrrrrrrrrrrrrrrrr|yrrryrrrrrrrrrrrrrrrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGrrrrrrr|ryyyryyyrrrrrrrrrrrrrryrrrrrrr|rrrrrrrrGGGGGGGGrrrGGGrrrrrrrr|rrrrrrrryyyyyyyyrrryyyrrrrrrrr|rrrrrrrrrrrrrrrrGrrrrrrrrrrrrr|rrrrrrrrrrrrrrrryrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrGrrrrrrrrrrrr|rrrrrrrrrrrrrrrrryrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGrrrrrrrrrrr|rrrrrrrrrrrrrrrrrryrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGGGrrrrr|rGGGrGGGrrrrrrrrrrrrrryyyrrrrr|rGGGrGGGrrrrrrrrrrrrrrrrrGGGrr|ryyyryyyrrrrrrrrrrrrrrrrryyyrr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrGr|rrrrrrrrrrrrrrrrrrrrrrrrrrrryr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrrG|rrrrrrrrrrrrrrrrrrrrrrrrrrrrry,True,PASS,ok
ER_ACC_013,joinedS_11203001806_11203001814_13721232731_5851251250_#6more,11203001814,619147729#0,619147729#1,2797.34,1,2 12 13 14,3 15,1 3 5 7 9 11 15 17 19,0,20,31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6,GrrrGrrrrrrrrrrrrrrrrrrrrrrrrr|yrrryrrrrrrrrrrrrrrrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGrrrrrrr|ryyyryyyrrrrrrrrrrrrrryrrrrrrr|rrrrrrrrGGGGGGGGrrrGGGrrrrrrrr|rrrrrrrryyyyyyyyrrryyyrrrrrrrr|rrrrrrrrrrrrrrrrGrrrrrrrrrrrrr|rrrrrrrrrrrrrrrryrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrGrrrrrrrrrrrr|rrrrrrrrrrrrrrrrryrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGrrrrrrrrrrr|rrrrrrrrrrrrrrrrrryrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGGGrrrrr|rGGGrGGGrrrrrrrrrrrrrryyyrrrrr|rGGGrGGGrrrrrrrrrrrrrrrrrGGGrr|ryyyryyyrrrrrrrrrrrrrrrrryyyrr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrGr|rrrrrrrrrrrrrrrrrrrrrrrrrrrryr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrrG|rrrrrrrrrrrrrrrrrrrrrrrrrrrrry,True,PASS,ok
ER_ACC_013,joinedS_11203001806_11203001814_13721232731_5851251250_#6more,11203001814,619147729#0,619147729#1,2797.34,2,2 12 13 14,3 15,1 3 5 7 9 11 15 17 19,0,20,31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6,GrrrGrrrrrrrrrrrrrrrrrrrrrrrrr|yrrryrrrrrrrrrrrrrrrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGrrrrrrr|ryyyryyyrrrrrrrrrrrrrryrrrrrrr|rrrrrrrrGGGGGGGGrrrGGGrrrrrrrr|rrrrrrrryyyyyyyyrrryyyrrrrrrrr|rrrrrrrrrrrrrrrrGrrrrrrrrrrrrr|rrrrrrrrrrrrrrrryrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrGrrrrrrrrrrrr|rrrrrrrrrrrrrrrrryrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGrrrrrrrrrrr|rrrrrrrrrrrrrrrrrryrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGGGrrrrr|rGGGrGGGrrrrrrrrrrrrrryyyrrrrr|rGGGrGGGrrrrrrrrrrrrrrrrrGGGrr|ryyyryyyrrrrrrrrrrrrrrrrryyyrr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrGr|rrrrrrrrrrrrrrrrrrrrrrrrrrrryr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrrG|rrrrrrrrrrrrrrrrrrrrrrrrrrrrry,True,PASS,ok
ER_ACC_013,joinedS_11203001806_11203001814_13721232731_5851251250_#6more,11203001814,619147729#0,619147729#1,2797.34,3,2 12 13 14,3 15,1 3 5 7 9 11 15 17 19,0,20,31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6 31 6,GrrrGrrrrrrrrrrrrrrrrrrrrrrrrr|yrrryrrrrrrrrrrrrrrrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGrrrrrrr|ryyyryyyrrrrrrrrrrrrrryrrrrrrr|rrrrrrrrGGGGGGGGrrrGGGrrrrrrrr|rrrrrrrryyyyyyyyrrryyyrrrrrrrr|rrrrrrrrrrrrrrrrGrrrrrrrrrrrrr|rrrrrrrrrrrrrrrryrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrGrrrrrrrrrrrr|rrrrrrrrrrrrrrrrryrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGrrrrrrrrrrr|rrrrrrrrrrrrrrrrrryrrrrrrrrrrr|rGGGrGGGrrrrrrrrrrrrrrGGGrrrrr|rGGGrGGGrrrrrrrrrrrrrryyyrrrrr|rGGGrGGGrrrrrrrrrrrrrrrrrGGGrr|ryyyryyyrrrrrrrrrrrrrrrrryyyrr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrGr|rrrrrrrrrrrrrrrrrrrrrrrrrrrryr|rrrrrrrrrrrrrrrrrrrrrrrrrrrrrG|rrrrrrrrrrrrrrrrrrrrrrrrrrrrry,True,PASS,ok
ER_ACC_013,cluster_11277565408_11277565409_414685823_5851251280,cluster_11277565408_11277565409_414685823_5851251280,619147735#4,198564929#0,3034.97,9,0,1,3 5,0,6,33 6 6 6 33 6,GGGGGGGGgGGGGGGGGGrrrrrrrrrrr|GGGGGGGGgyyyyyyyyyrrrrrrrrrrr|GGGGGGGGGrrrrrrrrrrrrrrrrrrrr|yyyyyyyyyrrrrrrrrrrrrrrrrrrrr|rrrrrrrrrrrrrrrrrrGGGGGGGGGGG|rrrrrrrrrrrrrrrrrryyyyyyyyyyy,True,PASS,ok
ER_ACC_014,cluster_1326096615_3849700763,cluster_1326096615_3849700763,-381802847#2,-183272625#1,60.4,0,2,3,1 3,0,6,27 3 27 3 27 3,rrrrrrrrGGGgrrrrGGgg|rrrrrrrryyyyrrrryyyy|GGggrrrrrrrrGGGgrrrr|yyyyrrrrrrrryyyyrrrr|rrrrGGGGGrrrrrrrrrrr|rrrryyyyGrrrrrrrrrrr,True,PASS,ok
