method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
CMA-ES,20260607,41,2,6,cma_r41_002_tl74_dt140_ge7_qr45_tau79,74,140,7,0.45,0.79,459.92,312.87,446.55,226.79,0.00,PASS,,recovery_timeout,True,False,0,879,1,94,,,,,,,,,,,,,,,,,,,,,446.55,,,
CMA-ES,20260607,41,3,6,cma_r41_003_tl106_dt160_ge10_qr54_tau72,106,160,10,0.54,0.72,314.92,450.77,327.27,226.79,0.00,PASS,,recovery_detected,True,False,0,556,1,67,,,,,,,,,,,,,,,,,,,,,327.27,,,
CMA-ES,20260607,41,4,6,cma_r41_004_tl55_dt120_ge3_qr48_tau70,55,120,3,0.48,0.7,361.92,442.89,369.28,226.79,0.00,PASS,,recovery_detected,True,False,0,1015,1,97,,,,,,,,,,,,,,,,,,,,,369.28,,,
CMA-ES,20260607,41,5,6,cma_r41_005_tl75_dt128_ge14_qr63_tau78,75,128,14,0.63,0.78,472.92,427.95,468.83,226.79,0.00,PASS,,recovery_detected,True,False,0,479,1,75,,,,,,,,,,,,,,,,,,,,,468.83,,,
CMA-ES,20260607,41,6,6,cma_r41_006_tl65_dt133_ge6_qr68_tau79,65,133,6,0.68,0.79,288.92,453.18,303.85,226.79,0.00,PASS,,recovery_detected,True,False,0,752,1,74,,,,,,,,,,,,,,,,,,,,,303.85,,,
CMA-ES,20260607,42,1,6,cma_r42_001_tl82_dt122_ge1_qr18_tau79,82,122,1,0.18,0.79,354.92,429.57,361.71,226.79,0.00,PASS,,recovery_detected,True,False,0,1309,1,102,,,,,,,,,,,,,,,,,,,,,361.71,,,
CMA-ES,20260607,42,2,6,cma_r42_002_tl91_dt149_ge8_qr51_tau78,91,149,8,0.51,0.78,296.92,453.81,311.18,226.79,0.00,PASS,,recovery_detected,True,False,0,517,1,70,,,,,,,,,,,,,,,,,,,,,311.18,,,
CMA-ES,20260607,42,3,6,cma_r42_003_tl65_dt109_ge11_qr59_tau77,65,109,11,0.59,0.77,366.92,442.20,373.76,226.79,0.00,PASS,,recovery_detected,True,False,0,646,1,70,,,,,,,,,,,,,,,,,,,,,373.76,,,
CMA-ES,20260607,42,4,6,cma_r42_004_tl45_dt111_ge13_qr70_tau76,45,111,13,0.7,0.76,428.92,433.76,429.36,226.79,0.00,PASS,,recovery_detected,True,False,0,572,1,73,,,,,,,,,,,,,,,,,,,,,429.36,,,
CMA-ES,20260607,42,5,6,cma_r42_005_tl97_dt183_ge2_qr52_tau81,97,183,2,0.52,0.81,405.92,431.52,408.25,226.79,0.00,PASS,,recovery_detected,True,False,0,1015,1,113,,,,,,,,,,,,,,,,,,,,,408.25,,,
CMA-ES,20260607,42,6,6,cma_r42_006_tl99_dt170_ge11_qr30_tau81,99,170,11,0.3,0.81,458.92,430.72,456.36,226.79,0.00,PASS,,recovery_detected,True,False,0,785,1,80,,,,,,,,,,,,,,,,,,,,,456.36,,,
CMA-ES,20260607,43,1,6,cma_r43_001_tl86_dt106_ge12_qr8_tau76,86,106,12,0.08,0.76,512.92,311.24,494.59,226.79,0.00,PASS,,recovery_timeout,True,False,0,627,1,86,,,,,,,,,,,,,,,,,,,,,494.59,,,
CMA-ES,20260607,43,2,6,cma_r43_002_tl90_dt137_ge5_qr60_tau82,90,137,5,0.6,0.82,423.92,434.69,424.90,226.79,0.00,PASS,,recovery_detected,True,False,0,951,1,97,,,,,,,,,,,,,,,,,,,,,424.90,,,
CMA-ES,20260607,43,3,6,cma_r43_003_tl108_dt179_ge5_qr28_tau81,108,179,5,0.28,0.81,430.92,327.49,421.52,226.79,0.00,PASS,,recovery_timeout,True,False,0,821,1,96,,,,,,,,,,,,,,,,,,,,,421.52,,,
CMA-ES,20260607,43,4,6,cma_r43_004_tl90_dt104_ge15_qr44_tau73,90,104,15,0.44,0.73,463.92,319.21,450.76,226.79,0.00,PASS,,recovery_timeout,True,False,0,633,1,71,,,,,,,,,,,,,,,,,,,,,450.76,,,
CMA-ES,20260607,43,5,6,cma_r43_005_tl99_dt131_ge2_qr36_tau74,99,131,2,0.36,0.74,441.92,426.72,440.54,226.79,0.00,PASS,,recovery_detected,True,False,0,1102,1,117,,,,,,,,,,,,,,,,,,,,,440.54,,,
CMA-ES,20260607,43,6,6,cma_r43_006_tl85_dt124_ge15_qr45_tau73,85,124,15,0.45,0.73,368.92,439.94,375.38,226.79,0.00,PASS,,recovery_detected,True,False,0,464,1,60,,,,,,,,,,,,,,,,,,,,,375.38,,,
CMA-ES,20260607,44,1,6,cma_r44_001_tl69_dt109_ge8_qr47_tau75,69,109,8,0.47,0.75,395.92,435.61,399.53,226.79,0.00,PASS,,recovery_detected,True,False,0,888,1,79,,,,,,,,,,,,,,,,,,,,,399.53,,,
CMA-ES,20260607,44,2,6,cma_r44_002_tl87_dt154_ge8_qr56_tau76,87,154,8,0.56,0.76,296.92,453.81,311.18,226.79,0.00,PASS,,recovery_detected,True,False,0,519,1,70,,,,,,,,,,,,,,,,,,,,,311.18,,,
CMA-ES,20260607,44,3,6,cma_r44_003_tl83_dt155_ge17_qr51_tau77,83,155,17,0.51,0.77,437.92,324.69,427.63,226.79,0.00,PASS,,recovery_timeout,True,False,0,516,1,67,,,,,,,,,,,,,,,,,,,,,427.63,,,
CMA-ES,20260607,44,4,6,cma_r44_004_tl78_dt130_ge23_qr34_tau80,78,130,23,0.34,0.8,505.92,312.16,488.31,226.79,0.00,PASS,,recovery_timeout,True,False,0,543,1,61,,,,,,,,,,,,,,,,,,,,,488.31,,,
CMA-ES,20260607,44,5,6,cma_r44_005_tl111_dt125_ge19_qr3_tau82,111,125,19,0.03,0.82,595.92,293.98,568.47,226.79,0.00,PASS,,recovery_timeout,True,False,0,747,1,76,,,,,,,,,,,,,,,,,,,,,568.47,,,
CMA-ES,20260607,44,6,6,cma_r44_006_tl75_dt132_ge7_qr62_tau75,75,132,7,0.62,0.75,318.92,446.64,330.53,226.79,0.00,PASS,,recovery_detected,True,False,0,725,1,72,,,,,,,,,,,,,,,,,,,,,330.53,,,
CMA-ES,20260607,45,1,6,cma_r45_001_tl75_dt123_ge8_qr54_tau73,75,123,8,0.54,0.73,392.92,360.80,390.00,226.79,0.00,PASS,,recovery_timeout,True,False,0,698,1,83,,,,,,,,,,,,,,,,,,,,,390.00,,,
CMA-ES,20260607,45,2,6,cma_r45_002_tl91_dt155_ge4_qr50_tau78,91,155,4,0.5,0.78,359.92,440.64,367.26,226.79,0.00,PASS,,recovery_detected,True,False,0,783,1,94,,,,,,,,,,,,,,,,,,,,,367.26,,,
CMA-ES,20260607,45,3,6,cma_r45_003_tl81_dt155_ge11_qr65_tau78,81,155,11,0.65,0.78,458.92,430.72,456.36,226.79,0.00,PASS,,recovery_detected,True,False,0,783,1,80,,,,,,,,,,,,,,,,,,,,,456.36,,,
CMA-ES,20260607,45,4,6,cma_r45_004_tl73_dt121_ge10_qr52_tau75,73,121,10,0.52,0.75,576.92,296.12,551.39,226.79,0.00,PASS,,recovery_timeout,True,False,0,928,1,100,,,,,,,,,,,,,,,,,,,,,551.39,,,
CMA-ES,20260607,45,5,6,cma_r45_005_tl84_dt131_ge2_qr58_tau80,84,131,2,0.58,0.8,441.92,426.72,440.54,226.79,0.00,PASS,,recovery_detected,True,False,0,1102,1,117,,,,,,,,,,,,,,,,,,,,,440.54,,,
CMA-ES,20260607,45,6,6,cma_r45_006_tl72_dt154_ge7_qr70_tau72,72,154,7,0.7,0.72,386.92,439.80,391.73,226.79,0.00,PASS,,recovery_detected,True,False,0,870,1,82,,,,,,,,,,,,,,,,,,,,,391.73,,,
CMA-ES,20260607,46,1,6,cma_r46_001_tl88_dt157_ge7_qr44_tau76,88,157,7,0.44,0.76,459.92,312.87,446.55,226.79,0.00,PASS,,recovery_timeout,True,False,0,880,1,94,,,,,,,,,,,,,,,,,,,,,446.55,,,
CMA-ES,20260607,46,2,6,cma_r46_002_tl84_dt167_ge7_qr76_tau74,84,167,7,0.76,0.74,356.92,444.82,364.91,226.79,0.00,PASS,,recovery_detected,True,False,0,671,1,79,,,,,,,,,,,,,,,,,,,,,364.91,,,
CMA-ES,20260607,46,3,6,cma_r46_003_tl68_dt121_ge5_qr58_tau76,68,121,5,0.58,0.76,312.92,441.76,324.63,226.79,0.00,PASS,,recovery_detected,True,False,0,968,1,77,,,,,,,,,,,,,,,,,,,,,324.63,,,
CMA-ES,20260607,46,4,6,cma_r46_004_tl84_dt167_ge2_qr57_tau74,84,167,2,0.57,0.74,405.92,431.52,408.25,226.79,0.00,PASS,,recovery_detected,True,False,0,1013,1,113,,,,,,,,,,,,,,,,,,,,,408.25,,,
CMA-ES,20260607,46,5,6,cma_r46_005_tl80_dt132_ge2_qr31_tau76,80,132,2,0.31,0.76,441.92,426.72,440.54,226.79,0.00,PASS,,recovery_detected,True,False,0,1102,1,117,,,,,,,,,,,,,,,,,,,,,440.54,,,
CMA-ES,20260607,46,6,6,cma_r46_006_tl75_dt147_ge1_qr42_tau75,75,147,1,0.42,0.75,369.92,442.16,376.49,226.79,0.00,PASS,,recovery_detected,True,False,0,1196,1,107,,,,,,,,,,,,,,,,,,,,,376.49,,,
CMA-ES,20260607,47,1,6,cma_r47_001_tl92_dt161_ge7_qr63_tau75,92,161,7,0.63,0.75,459.92,312.87,446.55,226.79,0.00,PASS,,recovery_timeout,True,False,0,881,1,94,,,,,,,,,,,,,,,,,,,,,446.55,,,
CMA-ES,20260607,47,2,6,cma_r47_002_tl95_dt154_ge3_qr39_tau77,95,154,3,0.39,0.77,336.92,440.01,346.29,226.79,0.00,PASS,,recovery_detected,True,False,0,788,1,95,,,,,,,,,,,,,,,,,,,,,346.29,,,
CMA-ES,20260607,47,3,6,cma_r47_003_tl81_dt140_ge4_qr51_tau76,81,140,4,0.51,0.76,421.92,433.88,423.01,226.79,0.00,PASS,,recovery_detected,True,False,0,971,1,104,,,,,,,,,,,,,,,,,,,,,423.01,,,
CMA-ES,20260607,47,4,6,cma_r47_004_tl84_dt143_ge8_qr53_tau74,84,143,8,0.53,0.74,382.92,362.52,381.06,226.79,0.00,PASS,,recovery_timeout,True,False,0,716,1,80,,,,,,,,,,,,,,,,,,,,,381.06,,,
CMA-ES,20260607,47,5,6,cma_r47_005_tl80_dt128_ge5_qr65_tau76,80,128,5,0.65,0.76,447.92,431.24,446.40,226.79,0.00,PASS,,recovery_detected,True,False,0,1141,1,103,,,,,,,,,,,,,,,,,,,,,446.40,,,
CMA-ES,20260607,47,6,6,cma_r47_006_tl71_dt135_ge3_qr60_tau72,71,135,3,0.6,0.72,307.92,434.35,319.41,226.79,0.00,PASS,,recovery_detected,True,False,0,739,1,91,,,,,,,,,,,,,,,,,,,,,319.41,,,
CMA-ES,20260607,48,1,6,cma_r48_001_tl71_dt141_ge1_qr59_tau74,71,141,1,0.59,0.74,308.92,452.24,321.95,226.79,0.00,PASS,,recovery_detected,True,False,0,904,1,95,,,,,,,,,,,,,,,,,,,,,321.95,,,
CMA-ES,20260607,48,2,6,cma_r48_002_tl81_dt137_ge6_qr50_tau73,81,137,6,0.5,0.73,464.92,433.42,462.06,226.79,0.00,PASS,,recovery_detected,True,False,0,854,1,103,,,,,,,,,,,,,,,,,,,,,462.06,,,
CMA-ES,20260607,48,3,6,cma_r48_003_tl92_dt144_ge3_qr44_tau78,92,144,3,0.44,0.78,421.92,434.52,423.07,226.79,0.00,PASS,,recovery_detected,True,False,0,1020,1,109,,,,,,,,,,,,,,,,,,,,,423.07,,,
CMA-ES,20260607,48,4,6,cma_r48_004_tl75_dt130_ge5_qr55_tau75,75,130,5,0.55,0.75,361.92,444.60,369.44,226.79,0.00,PASS,,recovery_detected,True,False,0,846,1,89,,,,,,,,,,,,,,,,,,,,,369.44,,,
CMA-ES,20260607,48,5,6,cma_r48_005_tl77_dt145_ge0_qr43_tau78,77,145,0,0.43,0.78,301.92,454.43,315.78,226.79,0.00,PASS,,recovery_detected,True,False,0,841,1,102,,,,,,,,,,,,,,,,,,,,,315.78,,,
CMA-ES,20260607,48,6,6,cma_r48_006_tl77_dt138_ge4_qr62_tau72,77,138,4,0.62,0.72,441.92,321.27,430.95,226.79,0.00,PASS,,recovery_timeout,True,False,0,1113,1,107,,,,,,,,,,,,,,,,,,,,,430.95,,,
CMA-ES,20260607,49,1,6,cma_r49_001_tl82_dt158_ge0_qr55_tau78,82,158,0,0.55,0.78,304.92,441.72,317.36,226.79,0.00,PASS,,recovery_detected,True,False,0,879,1,109,,,,,,,,,,,,,,,,,,,,,317.36,,,
CMA-ES,20260607,49,2,6,cma_r49_002_tl84_dt170_ge1_qr46_tau76,84,170,1,0.46,0.76,349.92,444.88,358.55,226.79,0.00,PASS,,recovery_detected,True,False,0,947,1,105,,,,,,,,,,,,,,,,,,,,,358.55,,,
CMA-ES,20260607,49,3,6,cma_r49_003_tl86_dt154_ge5_qr45_tau75,86,154,5,0.45,0.75,452.92,430.66,450.90,226.79,0.00,PASS,,recovery_detected,True,False,0,939,1,101,,,,,,,,,,,,,,,,,,,,,450.90,,,
CMA-ES,20260607,49,4,6,cma_r49_004_tl86_dt124_ge1_qr17_tau77,86,124,1,0.17,0.77,332.92,447.00,343.29,226.79,0.00,PASS,,recovery_detected,True,False,0,859,1,106,,,,,,,,,,,,,,,,,,,,,343.29,,,
CMA-ES,20260607,49,5,6,cma_r49_005_tl91_dt138_ge1_qr28_tau80,91,138,1,0.28,0.8,349.92,444.88,358.55,226.79,0.00,PASS,,recovery_detected,True,False,0,938,1,105,,,,,,,,,,,,,,,,,,,,,358.55,,,
CMA-ES,20260607,49,6,6,cma_r49_006_tl77_dt136_ge4_qr44_tau79,77,136,4,0.44,0.79,441.92,321.27,430.95,226.79,0.00,PASS,,recovery_timeout,True,False,0,1113,1,107,,,,,,,,,,,,,,,,,,,,,430.95,,,
CMA-ES,20260607,50,1,6,cma_r50_001_tl81_dt150_ge5_qr49_tau79,81,150,5,0.49,0.79,452.92,430.66,450.90,226.79,0.00,PASS,,recovery_detected,True,False,0,938,1,101,,,,,,,,,,,,,,,,,,,,,450.90,,,
CMA-ES,20260607,50,2,6,cma_r50_002_tl67_dt164_ge1_qr62_tau76,67,164,1,0.62,0.76,309.92,445.69,322.26,226.79,0.00,PASS,,recovery_detected,True,False,0,972,1,95,,,,,,,,,,,,,,,,,,,,,322.26,,,
CMA-ES,20260607,50,3,6,cma_r50_003_tl69_dt115_ge1_qr63_tau74,69,115,1,0.63,0.74,447.92,431.23,446.40,226.79,0.00,PASS,,recovery_detected,True,False,0,1244,1,128,,,,,,,,,,,,,,,,,,,,,446.40,,,
CMA-ES,20260607,50,4,6,cma_r50_004_tl82_dt146_ge0_qr43_tau77,82,146,0,0.43,0.77,301.92,454.43,315.78,226.79,0.00,PASS,,recovery_detected,True,False,0,841,1,102,,,,,,,,,,,,,,,,,,,,,315.78,,,
CMA-ES,20260607,50,5,6,cma_r50_005_tl89_dt170_ge5_qr66_tau76,89,170,5,0.66,0.76,452.92,430.66,450.90,226.79,0.00,PASS,,recovery_detected,True,False,0,941,1,101,,,,,,,,,,,,,,,,,,,,,450.90,,,
CMA-ES,20260607,50,6,6,cma_r50_006_tl90_dt163_ge1_qr51_tau79,90,163,1,0.51,0.79,308.92,453.31,322.05,226.79,0.00,PASS,,recovery_detected,True,False,0,891,1,102,,,,,,,,,,,,,,,,,,,,,322.05,,,
