method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
CMA-ES,20260607,3,3,6,cma_r03_003_tl58_dt5_ge9_qr81_tau81,58,5,9,0.81,0.81,264.92,81.74,248.27,151.20,0.00,PASS,,recovery_detected,True,False,0,4853,0,21,,,,,,,,,,,,,,,,,248.27,,,
CMA-ES,20260607,3,4,6,cma_r03_004_tl2_dt119_ge9_qr88_tau86,2,119,9,0.88,0.86,232.92,77.37,218.78,151.20,0.00,PASS,,recovery_detected,True,False,0,847,0,57,,,,,,,,,,,,,,,,,218.78,,,
CMA-ES,20260607,3,5,6,cma_r03_005_tl76_dt23_ge28_qr99_tau82,76,23,28,0.99,0.82,177.92,75.87,168.64,151.20,0.00,PASS,,recovery_detected,True,False,0,2762,0,24,,,,,,,,,,,,,,,,,168.64,,,
CMA-ES,20260607,3,6,6,cma_r03_006_tl64_dt60_ge28_qr19_tau80,64,60,28,0.19,0.8,157.92,84.31,151.23,151.20,0.00,PASS,,recovery_detected,True,False,0,731,1,29,,,,,,,,,,,,,,,,,151.23,,,
CMA-ES,20260607,4,1,6,cma_r04_001_tl45_dt81_ge19_qr79_tau78,45,81,19,0.79,0.78,380.92,93.97,354.83,151.20,0.00,PASS,,recovery_detected,True,False,0,733,0,58,,,,,,,,,,,,,,,,,354.83,,,
CMA-ES,20260607,4,2,6,cma_r04_002_tl61_dt142_ge49_qr59_tau76,61,142,49,0.59,0.76,302.92,79.03,282.57,151.20,0.00,PASS,,recovery_detected,True,False,0,347,0,31,,,,,,,,,,,,,,,,,282.57,,,
CMA-ES,20260607,4,3,6,cma_r04_003_tl30_dt9_ge30_qr21_tau82,30,9,30,0.21,0.82,145.92,82.38,140.14,140.14,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,,140.14,,,
CMA-ES,20260607,4,4,6,cma_r04_004_tl53_dt95_ge29_qr47_tau86,53,95,29,0.47,0.86,266.92,80.06,249.93,140.14,0.00,PASS,,recovery_detected,True,False,0,608,0,38,,,,,,,,,,,,,,,,,249.93,,,
CMA-ES,20260607,4,5,6,cma_r04_005_tl35_dt74_ge29_qr84_tau90,35,74,29,0.84,0.9,283.92,85.81,265.91,140.14,0.00,PASS,,recovery_detected,True,False,0,527,0,39,,,,,,,,,,,,,,,,,265.91,,,
CMA-ES,20260607,4,6,6,cma_r04_006_tl65_dt70_ge27_qr69_tau82,65,70,27,0.69,0.82,344.92,84.99,321.29,140.14,0.00,PASS,,recovery_detected,True,False,0,940,0,45,,,,,,,,,,,,,,,,,321.29,,,
CMA-ES,20260607,5,1,6,cma_r05_001_tl115_dt27_ge37_qr12_tau85,115,27,37,0.12,0.85,113.92,80.47,110.88,110.88,0.00,PASS,,recovery_detected,True,False,0,1713,1,19,,,,,,,,,,,,,,,,,110.88,,,
CMA-ES,20260607,5,2,6,cma_r05_002_tl20_dt0_ge30_qr24_tau78,20,0,30,0.24,0.78,268.92,85.66,252.26,110.88,0.00,PASS,,recovery_detected,True,False,0,408,1,40,,,,,,,,,,,,,,,,,252.26,,,
CMA-ES,20260607,5,3,6,cma_r05_003_tl31_dt77_ge29_qr0_tau80,31,77,29,0.0,0.8,188.92,83.82,179.37,110.88,0.00,PASS,,recovery_detected,True,False,0,497,1,36,,,,,,,,,,,,,,,,,179.37,,,
CMA-ES,20260607,5,4,6,cma_r05_004_tl48_dt120_ge42_qr55_tau81,48,120,42,0.55,0.81,281.92,79.19,263.49,110.88,0.00,PASS,,recovery_detected,True,False,0,366,0,31,,,,,,,,,,,,,,,,,263.49,,,
CMA-ES,20260607,5,5,6,cma_r05_005_tl24_dt1_ge17_qr76_tau88,24,1,17,0.76,0.88,264.92,89.58,248.98,110.88,0.00,PASS,,recovery_detected,True,False,0,4656,0,18,,,,,,,,,,,,,,,,,248.98,,,
CMA-ES,20260607,5,6,6,cma_r05_006_tl13_dt21_ge50_qr14_tau76,13,21,50,0.14,0.76,138.92,84.58,133.98,110.88,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,,133.98,,,
CMA-ES,20260607,6,1,6,cma_r06_001_tl61_dt24_ge28_qr36_tau88,61,24,28,0.36,0.88,177.92,82.54,169.25,110.88,0.00,PASS,,recovery_detected,True,False,0,2699,0,26,,,,,,,,,,,,,,,,,169.25,,,
CMA-ES,20260607,6,2,6,cma_r06_002_tl58_dt63_ge49_qr39_tau86,58,63,49,0.39,0.86,210.92,76.36,198.69,110.88,0.00,PASS,,recovery_detected,True,False,0,714,0,28,,,,,,,,,,,,,,,,,198.69,,,
CMA-ES,20260607,6,3,6,cma_r06_003_tl88_dt0_ge37_qr4_tau80,88,0,37,0.04,0.8,304.92,96.08,285.93,110.88,0.00,PASS,,recovery_detected,True,False,0,250,1,36,,,,,,,,,,,,,,,,,285.93,,,
CMA-ES,20260607,6,4,6,cma_r06_004_tl78_dt9_ge36_qr14_tau82,78,9,36,0.14,0.82,145.92,82.38,140.14,110.88,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,,140.14,,,
CMA-ES,20260607,6,5,6,cma_r06_005_tl38_dt2_ge48_qr8_tau86,38,2,48,0.08,0.86,262.92,86.61,246.89,110.88,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,,246.89,,,
CMA-ES,20260607,6,6,6,cma_r06_006_tl66_dt19_ge29_qr36_tau83,66,19,29,0.36,0.83,143.92,76.96,137.83,110.88,0.00,PASS,,recovery_detected,True,False,0,2735,0,20,,,,,,,,,,,,,,,,,137.83,,,
CMA-ES,20260607,7,1,6,cma_r07_001_tl117_dt25_ge19_qr17_tau75,117,25,19,0.17,0.75,93.92,79.96,92.65,92.65,0.00,PASS,,recovery_detected,True,False,0,1947,1,29,,,,,,,,,,,,,,,,,92.65,,,
CMA-ES,20260607,7,2,6,cma_r07_002_tl94_dt5_ge32_qr14_tau88,94,5,32,0.14,0.88,161.92,93.25,155.68,92.65,0.00,PASS,,recovery_detected,True,False,0,3229,1,18,,,,,,,,,,,,,,,,,155.68,,,
CMA-ES,20260607,7,3,6,cma_r07_003_tl55_dt40_ge24_qr28_tau86,55,40,24,0.28,0.86,169.92,87.97,162.47,92.65,0.00,PASS,,recovery_detected,True,False,0,1555,1,29,,,,,,,,,,,,,,,,,162.47,,,
CMA-ES,20260607,7,4,6,cma_r07_004_tl61_dt87_ge16_qr70_tau85,61,87,16,0.7,0.85,248.92,99.46,235.33,92.65,0.00,PASS,,recovery_detected,True,False,0,646,0,52,,,,,,,,,,,,,,,,,235.33,,,
CMA-ES,20260607,7,5,6,cma_r07_005_tl51_dt19_ge20_qr29_tau83,51,19,20,0.29,0.83,145.92,90.16,140.85,92.65,0.00,PASS,,recovery_detected,True,False,0,2772,1,20,,,,,,,,,,,,,,,,,140.85,,,
CMA-ES,20260607,7,6,6,cma_r07_006_tl36_dt1_ge49_qr22_tau81,36,1,49,0.22,0.81,262.92,100.32,248.14,92.65,0.00,PASS,,recovery_detected,True,False,0,4598,1,17,,,,,,,,,,,,,,,,,248.14,,,
CMA-ES,20260607,8,1,6,cma_r08_001_tl118_dt53_ge17_qr1_tau75,118,53,17,0.01,0.75,230.92,87.42,217.87,92.65,0.00,PASS,,recovery_detected,True,False,0,1156,1,46,,,,,,,,,,,,,,,,,217.87,,,
CMA-ES,20260607,8,2,6,cma_r08_002_tl100_dt4_ge28_qr4_tau79,100,4,28,0.04,0.79,173.92,99.41,167.15,92.65,0.00,PASS,,recovery_detected,True,False,0,4119,1,18,,,,,,,,,,,,,,,,,167.15,,,
CMA-ES,20260607,8,3,6,cma_r08_003_tl75_dt0_ge24_qr11_tau81,75,0,24,0.11,0.81,278.92,91.27,261.86,92.65,0.00,PASS,,recovery_detected,True,False,0,303,1,44,,,,,,,,,,,,,,,,,261.86,,,
CMA-ES,20260607,8,4,6,cma_r08_004_tl121_dt13_ge38_qr25_tau75,121,13,38,0.25,0.75,158.92,85.95,152.29,92.65,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,,152.29,,,
CMA-ES,20260607,8,5,6,cma_r08_005_tl105_dt71_ge32_qr26_tau74,105,71,32,0.26,0.74,277.92,83.99,260.29,92.65,0.00,PASS,,recovery_detected,True,False,0,687,1,40,,,,,,,,,,,,,,,,,260.29,,,
CMA-ES,20260607,8,6,6,cma_r08_006_tl100_dt38_ge6_qr8_tau76,100,38,6,0.08,0.76,141.92,85.48,136.79,92.65,0.00,PASS,,recovery_detected,True,False,0,1816,1,42,,,,,,,,,,,,,,,,,136.79,,,
CMA-ES,20260607,9,1,6,cma_r09_001_tl121_dt43_ge26_qr7_tau73,121,43,26,0.07,0.73,109.92,82.30,107.41,92.65,0.00,PASS,,recovery_detected,True,False,0,1125,1,30,,,,,,,,,,,,,,,,,107.41,,,
CMA-ES,20260607,9,2,6,cma_r09_002_tl88_dt22_ge16_qr17_tau76,88,22,16,0.17,0.76,144.92,83.85,139.37,92.65,0.00,PASS,,recovery_detected,True,False,0,2724,1,26,,,,,,,,,,,,,,,,,139.37,,,
CMA-ES,20260607,9,3,6,cma_r09_003_tl100_dt89_ge9_qr7_tau74,100,89,9,0.07,0.74,279.92,97.48,263.33,92.65,0.00,PASS,,recovery_detected,True,False,0,947,1,67,,,,,,,,,,,,,,,,,263.33,,,
CMA-ES,20260607,9,4,6,cma_r09_004_tl118_dt31_ge28_qr18_tau74,118,31,28,0.18,0.74,144.92,88.45,139.79,92.65,0.00,PASS,,recovery_detected,True,False,0,2433,1,24,,,,,,,,,,,,,,,,,139.79,,,
CMA-ES,20260607,9,5,6,cma_r09_005_tl104_dt18_ge38_qr15_tau78,104,18,38,0.15,0.78,164.92,92.87,158.37,92.65,0.00,PASS,,recovery_detected,True,False,0,2995,1,20,,,,,,,,,,,,,,,,,158.37,,,
CMA-ES,20260607,9,6,6,cma_r09_006_tl100_dt4_ge14_qr1_tau74,100,4,14,0.01,0.74,173.92,99.41,167.15,92.65,0.00,PASS,,recovery_detected,True,False,0,4109,1,20,,,,,,,,,,,,,,,,,167.15,,,
CMA-ES,20260607,10,1,6,cma_r10_001_tl122_dt15_ge50_qr1_tau73,122,15,50,0.01,0.73,137.92,83.00,132.93,92.65,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,,132.93,,,
CMA-ES,20260607,10,2,6,cma_r10_002_tl101_dt35_ge39_qr0_tau80,101,35,39,0.0,0.8,115.92,93.78,113.91,92.65,0.00,PASS,,recovery_detected,True,False,0,1515,1,21,,,,,,,,,,,,,,,,,113.91,,,
CMA-ES,20260607,10,3,6,cma_r10_003_tl101_dt107_ge34_qr14_tau75,101,107,34,0.14,0.75,301.92,92.18,282.85,92.65,0.00,PASS,,recovery_detected,True,False,0,368,1,38,,,,,,,,,,,,,,,,,282.85,,,
CMA-ES,20260607,10,4,6,cma_r10_004_tl118_dt45_ge30_qr0_tau74,118,45,30,0.0,0.74,177.92,92.31,170.14,92.65,0.00,PASS,,recovery_detected,True,False,0,1103,1,30,,,,,,,,,,,,,,,,,170.14,,,
CMA-ES,20260607,10,5,6,cma_r10_005_tl90_dt54_ge28_qr26_tau77,90,54,28,0.26,0.77,222.92,89.43,210.78,92.65,0.00,PASS,,recovery_detected,True,False,0,799,1,37,,,,,,,,,,,,,,,,,210.78,,,
CMA-ES,20260607,10,6,6,cma_r10_006_tl109_dt87_ge14_qr29_tau81,109,87,14,0.29,0.81,291.92,89.18,273.49,92.65,0.00,PASS,,recovery_detected,True,False,0,511,1,58,,,,,,,,,,,,,,,,,273.49,,,
CMA-ES,20260607,11,1,6,cma_r11_001_tl83_dt106_ge39_qr0_tau79,83,106,39,0.0,0.79,186.92,89.55,178.07,92.65,0.00,PASS,,recovery_detected,True,False,0,167,1,29,,,,,,,,,,,,,,,,,178.07,,,
CMA-ES,20260607,11,2,6,cma_r11_002_tl93_dt43_ge44_qr0_tau77,93,43,44,0.0,0.77,114.92,91.51,112.79,92.65,0.00,PASS,,recovery_detected,True,False,0,1020,1,22,,,,,,,,,,,,,,,,,112.79,,,
CMA-ES,20260607,11,3,6,cma_r11_003_tl120_dt2_ge36_qr17_tau83,120,2,36,0.17,0.83,262.92,86.61,246.89,92.65,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,,246.89,,,
CMA-ES,20260607,11,4,6,cma_r11_004_tl106_dt11_ge16_qr23_tau77,106,11,16,0.23,0.77,146.92,81.48,140.97,92.65,0.00,PASS,,recovery_detected,True,False,0,3022,1,18,,,,,,,,,,,,,,,,,140.97,,,
CMA-ES,20260607,11,5,6,cma_r11_005_tl88_dt20_ge43_qr7_tau82,88,20,43,0.07,0.82,91.92,81.03,90.93,90.93,0.00,PASS,,recovery_detected,True,False,0,2211,1,17,,,,,,,,,,,,,,,,,90.93,,,
CMA-ES,20260607,11,6,6,cma_r11_006_tl97_dt9_ge47_qr2_tau82,97,9,47,0.02,0.82,145.92,82.38,140.14,90.93,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,,140.14,,,
CMA-ES,20260607,12,1,6,cma_r12_001_tl94_dt11_ge35_qr3_tau79,94,11,35,0.03,0.79,146.92,81.48,140.97,90.93,0.00,PASS,,recovery_detected,True,False,0,3021,1,17,,,,,,,,,,,,,,,,,140.97,,,
CMA-ES,20260607,12,2,6,cma_r12_002_tl121_dt44_ge35_qr5_tau83,121,44,35,0.05,0.83,165.92,88.95,158.92,90.93,0.00,PASS,,recovery_detected,True,False,0,1105,1,28,,,,,,,,,,,,,,,,,158.92,,,
CMA-ES,20260607,12,3,6,cma_r12_003_tl85_dt21_ge50_qr21_tau80,85,21,50,0.21,0.8,138.92,84.58,133.98,90.93,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,,133.98,,,
CMA-ES,20260607,12,4,6,cma_r12_004_tl95_dt32_ge42_qr1_tau81,95,32,42,0.01,0.81,138.92,96.63,135.08,90.93,0.00,PASS,,recovery_detected,True,False,0,1803,1,19,,,,,,,,,,,,,,,,,135.08,,,
CMA-ES,20260607,12,5,6,cma_r12_005_tl60_dt3_ge37_qr25_tau83,60,3,37,0.25,0.83,181.92,85.83,173.18,90.93,0.00,PASS,,recovery_detected,True,False,0,4220,1,17,,,,,,,,,,,,,,,,,173.18,,,
CMA-ES,20260607,12,6,6,cma_r12_006_tl105_dt26_ge32_qr6_tau83,105,26,32,0.06,0.83,92.92,82.29,91.95,90.93,0.00,PASS,,recovery_detected,True,False,0,1925,1,18,,,,,,,,,,,,,,,,,91.95,,,
CMA-ES,20260607,13,1,6,cma_r13_001_tl105_dt17_ge37_qr10_tau80,105,17,37,0.1,0.8,137.92,92.55,133.80,90.93,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,,133.80,,,
CMA-ES,20260607,13,2,6,cma_r13_002_tl89_dt17_ge21_qr20_tau78,89,17,21,0.2,0.78,145.92,93.00,141.11,90.93,0.00,PASS,,recovery_detected,True,False,0,2906,1,21,,,,,,,,,,,,,,,,,141.11,,,
CMA-ES,20260607,13,3,6,cma_r13_003_tl81_dt28_ge38_qr0_tau80,81,28,38,0.0,0.8,90.92,90.80,90.91,90.91,0.00,PASS,,recovery_detected,True,False,0,1684,1,17,,,,,,,,,,,,,,,,,90.91,,,
CMA-ES,20260607,13,4,6,cma_r13_004_tl109_dt14_ge39_qr13_tau76,109,14,39,0.13,0.76,137.92,83.28,132.95,90.91,0.00,PASS,,recovery_detected,True,False,0,2653,1,18,,,,,,,,,,,,,,,,,132.95,,,
CMA-ES,20260607,13,5,6,cma_r13_005_tl105_dt79_ge34_qr19_tau82,105,79,34,0.19,0.82,253.92,84.31,238.50,90.91,0.00,PASS,,recovery_detected,True,False,0,388,1,34,,,,,,,,,,,,,,,,,238.50,,,
CMA-ES,20260607,13,6,6,cma_r13_006_tl110_dt22_ge49_qr6_tau82,110,22,49,0.06,0.82,93.92,81.51,92.79,90.91,0.00,PASS,,recovery_detected,True,False,0,2083,1,17,,,,,,,,,,,,,,,,,92.79,,,
CMA-ES,20260607,14,1,6,cma_r14_001_tl61_dt34_ge50_qr2_tau85,61,34,50,0.02,0.85,114.92,92.43,112.88,90.91,0.00,PASS,,recovery_detected,True,False,0,1504,1,16,,,,,,,,,,,,,,,,,112.88,,,
CMA-ES,20260607,14,2,6,cma_r14_002_tl47_dt20_ge46_qr17_tau84,47,20,46,0.17,0.84,91.92,81.03,90.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2211,1,17,,,,,,,,,,,,,,,,,90.93,,,
CMA-ES,20260607,14,3,6,cma_r14_003_tl80_dt17_ge47_qr8_tau82,80,17,47,0.08,0.82,137.92,92.55,133.80,90.91,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,,133.80,,,
CMA-ES,20260607,14,4,6,cma_r14_004_tl65_dt33_ge24_qr5_tau79,65,33,24,0.05,0.79,159.92,88.09,153.39,90.91,0.00,PASS,,recovery_detected,True,False,0,1833,1,28,,,,,,,,,,,,,,,,,153.39,,,
CMA-ES,20260607,14,5,6,cma_r14_005_tl122_dt44_ge50_qr1_tau80,122,44,50,0.01,0.8,96.92,91.80,96.45,90.91,0.00,PASS,,recovery_detected,True,False,0,973,1,19,,,,,,,,,,,,,,,,,96.45,,,
CMA-ES,20260607,14,6,6,cma_r14_006_tl112_dt37_ge32_qr0_tau79,112,37,32,0.0,0.79,137.92,94.60,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,1637,1,27,,,,,,,,,,,,,,,,,133.98,,,
CMA-ES,20260607,15,1,6,cma_r15_001_tl70_dt31_ge49_qr1_tau81,70,31,49,0.01,0.81,91.92,89.03,91.66,90.91,0.00,PASS,,recovery_detected,True,False,0,1542,1,17,,,,,,,,,,,,,,,,,91.66,,,
CMA-ES,20260607,15,2,6,cma_r15_002_tl47_dt45_ge40_qr10_tau81,47,45,40,0.1,0.81,127.92,93.66,124.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1016,1,23,,,,,,,,,,,,,,,,,124.81,,,
CMA-ES,20260607,15,3,6,cma_r15_003_tl49_dt19_ge38_qr10_tau84,49,19,38,0.1,0.84,137.92,93.11,133.85,90.91,0.00,PASS,,recovery_detected,True,False,0,2629,1,17,,,,,,,,,,,,,,,,,133.85,,,
CMA-ES,20260607,15,4,6,cma_r15_004_tl60_dt15_ge50_qr24_tau85,60,15,50,0.24,0.85,137.92,83.00,132.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,,132.93,,,
CMA-ES,20260607,15,5,6,cma_r15_005_tl36_dt7_ge39_qr2_tau83,36,7,39,0.02,0.83,163.92,84.28,156.68,90.91,0.00,PASS,,recovery_detected,True,False,0,3189,1,18,,,,,,,,,,,,,,,,,156.68,,,
CMA-ES,20260607,15,6,6,cma_r15_006_tl72_dt15_ge50_qr15_tau84,72,15,50,0.15,0.84,137.92,83.00,132.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,,132.93,,,
CMA-ES,20260607,16,1,6,cma_r16_001_tl45_dt71_ge50_qr0_tau82,45,71,50,0.0,0.82,172.92,82.03,164.66,90.91,0.00,PASS,,recovery_detected,True,False,0,460,1,27,,,,,,,,,,,,,,,,,164.66,,,
CMA-ES,20260607,16,2,6,cma_r16_002_tl69_dt33_ge41_qr10_tau81,69,33,41,0.1,0.81,112.92,96.70,111.45,90.91,0.00,PASS,,recovery_detected,True,False,0,1677,1,17,,,,,,,,,,,,,,,,,111.45,,,
CMA-ES,20260607,16,3,6,cma_r16_003_tl58_dt9_ge43_qr13_tau84,58,9,43,0.13,0.84,145.92,82.38,140.14,90.91,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,,140.14,,,
CMA-ES,20260607,16,4,6,cma_r16_004_tl66_dt48_ge48_qr6_tau81,66,48,48,0.06,0.81,157.92,91.96,151.92,90.91,0.00,PASS,,recovery_detected,True,False,0,1086,1,24,,,,,,,,,,,,,,,,,151.92,,,
CMA-ES,20260607,16,5,6,cma_r16_005_tl43_dt23_ge44_qr17_tau85,43,23,44,0.17,0.85,166.92,84.01,159.38,90.91,0.00,PASS,,recovery_detected,True,False,0,2791,1,20,,,,,,,,,,,,,,,,,159.38,,,
CMA-ES,20260607,16,6,6,cma_r16_006_tl17_dt19_ge38_qr20_tau82,17,19,38,0.2,0.82,137.92,93.11,133.85,90.91,0.00,PASS,,recovery_detected,True,False,0,2629,1,17,,,,,,,,,,,,,,,,,133.85,,,
CMA-ES,20260607,17,1,6,cma_r17_001_tl46_dt45_ge37_qr26_tau83,46,45,37,0.26,0.83,144.92,89.38,139.87,90.91,0.00,PASS,,recovery_detected,True,False,0,1238,1,24,,,,,,,,,,,,,,,,,139.87,,,
CMA-ES,20260607,17,2,6,cma_r17_002_tl38_dt36_ge42_qr7_tau82,38,36,42,0.07,0.82,111.92,93.51,110.25,90.91,0.00,PASS,,recovery_detected,True,False,0,1463,1,18,,,,,,,,,,,,,,,,,110.25,,,
CMA-ES,20260607,17,3,6,cma_r17_003_tl74_dt13_ge32_qr20_tau85,74,13,32,0.2,0.85,158.92,85.95,152.29,90.91,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,,152.29,,,
CMA-ES,20260607,17,4,6,cma_r17_004_tl35_dt9_ge39_qr20_tau82,35,9,39,0.2,0.82,145.92,82.38,140.14,90.91,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,,140.14,,,
CMA-ES,20260607,17,5,6,cma_r17_005_tl32_dt23_ge33_qr17_tau83,32,23,33,0.17,0.83,143.92,82.88,138.37,90.91,0.00,PASS,,recovery_detected,True,False,0,2730,1,19,,,,,,,,,,,,,,,,,138.37,,,
CMA-ES,20260607,17,6,6,cma_r17_006_tl44_dt83_ge36_qr14_tau82,44,83,36,0.14,0.82,199.92,81.97,189.20,90.91,0.00,PASS,,recovery_detected,True,False,0,381,1,31,,,,,,,,,,,,,,,,,189.20,,,
CMA-ES,20260607,18,1,6,cma_r18_001_tl39_dt30_ge42_qr16_tau81,39,30,42,0.16,0.81,94.92,87.54,94.25,90.91,0.00,PASS,,recovery_detected,True,False,0,1623,1,17,,,,,,,,,,,,,,,,,94.25,,,
CMA-ES,20260607,18,2,6,cma_r18_002_tl38_dt38_ge30_qr4_tau80,38,38,30,0.04,0.8,137.92,104.50,134.88,90.91,0.00,PASS,,recovery_detected,True,False,0,1559,1,29,,,,,,,,,,,,,,,,,134.88,,,
CMA-ES,20260607,18,3,6,cma_r18_003_tl12_dt16_ge32_qr32_tau83,12,16,32,0.32,0.83,144.92,79.73,138.99,90.91,0.00,PASS,,recovery_detected,True,False,0,2867,0,18,,,,,,,,,,,,,,,,,138.99,,,
CMA-ES,20260607,18,4,6,cma_r18_004_tl54_dt22_ge37_qr14_tau81,54,22,37,0.14,0.81,93.92,81.51,92.79,90.91,0.00,PASS,,recovery_detected,True,False,0,2083,1,17,,,,,,,,,,,,,,,,,92.79,,,
