method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
CMA-ES,20260607,18,5,6,cma_r18_005_tl24_dt21_ge50_qr7_tau88,24,21,50,0.07,0.88,138.92,84.58,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,,133.98,,,
CMA-ES,20260607,18,6,6,cma_r18_006_tl36_dt27_ge35_qr27_tau82,36,27,35,0.27,0.82,94.92,81.63,93.71,90.91,0.00,PASS,,recovery_detected,True,False,0,1727,1,18,,,,,,,,,,,,,,,,,93.71,,,
CMA-ES,20260607,19,1,6,cma_r19_001_tl36_dt2_ge42_qr24_tau81,36,2,42,0.24,0.81,262.92,86.61,246.89,90.91,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,,246.89,,,
CMA-ES,20260607,19,2,6,cma_r19_002_tl49_dt21_ge34_qr26_tau79,49,21,34,0.26,0.79,138.92,84.58,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,,133.98,,,
CMA-ES,20260607,19,3,6,cma_r19_003_tl31_dt13_ge40_qr7_tau82,31,13,40,0.07,0.82,158.92,85.95,152.29,90.91,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,,152.29,,,
CMA-ES,20260607,19,4,6,cma_r19_004_tl59_dt11_ge39_qr13_tau80,59,11,39,0.13,0.8,146.92,81.48,140.97,90.91,0.00,PASS,,recovery_detected,True,False,0,3021,1,17,,,,,,,,,,,,,,,,,140.97,,,
CMA-ES,20260607,19,5,6,cma_r19_005_tl50_dt26_ge27_qr23_tau78,50,26,27,0.23,0.78,137.92,83.88,133.01,90.91,0.00,PASS,,recovery_detected,True,False,0,2268,1,23,,,,,,,,,,,,,,,,,133.01,,,
CMA-ES,20260607,19,6,6,cma_r19_006_tl26_dt32_ge37_qr20_tau85,26,32,37,0.2,0.85,114.92,96.11,113.21,90.91,0.00,PASS,,recovery_detected,True,False,0,1703,1,20,,,,,,,,,,,,,,,,,113.21,,,
CMA-ES,20260607,20,1,6,cma_r20_001_tl29_dt17_ge30_qr31_tau81,29,17,30,0.31,0.81,158.92,85.06,152.20,90.91,0.00,PASS,,recovery_detected,True,False,0,2807,0,19,,,,,,,,,,,,,,,,,152.20,,,
CMA-ES,20260607,20,2,6,cma_r20_002_tl27_dt43_ge28_qr23_tau84,27,43,28,0.23,0.84,145.92,89.67,140.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1525,1,28,,,,,,,,,,,,,,,,,140.81,,,
CMA-ES,20260607,20,3,6,cma_r20_003_tl38_dt41_ge34_qr5_tau84,38,41,34,0.05,0.84,127.92,97.51,125.16,90.91,0.00,PASS,,recovery_detected,True,False,0,1294,1,28,,,,,,,,,,,,,,,,,125.16,,,
CMA-ES,20260607,20,4,6,cma_r20_004_tl27_dt37_ge31_qr12_tau81,27,37,31,0.12,0.81,137.92,90.24,133.59,90.91,0.00,PASS,,recovery_detected,True,False,0,1833,1,25,,,,,,,,,,,,,,,,,133.59,,,
CMA-ES,20260607,20,5,6,cma_r20_005_tl19_dt35_ge30_qr35_tau82,19,35,30,0.35,0.82,138.92,84.00,133.93,90.91,0.00,PASS,,recovery_detected,True,False,0,1733,0,25,,,,,,,,,,,,,,,,,133.93,,,
CMA-ES,20260607,20,6,6,cma_r20_006_tl20_dt25_ge22_qr42_tau85,20,25,22,0.42,0.85,157.92,77.50,150.61,90.91,0.00,PASS,,recovery_detected,True,False,0,2303,0,27,,,,,,,,,,,,,,,,,150.61,,,
CMA-ES,20260607,21,1,6,cma_r21_001_tl34_dt35_ge32_qr14_tau83,34,35,32,0.14,0.83,224.92,92.17,212.85,90.91,0.00,PASS,,recovery_detected,True,False,0,1594,1,33,,,,,,,,,,,,,,,,,212.85,,,
CMA-ES,20260607,21,2,6,cma_r21_002_tl10_dt32_ge37_qr21_tau85,10,32,37,0.21,0.85,114.92,96.11,113.21,90.91,0.00,PASS,,recovery_detected,True,False,0,1703,1,20,,,,,,,,,,,,,,,,,113.21,,,
CMA-ES,20260607,21,3,6,cma_r21_003_tl1_dt36_ge30_qr26_tau85,1,36,30,0.26,0.85,92.92,88.13,92.48,90.91,0.00,PASS,,recovery_detected,True,False,0,1616,1,20,,,,,,,,,,,,,,,,,92.48,,,
CMA-ES,20260607,21,4,6,cma_r21_004_tl37_dt52_ge35_qr15_tau82,37,52,35,0.15,0.82,166.92,88.22,159.77,90.91,0.00,PASS,,recovery_detected,True,False,0,892,1,29,,,,,,,,,,,,,,,,,159.77,,,
CMA-ES,20260607,21,5,6,cma_r21_005_tl22_dt36_ge34_qr22_tau83,22,36,34,0.22,0.83,92.92,89.32,92.59,90.91,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,,92.59,,,
CMA-ES,20260607,21,6,6,cma_r21_006_tl26_dt42_ge26_qr12_tau80,26,42,26,0.12,0.8,108.92,89.09,107.12,90.91,0.00,PASS,,recovery_detected,True,False,0,1514,1,27,,,,,,,,,,,,,,,,,107.12,,,
CMA-ES,20260607,22,1,6,cma_r22_001_tl3_dt32_ge30_qr28_tau86,3,32,30,0.28,0.86,94.92,88.26,94.31,90.91,0.00,PASS,,recovery_detected,True,False,0,1647,1,20,,,,,,,,,,,,,,,,,94.31,,,
CMA-ES,20260607,22,2,6,cma_r22_002_tl8_dt35_ge23_qr29_tau84,8,35,23,0.29,0.84,144.92,88.12,139.76,90.91,0.00,PASS,,recovery_detected,True,False,0,1876,1,29,,,,,,,,,,,,,,,,,139.76,,,
CMA-ES,20260607,22,3,6,cma_r22_003_tl7_dt24_ge38_qr26_tau86,7,24,38,0.26,0.86,165.92,83.46,158.42,90.91,0.00,PASS,,recovery_detected,True,False,0,2739,1,20,,,,,,,,,,,,,,,,,158.42,,,
CMA-ES,20260607,22,4,6,cma_r22_004_tl11_dt36_ge33_qr26_tau86,11,36,33,0.26,0.86,91.92,88.09,91.57,90.91,0.00,PASS,,recovery_detected,True,False,0,1603,1,19,,,,,,,,,,,,,,,,,91.57,,,
CMA-ES,20260607,22,5,6,cma_r22_005_tl35_dt28_ge29_qr26_tau84,35,28,29,0.26,0.84,94.92,90.10,94.48,90.91,0.00,PASS,,recovery_detected,True,False,0,1725,1,19,,,,,,,,,,,,,,,,,94.48,,,
CMA-ES,20260607,22,6,6,cma_r22_006_tl10_dt30_ge25_qr34_tau84,10,30,25,0.34,0.84,144.92,84.09,139.39,90.91,0.00,PASS,,recovery_detected,True,False,0,2268,0,27,,,,,,,,,,,,,,,,,139.39,,,
CMA-ES,20260607,23,1,6,cma_r23_001_tl49_dt31_ge40_qr12_tau85,49,31,40,0.12,0.85,137.92,92.66,133.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1876,1,19,,,,,,,,,,,,,,,,,133.81,,,
CMA-ES,20260607,23,2,6,cma_r23_002_tl14_dt38_ge30_qr24_tau89,14,38,30,0.24,0.89,108.92,91.85,107.37,90.91,0.00,PASS,,recovery_detected,True,False,0,1574,1,27,,,,,,,,,,,,,,,,,107.37,,,
CMA-ES,20260607,23,3,6,cma_r23_003_tl45_dt18_ge29_qr20_tau81,45,18,29,0.2,0.81,144.92,91.02,140.02,90.91,0.00,PASS,,recovery_detected,True,False,0,2895,1,19,,,,,,,,,,,,,,,,,140.02,,,
CMA-ES,20260607,23,4,6,cma_r23_004_tl55_dt24_ge37_qr3_tau81,55,24,37,0.03,0.81,144.92,83.38,139.33,90.91,0.00,PASS,,recovery_detected,True,False,0,2715,1,19,,,,,,,,,,,,,,,,,139.33,,,
CMA-ES,20260607,23,5,6,cma_r23_005_tl11_dt46_ge30_qr25_tau89,11,46,30,0.25,0.89,163.92,86.92,156.92,90.91,0.00,PASS,,recovery_detected,True,False,0,1342,1,30,,,,,,,,,,,,,,,,,156.92,,,
CMA-ES,20260607,23,6,6,cma_r23_006_tl21_dt39_ge33_qr19_tau85,21,39,33,0.19,0.85,94.92,91.38,94.60,90.91,0.00,PASS,,recovery_detected,True,False,0,1525,1,20,,,,,,,,,,,,,,,,,94.60,,,
CMA-ES,20260607,24,1,6,cma_r24_001_tl26_dt33_ge38_qr10_tau83,26,33,38,0.1,0.83,115.92,103.93,114.83,90.91,0.00,PASS,,recovery_timeout,True,False,0,1700,1,20,,,,,,,,,,,,,,,,,114.83,,,
CMA-ES,20260607,24,2,6,cma_r24_002_tl40_dt38_ge38_qr15_tau87,40,38,38,0.15,0.87,136.92,98.97,133.47,90.91,0.00,PASS,,recovery_detected,True,False,0,1549,1,24,,,,,,,,,,,,,,,,,133.47,,,
CMA-ES,20260607,24,3,6,cma_r24_003_tl8_dt41_ge37_qr22_tau87,8,41,37,0.22,0.87,127.92,96.94,125.10,90.91,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,,125.10,,,
CMA-ES,20260607,24,4,6,cma_r24_004_tl23_dt57_ge29_qr14_tau86,23,57,29,0.14,0.86,90.92,86.78,90.54,90.54,0.00,PASS,,recovery_detected,True,False,0,702,1,25,,,,,,,,,,,,,,,,,90.54,,,
CMA-ES,20260607,24,5,6,cma_r24_005_tl38_dt29_ge28_qr30_tau86,38,29,28,0.3,0.86,145.92,88.39,140.69,90.54,0.00,PASS,,recovery_detected,True,False,0,2431,1,24,,,,,,,,,,,,,,,,,140.69,,,
CMA-ES,20260607,24,6,6,cma_r24_006_tl1_dt31_ge32_qr34_tau87,1,31,32,0.34,0.87,139.92,85.29,134.95,90.54,0.00,PASS,,recovery_detected,True,False,0,1858,0,24,,,,,,,,,,,,,,,,,134.95,,,
CMA-ES,20260607,25,1,6,cma_r25_001_tl26_dt41_ge37_qr15_tau86,26,41,37,0.15,0.86,127.92,96.94,125.10,90.54,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,,125.10,,,
CMA-ES,20260607,25,2,6,cma_r25_002_tl17_dt52_ge39_qr7_tau87,17,52,39,0.07,0.87,159.92,92.59,153.80,90.54,0.00,PASS,,recovery_detected,True,False,0,1305,1,25,,,,,,,,,,,,,,,,,153.80,,,
CMA-ES,20260607,25,3,6,cma_r25_003_tl29_dt40_ge33_qr13_tau84,29,40,33,0.13,0.84,185.92,95.59,177.71,90.54,0.00,PASS,,recovery_detected,True,False,0,1622,1,30,,,,,,,,,,,,,,,,,177.71,,,
CMA-ES,20260607,25,4,6,cma_r25_004_tl7_dt49_ge35_qr18_tau85,7,49,35,0.18,0.85,159.92,91.85,153.73,90.54,0.00,PASS,,recovery_detected,True,False,0,1481,1,27,,,,,,,,,,,,,,,,,153.73,,,
CMA-ES,20260607,25,5,6,cma_r25_005_tl16_dt41_ge37_qr12_tau83,16,41,37,0.12,0.83,127.92,96.94,125.10,90.54,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,,125.10,,,
CMA-ES,20260607,25,6,6,cma_r25_006_tl29_dt33_ge35_qr25_tau86,29,33,35,0.25,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1569,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,26,1,6,cma_r26_001_tl28_dt30_ge34_qr28_tau87,28,30,34,0.28,0.87,94.92,87.48,94.24,90.54,0.00,PASS,,recovery_detected,True,False,0,1645,1,19,,,,,,,,,,,,,,,,,94.24,,,
CMA-ES,20260607,26,2,6,cma_r26_002_tl5_dt36_ge35_qr27_tau90,5,36,35,0.27,0.9,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1559,1,19,,,,,,,,,,,,,,,,,91.68,,,
CMA-ES,20260607,26,3,6,cma_r26_003_tl34_dt42_ge37_qr14_tau86,34,42,37,0.14,0.86,187.92,99.03,179.84,90.54,0.00,PASS,,recovery_detected,True,False,0,1405,1,28,,,,,,,,,,,,,,,,,179.84,,,
CMA-ES,20260607,26,4,6,cma_r26_004_tl38_dt29_ge38_qr28_tau88,38,29,38,0.28,0.88,145.92,90.16,140.85,90.54,0.00,PASS,,recovery_detected,True,False,0,2470,1,20,,,,,,,,,,,,,,,,,140.85,,,
CMA-ES,20260607,26,5,6,cma_r26_005_tl30_dt32_ge36_qr33_tau86,30,32,36,0.33,0.86,158.92,82.83,152.00,90.54,0.00,PASS,,recovery_detected,True,False,0,2290,0,23,,,,,,,,,,,,,,,,,152.00,,,
CMA-ES,20260607,26,6,6,cma_r26_006_tl22_dt35_ge32_qr23_tau85,22,35,32,0.23,0.85,137.92,88.74,133.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1883,1,25,,,,,,,,,,,,,,,,,133.45,,,
CMA-ES,20260607,27,1,6,cma_r27_001_tl7_dt29_ge40_qr45_tau90,7,29,40,0.45,0.9,111.92,81.79,109.18,90.54,0.00,PASS,,recovery_detected,True,False,0,1710,0,19,,,,,,,,,,,,,,,,,109.18,,,
CMA-ES,20260607,27,2,6,cma_r27_002_tl26_dt28_ge29_qr32_tau86,26,28,29,0.32,0.86,145.92,84.50,140.34,90.54,0.00,PASS,,recovery_detected,True,False,0,2341,0,22,,,,,,,,,,,,,,,,,140.34,,,
CMA-ES,20260607,27,3,6,cma_r27_003_tl10_dt35_ge39_qr24_tau90,10,35,39,0.24,0.9,114.92,91.23,112.77,90.54,0.00,PASS,,recovery_detected,True,False,0,1604,1,20,,,,,,,,,,,,,,,,,112.77,,,
CMA-ES,20260607,27,4,6,cma_r27_004_tl15_dt44_ge33_qr7_tau86,15,44,33,0.07,0.86,159.92,90.65,153.62,90.54,0.00,PASS,,recovery_detected,True,False,0,1470,1,28,,,,,,,,,,,,,,,,,153.62,,,
CMA-ES,20260607,27,5,6,cma_r27_005_tl12_dt43_ge36_qr26_tau88,12,43,36,0.26,0.88,96.92,92.47,96.52,90.54,0.00,PASS,,recovery_detected,True,False,0,1239,1,21,,,,,,,,,,,,,,,,,96.52,,,
CMA-ES,20260607,27,6,6,cma_r27_006_tl14_dt32_ge35_qr27_tau87,14,32,35,0.27,0.87,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1572,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,28,1,6,cma_r28_001_tl8_dt53_ge28_qr23_tau87,8,53,28,0.23,0.87,91.92,91.73,91.90,90.54,0.00,PASS,,recovery_detected,True,False,0,1322,1,22,,,,,,,,,,,,,,,,,91.90,,,
CMA-ES,20260607,28,2,6,cma_r28_002_tl5_dt42_ge36_qr24_tau87,5,42,36,0.24,0.87,164.92,89.38,158.05,90.54,0.00,PASS,,recovery_detected,True,False,0,1640,1,28,,,,,,,,,,,,,,,,,158.05,,,
CMA-ES,20260607,28,3,6,cma_r28_003_tl0_dt47_ge30_qr32_tau89,0,47,30,0.32,0.89,142.92,86.86,137.82,90.54,0.00,PASS,,recovery_detected,True,False,0,1362,0,26,,,,,,,,,,,,,,,,,137.82,,,
CMA-ES,20260607,28,4,6,cma_r28_004_tl18_dt34_ge33_qr21_tau86,18,34,33,0.21,0.86,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1612,1,19,,,,,,,,,,,,,,,,,91.55,,,
CMA-ES,20260607,28,5,6,cma_r28_005_tl5_dt28_ge41_qr29_tau87,5,28,41,0.29,0.87,90.92,91.64,90.99,90.54,0.00,PASS,,recovery_detected,True,False,0,1680,1,17,,,,,,,,,,,,,,,,,90.99,,,
CMA-ES,20260607,28,6,6,cma_r28_006_tl26_dt17_ge42_qr27_tau86,26,17,42,0.27,0.86,137.92,92.55,133.80,90.54,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,,133.80,,,
CMA-ES,20260607,29,1,6,cma_r29_001_tl3_dt29_ge44_qr28_tau89,3,29,44,0.28,0.89,145.92,91.52,140.97,90.54,0.00,PASS,,recovery_detected,True,False,0,2455,1,19,,,,,,,,,,,,,,,,,140.97,,,
CMA-ES,20260607,29,2,6,cma_r29_002_tl1_dt23_ge41_qr35_tau88,1,23,41,0.35,0.88,146.92,76.89,140.55,90.54,0.00,PASS,,recovery_detected,True,False,0,2560,0,17,,,,,,,,,,,,,,,,,140.55,,,
CMA-ES,20260607,29,3,6,cma_r29_003_tl3_dt30_ge30_qr36_tau88,3,30,30,0.36,0.88,145.92,83.52,140.25,90.54,0.00,PASS,,recovery_detected,True,False,0,1959,0,24,,,,,,,,,,,,,,,,,140.25,,,
CMA-ES,20260607,29,4,6,cma_r29_004_tl9_dt39_ge38_qr22_tau86,9,39,38,0.22,0.86,115.92,91.17,113.67,90.54,0.00,PASS,,recovery_detected,True,False,0,1538,1,21,,,,,,,,,,,,,,,,,113.67,,,
CMA-ES,20260607,29,5,6,cma_r29_005_tl14_dt34_ge37_qr18_tau85,14,34,37,0.18,0.85,114.92,90.95,112.74,90.54,0.00,PASS,,recovery_detected,True,False,0,1675,1,20,,,,,,,,,,,,,,,,,112.74,,,
CMA-ES,20260607,29,6,6,cma_r29_006_tl3_dt29_ge39_qr28_tau89,3,29,39,0.28,0.89,145.92,91.55,140.98,90.54,0.00,PASS,,recovery_detected,True,False,0,2154,1,20,,,,,,,,,,,,,,,,,140.98,,,
CMA-ES,20260607,30,1,6,cma_r30_001_tl13_dt37_ge35_qr22_tau86,13,37,35,0.22,0.86,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1557,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,30,2,6,cma_r30_002_tl0_dt34_ge38_qr29_tau86,0,34,38,0.29,0.86,164.92,89.97,158.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1927,1,22,,,,,,,,,,,,,,,,,158.11,,,
CMA-ES,20260607,30,3,6,cma_r30_003_tl16_dt48_ge34_qr18_tau88,16,48,34,0.18,0.88,158.92,91.55,152.79,90.54,0.00,PASS,,recovery_detected,True,False,0,1432,1,27,,,,,,,,,,,,,,,,,152.79,,,
CMA-ES,20260607,30,4,6,cma_r30_004_tl0_dt35_ge39_qr31_tau84,0,35,39,0.31,0.84,137.92,85.35,133.14,90.54,0.00,PASS,,recovery_detected,True,False,0,1882,0,21,,,,,,,,,,,,,,,,,133.14,,,
CMA-ES,20260607,30,5,6,cma_r30_005_tl18_dt36_ge38_qr12_tau84,18,36,38,0.12,0.84,137.92,90.93,133.65,90.54,0.00,PASS,,recovery_detected,True,False,0,1827,1,21,,,,,,,,,,,,,,,,,133.65,,,
CMA-ES,20260607,30,6,6,cma_r30_006_tl2_dt36_ge33_qr31_tau87,2,36,33,0.31,0.87,166.92,81.00,159.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1690,0,28,,,,,,,,,,,,,,,,,159.11,,,
CMA-ES,20260607,31,1,6,cma_r31_001_tl14_dt42_ge31_qr18_tau84,14,42,31,0.18,0.84,155.92,89.88,149.92,90.54,0.00,PASS,,recovery_detected,True,False,0,1517,1,27,,,,,,,,,,,,,,,,,149.92,,,
CMA-ES,20260607,31,2,6,cma_r31_002_tl24_dt37_ge39_qr20_tau84,24,37,39,0.2,0.84,193.92,91.23,184.58,90.54,0.00,PASS,,recovery_detected,True,False,0,1643,1,26,,,,,,,,,,,,,,,,,184.58,,,
CMA-ES,20260607,31,3,6,cma_r31_003_tl5_dt33_ge43_qr28_tau86,5,33,43,0.28,0.86,94.92,89.77,94.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1555,1,17,,,,,,,,,,,,,,,,,94.45,,,
CMA-ES,20260607,31,4,6,cma_r31_004_tl14_dt37_ge36_qr26_tau84,14,37,36,0.26,0.84,138.92,92.95,134.74,90.54,0.00,PASS,,recovery_detected,True,False,0,1834,1,24,,,,,,,,,,,,,,,,,134.74,,,
CMA-ES,20260607,31,5,6,cma_r31_005_tl7_dt37_ge35_qr27_tau84,7,37,35,0.27,0.84,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1557,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,31,6,6,cma_r31_006_tl13_dt49_ge32_qr21_tau85,13,49,32,0.21,0.85,181.92,90.90,173.64,90.54,0.00,PASS,,recovery_detected,True,False,0,1477,1,30,,,,,,,,,,,,,,,,,173.64,,,
CMA-ES,20260607,32,1,6,cma_r32_001_tl4_dt41_ge38_qr28_tau88,4,41,38,0.28,0.88,164.92,91.87,158.28,90.54,0.00,PASS,,recovery_detected,True,False,0,1579,1,25,,,,,,,,,,,,,,,,,158.28,,,
CMA-ES,20260607,32,2,6,cma_r32_002_tl17_dt38_ge39_qr20_tau83,17,38,39,0.2,0.83,216.92,90.46,205.42,90.54,0.00,PASS,,recovery_detected,True,False,0,1643,1,29,,,,,,,,,,,,,,,,,205.42,,,
CMA-ES,20260607,32,3,6,cma_r32_003_tl1_dt35_ge35_qr26_tau85,1,35,35,0.26,0.85,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,,91.68,,,
CMA-ES,20260607,32,4,6,cma_r32_004_tl4_dt32_ge35_qr27_tau85,4,32,35,0.27,0.85,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1572,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,32,5,6,cma_r32_005_tl0_dt44_ge34_qr29_tau87,0,44,34,0.29,0.87,165.92,97.40,159.69,90.54,0.00,PASS,,recovery_detected,True,False,0,1508,1,27,,,,,,,,,,,,,,,,,159.69,,,
CMA-ES,20260607,32,6,6,cma_r32_006_tl0_dt43_ge41_qr28_tau87,0,43,41,0.28,0.87,169.92,99.17,163.49,90.54,0.00,PASS,,recovery_detected,True,False,0,1256,1,23,,,,,,,,,,,,,,,,,163.49,,,
CMA-ES,20260607,33,1,6,cma_r33_001_tl1_dt41_ge35_qr24_tau84,1,41,35,0.24,0.84,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1542,1,19,,,,,,,,,,,,,,,,,91.72,,,
CMA-ES,20260607,33,2,6,cma_r33_002_tl0_dt31_ge35_qr34_tau87,0,31,35,0.34,0.87,139.92,84.86,134.91,90.54,0.00,PASS,,recovery_detected,True,False,0,1901,0,23,,,,,,,,,,,,,,,,,134.91,,,
CMA-ES,20260607,33,3,6,cma_r33_003_tl3_dt33_ge37_qr28_tau85,3,33,37,0.28,0.85,163.92,90.38,157.23,90.54,0.00,PASS,,recovery_detected,True,False,0,1954,1,22,,,,,,,,,,,,,,,,,157.23,,,
CMA-ES,20260607,33,4,6,cma_r33_004_tl0_dt34_ge38_qr29_tau85,0,34,38,0.29,0.85,164.92,89.97,158.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1927,1,22,,,,,,,,,,,,,,,,,158.11,,,
CMA-ES,20260607,33,5,6,cma_r33_005_tl0_dt39_ge36_qr24_tau83,0,39,36,0.24,0.83,138.92,91.78,134.63,90.54,0.00,PASS,,recovery_detected,True,False,0,1936,1,25,,,,,,,,,,,,,,,,,134.63,,,
CMA-ES,20260607,33,6,6,cma_r33_006_tl3_dt28_ge34_qr29_tau86,3,28,34,0.29,0.86,90.92,92.77,91.09,90.54,0.00,PASS,,recovery_detected,True,False,0,1698,1,19,,,,,,,,,,,,,,,,,91.09,,,
CMA-ES,20260607,34,1,6,cma_r34_001_tl0_dt29_ge34_qr27_tau87,0,29,34,0.27,0.87,145.92,90.15,140.85,90.54,0.00,PASS,,recovery_detected,True,False,0,2465,1,22,,,,,,,,,,,,,,,,,140.85,,,
CMA-ES,20260607,34,2,6,cma_r34_002_tl4_dt24_ge36_qr28_tau86,4,24,36,0.28,0.86,145.92,84.98,140.38,90.54,0.00,PASS,,recovery_detected,True,False,0,2737,1,19,,,,,,,,,,,,,,,,,140.38,,,
CMA-ES,20260607,34,3,6,cma_r34_003_tl2_dt38_ge33_qr24_tau85,2,38,33,0.24,0.85,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1584,1,19,,,,,,,,,,,,,,,,,91.59,,,
CMA-ES,20260607,34,4,6,cma_r34_004_tl1_dt33_ge33_qr28_tau85,1,33,33,0.28,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,,91.55,,,
CMA-ES,20260607,34,5,6,cma_r34_005_tl1_dt24_ge34_qr32_tau87,1,24,34,0.32,0.87,190.92,85.87,181.37,90.54,0.00,PASS,,recovery_detected,True,False,0,2703,0,24,,,,,,,,,,,,,,,,,181.37,,,
CMA-ES,20260607,34,6,6,cma_r34_006_tl2_dt33_ge34_qr26_tau86,2,33,34,0.26,0.86,94.92,89.11,94.39,90.54,0.00,PASS,,recovery_detected,True,False,0,1620,1,19,,,,,,,,,,,,,,,,,94.39,,,
CMA-ES,20260607,35,1,6,cma_r35_001_tl8_dt33_ge36_qr27_tau84,8,33,36,0.27,0.84,114.92,93.02,112.93,90.54,0.00,PASS,,recovery_detected,True,False,0,1687,1,21,,,,,,,,,,,,,,,,,112.93,,,
CMA-ES,20260607,35,2,6,cma_r35_002_tl1_dt33_ge31_qr27_tau85,1,33,31,0.27,0.85,138.92,91.85,134.64,90.54,0.00,PASS,,recovery_detected,True,False,0,2021,1,25,,,,,,,,,,,,,,,,,134.64,,,
CMA-ES,20260607,35,3,6,cma_r35_003_tl6_dt37_ge32_qr23_tau86,6,37,32,0.23,0.86,114.92,87.74,112.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1707,1,25,,,,,,,,,,,,,,,,,112.45,,,
CMA-ES,20260607,35,4,6,cma_r35_004_tl1_dt29_ge36_qr29_tau86,1,29,36,0.29,0.86,145.92,88.80,140.73,90.54,0.00,PASS,,recovery_detected,True,False,0,2486,1,21,,,,,,,,,,,,,,,,,140.73,,,
CMA-ES,20260607,35,5,6,cma_r35_005_tl0_dt36_ge31_qr28_tau87,0,36,31,0.28,0.87,137.92,92.34,133.78,90.54,0.00,PASS,,recovery_detected,True,False,0,2061,1,26,,,,,,,,,,,,,,,,,133.78,,,
CMA-ES,20260607,35,6,6,cma_r35_006_tl0_dt40_ge32_qr18_tau85,0,40,32,0.18,0.85,127.92,89.74,124.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1932,1,26,,,,,,,,,,,,,,,,,124.45,,,
CMA-ES,20260607,36,1,6,cma_r36_001_tl1_dt42_ge33_qr24_tau85,1,42,33,0.24,0.85,93.92,92.52,93.79,90.54,0.00,PASS,,recovery_detected,True,False,0,1424,1,20,,,,,,,,,,,,,,,,,93.79,,,
CMA-ES,20260607,36,2,6,cma_r36_002_tl3_dt35_ge35_qr24_tau87,3,35,35,0.24,0.87,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,,91.68,,,
CMA-ES,20260607,36,3,6,cma_r36_003_tl2_dt32_ge32_qr27_tau85,2,32,32,0.27,0.85,138.92,90.00,134.47,90.54,0.00,PASS,,recovery_detected,True,False,0,1967,1,23,,,,,,,,,,,,,,,,,134.47,,,
CMA-ES,20260607,36,4,6,cma_r36_004_tl11_dt32_ge36_qr28_tau85,11,32,36,0.28,0.85,114.92,92.63,112.89,90.54,0.00,PASS,,recovery_detected,True,False,0,1711,1,21,,,,,,,,,,,,,,,,,112.89,,,
