method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,1,1,6,bo_r01_001_tl71_dt213_ge23_qr70_tau72,71,213,23,0.7,0.72,0.00,477.66,1000043.42,1000043.42,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,231,1,40,649697.44,-260253.25,1559648.13,40.41,23.02,ei,global,False,15.11,4.72,3.09,3.90,2.97,15.11,5.70,15.11,5.92,2.71567641,5,0.652652,43.42,,,
BO,20260607,1,2,6,bo_r01_002_tl57_dt211_ge14_qr59_tau70,57,211,14,0.59,0.7,0.00,469.90,1000042.72,1000042.72,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,372,1,50,336377.47,-516464.26,1189219.20,32.95,21.92,ei,local,False,12.13,3.61,2.36,3.13,2.25,12.13,4.31,12.13,4.63,2.49567027,5,0.549020,42.72,,,
BO,20260607,1,3,6,bo_r01_003_tl47_dt215_ge14_qr69_tau70,47,215,14,0.69,0.7,747.92,305.00,707.65,707.65,0.00,PASS,,recovery_timeout,True,False,0,728,1,103,254575.36,-536481.65,1045632.36,43.64,21.52,ei,global,False,11.99,3.34,2.22,3.02,2.20,11.99,4.35,11.99,4.52,2.48427860,5,0.552886,707.65,,,
BO,20260607,1,4,6,bo_r01_004_tl48_dt214_ge33_qr69_tau70,48,214,33,0.69,0.7,894.92,305.28,841.32,707.65,0.00,PASS,,recovery_detected,True,False,0,520,1,74,130609.56,-519410.78,780629.90,32.08,20.51,ei,global,False,12.73,3.69,2.45,3.21,2.42,12.73,4.79,12.73,4.88,2.54423664,5,0.616823,841.32,,,
BO,20260607,1,5,6,bo_r01_005_tl98_dt150_ge1_qr63_tau72,98,150,1,0.63,0.72,0.00,482.25,1000043.84,707.65,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,565,1,83,288816.66,-583044.67,1160677.99,35.19,20.49,ei,global,False,13.07,4.49,2.87,3.52,2.62,13.07,4.74,13.07,5.22,2.57042627,5,0.633861,43.84,,,
BO,20260607,1,6,6,bo_r01_006_tl54_dt192_ge13_qr73_tau70,54,192,13,0.73,0.7,873.92,305.52,822.25,707.65,0.00,PASS,,recovery_detected,True,False,0,1207,1,124,247788.95,-568821.54,1064399.43,38.73,20.01,ei,local,False,11.68,3.37,2.22,2.96,2.18,11.68,4.29,11.68,4.45,2.45768056,5,0.579191,822.25,,,
