label,variant_kind,time_profile,spatial_shift,vehicle_count,clone_count,route_changed_count,time_changed_count,run_id,final_status,failure_reason,T_actual_EMV_sec,background_departed,background_arrived,background_arrived_ratio,general_mean_delay_sec,toegye_entered_weighted_speed_kmh,toegye_sampled_weighted_speed_kmh,toegye_movement_simple_mean_kmh,toegye_movement_median_kmh,toegye_slow_movement_count_le10,toegye_slow_movement_count_le15,toegye_fast_movement_count_gt60,toegye_entered_total,toegye_sampled_seconds_total,score_abs_error,demand_file,metrics_csv,run_dir
u130_shoulder_p20,u130_clone_time_spatial_redistribution,shoulder_p20,0.0,4508,1040,0,219,u130_toegye_general15_selected_20260606_u130_shoulder_p20,PASS,,1121.0,4508,584,0.129547,187.913579,15.267543,3.649255,27.955239,14.419707,8,9,4,8370.0,393132.6,0.26754299999999986,09 Compact Corridor Baseline/tdata_signal/u130_toegye_general15_selected/background_routes_compact_v9_B04_u130_shoulder_p20.rou.xml,results/metrics/compact_v9_B4_u130_toegye_general15_selected/u130_toegye_general15_selected_20260606_u130_shoulder_p20/b04_result_row.csv,runs/compact_v9_B4_u130_toegye_general15_selected/u130_toegye_general15_selected_20260606_u130_shoulder_p20/B04/no_control/repeat_001
