generated_at,final_status,active_net,background_route,tls_audit,config_path,config_parameter_snapshot,background_vehicle_count,route_id,emergency_vehicle_id,controller_started,emergency_departed,emergency_arrived,emergency_teleport,emergency_teleport_evidence,emergency_travel_time,background_departed,background_arrived,background_teleported,background_teleport_ratio,route_error_count,controlled_tls_count,skipped_tls_count,failed_tls_count,intervention_count,green_extension_count,phase_switch_count,restore_count,signal_event_count,time_to_teleport,collision_action,pedestrian_min_walk_policy,sim_end_time,sumo_exit_code,warnings,failures,failure_reason,run_dir,sumocfg,tripinfo,summary_output,edgeData_output,stderr_log,outputs
2026-05-29T02:45:32.122589+00:00,PASS,data_prepared/net/jungbu_ellipse_passenger.net.xml,data_prepared/demand/background_routes_am_imputed_a17_a19_scale_0p15.rou.xml,data_prepared/signals/tls_phase_audit_spine_v2.csv,configs/b1_priority_signal_config.json,"{'D_det': 300, 'v_e_policy': 'current_speed_with_fallback', 'fallback_v_e_mps': 8.33, 'alpha': 1.2, 'G_ext': 30, 'rho': 'restore_original_program', 'tau': 1, 't_lead': 30, 'metric_sample_interval': 10}",654,ER_ACC_002,emergency_ER_ACC_002_b1_green_wave_v1,True,True,True,False,[],191.0,654,654,0,0.0,0,5,3,0,5,4,1,5,23,1200,warn,safety_placeholder_documented_not_optimized,4895.0,0,[],[],,runs/b1_green_wave_v1_er_acc_002,runs/b1_green_wave_v1_er_acc_002/scenario.sumocfg,runs/b1_green_wave_v1_er_acc_002/tripinfo.xml,runs/b1_green_wave_v1_er_acc_002/summary.xml,runs/b1_green_wave_v1_er_acc_002/edgeData.xml,runs/b1_green_wave_v1_er_acc_002/sumo_stderr.log,"['results/metrics/b1_green_wave_v1_er_acc_002_smoke_summary.csv', 'results/metrics/b1_green_wave_v1_er_acc_002_smoke_summary.json', 'results/metrics/b1_green_wave_v1_er_acc_002_signal_events.csv', 'outputs/logs/step14_b1_green_wave_v1_er_acc_002.log', 'docs/Step14_B1_green_wave_controller_v1.md']"
