generated_at,final_status,active_net,background_route,priority_terminals,tls_audit,config_path,config_parameter_snapshot,route_id,route_length_m,spine_length_m,spine_length_ratio,route_tls_count,background_vehicle_count,emergency_vehicle_id,loaded_terminal_count,route_relevant_tls_count,route_relevant_terminal_count,not_on_route_terminal_count,controller_started,emergency_departed,emergency_arrived,emergency_teleport,emergency_teleport_evidence,emergency_travel_time,background_departed,background_arrived,background_teleported,background_teleport_ratio,route_error_count,controlled_tls_count,skipped_tls_count,failed_tls_count,intervention_count,green_extension_count,phase_switch_count,restore_count,signal_event_count,time_to_teleport,collision_action,pedestrian_min_walk_policy,sim_end_time,sumo_exit_code,warnings,failures,failure_reason,warning_reason,run_dir,sumocfg,tripinfo,summary_output,edgeData_output,stderr_log,outputs
2026-05-29T03:16:30.302703+00:00,WARNING,data_prepared/net/jungbu_ellipse_passenger.net.xml,data_prepared/demand/background_routes_am_imputed_a17_a19_scale_0p15.rou.xml,data_prepared/signals/priority_terminal_candidates.csv,data_prepared/signals/tls_phase_audit_spine_v2.csv,configs/b1_priority_signal_config.json,"{'D_det': 300, 'v_e_policy': 'current_speed_with_fallback', 'fallback_v_e_mps': 8.33, 'alpha': 1.2, 'G_ext': 30, 'rho': 'restore_original_program', 'tau': 1, 't_lead': 30, 'metric_sample_interval': 10}",ER_ACC_019,3584.99,3260.42,0.909464,7,654,emergency_ER_ACC_019_b1_green_wave_corridor,20,7,7,13,True,True,True,False,[],204.0,654,654,2,0.003058,0,5,2,0,5,5,0,5,39,1200,warn,safety_placeholder_documented_not_optimized,4894.0,0,['background_teleports_present'],[],,background_teleports_present,runs/b1_green_wave_corridor_er_acc_019,runs/b1_green_wave_corridor_er_acc_019/scenario.sumocfg,runs/b1_green_wave_corridor_er_acc_019/tripinfo.xml,runs/b1_green_wave_corridor_er_acc_019/summary.xml,runs/b1_green_wave_corridor_er_acc_019/edgeData.xml,runs/b1_green_wave_corridor_er_acc_019/sumo_stderr.log,"['results/metrics/b1_green_wave_corridor_er_acc_019_smoke_summary.csv', 'results/metrics/b1_green_wave_corridor_er_acc_019_smoke_summary.json', 'results/metrics/b1_green_wave_corridor_er_acc_019_signal_events.csv', 'results/metrics/b1_green_wave_corridor_er_acc_019_terminal_coverage.csv', 'outputs/logs/step15_b1_green_wave_corridor_er_acc_019.log', 'docs/Step15_green_wave_corridor_validation.md']"
