edge_id,actual_entered_count,actual_left_count,actual_screenline_count,sampled_seconds
420331800#3,0.0,0.0,0.0,0.0
420331800#4,0.0,6.0,6.0,71.92
420331801#0,0.0,2.0,2.0,26.4
420331801#1,0.0,3.0,3.0,41.93
420331802#0,1.0,1.0,1.0,5.41
420331802#1,1.0,3.0,3.0,34.27
420331802#2,5.0,5.0,5.0,41.58
420331803,0.0,7.0,7.0,155.0
420331804,0.0,10.0,10.0,98.49
420331805,0.0,0.0,0.0,0.0
420331806,6.0,6.0,6.0,1042.75
420331807#0,12.0,10.0,12.0,2161.23
420331807#1,2.0,0.0,2.0,6.08
420331808,0.0,0.0,0.0,0.0
420331809,0.0,0.0,0.0,0.0
420331810,0.0,2.0,2.0,18.82
420331811#0,1.0,0.0,1.0,4.69
420331811#1,2.0,0.0,2.0,9.97
420331812#0,2.0,3.0,3.0,15.77
420331812#1,1.0,1.0,1.0,1.0
420331812#2,2.0,2.0,2.0,3.32
420331812#3,9.0,9.0,9.0,9.96
420331812#4,0.0,0.0,0.0,0.0
420331813#0,2.0,3.0,3.0,15.24
420331814#1,1.0,0.0,1.0,1.14
420331814#2,4.0,4.0,4.0,9.93
420331815,9.0,9.0,9.0,1823.88
420331816#0,28.0,28.0,28.0,55.24
420331816#2,0.0,0.0,0.0,0.0
420331818#0,1.0,4.0,4.0,71.95
420331820,3.0,0.0,3.0,24.32
420331823,0.0,1.0,1.0,9.19
420331825#0,16.0,10.0,16.0,129.25
420331825#1,9.0,11.0,11.0,48.44
420331825#2,5.0,7.0,7.0,36.15
420331825#3,5.0,5.0,5.0,26.89
420331825#4,4.0,4.0,4.0,412.51
420331827,53.0,58.0,58.0,2349.48
420331830,0.0,1.0,1.0,9.29
420331831,17.0,20.0,20.0,3066.06
420331834,0.0,2.0,2.0,340.41
420331835#0,4.0,3.0,4.0,19.4
420331836,1.0,1.0,1.0,4.78
420331837#1,3.0,0.0,3.0,11.19
420331838#0,0.0,7.0,7.0,57.19
420331838#1,0.0,0.0,0.0,0.0
420331839,0.0,0.0,0.0,0.0
420334155#0,0.0,0.0,0.0,0.0
420335669,0.0,0.0,0.0,0.0
420345569,0.0,0.0,0.0,0.0
420348540#0,5.0,6.0,6.0,67.86
420348542#0,0.0,6.0,6.0,42.81
420348542#1,7.0,6.0,7.0,39.76
420348545,0.0,0.0,0.0,0.0
420348553,0.0,0.0,0.0,0.0
420348555#0,8.0,8.0,8.0,1663.12
420348556#0,12.0,30.0,30.0,93.35
420348556#2,29.0,30.0,30.0,115.45
420348556#3,0.0,1.0,1.0,248.95
420348560,2.0,0.0,2.0,19.77
420348561#0,0.0,0.0,0.0,0.0
420348561#1,0.0,0.0,0.0,0.0
420348561#2,0.0,0.0,0.0,0.0
420361194#0,39.0,35.0,39.0,42569.67
420361195,43.0,43.0,43.0,141.85
420361196,806.0,707.0,806.0,776334.63
420361201,38.0,37.0,38.0,1228.09
420361205#0,0.0,2.0,2.0,28.39
420361206#0,17.0,18.0,18.0,164.72
420383139#0,5.0,5.0,5.0,29.48
420383139#1,5.0,7.0,7.0,220.81
420383139#2,6.0,6.0,6.0,45.09
420383140#1,33.0,33.0,33.0,1737.24
420383140#4,12.0,10.0,12.0,37.71
420383140#5,10.0,15.0,15.0,27.07
420383140#7,5.0,5.0,5.0,16.4
420383141#0,192.0,192.0,192.0,723.96
420383141#1,186.0,186.0,186.0,6137.77
420383143#0,10.0,9.0,10.0,84.55
420383143#2,2.0,2.0,2.0,11.42
420383144#0,1.0,1.0,1.0,8.36
420383144#1,1.0,0.0,1.0,5.36
420383145,5.0,0.0,5.0,48.62
420383146#0,0.0,0.0,0.0,0.0
420383147,0.0,3.0,3.0,21.07
420383150#1,43.0,43.0,43.0,518.26
420383150#2,0.0,0.0,0.0,0.0
420383150#3,0.0,0.0,0.0,0.0
420383150#4,0.0,0.0,0.0,0.0
420383150#5,3.0,4.0,4.0,21.39
420383151,1.0,1.0,1.0,6.04
420383152,4.0,4.0,4.0,62.4
420383153,2.0,0.0,2.0,7.16
420383159#0,3.0,2.0,3.0,29.08
420383159#2,3.0,2.0,3.0,32.32
420383160#0,2.0,2.0,2.0,4.54
420383161,1.0,0.0,1.0,5.3
420391187#0,0.0,0.0,0.0,0.0
420391195,0.0,0.0,0.0,0.0
420393496#4,0.0,0.0,0.0,0.0
422584938,8.0,0.0,8.0,119.63
422599316#1,1.0,18.0,18.0,280.18
428260110,691.0,644.0,691.0,77737.31
428260116#1,23.0,21.0,23.0,821.26
428544127,33.0,36.0,36.0,136.29
431903251#0,3.0,0.0,3.0,14.77
431903251#1,0.0,0.0,0.0,0.0
438360329#0,85.0,82.0,85.0,546.9
438360331#0,69.0,63.0,69.0,90.22
438360331#2,63.0,62.0,63.0,651.78
464233655,0.0,1.0,1.0,11.64
464445691#1,0.0,2.0,2.0,15.21
464445691#3,0.0,0.0,0.0,0.0
464445692#0,14.0,17.0,17.0,39.63
464445692#1,21.0,21.0,21.0,69.16
464459665,0.0,0.0,0.0,0.0
464459667,0.0,0.0,0.0,0.0
464459668#0,3.0,2.0,3.0,26.5
464459668#2,1.0,1.0,1.0,6.12
464461045,1.0,1.0,1.0,11.63
464461046,0.0,0.0,0.0,0.0
464461048#0,4.0,4.0,4.0,14.51
464461048#1,4.0,7.0,7.0,65.57
464461048#2,8.0,7.0,8.0,20.47
464461049#0,0.0,2.0,2.0,15.99
464461049#1,5.0,4.0,5.0,18.85
464461049#2,4.0,6.0,6.0,7.72
464461050,3.0,5.0,5.0,19.73
464461051,0.0,0.0,0.0,0.0
464461052#0,0.0,0.0,0.0,0.0
464461053#0,8.0,18.0,18.0,169.23
464461053#2,11.0,10.0,11.0,156.96
464461053#3,24.0,21.0,24.0,94.7
464461053#4,21.0,21.0,21.0,105.33
464461053#5,21.0,24.0,24.0,149.43
464461054#0,1.0,1.0,1.0,2.65
464461054#1,1.0,1.0,1.0,47.74
464461055,1.0,0.0,1.0,1.52
464461056,2.0,4.0,4.0,10.17
464461057#0,0.0,0.0,0.0,0.0
464461057#1,0.0,0.0,0.0,0.0
464461057#2,0.0,0.0,0.0,0.0
464461060,4.0,3.0,4.0,19.85
464461063,2.0,2.0,2.0,41.59
469260694#0,1.0,0.0,1.0,5.31
470453019#0,2.0,0.0,2.0,2.28
470453019#4,0.0,0.0,0.0,0.0
470453019#5,1.0,2.0,2.0,8.43
470453019#6,3.0,3.0,3.0,15.77
477063271,182.0,186.0,186.0,157.57
480233462#0,125.0,125.0,125.0,544.13
480233462#3,165.0,156.0,165.0,645.42
480233463#0,52.0,0.0,52.0,150.3
482167259,21.0,20.0,21.0,64.59
482167260,2.0,1.0,2.0,8.72
493183992#0,129.0,127.0,129.0,129.49
493183992#3,128.0,133.0,133.0,345.69
503530174#0,31.0,32.0,32.0,64198.25
506162633,0.0,3.0,3.0,153.31
516388936#3,0.0,5.0,5.0,58.03
516388936#4,123.0,127.0,127.0,696.36
516948898#2,67.0,71.0,71.0,117.04
516948898#3,71.0,67.0,71.0,586.28
516948898#4,13.0,3.0,13.0,22.66
516948898#5,3.0,0.0,3.0,9.87
516948900#2,144.0,142.0,144.0,315.17
516948900#3,142.0,142.0,142.0,1785.13
516948900#4,142.0,142.0,142.0,5670.54
516948900#5,152.0,124.0,152.0,3834.82
516948900#7,71.0,43.0,71.0,245.52
517634898,281.0,283.0,283.0,810.38
517641026#0,194.0,194.0,194.0,1406.62
517641026#2,1.0,0.0,1.0,5.2
517706841#4,0.0,2.0,2.0,10.08
517706841#5,3.0,5.0,5.0,23.21
519060522#7,0.0,0.0,0.0,0.0
520307305#0,270.0,265.0,270.0,8181.58
520307305#3,36.0,20.0,36.0,119.66
520307305#4,9.0,0.0,9.0,11.9
520307306,485.0,482.0,485.0,52451.29
531796031,0.0,0.0,0.0,0.0
539136610#0,6.0,2.0,6.0,8.87
578313748#0,182.0,177.0,182.0,24183.37
578313748#2,188.0,182.0,188.0,16644.57
578313749#0,0.0,0.0,0.0,0.0
581906883#0,1.0,1.0,1.0,7.67
581906883#1,1.0,1.0,1.0,1.99
585341901#1,329.0,301.0,329.0,48887.55
585341901#2,313.0,303.0,313.0,129040.96
585341901#3,293.0,265.0,293.0,60693.72
585341902,180.0,179.0,180.0,1390.68
585341903#0,40.0,38.0,40.0,785.29
585341904#0,214.0,180.0,214.0,65568.39
585341904#1,193.0,149.0,193.0,11480.21
585341906#0,3.0,7.0,7.0,24.07
585341906#2,7.0,10.0,10.0,113.22
585341907#0,13.0,17.0,17.0,1035.9
585341907#2,17.0,24.0,24.0,8692.64
585341908#0,22.0,21.0,22.0,10549.05
585341908#1,21.0,34.0,34.0,4212.08
585341909,63.0,47.0,63.0,313.77
585341917,409.0,406.0,409.0,46881.58
591142208#0,1.0,1.0,1.0,1.36
591142208#1,2.0,3.0,3.0,26.21
591142225#0,1.0,2.0,2.0,15.36
601902513#0,0.0,0.0,0.0,0.0
601902513#1,1.0,4.0,4.0,42.74
607077076#0,5.0,4.0,5.0,20.5
607077076#1,4.0,4.0,4.0,13.09
607077076#2,3.0,3.0,3.0,21.33
613477341#2,209.0,198.0,209.0,724.52
613477341#4,172.0,166.0,172.0,664.01
615671500#0,129.0,123.0,129.0,347.04
615671502,93.0,103.0,103.0,9875.23
615671503,43.0,36.0,43.0,2689.61
615671505#0,9.0,0.0,9.0,89.68
616037662#0,9.0,10.0,10.0,84.16
616037662#1,25.0,23.0,25.0,60.24
616037662#2,58.0,56.0,58.0,128.84
619147726#0,242.0,240.0,242.0,33502.11
619147726#1,230.0,229.0,230.0,8850.73
619147727,37.0,38.0,38.0,3765.02
619147728,24.0,25.0,25.0,1161.48
619147729#0,73.0,77.0,77.0,795.58
619147729#1,77.0,79.0,79.0,43.83
619147729#2,111.0,109.0,111.0,610.54
619147730#0,252.0,252.0,252.0,7015.54
619147730#3,252.0,252.0,252.0,351.19
619147731,164.0,160.0,164.0,1574.33
619147732,410.0,410.0,410.0,2100.77
619147733,12.0,12.0,12.0,27.39
619147734,28.0,35.0,35.0,6689.56
619147735#0,121.0,133.0,133.0,3190.2
619147735#1,127.0,130.0,130.0,13332.82
619147735#4,136.0,145.0,145.0,16003.62
619147736,278.0,263.0,278.0,102649.28
619147737,19.0,23.0,23.0,1513.24
619147738#0,95.0,90.0,95.0,68404.33
619147738#1,90.0,91.0,91.0,23803.66
619147739#0,176.0,179.0,179.0,686.15
619147739#1,179.0,173.0,179.0,412.96
619147739#3,158.0,159.0,159.0,739.94
619147739#5,181.0,181.0,181.0,609.0
619147739#6,185.0,184.0,185.0,664.44
619147740,196.0,195.0,196.0,825.33
619342756,395.0,399.0,399.0,20850.13
620607766#0,6.0,6.0,6.0,17.53
620607766#3,7.0,7.0,7.0,37.53
620634300,5.0,15.0,15.0,50.72
628816136#0,4.0,4.0,4.0,1624.45
628816140#0,0.0,4.0,4.0,88.77
631259843,0.0,0.0,0.0,0.0
631259844,0.0,0.0,0.0,0.0
651696631#0,2.0,0.0,2.0,15.66
651817398#0,1.0,0.0,1.0,14.68
651818430#0,8.0,7.0,8.0,33.68
651818430#2,7.0,9.0,9.0,144.69
656122981#0,216.0,217.0,217.0,133.16
656122981#1,82.0,84.0,84.0,52.52
656122981#2,87.0,87.0,87.0,2317.81
656122981#4,106.0,106.0,106.0,7114.36
656122981#6,106.0,109.0,109.0,4484.92
656122990,0.0,0.0,0.0,0.0
656122993,4.0,3.0,4.0,13.72
656122996,1.0,0.0,1.0,2.84
656122998#0,5.0,3.0,5.0,4.12
656122998#1,1.0,0.0,1.0,7.02
656122999,5.0,5.0,5.0,15.61
665006921,0.0,0.0,0.0,0.0
669061318,0.0,3.0,3.0,130.6
701497860#0,0.0,0.0,0.0,0.0
701497860#1,2.0,3.0,3.0,11.19
701497861,6.0,8.0,8.0,61.78
708672701#0,39.0,35.0,39.0,973.72
708672701#4,34.0,34.0,34.0,442.26
708858347,34.0,43.0,43.0,5300.78
712288152#0,6.0,5.0,6.0,173.47
732213462,3.0,5.0,5.0,13.5
732213463#0,15.0,15.0,15.0,156.01
732213463#4,14.0,14.0,14.0,20.46
732213463#5,17.0,24.0,24.0,311.53
73549702#0,3.0,3.0,3.0,9.98
73549702#1,1.0,1.0,1.0,15.71
73549702#8,2.0,2.0,2.0,1.4
73549702#9,2.0,2.0,2.0,10.13
73550863#0,0.0,0.0,0.0,0.0
73550863#1,4.0,5.0,5.0,13.9
73550863#2,1.0,1.0,1.0,7.11
73550864#0,2.0,0.0,2.0,25.92
767111811#0,1.0,0.0,1.0,5.96
767524334#0,0.0,0.0,0.0,0.0
767644534#0,1.0,1.0,1.0,2.71
767644534#1,0.0,0.0,0.0,0.0
767644535,1.0,2.0,2.0,28.28
767654645#0,0.0,1.0,1.0,8.33
767654646,0.0,0.0,0.0,0.0
768399563#1,29.0,29.0,29.0,454.52
769110722,0.0,10.0,10.0,4206.38
769116601#0,114.0,71.0,114.0,958.19
769116602,109.0,112.0,112.0,403.29
769116603#1,99.0,99.0,99.0,12296.5
769116604,130.0,114.0,130.0,112.13
769423158,0.0,0.0,0.0,0.0
769488211,0.0,0.0,0.0,0.0
770860542#0,7.0,7.0,7.0,740.03
770860548#0,23.0,22.0,23.0,127.08
770860548#2,13.0,10.0,13.0,40.07
770860548#3,7.0,8.0,8.0,45.33
770860548#4,2.0,4.0,4.0,20.67
770860549,6.0,2.0,6.0,37.36
770860550,4.0,0.0,4.0,3.69
770860551,18.0,21.0,21.0,19499.13
770860552#1,8.0,7.0,8.0,2897.73
770860565#0,52.0,53.0,53.0,139.23
770860565#1,49.0,54.0,54.0,401.93
770890584#0,2.0,2.0,2.0,22.38
770890587,0.0,1.0,1.0,4.89
770890589#0,1.0,1.0,1.0,0.8
770890589#1,35.0,36.0,36.0,333.83
770890589#3,36.0,36.0,36.0,97.84
770890589#4,44.0,44.0,44.0,168.51
770890589#5,44.0,43.0,44.0,54.33
770890592#0,9.0,0.0,9.0,18.74
771678026,1.0,0.0,1.0,2.5
771923366,1.0,0.0,1.0,3.47
772279128#1,6.0,6.0,6.0,98.4
772279128#5,0.0,0.0,0.0,0.0
772527390#3,2.0,2.0,2.0,603.09
772527390#5,513.0,516.0,516.0,6944.3
772873181#0,23.0,25.0,25.0,154.58
772873182#0,25.0,25.0,25.0,332.33
772873184,2.0,0.0,2.0,6.4
773060731,44.0,42.0,44.0,125.39
773060732#0,59.0,59.0,59.0,155.47
773060732#2,59.0,59.0,59.0,933.92
773060732#5,12.0,12.0,12.0,2.55
773060736,47.0,47.0,47.0,4730.41
773066532#5,0.0,1.0,1.0,27.09
773066535#0,41.0,39.0,41.0,114.52
773066536#0,10.0,10.0,10.0,28.34
773066536#1,3.0,3.0,3.0,13.3
773066536#2,3.0,3.0,3.0,21.2
773066536#4,3.0,3.0,3.0,31.91
775222468#1,35.0,37.0,37.0,386.98
775222468#4,37.0,37.0,37.0,240.93
775222468#5,62.0,61.0,62.0,37.2
775222468#6,36.0,36.0,36.0,111.13
775222468#7,36.0,36.0,36.0,167.82
775222468#9,37.0,38.0,38.0,1108.75
776781838,0.0,0.0,0.0,0.0
777422408,0.0,0.0,0.0,0.0
777881144#0,47.0,44.0,47.0,98.73
777881144#1,52.0,58.0,58.0,278707.65
777881147#4,58.0,55.0,58.0,14467.1
778973690,2.0,0.0,2.0,14.08
781183834#0,28.0,30.0,30.0,108.26
781983103#1,184.0,184.0,184.0,427.42
781983103#2,184.0,184.0,184.0,345.58
781983104#0,152.0,152.0,152.0,563.34
781983104#1,155.0,155.0,155.0,5400.61
781985779#0,561.0,531.0,561.0,285384.93
781985784,514.0,501.0,514.0,447243.03
781985786#1,540.0,540.0,540.0,257.54
781985786#2,549.0,525.0,549.0,125420.01
781985786#3,540.0,535.0,540.0,163699.42
781985786#4,537.0,531.0,537.0,62631.69
781985786#5,525.0,504.0,525.0,55037.27
781985786#6,549.0,527.0,549.0,83838.82
781985786#7,549.0,535.0,549.0,66214.46
781985786#8,542.0,460.0,542.0,90132.97
781985787#0,953.0,882.0,953.0,134509.69
781985788#0,326.0,286.0,326.0,4434.19
781985789#0,10.0,11.0,11.0,308.78
781985790#0,6.0,5.0,6.0,29.67
781985790#3,0.0,0.0,0.0,0.0
781985792#3,547.0,482.0,547.0,62802.65
781985793#0,944.0,908.0,944.0,161509.66
782616914#0,0.0,0.0,0.0,0.0
782892488#1,147.0,146.0,147.0,1417.5
782892488#2,149.0,149.0,149.0,49110.06
782892488#3,10.0,9.0,10.0,98.91
782892488#4,4.0,3.0,4.0,13.26
782892488#5,2.0,2.0,2.0,6.19
782892489#0,97.0,97.0,97.0,170.64
782892489#2,97.0,97.0,97.0,330.91
782892489#3,89.0,89.0,89.0,132.81
782892489#4,89.0,88.0,89.0,138.82
782892489#5,88.0,88.0,88.0,1130.75
782892489#8,6.0,7.0,7.0,31.61
782892491#0,8.0,8.0,8.0,44.52
782892491#1,8.0,8.0,8.0,41.36
782892492#0,16.0,16.0,16.0,38.27
782892492#1,16.0,14.0,16.0,43.52
783692390#0,21.0,20.0,21.0,175.62
785130598#0,48.0,48.0,48.0,94.88
785130598#1,48.0,49.0,49.0,613.2
785130598#3,52.0,50.0,52.0,257.79
785130598#5,53.0,53.0,53.0,478.16
785130598#7,63.0,63.0,63.0,4365.11
785130600#0,689.0,648.0,689.0,84245.76
785130600#1,713.0,647.0,713.0,44009.9
785130600#2,710.0,621.0,710.0,313917.43
785130600#3,708.0,640.0,708.0,127509.89
785130601#1,1.0,0.0,1.0,5.39
785130602#0,36.0,36.0,36.0,87.6
785130602#1,36.0,34.0,36.0,187.35
785130602#2,1.0,1.0,1.0,3.47
785130602#3,1.0,0.0,1.0,3.21
785130603,4.0,3.0,4.0,14.95
78628775#0,10.0,10.0,10.0,1726.02
78628775#2,10.0,11.0,11.0,133.89
78628775#3,15.0,13.0,15.0,81.61
78628775#5,59.0,63.0,63.0,968.75
788296723#0,4.0,3.0,4.0,41.15
788296723#1,9.0,11.0,11.0,87.14
788296724#0,0.0,0.0,0.0,0.0
788296725,16.0,16.0,16.0,83.39
788411954#0,5.0,5.0,5.0,27.84
788411956,8.0,43.0,43.0,632.7
796927124,218.0,182.0,218.0,9334.67
800229255,262.0,234.0,262.0,17632.73
800229256#0,12.0,12.0,12.0,9.37
800229256#2,42.0,46.0,46.0,338.68
800229256#3,37.0,37.0,37.0,128.68
800229257#2,18.0,18.0,18.0,37.79
821107999#0,1.0,0.0,1.0,5.2
821108006#1,0.0,0.0,0.0,0.0
821108007,2.0,2.0,2.0,13.07
821457682#0,1.0,8.0,8.0,55.72
821457682#1,3.0,11.0,11.0,212.98
824132484#0,194.0,199.0,199.0,965.77
824132486,199.0,199.0,199.0,184.32
870977308#0,0.0,0.0,0.0,0.0
870977309,0.0,0.0,0.0,0.0
870977310#0,4.0,5.0,5.0,29.91
870977311,0.0,0.0,0.0,0.0
871052109#0,2.0,2.0,2.0,5.07
871052109#1,2.0,3.0,3.0,11.8
892932178#0,0.0,3.0,3.0,21.79
895829950,3.0,3.0,3.0,26.82
899373686#1,287.0,285.0,287.0,369.75
899373686#3,287.0,25.0,287.0,2746.78
899373686#4,28.0,29.0,29.0,362.68
899373686#6,40.0,40.0,40.0,331.55
899373688#0,154.0,157.0,157.0,1711.49
908622900#0,195.0,201.0,201.0,17508.51
908622900#1,668.0,684.0,684.0,15608.18
908646367#0,0.0,0.0,0.0,0.0
908646367#11,223.0,220.0,223.0,1190.78
908646367#2,7.0,7.0,7.0,53.77
908646367#3,3.0,3.0,3.0,218.79
908646367#5,236.0,234.0,236.0,383.81
908646367#6,234.0,237.0,237.0,1107.43
908646367#7,235.0,235.0,235.0,420.22
908646367#8,230.0,230.0,230.0,990.96
908694578#0,8.0,7.0,8.0,32.92
908694578#2,6.0,6.0,6.0,37.93
908694578#3,0.0,0.0,0.0,0.0
908694579,219.0,216.0,219.0,468.06
910451393#0,0.0,0.0,0.0,0.0
911522748#0,5.0,5.0,5.0,18.5
911522749#0,2.0,2.0,2.0,9.51
911522750,13.0,12.0,13.0,23.5
911522751#0,27.0,27.0,27.0,162.27
911522751#1,2.0,2.0,2.0,7.67
911522751#2,2.0,0.0,2.0,2.24
913006751#0,1.0,0.0,1.0,2.55
913006752#0,228.0,225.0,228.0,31220.64
913006753,43.0,43.0,43.0,41.81
913006754#0,43.0,44.0,44.0,735.06
913006754#1,40.0,40.0,40.0,286.54
913006754#2,42.0,40.0,42.0,542.83
913006754#3,36.0,36.0,36.0,126.51
913006754#4,38.0,38.0,38.0,259.95
913006754#5,43.0,43.0,43.0,1385.38
913006754#6,46.0,46.0,46.0,1006.45
913006754#7,64.0,64.0,64.0,23066.29
913006754#9,64.0,64.0,64.0,10506.35
913009311,485.0,472.0,485.0,23761.53
913009312#1,484.0,449.0,484.0,259976.22
913009312#10,531.0,478.0,531.0,19941.68
913009312#4,487.0,483.0,487.0,49950.68
913009312#5,503.0,497.0,503.0,25547.02
913009312#6,503.0,483.0,503.0,177374.98
913009312#9,533.0,527.0,533.0,57762.89
913233121#0,11.0,11.0,11.0,148.81
913270580#0,3.0,2.0,3.0,449.04
913270580#2,2.0,2.0,2.0,242.75
913270580#3,2.0,32.0,32.0,64.21
913372757,3.0,0.0,3.0,1.13
913392928#0,7.0,7.0,7.0,63.85
913392928#1,7.0,9.0,9.0,17.68
913405361,3.0,3.0,3.0,15.59
913406478,16.0,15.0,16.0,232.3
913428734,6.0,6.0,6.0,38.81
913525284,0.0,7.0,7.0,19.89
913565824#0,144.0,144.0,144.0,57751.77
913565824#10,111.0,111.0,111.0,228.1
913565824#11,13.0,9.0,13.0,21.49
913565824#6,138.0,137.0,138.0,177.17
913565824#7,137.0,137.0,137.0,275.51
913565824#8,120.0,119.0,120.0,311.39
913565824#9,115.0,114.0,115.0,358.47
913570918,9.0,10.0,10.0,34.0
913570919,11.0,10.0,11.0,38.31
913692893,34.0,34.0,34.0,77.1
913694023#0,32.0,31.0,32.0,150.11
913694024#0,0.0,0.0,0.0,0.0
913702834,32.0,32.0,32.0,371.16
913709099#0,17.0,17.0,17.0,78.39
913811576#0,32.0,32.0,32.0,199.2
913811576#1,32.0,32.0,32.0,189.25
913811577#0,28.0,27.0,28.0,57.41
913811578,31.0,31.0,31.0,104.28
913826317,2.0,0.0,2.0,4.64
913833410,2.0,0.0,2.0,11.97
913835755#0,0.0,2.0,2.0,12.33
913836077,2.0,2.0,2.0,4.05
913836406#0,0.0,12.0,12.0,37.36
913839558#2,0.0,0.0,0.0,0.0
913841953#0,4.0,1.0,4.0,53.32
914660214#0,0.0,0.0,0.0,0.0
914660214#1,0.0,0.0,0.0,0.0
914660215#0,2.0,2.0,2.0,11.16
919117822#1,1.0,0.0,1.0,3.04
919261680,6.0,7.0,7.0,19.04
919984684,37.0,48.0,48.0,423.82
921117704#0,205.0,197.0,205.0,3903.5
921117704#1,212.0,210.0,212.0,6407.81
921796625,14.0,22.0,22.0,300.91
955312947#0,3.0,2.0,3.0,28.28
955312947#1,0.0,0.0,0.0,0.0
955312948,2.0,0.0,2.0,4.27
