generated_at,final_status,active_net,background_route,background_vehicle_count,route_id,emergency_vehicle_id,controller_started,emergency_departed,emergency_arrived,emergency_teleport,emergency_teleport_evidence,emergency_travel_time,background_departed,background_arrived,background_teleported,background_teleport_ratio,route_error_count,controlled_tls_count,skipped_tls_count,signal_event_count,time_to_teleport,collision_action,sim_end_time,sumo_exit_code,warnings,failures,run_dir,sumocfg,tripinfo,summary_output,edgeData_output,stderr_log,outputs
2026-05-28T15:47:03.589457+00:00,PASS,data_prepared/net/jungbu_ellipse_passenger.net.xml,data_prepared/demand/background_routes_am_imputed_a17_a19_scale_0p15.rou.xml,654,ER_ACC_002,emergency_ER_ACC_002_b1,True,True,True,False,[],181.0,654,654,0,0.0,0,4,4,8,1200,warn,4536.0,0,[],[],runs/b1_er_acc_002_smoke,runs/b1_er_acc_002_smoke/scenario.sumocfg,runs/b1_er_acc_002_smoke/tripinfo.xml,runs/b1_er_acc_002_smoke/summary.xml,runs/b1_er_acc_002_smoke/edgeData.xml,runs/b1_er_acc_002_smoke/sumo_stderr.log,"['results/metrics/b1_er_acc_002_smoke_summary.csv', 'results/metrics/b1_er_acc_002_smoke_summary.json', 'results/metrics/b1_er_acc_002_signal_events.csv', 'outputs/logs/step11b_b1_er_acc_002_smoke.log', 'docs/Step11.md']"
