input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,24,bo_r24_004_tl105_dt224_ge43_qr0_tau77,105,224,43,0.0,0.77,0.00,458.95,0.91,0.09,10:1,41.72,,,0.00,458.95,,1,32
BO,20260607,24,bo_r24_005_tl108_dt222_ge40_qr12_tau77,108,222,40,0.12,0.77,475.92,424.50,0.91,0.09,10:1,471.25,,,475.92,424.50,,1,42
BO,20260607,24,bo_r24_006_tl71_dt95_ge3_qr99_tau84,71,95,3,0.99,0.84,486.92,310.45,0.91,0.09,10:1,470.88,,,486.92,310.45,,0,118
BO,20260607,25,bo_r25_001_tl92_dt200_ge46_qr8_tau80,92,200,46,0.08,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,25,bo_r25_002_tl92_dt197_ge46_qr9_tau81,92,197,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,25,bo_r25_003_tl83_dt147_ge37_qr7_tau73,83,147,37,0.07,0.73,445.92,429.13,0.91,0.09,10:1,444.39,,,445.92,429.13,,1,44
BO,20260607,25,bo_r25_004_tl86_dt146_ge39_qr2_tau75,86,146,39,0.02,0.75,625.92,290.38,0.91,0.09,10:1,595.42,,,625.92,290.38,,1,51
BO,20260607,25,bo_r25_005_tl77_dt154_ge37_qr7_tau73,77,154,37,0.07,0.73,524.92,292.41,0.91,0.09,10:1,503.78,,,524.92,292.41,,1,46
BO,20260607,25,bo_r25_006_tl110_dt143_ge3_qr99_tau75,110,143,3,0.99,0.75,322.92,447.53,0.91,0.09,10:1,334.25,,,322.92,447.53,,0,92
BO,20260607,26,bo_r26_001_tl92_dt200_ge48_qr9_tau80,92,200,48,0.09,0.8,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,26,bo_r26_002_tl92_dt200_ge48_qr7_tau80,92,200,48,0.07,0.8,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,26,bo_r26_003_tl96_dt211_ge49_qr4_tau75,96,211,49,0.04,0.75,657.92,292.41,0.91,0.09,10:1,624.69,,,657.92,292.41,,1,45
BO,20260607,26,bo_r26_004_tl98_dt200_ge50_qr14_tau75,98,200,50,0.14,0.75,0.00,466.18,0.91,0.09,10:1,42.38,,,0.00,466.18,,1,25
BO,20260607,26,bo_r26_005_tl107_dt202_ge25_qr79_tau82,107,202,25,0.79,0.82,406.92,435.74,0.91,0.09,10:1,409.54,,,406.92,435.74,,1,49
BO,20260607,26,bo_r26_006_tl35_dt117_ge1_qr11_tau90,35,117,1,0.11,0.9,329.92,437.32,0.91,0.09,10:1,339.68,,,329.92,437.32,,1,100
BO,20260607,27,bo_r27_001_tl92_dt194_ge46_qr9_tau81,92,194,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,27,bo_r27_002_tl89_dt200_ge46_qr9_tau81,89,200,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,27,bo_r27_003_tl69_dt213_ge41_qr3_tau79,69,213,41,0.03,0.79,496.92,304.14,0.91,0.09,10:1,479.39,,,496.92,304.14,,1,45
BO,20260607,27,bo_r27_004_tl98_dt210_ge48_qr0_tau80,98,210,48,0.0,0.8,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,27,bo_r27_005_tl71_dt206_ge25_qr70_tau72,71,206,25,0.7,0.72,406.92,435.74,0.91,0.09,10:1,409.54,,,406.92,435.74,,1,49
BO,20260607,27,bo_r27_006_tl96_dt49_ge1_qr10_tau89,96,49,1,0.1,0.89,0.00,506.11,0.91,0.09,10:1,46.01,,,0.00,506.11,,1,59
BO,20260607,28,bo_r28_001_tl88_dt198_ge46_qr9_tau80,88,198,46,0.09,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,28,bo_r28_002_tl92_dt194_ge46_qr8_tau81,92,194,46,0.08,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,28,bo_r28_003_tl98_dt208_ge48_qr10_tau80,98,208,48,0.1,0.8,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,28,bo_r28_004_tl98_dt196_ge49_qr16_tau81,98,196,49,0.16,0.81,657.92,292.41,0.91,0.09,10:1,624.69,,,657.92,292.41,,1,45
BO,20260607,28,bo_r28_005_tl112_dt172_ge18_qr6_tau74,112,172,18,0.06,0.74,529.92,297.35,0.91,0.09,10:1,508.78,,,529.92,297.35,,1,70
BO,20260607,28,bo_r28_006_tl17_dt171_ge15_qr98_tau85,17,171,15,0.98,0.85,432.92,430.71,0.91,0.09,10:1,432.72,,,432.92,430.71,,0,67
BO,20260607,29,bo_r29_001_tl89_dt200_ge46_qr8_tau81,89,200,46,0.08,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,29,bo_r29_002_tl92_dt194_ge46_qr8_tau80,92,194,46,0.08,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,29,bo_r29_003_tl94_dt184_ge49_qr0_tau79,94,184,49,0.0,0.79,657.92,292.41,0.91,0.09,10:1,624.69,,,657.92,292.41,,1,45
BO,20260607,29,bo_r29_004_tl94_dt178_ge49_qr4_tau76,94,178,49,0.04,0.76,657.92,292.41,0.91,0.09,10:1,624.69,,,657.92,292.41,,1,45
BO,20260607,29,bo_r29_005_tl31_dt217_ge27_qr45_tau89,31,217,27,0.45,0.89,566.92,296.39,0.91,0.09,10:1,542.33,,,566.92,296.39,,1,57
BO,20260607,29,bo_r29_006_tl99_dt85_ge1_qr10_tau75,99,85,1,0.1,0.75,372.92,433.72,0.91,0.09,10:1,378.45,,,372.92,433.72,,1,108
BO,20260607,30,bo_r30_001_tl92_dt194_ge46_qr9_tau79,92,194,46,0.09,0.79,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,30,bo_r30_002_tl89_dt200_ge46_qr9_tau79,89,200,46,0.09,0.79,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,30,bo_r30_003_tl98_dt190_ge48_qr7_tau79,98,190,48,0.07,0.79,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,30,bo_r30_004_tl94_dt201_ge49_qr7_tau76,94,201,49,0.07,0.76,657.92,292.41,0.91,0.09,10:1,624.69,,,657.92,292.41,,1,45
BO,20260607,30,bo_r30_005_tl39_dt132_ge19_qr31_tau89,39,132,19,0.31,0.89,435.92,429.30,0.91,0.09,10:1,435.32,,,435.92,429.30,,1,61
BO,20260607,30,bo_r30_006_tl110_dt220_ge12_qr99_tau70,110,220,12,0.99,0.7,321.92,451.93,0.91,0.09,10:1,333.74,,,321.92,451.93,,0,62
BO,20260607,31,bo_r31_001_tl92_dt194_ge46_qr8_tau79,92,194,46,0.08,0.79,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,31,bo_r31_002_tl88_dt198_ge46_qr9_tau81,88,198,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,31,bo_r31_003_tl75_dt224_ge47_qr1_tau80,75,224,47,0.01,0.8,259.92,453.83,0.91,0.09,10:1,277.55,,,259.92,453.83,,1,30
BO,20260607,31,bo_r31_004_tl84_dt168_ge45_qr0_tau77,84,168,45,0.0,0.77,0.00,486.66,0.91,0.09,10:1,44.24,,,0.00,486.66,,1,26
BO,20260607,31,bo_r31_005_tl92_dt224_ge0_qr7_tau70,92,224,0,0.07,0.7,350.92,438.61,0.91,0.09,10:1,358.89,,,350.92,438.61,,1,114
BO,20260607,31,bo_r31_006_tl41_dt112_ge25_qr100_tau85,41,112,25,1.0,0.85,467.92,315.25,0.91,0.09,10:1,454.04,,,467.92,315.25,,0,56
BO,20260607,32,bo_r32_001_tl91_dt194_ge46_qr9_tau80,91,194,46,0.09,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,32,bo_r32_002_tl89_dt198_ge46_qr9_tau80,89,198,46,0.09,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,32,bo_r32_003_tl72_dt224_ge48_qr0_tau78,72,224,48,0.0,0.78,320.92,446.11,0.91,0.09,10:1,332.30,,,320.92,446.11,,1,31
BO,20260607,32,bo_r32_004_tl74_dt224_ge50_qr5_tau79,74,224,50,0.05,0.79,0.00,466.18,0.91,0.09,10:1,42.38,,,0.00,466.18,,1,25
BO,20260607,32,bo_r32_005_tl110_dt207_ge19_qr65_tau83,110,207,19,0.65,0.83,595.92,294.04,0.91,0.09,10:1,568.48,,,595.92,294.04,,1,76
BO,20260607,32,bo_r32_006_tl73_dt91_ge2_qr1_tau88,73,91,2,0.01,0.88,0.00,501.24,0.91,0.09,10:1,45.57,,,0.00,501.24,,1,73
BO,20260607,33,bo_r33_001_tl88_dt198_ge46_qr9_tau79,88,198,46,0.09,0.79,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,33,bo_r33_002_tl91_dt194_ge46_qr9_tau81,91,194,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,33,bo_r33_003_tl74_dt189_ge44_qr8_tau83,74,189,44,0.08,0.83,0.00,487.23,0.91,0.09,10:1,44.29,,,0.00,487.23,,1,26
BO,20260607,33,bo_r33_004_tl79_dt168_ge44_qr11_tau80,79,168,44,0.11,0.8,0.00,487.23,0.91,0.09,10:1,44.29,,,0.00,487.23,,1,26
BO,20260607,33,bo_r33_005_tl96_dt214_ge50_qr92_tau83,96,214,50,0.92,0.83,499.92,309.47,0.91,0.09,10:1,482.61,,,499.92,309.47,,0,39
BO,20260607,33,bo_r33_006_tl48_dt206_ge1_qr71_tau71,48,206,1,0.71,0.71,340.92,444.19,0.91,0.09,10:1,350.31,,,340.92,444.19,,1,102
BO,20260607,34,bo_r34_001_tl88_dt197_ge46_qr9_tau80,88,197,46,0.09,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,34,bo_r34_002_tl92_dt194_ge46_qr7_tau81,92,194,46,0.07,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,34,bo_r34_003_tl82_dt192_ge45_qr0_tau81,82,192,45,0.0,0.81,0.00,486.66,0.91,0.09,10:1,44.24,,,0.00,486.66,,1,26
BO,20260607,34,bo_r34_004_tl79_dt203_ge45_qr0_tau79,79,203,45,0.0,0.79,0.00,486.66,0.91,0.09,10:1,44.24,,,0.00,486.66,,1,26
BO,20260607,34,bo_r34_005_tl77_dt185_ge44_qr18_tau85,77,185,44,0.18,0.85,0.00,487.23,0.91,0.09,10:1,44.29,,,0.00,487.23,,1,26
BO,20260607,34,bo_r34_006_tl88_dt153_ge0_qr100_tau81,88,153,0,1.0,0.81,322.92,451.52,0.91,0.09,10:1,334.61,,,322.92,451.52,,0,105
BO,20260607,35,bo_r35_001_tl89_dt198_ge46_qr9_tau81,89,198,46,0.09,0.81,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,35,bo_r35_002_tl92_dt194_ge46_qr9_tau80,92,194,46,0.09,0.8,279.92,459.23,0.91,0.09,10:1,296.22,,,279.92,459.23,,1,29
BO,20260607,35,bo_r35_003_tl82_dt182_ge45_qr8_tau76,82,182,45,0.08,0.76,0.00,486.66,0.91,0.09,10:1,44.24,,,0.00,486.66,,1,26
BO,20260607,35,bo_r35_004_tl82_dt194_ge45_qr12_tau79,82,194,45,0.12,0.79,0.00,486.66,0.91,0.09,10:1,44.24,,,0.00,486.66,,1,26
BO,20260607,35,bo_r35_005_tl48_dt218_ge17_qr51_tau77,48,218,17,0.51,0.77,450.92,319.44,0.91,0.09,10:1,438.97,,,450.92,319.44,,1,66
BO,20260607,35,bo_r35_006_tl108_dt117_ge3_qr3_tau87,108,117,3,0.03,0.87,374.92,441.99,0.91,0.09,10:1,381.02,,,374.92,441.99,,1,101
BO,20260607,36,bo_r36_001_tl90_dt197_ge47_qr8_tau80,90,197,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,36,bo_r36_002_tl90_dt200_ge47_qr7_tau79,90,200,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,36,bo_r36_003_tl90_dt195_ge47_qr8_tau80,90,195,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,36,bo_r36_004_tl90_dt197_ge47_qr7_tau79,90,197,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,36,bo_r36_005_tl90_dt198_ge47_qr8_tau80,90,198,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,36,bo_r36_006_tl90_dt194_ge47_qr8_tau80,90,194,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_001_tl90_dt193_ge47_qr8_tau80,90,193,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_002_tl90_dt196_ge47_qr7_tau79,90,196,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_003_tl91_dt194_ge47_qr8_tau80,91,194,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_004_tl90_dt192_ge47_qr8_tau80,90,192,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_005_tl90_dt195_ge47_qr7_tau79,90,195,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,37,bo_r37_006_tl90_dt196_ge47_qr9_tau80,90,196,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_001_tl90_dt191_ge47_qr8_tau80,90,191,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_002_tl90_dt194_ge47_qr7_tau79,90,194,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_003_tl90_dt190_ge47_qr8_tau80,90,190,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_004_tl91_dt192_ge47_qr8_tau80,91,192,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_005_tl90_dt194_ge47_qr9_tau80,90,194,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,38,bo_r38_006_tl90_dt193_ge47_qr7_tau79,90,193,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_001_tl90_dt189_ge47_qr8_tau80,90,189,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_002_tl90_dt192_ge47_qr7_tau79,90,192,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_003_tl90_dt188_ge47_qr8_tau80,90,188,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_004_tl90_dt192_ge47_qr9_tau80,90,192,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_005_tl90_dt191_ge47_qr7_tau79,90,191,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,39,bo_r39_006_tl90_dt190_ge47_qr9_tau80,90,190,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_001_tl90_dt187_ge47_qr8_tau80,90,187,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_002_tl90_dt189_ge47_qr9_tau80,90,189,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_003_tl90_dt190_ge47_qr7_tau79,90,190,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_004_tl90_dt186_ge47_qr8_tau80,90,186,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_005_tl90_dt188_ge47_qr9_tau80,90,188,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,40,bo_r40_006_tl90_dt189_ge47_qr7_tau79,90,189,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,41,bo_r41_001_tl104_dt186_ge38_qr12_tau77,104,186,38,0.12,0.77,410.92,436.49,0.91,0.09,10:1,413.24,219.08016,630.0,410.91984,436.49395,165.523973,1,41
BO,20260607,41,bo_r41_002_tl90_dt185_ge47_qr8_tau80,90,185,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,41,bo_r41_003_tl90_dt187_ge47_qr9_tau80,90,187,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,41,bo_r41_004_tl90_dt188_ge47_qr7_tau79,90,188,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,41,bo_r41_005_tl90_dt184_ge47_qr8_tau80,90,184,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,41,bo_r41_006_tl90_dt186_ge47_qr9_tau80,90,186,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_001_tl90_dt183_ge47_qr8_tau80,90,183,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_002_tl90_dt185_ge47_qr9_tau80,90,185,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_003_tl90_dt182_ge47_qr8_tau80,90,182,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_004_tl90_dt184_ge47_qr9_tau80,90,184,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_005_tl90_dt186_ge47_qr7_tau79,90,186,47,0.07,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,42,bo_r42_006_tl90_dt184_ge47_qr7_tau80,90,184,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_001_tl90_dt181_ge47_qr8_tau80,90,181,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_002_tl90_dt183_ge47_qr9_tau80,90,183,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_003_tl90_dt183_ge47_qr7_tau80,90,183,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_004_tl90_dt180_ge47_qr8_tau80,90,180,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_005_tl90_dt182_ge47_qr9_tau80,90,182,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,43,bo_r43_006_tl90_dt182_ge47_qr7_tau80,90,182,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_001_tl90_dt179_ge47_qr8_tau80,90,179,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_002_tl90_dt181_ge47_qr9_tau80,90,181,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_003_tl90_dt181_ge47_qr7_tau80,90,181,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_004_tl90_dt178_ge47_qr8_tau80,90,178,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_005_tl90_dt180_ge47_qr9_tau80,90,180,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,44,bo_r44_006_tl90_dt180_ge47_qr7_tau80,90,180,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_001_tl90_dt177_ge47_qr8_tau80,90,177,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_002_tl90_dt179_ge47_qr9_tau80,90,179,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_003_tl90_dt179_ge47_qr7_tau80,90,179,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_004_tl90_dt176_ge47_qr8_tau80,90,176,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_005_tl90_dt178_ge47_qr9_tau80,90,178,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,45,bo_r45_006_tl90_dt178_ge47_qr7_tau80,90,178,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_001_tl90_dt175_ge47_qr8_tau80,90,175,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_002_tl90_dt177_ge47_qr9_tau80,90,177,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_003_tl90_dt177_ge47_qr7_tau80,90,177,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_004_tl90_dt174_ge47_qr8_tau80,90,174,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_005_tl90_dt176_ge47_qr9_tau80,90,176,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,46,bo_r46_006_tl90_dt176_ge47_qr7_tau80,90,176,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_001_tl90_dt173_ge47_qr8_tau80,90,173,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_002_tl90_dt175_ge47_qr9_tau80,90,175,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_003_tl90_dt175_ge47_qr7_tau80,90,175,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_004_tl90_dt172_ge47_qr8_tau80,90,172,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_005_tl90_dt174_ge47_qr9_tau80,90,174,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,47,bo_r47_006_tl90_dt174_ge47_qr7_tau80,90,174,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,48,bo_r48_001_tl99_dt147_ge40_qr10_tau86,99,147,40,0.1,0.86,475.92,424.50,0.91,0.09,10:1,471.25,219.08016,695.0,475.91984,424.498193,160.452188,1,42
