method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,15,6,6,bo_r15_006_tl97_dt55_ge1_qr97_tau70,97,55,1,0.97,0.7,1000044.24,277.55,476517.27,-502336.27,1455370.82,22.02,4.59,ei,global,False,3.32,1.10,0.71,0.87,0.68,3.32,1.27,3.32,1.32,1.19883916,5,0.719130
BO,20260607,16,1,6,bo_r16_001_tl89_dt198_ge46_qr7_tau79,89,198,46,0.07,0.79,296.22,277.55,-1761.98,-23081.87,19557.91,0.00,27.78,stable_success_lattice,stable_success,False,19.32,6.83,4.36,5.22,3.98,19.32,7.18,19.32,7.81,2.96114763,5,0.691706
BO,20260607,16,2,6,bo_r16_002_tl89_dt194_ge46_qr7_tau80,89,194,46,0.07,0.8,296.22,277.55,-7431.53,-39482.57,24619.51,0.00,27.68,stable_success_lattice,stable_success,False,19.58,6.89,4.41,5.27,4.04,19.58,7.34,19.58,7.92,2.97466287,5,0.703867
BO,20260607,16,3,6,bo_r16_003_tl112_dt185_ge50_qr0_tau79,112,185,50,0.0,0.79,1000042.38,277.55,607553.90,-352665.21,1567773.01,100.61,46.70,ei,local,False,34.50,13.10,8.27,9.56,7.33,34.50,12.79,34.50,14.26,3.54088951,5,0.735317
BO,20260607,16,4,6,bo_r16_004_tl110_dt184_ge49_qr7_tau79,110,184,49,0.07,0.79,1000624.69,277.55,663130.77,-283187.80,1609449.34,92.63,40.85,ei,local,False,30.58,11.44,7.25,8.41,6.49,30.58,11.45,30.58,12.60,3.42042553,5,0.745363
BO,20260607,16,5,6,bo_r16_005_tl61_dt121_ge48_qr10_tau72,61,121,48,0.1,0.72,368.06,277.55,492801.53,-486911.04,1472514.09,108.54,42.35,ei,global,False,25.49,8.58,5.48,6.85,5.01,25.49,9.07,25.49,10.08,3.23835564,5,0.597625
BO,20260607,16,6,6,bo_r16_006_tl109_dt161_ge1_qr99_tau70,109,161,1,0.99,0.7,466.01,277.55,489256.58,-490471.51,1468984.67,51.07,11.27,ei,global,False,8.11,2.77,1.78,2.15,1.66,8.11,3.08,8.11,3.26,2.09281415,5,0.715939
BO,20260607,17,1,6,bo_r17_001_tl89_dt197_ge46_qr7_tau79,89,197,46,0.07,0.79,296.22,277.55,-335.81,-14848.63,14177.02,0.00,27.77,stable_success_lattice,stable_success,False,19.32,6.83,4.36,5.22,3.98,19.32,7.18,19.32,7.81,2.96101444,5,0.691996
BO,20260607,17,2,6,bo_r17_002_tl89_dt195_ge46_qr7_tau81,89,195,46,0.07,0.81,296.22,277.55,-1270.80,-28058.48,25516.87,0.00,27.53,stable_success_lattice,stable_success,False,19.77,6.91,4.43,5.29,4.08,19.77,7.46,19.77,7.99,2.98414419,5,0.714577
BO,20260607,17,3,6,bo_r17_003_tl100_dt163_ge47_qr0_tau75,100,163,47,0.0,0.75,277.55,277.55,630440.04,-319426.41,1580306.48,110.59,43.10,ei,local,False,28.84,10.91,6.85,8.06,6.01,28.84,10.32,28.84,11.83,3.36176532,5,0.665183
BO,20260607,17,4,6,bo_r17_004_tl99_dt164_ge47_qr11_tau80,99,164,47,0.11,0.8,277.55,277.55,751951.00,-132159.28,1636061.28,104.42,38.55,ei,local,False,28.82,10.37,6.62,7.78,6.04,28.82,10.93,28.82,11.76,3.36114032,5,0.744396
BO,20260607,17,5,6,bo_r17_005_tl96_dt165_ge46_qr7_tau75,96,165,46,0.07,0.75,296.22,277.55,597318.23,-319906.39,1514542.86,89.56,38.38,ei,global,False,25.89,9.58,6.05,7.15,5.37,25.89,9.37,25.89,10.57,3.25378358,5,0.670563
BO,20260607,17,6,6,bo_r17_006_tl100_dt177_ge0_qr100_tau86,100,177,0,1.0,0.86,1000254.86,277.55,445227.94,-531384.04,1421839.91,0.40,0.20,ei,global,False,0.17,0.05,0.04,0.04,0.04,0.17,0.07,0.17,0.07,-1.76798299,5,0.869371
BO,20260607,18,1,6,bo_r18_001_tl89_dt195_ge46_qr7_tau80,89,195,46,0.07,0.8,296.22,277.55,-1999.60,-20597.60,16598.40,0.00,27.60,stable_success_lattice,stable_success,False,19.52,6.86,4.39,5.25,4.02,19.52,7.31,19.52,7.89,2.97145480,5,0.703577
BO,20260607,18,2,6,bo_r18_002_tl89_dt200_ge46_qr8_tau79,89,200,46,0.08,0.79,296.22,277.55,-8957.43,-120748.04,102833.19,0.00,27.36,stable_success_lattice,stable_success,False,19.08,6.74,4.30,5.15,3.93,19.08,7.10,19.08,7.72,2.94852754,5,0.693526
BO,20260607,18,3,6,bo_r18_003_tl90_dt178_ge50_qr23_tau76,90,178,50,0.23,0.76,1000042.38,277.55,579007.04,-373613.38,1531627.45,80.96,41.79,ei,local,False,30.15,10.65,6.82,8.11,6.25,30.15,11.35,30.15,12.22,3.40608355,5,0.717807
BO,20260607,18,4,6,bo_r18_004_tl88_dt170_ge50_qr1_tau70,88,170,50,0.01,0.7,1000042.47,277.55,441827.71,-487847.83,1371503.24,77.97,39.65,ei,local,False,23.86,9.04,5.64,6.74,4.86,23.86,8.16,23.86,9.72,3.17223284,5,0.597534
BO,20260607,18,5,6,bo_r18_005_tl104_dt66_ge17_qr10_tau86,104,66,17,0.1,0.86,1000407.67,277.55,457674.98,-519242.91,1434592.86,69.93,38.81,ei,global,False,29.18,10.25,6.58,7.79,6.08,29.18,11.16,29.18,11.84,3.37336290,5,0.748420
BO,20260607,18,6,6,bo_r18_006_tl86_dt210_ge7_qr100_tau81,86,210,7,1.0,0.81,346.85,277.55,474688.38,-501950.35,1451327.11,11.27,3.85,ei,global,False,3.09,0.93,0.62,0.77,0.63,3.09,1.26,3.09,1.22,1.12864357,5,0.800982
BO,20260607,19,1,6,bo_r19_001_tl89_dt196_ge46_qr7_tau80,89,196,46,0.07,0.8,296.22,277.55,89.07,-12302.35,12480.50,0.00,27.55,stable_success_lattice,stable_success,False,19.48,6.85,4.38,5.24,4.02,19.48,7.29,19.48,7.88,2.96935604,5,0.703287
BO,20260607,19,2,6,bo_r19_002_tl89_dt200_ge46_qr8_tau80,89,200,46,0.08,0.8,296.22,277.55,187.39,-17135.88,17510.66,0.00,27.05,stable_success_lattice,stable_success,False,19.16,6.73,4.31,5.15,3.95,19.16,7.18,19.16,7.75,2.95278607,5,0.704526
BO,20260607,19,3,6,bo_r19_003_tl97_dt198_ge50_qr0_tau70,97,198,50,0.0,0.7,1000042.47,277.55,936939.89,523145.23,1350734.55,92.01,36.01,ei,local,False,21.90,8.53,5.29,6.26,4.51,21.90,7.45,21.90,8.99,3.08663279,5,0.604085
BO,20260607,19,4,6,bo_r19_004_tl94_dt173_ge50_qr11_tau82,94,173,50,0.11,0.82,1000042.38,277.55,643273.96,-99558.66,1386106.59,90.73,34.76,ei,local,False,26.67,9.37,6.02,7.11,5.58,26.67,10.27,26.67,10.84,3.28355589,5,0.764047
BO,20260607,19,5,6,bo_r19_005_tl74_dt207_ge50_qr16_tau72,74,207,50,0.16,0.72,1000042.47,277.55,807544.75,2207.59,1612881.90,62.15,31.48,ei,global,False,19.60,6.82,4.34,5.32,3.92,19.60,7.00,19.60,7.83,2.97529546,5,0.618235
BO,20260607,19,6,6,bo_r19_006_tl76_dt116_ge3_qr97_tau90,76,116,3,0.97,0.9,429.61,277.55,465632.86,-511638.62,1442904.35,21.89,6.01,ei,global,False,5.35,1.53,1.04,1.29,1.09,5.35,2.27,5.35,2.09,1.67680190,5,0.888086
BO,20260607,20,1,6,bo_r20_001_tl89_dt197_ge46_qr7_tau80,89,197,46,0.07,0.8,296.22,277.55,3.13,-12773.37,12779.62,0.00,27.54,stable_success_lattice,stable_success,False,19.46,6.84,4.38,5.23,4.01,19.46,7.29,19.46,7.87,2.96837979,5,0.702996
BO,20260607,20,2,6,bo_r20_002_tl89_dt194_ge46_qr8_tau79,89,194,46,0.08,0.79,296.22,277.55,-3715.31,-78859.66,71429.05,0.00,27.36,stable_success_lattice,stable_success,False,19.13,6.76,4.32,5.16,3.94,19.13,7.12,19.13,7.74,2.95103486,5,0.695267
BO,20260607,20,3,6,bo_r20_003_tl67_dt182_ge50_qr12_tau76,67,182,50,0.12,0.76,1000042.38,277.55,666116.64,-249511.67,1581744.95,97.23,44.42,ei,local,False,28.90,9.65,6.21,7.67,5.77,28.90,10.65,28.90,11.48,3.36383344,5,0.646608
BO,20260607,20,4,6,bo_r20_004_tl83_dt178_ge50_qr11_tau78,83,178,50,0.11,0.78,1000042.38,277.55,897485.70,103197.27,1691774.12,110.94,41.79,ei,local,False,29.31,10.21,6.54,7.85,6.02,29.31,10.98,29.31,11.82,3.37799062,5,0.697726
BO,20260607,20,5,6,bo_r20_005_tl72_dt202_ge34_qr11_tau78,72,202,34,0.11,0.78,420.66,277.55,465142.08,-512289.63,1442573.79,39.25,37.05,ei,global,False,23.05,7.67,4.93,6.14,4.55,23.05,8.35,23.05,9.11,3.13753481,5,0.617891
BO,20260607,20,6,6,bo_r20_006_tl58_dt128_ge1_qr99_tau83,58,128,1,0.99,0.83,382.61,277.55,419966.66,-552294.91,1392228.23,5.85,1.58,ei,global,False,1.23,0.33,0.23,0.29,0.24,1.23,0.51,1.23,0.47,0.20474761,5,0.771752
BO,20260607,21,1,6,bo_r21_001_tl88_dt196_ge46_qr8_tau80,88,196,46,0.08,0.8,296.22,277.55,42800.11,-82726.01,168326.23,0.00,28.06,stable_success_lattice,stable_success,False,19.85,6.95,4.45,5.33,4.09,19.85,7.45,19.85,8.02,2.98819729,5,0.703789
BO,20260607,21,2,6,bo_r21_002_tl90_dt194_ge46_qr7_tau79,90,194,46,0.07,0.79,296.22,277.55,-28762.96,-151478.37,93952.45,0.00,26.97,stable_success_lattice,stable_success,False,18.84,6.68,4.26,5.09,3.88,18.84,7.00,18.84,7.63,2.93583184,5,0.694764
BO,20260607,21,3,6,bo_r21_003_tl75_dt178_ge50_qr0_tau75,75,178,50,0.0,0.75,1000042.38,277.55,789081.48,-92979.32,1671142.28,116.27,40.90,ei,local,False,25.65,9.02,5.73,6.99,5.16,25.65,9.17,25.65,10.29,3.24468114,5,0.623147
BO,20260607,21,4,6,bo_r21_004_tl95_dt224_ge50_qr9_tau76,95,224,50,0.09,0.76,1000042.38,277.55,740257.88,-125234.88,1605750.64,93.39,39.77,ei,local,False,27.21,9.94,6.30,7.47,5.63,27.21,9.94,27.21,11.08,3.30350163,5,0.680346
BO,20260607,21,5,6,bo_r21_005_tl84_dt222_ge14_qr71_tau81,84,222,14,0.71,0.81,288.83,277.55,454385.73,-522122.38,1430893.84,52.71,42.83,ei,global,False,32.13,9.99,6.60,8.15,6.48,32.13,12.72,32.13,12.68,3.46968261,5,0.746855
BO,20260607,21,6,6,bo_r21_006_tl95_dt26_ge6_qr5_tau80,95,26,6,0.05,0.8,1000045.63,277.55,476215.62,-499236.36,1451667.59,78.45,21.84,ei,global,False,13.83,4.93,3.13,3.79,2.80,13.83,4.94,13.83,5.57,2.62707811,5,0.629201
BO,20260607,22,1,6,bo_r22_001_tl89_dt194_ge48_qr7_tau79,89,194,48,0.07,0.79,1000332.30,277.55,171012.01,-47335.83,389359.84,120.54,41.05,ei,stable_success,False,28.86,10.21,6.52,7.79,5.95,28.86,10.76,28.86,11.68,3.36242727,5,0.699367
BO,20260607,22,2,6,bo_r22_002_tl89_dt194_ge48_qr7_tau81,89,194,48,0.07,0.81,1000332.30,277.55,170916.57,-47283.84,389116.98,119.10,39.92,ei,stable_success,False,28.94,10.13,6.50,7.74,5.99,28.94,10.95,28.94,11.71,3.36514347,5,0.721367
BO,20260607,22,3,6,bo_r22_003_tl88_dt163_ge47_qr6_tau74,88,163,47,0.06,0.74,293.47,277.55,625991.33,-37156.61,1289139.28,228.23,77.01,ei,local,False,50.04,18.26,11.53,13.79,10.25,50.04,17.93,50.04,20.30,3.91290506,5,0.645815
BO,20260607,22,4,6,bo_r22_004_tl86_dt170_ge47_qr0_tau76,86,170,47,0.0,0.76,277.55,277.55,667992.60,-31965.57,1367950.78,224.60,72.42,ei,local,False,47.19,17.06,10.79,12.95,9.64,47.19,16.98,47.19,19.10,3.85421983,5,0.647589
BO,20260607,22,5,6,bo_r22_005_tl20_dt182_ge26_qr22_tau83,20,182,26,0.22,0.83,1000487.09,277.55,460701.59,-516152.07,1437555.24,96.09,41.76,ei,global,False,24.42,6.05,4.16,5.86,4.40,24.42,9.30,24.42,9.03,3.19540090,5,0.580434
BO,20260607,22,6,6,bo_r22_006_tl106_dt86_ge5_qr98_tau79,106,86,5,0.98,0.79,1000613.55,277.55,507936.18,-464385.05,1480257.42,16.93,3.85,ei,global,False,3.25,1.06,0.70,0.83,0.68,3.25,1.32,3.25,1.31,1.17846139,5,0.841611
BO,20260607,23,1,6,bo_r23_001_tl92_dt200_ge46_qr9_tau80,92,200,46,0.09,0.8,296.22,277.55,-50389.85,-293950.14,193170.45,0.00,17.61,stable_success_lattice,stable_success,False,12.61,4.46,2.85,3.40,2.61,12.61,4.74,12.61,5.11,2.53486645,5,0.712618
BO,20260607,23,2,6,bo_r23_002_tl92_dt200_ge46_qr7_tau80,92,200,46,0.07,0.8,296.22,277.55,-51791.07,-265083.04,161500.90,0.00,16.99,stable_success_lattice,stable_success,False,12.09,4.29,2.74,3.26,2.50,12.09,4.53,12.09,4.90,2.49224080,5,0.707818
BO,20260607,23,3,6,bo_r23_003_tl85_dt211_ge49_qr15_tau78,85,211,49,0.15,0.78,1000624.69,277.55,859259.36,115145.60,1603373.12,145.49,58.40,ei,local,False,41.00,14.26,9.14,10.98,8.41,41.00,15.37,41.00,16.53,3.71355036,5,0.698295
BO,20260607,23,4,6,bo_r23_004_tl89_dt207_ge50_qr13_tau75,89,207,50,0.13,0.75,1000042.38,277.55,1033835.34,369932.15,1697738.53,148.92,53.20,ei,local,False,35.98,12.93,8.21,9.81,7.40,35.98,13.16,35.98,14.58,3.58302338,5,0.672495
BO,20260607,23,5,6,bo_r23_005_tl108_dt219_ge32_qr13_tau88,108,219,32,0.13,0.88,1000469.72,277.55,471636.19,-506505.00,1449777.38,69.28,69.02,ei,global,False,54.70,19.15,12.34,14.52,11.50,54.70,21.31,54.70,22.25,4.00186565,5,0.789562
BO,20260607,23,6,6,bo_r23_006_tl17_dt211_ge0_qr85_tau80,17,211,0,0.85,0.8,1000469.38,277.55,472127.43,-506023.84,1450278.70,101.46,26.00,ei,global,False,15.71,3.36,2.41,3.57,2.77,15.71,6.24,15.71,5.68,2.75419963,5,0.600027
BO,20260607,24,1,6,bo_r24_001_tl92_dt200_ge46_qr9_tau81,92,200,46,0.09,0.81,296.22,277.55,-38.93,-17504.44,17426.59,0.00,17.46,stable_success_lattice,stable_success,False,12.70,4.47,2.86,3.40,2.63,12.70,4.80,12.70,5.14,2.54153468,5,0.723618
BO,20260607,24,2,6,bo_r24_002_tl92_dt200_ge46_qr9_tau79,92,200,46,0.09,0.79,296.22,277.55,571.00,-16896.73,18038.73,0.00,17.46,stable_success_lattice,stable_success,False,12.31,4.38,2.79,3.33,2.55,12.31,4.59,12.31,4.99,2.51066014,5,0.701618
BO,20260607,24,3,6,bo_r24_003_tl105_dt222_ge44_qr9_tau84,105,222,44,0.09,0.84,1000044.29,277.55,599572.93,-349351.31,1548497.16,114.61,61.27,ei,local,False,47.27,16.91,10.83,12.70,9.95,47.27,18.14,47.27,19.30,3.85590535,5,0.768399
BO,20260607,24,4,6,bo_r24_004_tl105_dt224_ge43_qr0_tau77,105,224,43,0.0,0.77,1000041.72,277.55,543004.90,-425619.89,1511629.69,109.89,60.93,ei,local,False,40.82,15.44,9.70,11.40,8.50,40.82,14.62,40.82,16.75,3.70908021,5,0.665969
BO,20260607,24,5,6,bo_r24_005_tl108_dt222_ge40_qr12_tau77,108,222,40,0.12,0.77,471.25,277.55,590718.94,-376580.26,1558018.13,99.13,59.27,ei,global,False,41.20,15.41,9.72,11.40,8.62,41.20,15.02,41.20,16.89,3.71832392,5,0.691291
BO,20260607,24,6,6,bo_r24_006_tl71_dt95_ge3_qr99_tau84,71,95,3,0.99,0.84,1000470.88,277.55,295648.38,-617993.51,1209290.27,23.33,7.04,ei,global,False,5.81,1.66,1.13,1.41,1.17,5.81,2.42,5.81,2.27,1.76007040,5,0.823493
BO,20260607,25,1,6,bo_r25_001_tl92_dt200_ge46_qr8_tau80,92,200,46,0.08,0.8,296.22,277.55,-12092.76,-43418.45,19232.94,0.00,17.15,stable_success_lattice,stable_success,False,12.24,4.34,2.77,3.30,2.53,12.24,4.59,12.24,4.96,2.50492056,5,0.710218
BO,20260607,25,2,6,bo_r25_002_tl92_dt197_ge46_qr9_tau81,92,197,46,0.09,0.81,296.22,277.55,-27282.46,-114964.12,60399.19,0.00,16.61,stable_success_lattice,stable_success,False,12.09,4.25,2.72,3.24,2.51,12.09,4.57,12.09,4.90,2.49240151,5,0.724488
BO,20260607,25,3,6,bo_r25_003_tl83_dt147_ge37_qr7_tau73,83,147,37,0.07,0.73,1000444.39,277.55,420577.80,-557041.95,1398197.55,76.45,54.15,ei,local,False,32.71,11.80,7.43,9.04,6.57,32.71,11.40,32.71,13.16,3.48775281,5,0.599871
BO,20260607,25,4,6,bo_r25_004_tl86_dt146_ge39_qr2_tau75,86,146,39,0.02,0.75,595.42,277.55,369442.81,-603784.03,1342669.65,74.64,52.55,ei,local,False,32.92,11.93,7.52,9.08,6.67,32.92,11.64,32.92,13.30,3.49414020,5,0.622354
BO,20260607,25,5,6,bo_r25_005_tl77_dt154_ge37_qr7_tau73,77,154,37,0.07,0.73,1000503.78,277.55,418131.68,-559433.73,1395697.10,70.21,59.13,ei,global,False,34.93,12.35,7.80,9.60,6.93,34.93,12.13,34.93,13.96,3.55331821,5,0.586456
BO,20260607,25,6,6,bo_r25_006_tl110_dt143_ge3_qr99_tau75,110,143,3,0.99,0.75,1000334.25,277.55,215906.27,-653931.72,1085744.25,9.99,3.07,ei,global,False,2.42,0.81,0.53,0.63,0.50,2.42,0.95,2.42,0.97,0.88370270,5,0.784560
BO,20260607,26,1,6,bo_r26_001_tl92_dt200_ge48_qr9_tau80,92,200,48,0.09,0.8,1000332.30,277.55,230544.88,-442.71,461532.47,97.88,20.76,ei,stable_success,False,15.00,5.31,3.40,4.04,3.11,15.00,5.65,15.00,6.08,2.70806735,5,0.719118
BO,20260607,26,2,6,bo_r26_002_tl92_dt200_ge48_qr7_tau80,92,200,48,0.07,0.8,1000332.30,277.55,332581.88,116114.21,549049.56,99.90,19.95,ei,stable_success,False,14.32,5.08,3.25,3.86,2.97,14.32,5.38,14.32,5.81,2.66199630,5,0.714318
BO,20260607,26,3,6,bo_r26_003_tl96_dt211_ge49_qr4_tau75,96,211,49,0.04,0.75,1000624.69,277.55,745188.92,171444.63,1318933.21,196.47,59.86,ei,local,False,39.73,14.77,9.31,11.02,8.22,39.73,14.26,39.73,16.22,3.68203633,5,0.659765
BO,20260607,26,4,6,bo_r26_004_tl98_dt200_ge50_qr14_tau75,98,200,50,0.14,0.75,1000042.38,277.55,905117.23,480109.58,1330124.87,198.99,54.90,ei,local,False,38.31,14.10,8.93,10.52,7.98,38.31,14.07,38.31,15.65,3.64563483,5,0.694002
BO,20260607,26,5,6,bo_r26_005_tl107_dt202_ge25_qr79_tau82,107,202,25,0.79,0.82,409.54,277.55,472463.11,-506642.05,1451568.27,93.28,55.43,ei,global,False,47.91,15.89,10.42,12.33,10.07,47.91,19.44,47.91,19.34,3.86925806,5,0.862247
BO,20260607,26,6,6,bo_r26_006_tl35_dt117_ge1_qr11_tau90,35,117,1,0.11,0.9,1000339.68,277.55,485471.94,-493645.40,1464589.27,119.76,24.78,ei,global,False,14.90,3.81,2.60,3.60,2.73,14.90,5.70,14.90,5.56,2.70135585,5,0.597105
BO,20260607,27,1,6,bo_r27_001_tl92_dt194_ge46_qr9_tau81,92,194,46,0.09,0.81,296.22,277.55,47459.25,-27683.28,122601.79,0.00,15.77,stable_success_lattice,stable_success,False,11.50,4.04,2.59,3.08,2.38,11.50,4.35,11.50,4.66,2.44209392,5,0.725359
BO,20260607,27,2,6,bo_r27_002_tl89_dt200_ge46_qr9_tau81,89,200,46,0.09,0.81,296.22,277.55,4454.95,-45924.85,54834.74,0.00,15.77,stable_success_lattice,stable_success,False,11.38,3.97,2.55,3.04,2.35,11.38,4.30,11.38,4.60,2.43179367,5,0.717926
BO,20260607,27,3,6,bo_r27_003_tl69_dt213_ge41_qr3_tau79,69,213,41,0.03,0.79,1000479.39,277.55,466550.91,-503773.31,1436875.12,70.93,49.84,ei,local,False,31.28,10.40,6.69,8.32,6.19,31.28,11.38,31.28,12.38,3.44313434,5,0.623557
BO,20260607,27,4,6,bo_r27_004_tl98_dt210_ge48_qr0_tau80,98,210,48,0.0,0.8,1000332.30,277.55,713564.80,179020.82,1248108.77,177.73,48.40,ei,trust_region,False,34.35,12.51,7.95,9.38,7.16,34.35,12.73,34.35,14.01,3.53648561,5,0.706000
BO,20260607,27,5,6,bo_r27_005_tl71_dt206_ge25_qr70_tau72,71,206,25,0.7,0.72,409.54,277.55,439262.09,-537746.34,1416270.53,70.89,50.64,ei,global,False,33.68,10.54,6.90,8.68,6.64,33.68,12.76,33.68,13.20,3.51686680,5,0.661183
BO,20260607,27,6,6,bo_r27_006_tl96_dt49_ge1_qr10_tau89,96,49,1,0.1,0.89,1000046.01,277.55,568917.86,-398061.60,1535897.32,77.74,20.13,ei,global,False,14.55,4.89,3.16,3.83,2.97,14.55,5.57,14.55,5.83,2.67757564,5,0.719174
BO,20260607,28,1,6,bo_r28_001_tl88_dt198_ge46_qr9_tau80,88,198,46,0.09,0.8,296.22,277.55,11210.25,-32290.04,54710.54,0.00,15.92,stable_success_lattice,stable_success,False,11.29,3.95,2.53,3.03,2.32,11.29,4.24,11.29,4.56,2.42373672,5,0.705609
BO,20260607,28,2,6,bo_r28_002_tl92_dt194_ge46_qr8_tau81,92,194,46,0.08,0.81,296.22,277.55,7503.68,-42507.11,57514.46,0.00,15.77,stable_success_lattice,stable_success,False,11.46,4.04,2.59,3.07,2.38,11.46,4.33,11.46,4.64,2.43877973,5,0.722959
BO,20260607,28,3,6,bo_r28_003_tl98_dt208_ge48_qr10_tau80,98,208,48,0.1,0.8,1000332.30,277.55,992038.03,491309.92,1492766.14,171.49,45.67,ei,trust_region,False,33.52,12.04,7.68,9.06,7.00,33.52,12.64,33.52,13.66,3.51214397,5,0.730580
BO,20260607,28,4,6,bo_r28_004_tl98_dt196_ge49_qr16_tau81,98,196,49,0.16,0.81,1000624.69,277.55,887258.89,460300.61,1314217.17,188.20,45.14,ei,trust_region,False,34.57,12.25,7.86,9.25,7.25,34.57,13.27,34.57,14.08,3.54298262,5,0.762713
BO,20260607,28,5,6,bo_r28_005_tl112_dt172_ge18_qr6_tau74,112,172,18,0.06,0.74,1000508.78,277.55,480513.45,-499219.29,1460246.19,84.45,57.98,ei,global,False,34.71,13.57,8.41,9.96,7.13,34.71,11.70,34.71,14.25,3.54715297,5,0.594489
BO,20260607,28,6,6,bo_r28_006_tl17_dt171_ge15_qr98_tau85,17,171,15,0.98,0.85,1000432.72,277.55,501566.40,-478255.51,1481388.32,125.83,29.19,ei,global,False,21.89,4.97,3.58,4.94,4.11,21.89,9.28,21.89,8.13,3.08593771,5,0.746584
BO,20260607,29,1,6,bo_r29_001_tl89_dt200_ge46_qr8_tau81,89,200,46,0.08,0.81,296.22,277.55,-1408.31,-15777.40,12960.78,0.00,15.77,stable_success_lattice,stable_success,False,11.34,3.96,2.54,3.03,2.34,11.34,4.28,11.34,4.58,2.42844510,5,0.715526
BO,20260607,29,2,6,bo_r29_002_tl92_dt194_ge46_qr8_tau80,92,194,46,0.08,0.8,296.22,277.55,1177.12,-15784.93,18139.17,0.00,15.77,stable_success_lattice,stable_success,False,11.28,4.00,2.56,3.04,2.34,11.28,4.23,11.28,4.57,2.42344754,5,0.711959
BO,20260607,29,3,6,bo_r29_003_tl94_dt184_ge49_qr0_tau79,94,184,49,0.0,0.79,1000624.69,277.55,866762.12,271497.70,1462026.54,156.90,46.47,ei,trust_region,False,32.62,11.84,7.52,8.90,6.77,32.62,12.06,32.62,13.29,3.48493561,5,0.698205
BO,20260607,29,4,6,bo_r29_004_tl94_dt178_ge49_qr4_tau76,94,178,49,0.04,0.76,1000624.69,277.55,949726.65,381295.61,1518157.70,139.86,46.39,ei,trust_region,False,31.56,11.60,7.33,8.69,6.54,31.56,11.49,31.56,12.87,3.45198540,5,0.676546
BO,20260607,29,5,6,bo_r29_005_tl31_dt217_ge27_qr45_tau89,31,217,27,0.45,0.89,1000542.33,277.55,476139.40,-502239.28,1454518.09,113.21,50.57,ei,global,False,36.37,9.26,6.43,8.59,6.93,36.37,14.88,36.37,13.74,3.59372609,5,0.715598
BO,20260607,29,6,6,bo_r29_006_tl99_dt85_ge1_qr10_tau75,99,85,1,0.1,0.75,1000378.45,277.55,548797.20,-422312.62,1519907.01,56.26,17.15,ei,global,False,9.68,3.59,2.24,2.73,1.93,9.68,3.24,9.68,3.90,2.27040479,5,0.560420
BO,20260607,30,1,6,bo_r30_001_tl92_dt194_ge46_qr9_tau79,92,194,46,0.09,0.79,296.22,277.55,1928.18,-16390.79,20247.15,0.00,15.77,stable_success_lattice,stable_success,False,11.15,3.97,2.53,3.01,2.31,11.15,4.16,11.15,4.52,2.41129464,5,0.703359
BO,20260607,30,2,6,bo_r30_002_tl89_dt200_ge46_qr9_tau79,89,200,46,0.09,0.79,296.22,277.55,135.29,-17366.47,17637.06,0.00,15.77,stable_success_lattice,stable_success,False,11.03,3.89,2.49,2.97,2.27,11.03,4.11,11.03,4.46,2.40067049,5,0.695926
BO,20260607,30,3,6,bo_r30_003_tl98_dt190_ge48_qr7_tau79,98,190,48,0.07,0.79,1000332.30,277.55,697608.41,245441.87,1149774.94,155.95,42.75,ei,trust_region,False,30.83,11.19,7.12,8.39,6.44,30.83,11.51,30.83,12.58,3.42841212,5,0.717604
BO,20260607,30,4,6,bo_r30_004_tl94_dt201_ge49_qr7_tau76,94,201,49,0.07,0.76,1000624.69,277.55,1596092.65,1415713.90,1776471.40,180.69,38.77,ei,local,False,26.40,9.65,6.11,7.25,5.46,26.40,9.63,26.40,10.75,3.27342539,5,0.677072
BO,20260607,30,5,6,bo_r30_005_tl39_dt132_ge19_qr31_tau89,39,132,19,0.31,0.89,1000435.32,277.55,517942.86,-461697.32,1497583.04,115.56,52.00,ei,global,False,36.38,9.72,6.64,8.77,6.97,36.38,14.59,36.38,13.85,3.59391232,5,0.695842
BO,20260607,30,6,6,bo_r30_006_tl110_dt220_ge12_qr99_tau70,110,220,12,0.99,0.7,333.74,277.55,490951.22,-488605.65,1470508.08,74.83,29.60,ei,global,False,21.90,7.52,4.85,5.80,4.52,21.90,8.40,21.90,8.83,3.08657929,5,0.736466
BO,20260607,31,1,6,bo_r31_001_tl92_dt194_ge46_qr8_tau79,92,194,46,0.08,0.79,296.22,277.55,4593.65,-21819.01,31006.31,0.00,15.77,stable_success_lattice,stable_success,False,11.11,3.96,2.52,3.01,2.30,11.11,4.14,11.11,4.51,2.40787661,5,0.700959
BO,20260607,31,2,6,bo_r31_002_tl88_dt198_ge46_qr9_tau81,88,198,46,0.09,0.81,296.22,277.55,-870.47,-30946.15,29205.20,0.00,15.74,stable_success_lattice,stable_success,False,11.33,3.94,2.53,3.03,2.34,11.33,4.29,11.33,4.58,2.42777084,5,0.716609
