stage2_param_id,merge_control_tls,D_merge_m,L_merge_m,tE_merge_sec,t_dispatch_delay_sec,C_merge_proxy_veh,n_need_proxy_veh,len_E_m,len_E_source,tS_merge_sec,Q_th_merge_formula,Q_th_merge_default_m,HOLD_MAX_formula,HOLD_MAX_sec,ped_min_green_sec,ped_min_green_source,ped_safety_margin_sec,entry_yellow_sec,entry_open_green_sec,direct_switch_buffer_sec,q_A_proxy_veh,b0_merge_n_occ_mean_proxy_veh,b0_merge_n_occ_max_proxy_veh,b0_background_inflow_lambda_vph,b0_merge_waiting_max_sec,b0_merge_halting_proxy_max,merge_zone_lanes,background_inflow_lanes,b0_merge_support_status,runtime_dependency,measurement_source,field_measurement_claim,runtime_control_note
B4_STAGE2_MERGE_HOLD_B0_PROXY,COMPACT_V9_FIRE_STATION_ENTRY_TLS,146.56,50.0,10.0,45.0,7.692308,3,8.0,firetruck_route_vType_length,5.0,Q_ratio * L_merge_m,0.0,"max(ped_min_green_sec - ped_safety_margin_sec, 1)",14.0,17.0,config_default_no_sumo_ped_model,3.0,3.0,45.0,5.0,0.0,0.039331,0.763,250.0,5.71,0.0,420331801#1_0 420331801#1_1 -174870621#8_0 -174870621#8_1 -174870621#8_2,-174870621#9_0 -174870621#9_1 -174870621#9_2 381807698#2_0,weak_runtime_required,runtime_n_occ_and_Lq_merge_primary,SUMO_B04_AD_B0_laneData_edgeData_proxy,false,"Runtime TraCI merge lane snapshot is primary. B0 mean/max is documented only as fallback/provenance, and weak B0 support requires runtime n_occ/Lq before deciding Q_ratio threshold and T_hold."
