method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,47,3,6,bo_r47_003_tl36_dt41_ge41_qr93_tau75,36,41,41,0.93,0.75,1000044.91,245.52,250.47,116.18,384.76,24.42,24.33,ei,,,19.12,5.24,3.59,4.60,3.77,19.12,7.91,19.12,7.37,2.95075404,5,0.782856
BO,20260607,47,4,6,bo_r47_004_tl57_dt32_ge41_qr92_tau76,57,32,41,0.92,0.76,1000045.07,245.52,224.96,174.38,275.55,22.83,22.77,ei,,,19.04,5.63,3.79,4.69,3.87,19.04,7.88,19.04,7.48,2.94666052,5,0.833912
BO,20260607,47,5,6,bo_r47_005_tl56_dt43_ge40_qr93_tau79,56,43,40,0.93,0.79,1000044.52,245.52,265.24,111.87,418.61,21.91,21.86,ei,,,18.87,5.49,3.72,4.60,3.84,18.87,7.91,18.87,7.40,2.93745556,5,0.860972
BO,20260607,47,6,6,bo_r47_006_tl47_dt40_ge39_qr97_tau76,47,40,39,0.97,0.76,1000044.40,245.52,263.82,122.21,405.43,20.16,20.10,ei,,,16.50,4.68,3.18,4.00,3.31,16.50,6.86,16.50,6.42,2.80313377,5,0.818117
BO,20260607,48,1,6,bo_r48_001_tl42_dt34_ge40_qr94_tau80,42,34,40,0.94,0.8,1000044.60,245.52,221.83,143.15,300.52,29.79,29.72,ei,,,25.34,7.01,4.81,6.06,5.08,25.34,10.71,25.34,9.83,3.23228631,5,0.850421
BO,20260607,48,2,6,bo_r48_002_tl59_dt34_ge40_qr93_tau77,59,34,40,0.93,0.77,1000044.60,245.52,222.25,143.76,300.74,29.46,29.38,ei,,,24.96,7.39,4.98,6.14,5.08,24.96,10.38,24.96,9.82,3.21733666,5,0.847276
BO,20260607,48,3,6,bo_r48_003_tl47_dt36_ge40_qr100_tau79,47,36,40,1.0,0.79,1000044.64,245.52,228.10,128.82,327.38,29.42,29.35,ei,,,25.38,7.13,4.88,6.10,5.12,25.38,10.73,25.38,9.89,3.23404774,5,0.862728
BO,20260607,48,4,6,bo_r48_004_tl58_dt32_ge40_qr91_tau72,58,32,40,0.91,0.72,1000044.62,245.52,220.53,162.25,278.81,27.46,27.35,ei,,,21.59,6.49,4.34,5.38,4.36,21.59,8.75,21.59,8.48,3.07202812,5,0.786159
BO,20260607,48,5,6,bo_r48_005_tl66_dt39_ge41_qr100_tau71,66,39,41,1.0,0.71,1000044.88,245.52,239.47,121.14,357.80,26.65,26.57,ei,,,21.67,6.66,4.44,5.43,4.42,21.67,8.83,21.67,8.58,3.07607659,5,0.813156
BO,20260607,48,6,6,bo_r48_006_tl48_dt41_ge40_qr95_tau76,48,41,40,0.95,0.76,1000044.52,245.52,252.31,112.19,392.43,24.76,24.68,ei,,,20.25,5.78,3.92,4.92,4.06,20.25,8.41,20.25,7.89,3.00839912,5,0.818174
BO,20260607,49,1,6,bo_r49_001_tl44_dt36_ge40_qr93_tau75,44,36,40,0.93,0.75,1000044.64,245.52,227.09,129.06,325.12,29.82,29.71,ei,,,23.74,6.71,4.56,5.76,4.73,23.74,9.81,23.74,9.22,3.16721013,5,0.796236
BO,20260607,49,2,6,bo_r49_002_tl108_dt37_ge40_qr88_tau79,108,37,40,0.88,0.79,1000045.68,245.52,238.96,122.55,355.37,26.54,26.51,ei,,,25.19,8.51,5.58,6.48,5.40,25.19,10.42,25.19,10.26,3.22656241,5,0.949374
BO,20260607,49,3,6,bo_r49_003_tl60_dt32_ge40_qr99_tau75,60,32,40,0.99,0.75,1000044.62,245.52,222.10,161.76,282.44,26.55,26.48,ei,,,22.36,6.65,4.47,5.51,4.55,22.36,9.27,22.36,8.80,3.10728265,5,0.842154
BO,20260607,49,4,6,bo_r49_004_tl52_dt30_ge40_qr81_tau71,52,30,40,0.81,0.71,1000045.79,245.52,225.75,178.65,272.85,21.70,21.60,ei,,,16.06,4.80,3.20,4.01,3.20,16.06,6.41,16.06,6.28,2.77654700,5,0.740355
BO,20260607,49,5,6,bo_r49_005_tl30_dt37_ge39_qr91_tau75,30,37,39,0.91,0.75,1000044.65,245.52,251.08,132.26,369.90,21.01,20.92,ei,,,16.00,4.27,2.94,3.82,3.12,16.00,6.60,16.00,6.13,2.77235194,5,0.761333
BO,20260607,49,6,6,bo_r49_006_tl65_dt38_ge39_qr90_tau79,65,38,39,0.9,0.79,1000045.71,245.52,255.17,128.32,382.02,20.81,20.76,ei,,,18.08,5.43,3.65,4.46,3.71,18.08,7.54,18.08,7.14,2.89492931,5,0.869049
BO,20260607,50,1,6,bo_r50_001_tl47_dt32_ge40_qr94_tau76,47,32,40,0.94,0.76,1000044.62,245.52,220.21,162.21,278.20,27.67,27.58,ei,,,22.60,6.43,4.37,5.49,4.53,22.60,9.38,22.60,8.80,3.11773000,5,0.816488
BO,20260607,50,2,6,bo_r50_002_tl58_dt38_ge41_qr100_tau74,58,38,41,1.0,0.74,1000044.88,245.52,234.31,125.44,343.18,27.59,27.51,ei,,,22.94,6.80,4.57,5.65,4.66,22.94,9.48,22.94,9.02,3.13274900,5,0.831268
BO,20260607,50,3,6,bo_r50_003_tl50_dt39_ge41_qr90_tau76,50,39,41,0.9,0.76,1000045.15,245.52,239.98,122.28,357.68,26.25,26.17,ei,,,21.36,6.17,4.18,5.22,4.30,21.36,8.83,21.36,8.34,3.06170079,5,0.813799
BO,20260607,50,4,6,bo_r50_004_tl53_dt41_ge40_qr97_tau80,53,41,40,0.97,0.8,1000044.52,245.52,252.43,112.21,392.65,24.72,24.67,ei,,,21.67,6.21,4.23,5.24,4.40,21.67,9.16,21.67,8.48,3.07581559,5,0.876461
BO,20260607,50,5,6,bo_r50_005_tl62_dt42_ge40_qr95_tau73,62,42,40,0.95,0.73,1000044.52,245.52,258.73,111.54,405.93,23.36,23.28,ei,,,18.95,5.73,3.83,4.72,3.85,18.95,7.75,18.95,7.47,2.94187555,5,0.811446
BO,20260607,50,6,6,bo_r50_006_tl49_dt38_ge42_qr100_tau75,49,38,42,1.0,0.75,1000045.09,245.52,242.91,137.94,347.88,22.14,22.07,ei,,,18.34,5.26,3.57,4.46,3.69,18.34,7.64,18.34,7.16,2.90921310,5,0.828442
