method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,1,1,6,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,471.25,471.25,,,,,,,,,,,,,,,,,,,,
BO,20260607,1,2,6,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,442.78,442.78,,,,,,,,,,,,,,,,,,,,
BO,20260607,1,3,6,bo_r01_003_tl56_dt74_ge28_qr32_tau74,56,74,28,0.32,0.74,483.56,442.78,,,,,,,,,,,,,,,,,,,,
BO,20260607,1,4,6,bo_r01_004_tl78_dt142_ge10_qr0_tau80,78,142,10,0.0,0.8,339.60,339.60,,,,,,,,,,,,,,,,,,,,
BO,20260607,1,5,6,bo_r01_005_tl105_dt126_ge33_qr23_tau89,105,126,33,0.23,0.89,481.57,339.60,,,,,,,,,,,,,,,,,,,,
BO,20260607,1,6,6,bo_r01_006_tl105_dt71_ge21_qr60_tau80,105,71,21,0.6,0.8,1000043.74,339.60,,,,,,,,,,,,,,,,,,,,
BO,20260607,2,1,6,bo_r02_001_tl29_dt79_ge10_qr71_tau82,29,79,10,0.71,0.82,438.90,339.60,462.89,391.69,534.08,,,,,,,,,,,,,,,,,
BO,20260607,2,2,6,bo_r02_002_tl61_dt51_ge26_qr29_tau78,61,51,26,0.29,0.78,1000045.33,339.60,485.43,469.45,501.41,,,,,,,,,,,,,,,,,
BO,20260607,2,3,6,bo_r02_003_tl7_dt0_ge15_qr73_tau70,7,0,15,0.73,0.7,454.89,339.60,460.12,378.50,541.74,,,,,,,,,,,,,,,,,
BO,20260607,2,4,6,bo_r02_004_tl45_dt222_ge5_qr68_tau73,45,222,5,0.68,0.73,358.78,339.60,466.01,410.08,521.93,,,,,,,,,,,,,,,,,
BO,20260607,2,5,6,bo_r02_005_tl75_dt123_ge26_qr40_tau78,75,123,26,0.4,0.78,487.67,339.60,475.25,424.60,525.89,,,,,,,,,,,,,,,,,
BO,20260607,2,6,6,bo_r02_006_tl108_dt47_ge23_qr15_tau70,108,47,23,0.15,0.7,1000045.16,339.60,430.83,401.12,460.54,,,,,,,,,,,,,,,,,
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,1000045.85,339.60,404.92,328.05,481.79,,,,,,,,,,,,,,,,,
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,1000045.22,339.60,466.98,395.97,537.99,,,,,,,,,,,,,,,,,
BO,20260607,3,3,6,bo_r03_003_tl1_dt76_ge49_qr33_tau80,1,76,49,0.33,0.8,1000045.83,339.60,452.65,363.17,542.14,,,,,,,,,,,,,,,,,
BO,20260607,3,4,6,bo_r03_004_tl27_dt38_ge13_qr63_tau70,27,38,13,0.63,0.7,1000045.64,339.60,448.57,429.94,467.20,,,,,,,,,,,,,,,,,
BO,20260607,3,5,6,bo_r03_005_tl65_dt18_ge27_qr88_tau89,65,18,27,0.88,0.89,1000045.21,339.60,469.53,401.08,537.98,,,,,,,,,,,,,,,,,
BO,20260607,3,6,6,bo_r03_006_tl40_dt213_ge31_qr40_tau70,40,213,31,0.4,0.7,618.64,339.60,482.20,433.70,530.70,,,,,,,,,,,,,,,,,
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,1000045.35,339.60,462.97,330.98,594.95,,,,,,,,,,,,,,,,,
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,1000045.43,339.60,470.10,381.43,558.78,,,,,,,,,,,,,,,,,
BO,20260607,4,3,6,bo_r04_003_tl68_dt207_ge1_qr84_tau82,68,207,1,0.84,0.82,322.26,322.26,374.82,276.51,473.14,,,,,,,,,,,,,,,,,
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,299.54,299.54,416.15,336.09,496.20,,,,,,,,,,,,,,,,,
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,439.82,299.54,490.49,379.51,601.46,,,,,,,,,,,,,,,,,
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,246.37,246.37,472.57,356.92,588.23,,,,,,,,,,,,,,,,,
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,1000045.08,246.37,477.56,413.40,541.72,,,,,,,,,,,,,,,,,
BO,20260607,5,2,6,bo_r05_002_tl59_dt170_ge9_qr25_tau77,59,170,9,0.25,0.77,346.36,246.37,483.31,391.95,574.66,,,,,,,,,,,,,,,,,
BO,20260607,5,3,6,bo_r05_003_tl86_dt37_ge15_qr94_tau90,86,37,15,0.94,0.9,1000044.99,246.37,291.91,164.16,419.67,,,,,,,,,,,,,,,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,1000045.28,246.37,341.14,213.51,468.78,,,,,,,,,,,,,,,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,426.90,246.37,411.74,311.07,512.42,,,,,,,,,,,,,,,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,637.76,246.37,426.97,360.18,493.75,,,,,,,,,,,,,,,,,
BO,20260607,6,1,6,bo_r06_001_tl37_dt28_ge3_qr1_tau72,37,28,3,0.01,0.72,1000045.48,246.37,430.94,240.59,621.29,,,,,,,,,,,,,,,,,
BO,20260607,6,2,6,bo_r06_002_tl102_dt145_ge40_qr25_tau77,102,145,40,0.25,0.77,471.25,246.37,451.93,351.88,551.99,,,,,,,,,,,,,,,,,
BO,20260607,6,3,6,bo_r06_003_tl11_dt134_ge17_qr24_tau80,11,134,17,0.24,0.8,1000045.16,246.37,456.69,269.98,643.40,,,,,,,,,,,,,,,,,
BO,20260607,6,4,6,bo_r06_004_tl22_dt213_ge0_qr82_tau77,22,213,0,0.82,0.77,325.12,246.37,429.56,279.40,579.72,,,,,,,,,,,,,,,,,
BO,20260607,6,5,6,bo_r06_005_tl67_dt81_ge39_qr81_tau85,67,81,39,0.81,0.85,347.23,246.37,341.03,191.48,490.58,,,,,,,,,,,,,,,,,
BO,20260607,6,6,6,bo_r06_006_tl17_dt9_ge0_qr89_tau86,17,9,0,0.89,0.86,338.49,246.37,434.37,271.48,597.25,,,,,,,,,,,,,,,,,
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,644.96,246.37,465.37,300.86,629.87,,,,,,,,,,,,,,,,,
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,673.50,246.37,447.64,278.74,616.55,,,,,,,,,,,,,,,,,
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,456.36,246.37,376.80,262.18,491.43,,,,,,,,,,,,,,,,,
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,1000045.33,246.37,535.75,379.93,691.57,,,,,,,,,,,,,,,,,
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,627.54,246.37,498.04,465.11,530.98,,,,,,,,,,,,,,,,,
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,443.61,246.37,404.52,286.50,522.55,,,,,,,,,,,,,,,,,
BO,20260607,8,1,6,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,1000043.82,246.37,508.87,414.27,603.47,,,,,,,,,,,,,,,,,
BO,20260607,8,2,6,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,315.84,246.37,378.08,183.61,572.55,,,,,,,,,,,,,,,,,
BO,20260607,8,3,6,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,1000041.72,246.37,642.48,545.45,739.52,,,,,,,,,,,,,,,,,
BO,20260607,8,4,6,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,402.65,246.37,560.22,434.97,685.47,,,,,,,,,,,,,,,,,
BO,20260607,8,5,6,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,1000042.79,246.37,619.70,446.30,793.10,,,,,,,,,,,,,,,,,
BO,20260607,8,6,6,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,1000042.76,246.37,471.82,295.45,648.19,,,,,,,,,,,,,,,,,
BO,20260607,9,1,6,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,1000045.17,246.37,470.83,311.78,629.88,,,,,,,,,,,,,,,,,
BO,20260607,9,2,6,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,494.83,246.37,466.43,321.23,611.64,,,,,,,,,,,,,,,,,
BO,20260607,9,3,6,bo_r09_003_tl42_dt159_ge27_qr57_tau83,42,159,27,0.57,0.83,469.68,246.37,488.33,364.45,612.21,,,,,,,,,,,,,,,,,
BO,20260607,9,4,6,bo_r09_004_tl102_dt211_ge3_qr0_tau84,102,211,3,0.0,0.84,332.95,246.37,360.28,180.39,540.16,,,,,,,,,,,,,,,,,
BO,20260607,9,5,6,bo_r09_005_tl34_dt45_ge45_qr95_tau90,34,45,45,0.95,0.9,1000045.05,246.37,557.10,363.16,751.05,,,,,,,,,,,,,,,,,
BO,20260607,9,6,6,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,305.92,246.37,358.62,223.00,494.24,,,,,,,,,,,,,,,,,
BO,20260607,10,1,6,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,1000045.04,246.37,437.63,306.47,568.80,,,,,,,,,,,,,,,,,
BO,20260607,10,2,6,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,457.13,246.37,360.55,221.18,499.93,,,,,,,,,,,,,,,,,
BO,20260607,10,3,6,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,361.42,246.37,369.80,263.39,476.21,,,,,,,,,,,,,,,,,
BO,20260607,10,4,6,bo_r10_004_tl66_dt53_ge41_qr27_tau85,66,53,41,0.27,0.85,1000045.30,246.37,552.85,480.48,625.21,,,,,,,,,,,,,,,,,
BO,20260607,10,5,6,bo_r10_005_tl85_dt211_ge25_qr2_tau81,85,211,25,0.02,0.81,409.54,246.37,554.93,430.04,679.82,,,,,,,,,,,,,,,,,
BO,20260607,10,6,6,bo_r10_006_tl92_dt188_ge2_qr19_tau88,92,188,2,0.19,0.88,408.25,246.37,327.29,251.00,403.57,,,,,,,,,,,,,,,,,
BO,20260607,11,1,6,bo_r11_001_tl40_dt0_ge36_qr100_tau79,40,0,36,1.0,0.79,456.93,246.37,250.74,144.91,356.57,18.94,18.89,ei,,,16.04,4.39,3.02,3.82,3.21,16.04,6.79,16.04,6.21,2.77507399,5,0.846893
BO,20260607,11,2,6,bo_r11_002_tl36_dt6_ge36_qr89_tau81,36,6,36,0.89,0.81,325.89,246.37,266.23,139.28,393.19,16.72,16.67,ei,,,13.93,3.76,2.60,3.31,2.77,13.93,5.89,13.93,5.38,2.63411761,5,0.833163
BO,20260607,11,3,6,bo_r11_003_tl61_dt6_ge35_qr100_tau77,61,6,35,1.0,0.77,327.56,246.37,253.89,169.73,338.05,13.19,13.15,ei,,,11.34,3.35,2.26,2.78,2.31,11.34,4.73,11.34,4.46,2.42812528,5,0.859746
BO,20260607,11,4,6,bo_r11_004_tl50_dt15_ge37_qr97_tau77,50,15,37,0.97,0.77,246.37,246.37,251.14,173.60,328.68,13.04,13.01,ei,,,10.90,3.11,2.12,2.65,2.20,10.90,4.55,10.90,4.25,2.38871052,5,0.835563
BO,20260607,11,5,6,bo_r11_005_tl49_dt6_ge34_qr95_tau80,49,6,34,0.95,0.8,327.56,246.37,293.89,149.74,438.05,11.23,11.20,ei,,,9.60,2.71,1.85,2.31,1.94,9.60,4.04,9.60,3.74,2.26165384,5,0.854728
BO,20260607,11,6,6,bo_r11_006_tl48_dt32_ge38_qr100_tau79,48,32,38,1.0,0.79,1000045.48,246.37,282.30,167.93,396.66,9.31,9.29,ei,,,8.00,2.25,1.54,1.93,1.61,8.00,3.38,8.00,3.12,2.07978582,5,0.859286
BO,20260607,12,1,6,bo_r12_001_tl51_dt22_ge37_qr88_tau75,51,22,37,0.88,0.75,1000045.17,246.37,253.74,155.00,352.49,16.16,16.10,ei,,,12.80,3.72,2.51,3.14,2.57,12.80,5.24,12.80,5.00,2.54933463,5,0.791829
BO,20260607,12,2,6,bo_r12_002_tl56_dt26_ge36_qr85_tau78,56,26,36,0.85,0.78,1000045.36,246.37,281.17,144.06,418.29,13.57,13.52,ei,,,11.16,3.27,2.21,2.74,2.26,11.16,4.61,11.16,4.37,2.41241238,5,0.822705
BO,20260607,12,3,6,bo_r12_003_tl47_dt21_ge37_qr95_tau76,47,21,37,0.95,0.76,287.90,246.37,248.32,176.59,320.05,13.14,13.10,ei,,,10.68,3.03,2.06,2.59,2.14,10.68,4.43,10.68,4.15,2.36811392,5,0.812330
BO,20260607,12,4,6,bo_r12_004_tl37_dt28_ge37_qr91_tau76,37,28,37,0.91,0.76,1000045.44,246.37,287.97,146.20,429.74,12.40,12.36,ei,,,9.70,2.65,1.82,2.33,1.91,9.70,4.01,9.70,3.74,2.27177369,5,0.781726
BO,20260607,12,5,6,bo_r12_005_tl65_dt23_ge37_qr99_tau77,65,23,37,0.99,0.77,1000045.00,246.37,260.21,168.31,352.12,12.19,12.16,ei,,,10.56,3.16,2.13,2.60,2.17,10.56,4.40,10.56,4.17,2.35748464,5,0.866502
BO,20260607,12,6,6,bo_r12_006_tl36_dt26_ge35_qr87_tau74,36,26,35,0.87,0.74,1000045.48,246.37,291.76,153.17,430.34,10.86,10.81,ei,,,8.06,2.21,1.51,1.95,1.57,8.06,3.28,8.06,3.10,2.08715334,5,0.742309
BO,20260607,13,1,6,bo_r13_001_tl106_dt15_ge36_qr97_tau80,106,15,36,0.97,0.8,246.37,246.37,247.62,199.12,296.12,8.76,8.75,ei,,,8.51,2.82,1.86,2.17,1.82,8.51,3.56,8.51,3.46,2.14116299,5,0.971563
BO,20260607,13,2,6,bo_r13_002_tl37_dt133_ge6_qr44_tau79,37,133,6,0.44,0.79,411.39,246.37,350.97,166.57,535.37,6.17,6.12,ei,,,3.52,0.92,0.62,0.86,0.64,3.52,1.31,3.52,1.31,1.25812021,5,0.570707
BO,20260607,13,3,6,bo_r13_003_tl35_dt93_ge3_qr53_tau81,35,93,3,0.53,0.81,309.45,246.37,353.33,167.91,538.76,5.97,5.93,ei,,,3.66,0.93,0.64,0.88,0.67,3.66,1.41,3.66,1.37,1.29664723,5,0.612370
BO,20260607,13,4,6,bo_r13_004_tl29_dt89_ge4_qr48_tau82,29,89,4,0.48,0.82,323.06,246.37,350.98,169.15,532.80,5.89,5.85,ei,,,3.56,0.88,0.61,0.85,0.65,3.56,1.38,3.56,1.32,1.26946283,5,0.604396
BO,20260607,13,5,6,bo_r13_005_tl4_dt93_ge2_qr48_tau84,4,93,2,0.48,0.84,1000045.33,246.37,359.11,167.96,550.25,5.85,5.81,ei,,,3.34,0.69,0.50,0.76,0.58,3.34,1.31,3.34,1.20,1.20707492,5,0.571303
BO,20260607,13,6,6,bo_r13_006_tl35_dt130_ge7_qr56_tau81,35,130,7,0.56,0.81,396.27,246.37,350.26,171.02,529.50,5.71,5.67,ei,,,3.55,0.91,0.62,0.85,0.66,3.55,1.38,3.55,1.33,1.26642433,5,0.621833
BO,20260607,14,1,6,bo_r14_001_tl55_dt7_ge37_qr94_tau77,55,7,37,0.94,0.77,329.45,246.37,243.14,153.82,332.47,24.32,24.25,ei,,,20.43,5.96,4.03,5.00,4.14,20.43,8.50,20.43,8.01,3.01721317,5,0.840171
BO,20260607,14,2,6,bo_r14_002_tl55_dt26_ge40_qr93_tau77,55,26,40,0.93,0.77,245.52,245.52,252.99,115.90,390.07,23.53,23.46,ei,,,19.81,5.79,3.91,4.85,4.02,19.81,8.25,19.81,7.77,2.98619966,5,0.842008
BO,20260607,14,3,6,bo_r14_003_tl54_dt30_ge38_qr99_tau78,54,30,38,0.99,0.78,1000045.54,245.52,232.58,145.58,319.58,22.84,22.79,ei,,,19.60,5.65,3.83,4.76,3.97,19.60,8.22,19.60,7.67,2.97538127,5,0.857850
BO,20260607,14,4,6,bo_r14_004_tl52_dt13_ge39_qr99_tau75,52,13,39,0.99,0.75,1000044.48,245.52,238.86,161.43,316.29,20.89,20.83,ei,,,17.32,5.02,3.40,4.23,3.50,17.32,7.20,17.32,6.78,2.85201580,5,0.829238
BO,20260607,14,5,6,bo_r14_005_tl54_dt5_ge40_qr100_tau70,54,5,40,1.0,0.7,383.64,245.52,263.16,140.31,386.00,19.74,19.66,ei,,,15.51,4.61,3.09,3.84,3.12,15.51,6.31,15.51,6.08,2.74163401,5,0.786004
BO,20260607,14,6,6,bo_r14_006_tl56_dt35_ge38_qr100_tau72,56,35,38,1.0,0.72,1000044.57,245.52,249.42,138.51,360.33,18.98,18.91,ei,,,15.12,4.47,3.00,3.74,3.05,15.12,6.18,15.12,5.93,2.71607977,5,0.796594
BO,20260607,15,1,6,bo_r15_001_tl92_dt24_ge42_qr85_tau79,92,24,42,0.85,0.79,1000045.43,245.52,256.78,149.51,364.05,16.23,16.20,ei,,,14.96,4.88,3.22,3.80,3.16,14.96,6.20,14.96,6.04,2.70552698,5,0.922089
BO,20260607,15,2,6,bo_r15_002_tl42_dt23_ge42_qr90_tau78,42,23,42,0.9,0.78,1000045.43,245.52,254.26,153.64,354.88,15.95,15.91,ei,,,13.22,3.70,2.53,3.19,2.65,13.22,5.53,13.22,5.14,2.58164399,5,0.828513
BO,20260607,15,3,6,bo_r15_003_tl54_dt28_ge42_qr99_tau80,54,28,42,0.99,0.8,246.42,245.52,255.93,155.28,356.58,15.26,15.23,ei,,,13.63,3.93,2.67,3.30,2.78,13.63,5.78,13.63,5.35,2.61262597,5,0.893430
BO,20260607,15,4,6,bo_r15_004_tl46_dt28_ge42_qr93_tau73,46,28,42,0.93,0.73,246.42,245.52,254.88,158.08,351.69,14.93,14.88,ei,,,11.75,3.38,2.28,2.87,2.35,11.75,4.82,11.75,4.57,2.46374637,5,0.786852
BO,20260607,15,5,6,bo_r15_005_tl60_dt23_ge41_qr97_tau79,60,23,41,0.97,0.79,285.96,245.52,240.54,177.70,303.38,14.85,14.82,ei,,,13.18,3.88,2.63,3.22,2.70,13.18,5.55,13.18,5.19,2.57836526,5,0.887215
BO,20260607,15,6,6,bo_r15_006_tl52_dt21_ge42_qr100_tau71,52,21,42,1.0,0.71,281.57,245.52,260.36,152.94,367.79,14.83,14.78,ei,,,11.79,3.47,2.33,2.91,2.37,11.79,4.82,11.79,4.62,2.46735870,5,0.795067
BO,20260607,16,1,6,bo_r16_001_tl42_dt34_ge40_qr94_tau77,42,34,40,0.94,0.77,1000044.60,245.52,221.65,143.03,300.27,29.91,29.82,ei,,,24.45,6.81,4.66,5.89,4.88,24.45,10.21,24.45,9.48,3.19668634,5,0.817421
BO,20260607,16,2,6,bo_r16_002_tl44_dt35_ge40_qr83_tau71,44,35,40,0.83,0.71,1000045.68,245.52,226.21,135.27,317.16,29.03,28.90,ei,,,21.15,6.11,4.11,5.23,4.17,21.15,8.46,21.15,8.20,3.05174718,5,0.728526
BO,20260607,16,3,6,bo_r16_003_tl65_dt40_ge40_qr100_tau78,65,40,40,1.0,0.78,1000044.49,245.52,247.24,113.78,380.70,25.79,25.74,ei,,,22.81,6.82,4.59,5.61,4.69,22.81,9.57,22.81,9.01,3.12738685,5,0.884719
BO,20260607,16,4,6,bo_r16_004_tl55_dt36_ge41_qr80_tau73,55,36,41,0.8,0.73,1000045.15,245.52,232.46,138.13,326.78,25.78,25.68,ei,,,19.78,5.94,3.96,4.93,3.97,19.78,7.97,19.78,7.76,2.98462600,5,0.767156
BO,20260607,16,5,6,bo_r16_005_tl38_dt30_ge40_qr100_tau74,38,30,40,1.0,0.74,1000045.43,245.52,225.04,179.70,270.37,22.00,21.92,ei,,,17.43,4.80,3.28,4.19,3.45,17.43,7.23,17.43,6.73,2.85831904,5,0.792393
BO,20260607,16,6,6,bo_r16_006_tl62_dt32_ge41_qr85_tau76,62,32,41,0.85,0.76,1000045.71,245.52,227.50,172.26,282.73,21.69,21.62,ei,,,17.93,5.42,3.63,4.46,3.66,17.93,7.36,17.93,7.08,2.88626530,5,0.826598
BO,20260607,17,1,6,bo_r17_001_tl41_dt33_ge40_qr92_tau71,41,33,40,0.92,0.71,1000044.58,245.52,220.03,151.44,288.61,29.43,29.30,ei,,,21.93,6.21,4.20,5.36,4.32,21.93,8.88,21.93,8.48,3.08771710,5,0.745014
BO,20260607,17,2,6,bo_r17_002_tl48_dt36_ge40_qr81_tau77,48,36,40,0.81,0.77,1000045.68,245.52,230.80,129.28,332.33,28.20,28.10,ei,,,22.47,6.47,4.38,5.50,4.50,22.47,9.24,22.47,8.76,3.11232670,5,0.797025
BO,20260607,17,3,6,bo_r17_003_tl55_dt37_ge41_qr100_tau79,55,37,41,1.0,0.79,1000045.44,245.52,230.34,131.10,329.58,28.03,27.97,ei,,,24.69,7.13,4.85,5.99,5.03,24.69,10.43,24.69,9.69,3.20639555,5,0.880866
BO,20260607,17,4,6,bo_r17_004_tl47_dt32_ge40_qr87_tau76,47,32,40,0.87,0.76,1000045.48,245.52,220.70,161.57,279.83,27.45,27.36,ei,,,21.95,6.29,4.26,5.36,4.39,21.95,9.05,21.95,8.55,3.08888853,5,0.799688
BO,20260607,17,5,6,bo_r17_005_tl32_dt39_ge40_qr88_tau73,32,39,40,0.88,0.73,1000045.68,245.52,242.05,116.46,367.64,26.78,26.65,ei,,,19.78,5.38,3.67,4.77,3.85,19.78,8.06,19.78,7.58,2.98451401,5,0.738597
BO,20260607,17,6,6,bo_r17_006_tl56_dt39_ge41_qr95_tau75,56,39,41,0.95,0.75,1000044.88,245.52,239.11,121.70,356.52,26.66,26.58,ei,,,22.02,6.49,4.37,5.42,4.46,22.02,9.10,22.02,8.64,3.09209900,5,0.826183
BO,20260607,18,1,6,bo_r18_001_tl48_dt36_ge40_qr100_tau72,48,36,40,1.0,0.72,1000044.64,245.52,227.85,128.39,327.32,29.61,29.50,ei,,,23.32,6.71,4.54,5.71,4.66,23.32,9.56,23.32,9.08,3.14944071,5,0.787625
BO,20260607,18,2,6,bo_r18_002_tl29_dt38_ge40_qr89_tau78,29,38,40,0.89,0.78,1000045.68,245.52,236.81,119.45,354.17,27.90,27.80,ei,,,22.06,5.84,4.04,5.23,4.32,22.06,9.22,22.06,8.45,3.09356423,5,0.790596
BO,20260607,18,3,6,bo_r18_003_tl51_dt38_ge41_qr96_tau76,51,38,41,0.96,0.76,1000044.88,245.52,234.03,125.77,342.29,27.63,27.55,ei,,,22.95,6.62,4.48,5.59,4.63,22.95,9.54,22.95,8.97,3.13311028,5,0.830387
BO,20260607,18,4,6,bo_r18_004_tl55_dt33_ge40_qr79_tau77,55,33,40,0.79,0.77,1000045.32,245.52,225.05,149.06,301.04,27.05,26.96,ei,,,21.82,6.45,4.34,5.39,4.41,21.82,8.95,21.82,8.56,3.08264835,5,0.806377
BO,20260607,18,5,6,bo_r18_005_tl38_dt32_ge41_qr99_tau74,38,32,41,0.99,0.74,1000045.07,245.52,223.57,170.36,276.79,24.31,24.23,ei,,,19.27,5.32,3.64,4.64,3.82,19.27,7.99,19.27,7.45,2.95872184,5,0.792663
BO,20260607,18,6,6,bo_r18_006_tl61_dt41_ge40_qr88_tau78,61,41,40,0.88,0.78,1000045.18,245.52,253.96,113.25,394.67,24.13,24.07,ei,,,20.46,6.10,4.10,5.04,4.18,20.46,8.49,20.46,8.06,3.01866720,5,0.848039
BO,20260607,19,1,6,bo_r19_001_tl38_dt35_ge40_qr95_tau79,38,35,40,0.95,0.79,1000044.60,245.52,224.14,135.13,313.15,30.05,29.96,ei,,,25.06,6.84,4.70,5.97,4.99,25.06,10.56,25.06,9.69,3.22116298,5,0.833942
BO,20260607,19,2,6,bo_r19_002_tl49_dt35_ge40_qr96_tau78,49,35,40,0.96,0.78,1000044.60,245.52,224.26,135.72,312.79,29.88,29.80,ei,,,25.29,7.20,4.90,6.12,5.10,25.29,10.60,25.29,9.87,3.23029884,5,0.846213
BO,20260607,19,3,6,bo_r19_003_tl55_dt36_ge40_qr86_tau70,55,36,40,0.86,0.7,1000045.68,245.52,228.58,129.23,327.94,29.13,29.00,ei,,,21.71,6.54,4.36,5.44,4.34,21.71,8.66,21.71,8.51,3.07788776,5,0.745306
BO,20260607,19,4,6,bo_r19_004_tl96_dt36_ge40_qr100_tau80,96,36,40,1.0,0.8,1000044.64,245.52,233.15,128.88,337.41,27.35,27.33,ei,,,26.43,8.54,5.67,6.66,5.61,26.43,11.11,26.43,10.67,3.27468191,5,0.966696
BO,20260607,19,5,6,bo_r19_005_tl100_dt34_ge40_qr88_tau80,100,34,40,0.88,0.8,1000045.68,245.52,228.99,139.57,318.40,26.96,26.94,ei,,,25.51,8.42,5.55,6.50,5.43,25.51,10.61,25.51,10.34,3.23897545,5,0.946066
BO,20260607,19,6,6,bo_r19_006_tl45_dt43_ge41_qr92_tau74,45,43,41,0.92,0.74,1000044.91,245.52,263.48,114.92,412.05,21.67,21.59,ei,,,17.03,4.85,3.29,4.15,3.39,17.03,6.99,17.03,6.62,2.83492992,5,0.785952
BO,20260607,20,1,6,bo_r20_001_tl50_dt37_ge40_qr83_tau79,50,37,40,0.83,0.79,1000045.68,245.52,233.97,124.38,343.56,27.93,27.85,ei,,,23.11,6.65,4.51,5.63,4.66,23.11,9.61,23.11,9.03,3.14016199,5,0.827329
BO,20260607,20,2,6,bo_r20_002_tl63_dt38_ge40_qr91_tau74,63,38,40,0.91,0.74,1000044.59,245.52,236.53,119.78,353.28,27.93,27.84,ei,,,22.79,6.92,4.62,5.68,4.64,22.79,9.32,22.79,8.99,3.12619942,5,0.815904
BO,20260607,20,3,6,bo_r20_003_tl54_dt34_ge40_qr79_tau72,54,34,40,0.79,0.72,1000045.68,245.52,226.26,141.46,311.06,27.85,27.73,ei,,,20.87,6.26,4.17,5.22,4.17,20.87,8.34,20.87,8.17,3.03809395,5,0.749189
BO,20260607,20,4,6,bo_r20_004_tl56_dt32_ge40_qr89_tau77,56,32,40,0.89,0.77,1000045.48,245.52,220.82,162.28,279.36,27.27,27.19,ei,,,22.70,6.68,4.50,5.58,4.60,22.70,9.41,22.70,8.91,3.12247550,5,0.832564
BO,20260607,20,5,6,bo_r20_005_tl52_dt32_ge40_qr100_tau72,52,32,40,1.0,0.72,1000044.62,245.52,221.77,160.56,282.98,26.94,26.84,ei,,,21.45,6.27,4.22,5.28,4.31,21.45,8.79,21.45,8.39,3.06587677,5,0.796375
