input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,4,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,0.00,499.75,0.91,0.09,10:1,45.43,219.08016,,,499.753065,134.734513,1,20
BO,20260607,4,bo_r04_003_tl68_dt207_ge1_qr84_tau82,68,207,1,0.84,0.82,309.92,445.69,0.91,0.09,10:1,322.26,219.08016,529.0,309.91984,445.690185,152.136194,1,95
BO,20260607,4,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,283.92,455.78,0.91,0.09,10:1,299.54,219.08016,503.0,283.91984,455.780726,145.880081,1,52
BO,20260607,4,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,440.92,428.86,0.91,0.09,10:1,439.82,219.08016,660.0,440.91984,428.863561,160.67053,1,59
BO,20260607,4,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,223.92,470.90,0.91,0.09,10:1,246.37,219.08016,443.0,223.91984,470.903995,140.331808,0,17
BO,20260607,5,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,0.00,495.92,0.91,0.09,10:1,45.08,219.08016,,,495.923211,133.33711,1,25
BO,20260607,5,bo_r05_002_tl59_dt170_ge9_qr25_tau77,59,170,9,0.25,0.77,336.92,440.72,0.91,0.09,10:1,346.36,219.08016,556.0,336.91984,440.718394,157.309481,1,75
BO,20260607,5,bo_r05_003_tl86_dt37_ge15_qr94_tau90,86,37,15,0.94,0.9,0.00,494.84,0.91,0.09,10:1,44.99,219.08016,,,494.84256,126.59366,0,30
BO,20260607,5,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,0.00,498.11,0.91,0.09,10:1,45.28,219.08016,,,498.113907,133.848397,1,17
BO,20260607,5,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,437.92,316.65,0.91,0.09,10:1,426.90,219.08016,657.0,437.91984,316.650962,163.460825,0,44
BO,20260607,5,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,672.92,286.11,0.91,0.09,10:1,637.76,219.08016,892.0,672.91984,286.113358,185.643617,1,76
BO,20260607,6,bo_r06_001_tl37_dt28_ge3_qr1_tau72,37,28,3,0.01,0.72,0.00,500.32,0.91,0.09,10:1,45.48,219.08016,,,500.317303,133.620178,1,40
BO,20260607,6,bo_r06_002_tl102_dt145_ge40_qr25_tau77,102,145,40,0.25,0.77,475.92,424.50,0.91,0.09,10:1,471.25,219.08016,695.0,475.91984,424.498193,160.452188,1,42
BO,20260607,6,bo_r06_003_tl11_dt134_ge17_qr24_tau80,11,134,17,0.24,0.8,0.00,496.74,0.91,0.09,10:1,45.16,219.08016,,,496.743242,135.207386,1,42
BO,20260607,6,bo_r06_004_tl22_dt213_ge0_qr82_tau77,22,213,0,0.82,0.77,313.92,437.10,0.91,0.09,10:1,325.12,219.08016,533.0,313.91984,437.095707,165.156794,1,105
BO,20260607,6,bo_r06_005_tl67_dt81_ge39_qr81_tau85,67,81,39,0.81,0.85,337.92,440.29,0.91,0.09,10:1,347.23,219.08016,557.0,337.91984,440.289788,145.612022,1,37
BO,20260607,6,bo_r06_006_tl17_dt9_ge0_qr89_tau86,17,9,0,0.89,0.86,327.92,444.20,0.91,0.09,10:1,338.49,219.08016,547.0,327.91984,444.19748,156.689338,1,33
BO,20260607,7,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,679.92,295.37,0.91,0.09,10:1,644.96,219.08016,899.0,679.91984,295.371788,189.155296,1,49
BO,20260607,7,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,710.92,299.31,0.91,0.09,10:1,673.50,219.08016,930.0,710.91984,299.311833,193.073807,1,49
BO,20260607,7,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,458.92,430.72,0.91,0.09,10:1,456.36,219.08016,678.0,458.91984,430.723891,167.092105,1,80
BO,20260607,7,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,0.00,498.65,0.91,0.09,10:1,45.33,219.08016,,,498.647922,134.681287,1,13
BO,20260607,7,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,660.92,293.70,0.91,0.09,10:1,627.54,219.08016,880.0,660.91984,293.702061,184.146606,1,64
BO,20260607,7,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,444.92,430.53,0.91,0.09,10:1,443.61,219.08016,664.0,444.91984,430.528613,162.019934,1,70
BO,20260607,8,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,0.00,481.99,0.91,0.09,10:1,43.82,219.08016,,,481.991861,145.708029,1,32
BO,20260607,8,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,301.92,455.01,0.91,0.09,10:1,315.84,219.08016,521.0,301.91984,455.014088,150.849206,1,82
BO,20260607,8,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,0.00,458.95,0.91,0.09,10:1,41.72,219.08016,,,458.94986,142.421268,1,32
BO,20260607,8,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,399.92,429.99,0.91,0.09,10:1,402.65,219.08016,619.0,399.91984,429.99472,159.26412,1,42
BO,20260607,8,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,0.00,470.64,0.91,0.09,10:1,42.79,219.08016,,,470.637309,141.80543,1,29
BO,20260607,8,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,0.00,470.32,0.91,0.09,10:1,42.76,219.08016,,,470.317079,149.201754,1,41
BO,20260607,9,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,0.00,496.87,0.91,0.09,10:1,45.17,219.08016,,,496.86829,134.395415,1,16
BO,20260607,9,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,513.92,303.99,0.91,0.09,10:1,494.83,219.08016,733.0,513.91984,303.985084,178.329535,1,84
BO,20260607,9,bo_r09_003_tl42_dt159_ge27_qr57_tau83,42,159,27,0.57,0.83,484.92,317.29,0.91,0.09,10:1,469.68,219.08016,704.0,484.91984,317.289219,177.582341,1,54
BO,20260607,9,bo_r09_004_tl102_dt211_ge3_qr0_tau84,102,211,3,0.0,0.84,322.92,433.20,0.91,0.09,10:1,332.95,219.08016,542.0,322.91984,433.204133,162.56229,1,98
BO,20260607,9,bo_r09_005_tl34_dt45_ge45_qr95_tau90,34,45,45,0.95,0.9,0.00,495.52,0.91,0.09,10:1,45.05,219.08016,,,495.517498,124.401163,0,19
BO,20260607,9,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,291.92,445.97,0.91,0.09,10:1,305.92,219.08016,511.0,291.91984,445.968692,156.696858,1,76
BO,20260607,10,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,0.00,495.45,0.91,0.09,10:1,45.04,219.08016,,,495.446232,129.946023,0,18
BO,20260607,10,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,459.92,429.21,0.91,0.09,10:1,457.13,219.08016,679.0,459.91984,429.20769,163.782895,1,70
BO,20260607,10,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,352.92,446.38,0.91,0.09,10:1,361.42,219.08016,572.0,352.91984,446.378356,152.119403,1,38
BO,20260607,10,bo_r10_004_tl66_dt53_ge41_qr27_tau85,66,53,41,0.27,0.85,0.00,498.33,0.91,0.09,10:1,45.30,219.08016,,,498.325053,131.706745,1,21
BO,20260607,10,bo_r10_005_tl85_dt211_ge25_qr2_tau81,85,211,25,0.02,0.81,406.92,435.74,0.91,0.09,10:1,409.54,219.08016,626.0,406.91984,435.73619,157.944637,1,49
BO,20260607,10,bo_r10_006_tl92_dt188_ge2_qr19_tau88,92,188,2,0.19,0.88,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
BO,20260607,11,bo_r11_001_tl40_dt0_ge36_qr100_tau79,40,0,36,1.0,0.79,459.92,427.07,0.91,0.09,10:1,456.93,219.08016,679.0,459.91984,427.073733,148.974916,0,44
BO,20260607,11,bo_r11_002_tl36_dt6_ge36_qr89_tau81,36,6,36,0.89,0.81,313.92,445.64,0.91,0.09,10:1,325.89,219.08016,533.0,313.91984,445.637099,150.566604,1,14
BO,20260607,11,bo_r11_003_tl61_dt6_ge35_qr100_tau77,61,6,35,1.0,0.77,315.92,443.96,0.91,0.09,10:1,327.56,219.08016,535.0,315.91984,443.962878,148.44052,0,15
BO,20260607,11,bo_r11_004_tl50_dt15_ge37_qr97_tau77,50,15,37,0.97,0.77,223.92,470.90,0.91,0.09,10:1,246.37,219.08016,443.0,223.91984,470.903995,140.331808,0,17
BO,20260607,11,bo_r11_005_tl49_dt6_ge34_qr95_tau80,49,6,34,0.95,0.8,315.92,443.96,0.91,0.09,10:1,327.56,219.08016,535.0,315.91984,443.962878,148.44052,0,15
BO,20260607,11,bo_r11_006_tl48_dt32_ge38_qr100_tau79,48,32,38,1.0,0.79,0.00,500.29,0.91,0.09,10:1,45.48,219.08016,,,500.291558,117.984756,0,18
BO,20260607,12,bo_r12_001_tl51_dt22_ge37_qr88_tau75,51,22,37,0.88,0.75,0.00,496.85,0.91,0.09,10:1,45.17,219.08016,,,496.845218,134.2,1,16
BO,20260607,12,bo_r12_002_tl56_dt26_ge36_qr85_tau78,56,26,36,0.85,0.78,0.00,498.94,0.91,0.09,10:1,45.36,219.08016,,,498.937877,134.249267,1,16
BO,20260607,12,bo_r12_003_tl47_dt21_ge37_qr95_tau76,47,21,37,0.95,0.76,270.92,457.66,0.91,0.09,10:1,287.90,219.08016,490.0,270.91984,457.657106,150.220859,0,21
BO,20260607,12,bo_r12_004_tl37_dt28_ge37_qr91_tau76,37,28,37,0.91,0.76,0.00,499.79,0.91,0.09,10:1,45.44,219.08016,,,499.789948,119.90303,0,17
BO,20260607,12,bo_r12_005_tl65_dt23_ge37_qr99_tau77,65,23,37,0.99,0.77,0.00,495.01,0.91,0.09,10:1,45.00,219.08016,,,495.009786,128.131054,0,17
BO,20260607,12,bo_r12_006_tl36_dt26_ge35_qr87_tau74,36,26,35,0.87,0.74,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235606,135.254438,1,17
BO,20260607,13,bo_r13_001_tl106_dt15_ge36_qr97_tau80,106,15,36,0.97,0.8,223.92,470.90,0.91,0.09,10:1,246.37,219.08016,443.0,223.91984,470.903995,140.331808,0,17
BO,20260607,13,bo_r13_002_tl37_dt133_ge6_qr44_tau79,37,133,6,0.44,0.79,418.92,336.08,0.91,0.09,10:1,411.39,219.08016,638.0,418.91984,336.079692,172.451128,1,95
BO,20260607,13,bo_r13_003_tl35_dt93_ge3_qr53_tau81,35,93,3,0.53,0.81,294.92,454.76,0.91,0.09,10:1,309.45,219.08016,514.0,294.91984,454.762053,154.664032,1,83
BO,20260607,13,bo_r13_004_tl29_dt89_ge4_qr48_tau82,29,89,4,0.48,0.82,309.92,454.42,0.91,0.09,10:1,323.06,219.08016,529.0,309.91984,454.420632,155.189453,1,86
BO,20260607,13,bo_r13_005_tl4_dt93_ge2_qr48_tau84,4,93,2,0.48,0.84,0.00,498.67,0.91,0.09,10:1,45.33,219.08016,,,498.669579,131.441176,1,64
BO,20260607,13,bo_r13_006_tl35_dt130_ge7_qr56_tau81,35,130,7,0.56,0.81,392.92,429.76,0.91,0.09,10:1,396.27,219.08016,612.0,392.91984,429.760741,164.253707,1,87
BO,20260607,14,bo_r14_001_tl55_dt7_ge37_qr94_tau77,55,7,37,0.94,0.77,317.92,444.77,0.91,0.09,10:1,329.45,219.08016,537.0,317.91984,444.772712,149.588454,0,15
BO,20260607,14,bo_r14_002_tl55_dt26_ge40_qr93_tau77,55,26,40,0.93,0.77,223.92,461.52,0.91,0.09,10:1,245.52,219.08016,443.0,223.91984,461.523848,148.703158,0,22
BO,20260607,14,bo_r14_003_tl54_dt30_ge38_qr99_tau78,54,30,38,0.99,0.78,0.00,500.92,0.91,0.09,10:1,45.54,219.08016,,,500.922274,121.698171,0,18
BO,20260607,14,bo_r14_004_tl52_dt13_ge39_qr99_tau75,52,13,39,0.99,0.75,0.00,489.29,0.91,0.09,10:1,44.48,219.08016,,,489.293486,134.072386,0,10
BO,20260607,14,bo_r14_005_tl54_dt5_ge40_qr100_tau70,54,5,40,1.0,0.7,377.92,440.89,0.91,0.09,10:1,383.64,219.08016,597.0,377.91984,440.888189,155.056058,0,15
BO,20260607,14,bo_r14_006_tl56_dt35_ge38_qr100_tau72,56,35,38,1.0,0.72,0.00,490.26,0.91,0.09,10:1,44.57,219.08016,,,490.262279,137.652406,0,22
BO,20260607,15,bo_r15_001_tl92_dt24_ge42_qr85_tau79,92,24,42,0.85,0.79,0.00,499.75,0.91,0.09,10:1,45.43,219.08016,,,499.753065,134.734513,1,15
BO,20260607,15,bo_r15_002_tl42_dt23_ge42_qr90_tau78,42,23,42,0.9,0.78,0.00,499.75,0.91,0.09,10:1,45.43,219.08016,,,499.753065,134.734513,1,14
BO,20260607,15,bo_r15_003_tl54_dt28_ge42_qr99_tau80,54,28,42,0.99,0.8,224.92,461.38,0.91,0.09,10:1,246.42,219.08016,444.0,224.91984,461.379393,146.578059,0,22
BO,20260607,15,bo_r15_004_tl46_dt28_ge42_qr93_tau73,46,28,42,0.93,0.73,224.92,461.38,0.91,0.09,10:1,246.42,219.08016,444.0,224.91984,461.379393,146.578059,0,22
BO,20260607,15,bo_r15_005_tl60_dt23_ge41_qr97_tau79,60,23,41,0.97,0.79,268.92,456.40,0.91,0.09,10:1,285.96,219.08016,488.0,268.91984,456.403109,150.434343,0,21
BO,20260607,15,bo_r15_006_tl52_dt21_ge42_qr100_tau71,52,21,42,1.0,0.71,263.92,458.12,0.91,0.09,10:1,281.57,219.08016,483.0,263.91984,458.124194,151.522449,0,22
BO,20260607,16,bo_r16_001_tl42_dt34_ge40_qr94_tau77,42,34,40,0.94,0.77,0.00,490.64,0.91,0.09,10:1,44.60,219.08016,,,490.639561,135.22973,0,20
BO,20260607,16,bo_r16_002_tl44_dt35_ge40_qr83_tau71,44,35,40,0.83,0.71,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,16,bo_r16_003_tl65_dt40_ge40_qr100_tau78,65,40,40,1.0,0.78,0.00,489.35,0.91,0.09,10:1,44.49,219.08016,,,489.345857,133.069892,0,24
BO,20260607,16,bo_r16_004_tl55_dt36_ge41_qr80_tau73,55,36,41,0.8,0.73,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,16,bo_r16_005_tl38_dt30_ge40_qr100_tau74,38,30,40,1.0,0.74,0.00,499.73,0.91,0.09,10:1,45.43,219.08016,,,499.731075,133.035503,0,17
BO,20260607,16,bo_r16_006_tl62_dt32_ge41_qr85_tau76,62,32,41,0.85,0.76,0.00,502.81,0.91,0.09,10:1,45.71,219.08016,,,502.814089,124.329231,1,16
BO,20260607,17,bo_r17_001_tl41_dt33_ge40_qr92_tau71,41,33,40,0.92,0.71,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,17,bo_r17_002_tl48_dt36_ge40_qr81_tau77,48,36,40,0.81,0.77,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,17,bo_r17_003_tl55_dt37_ge41_qr100_tau79,55,37,41,1.0,0.79,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,17,bo_r17_004_tl47_dt32_ge40_qr87_tau76,47,32,40,0.87,0.76,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,17,bo_r17_005_tl32_dt39_ge40_qr88_tau73,32,39,40,0.88,0.73,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,17,bo_r17_006_tl56_dt39_ge41_qr95_tau75,56,39,41,0.95,0.75,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,18,bo_r18_001_tl48_dt36_ge40_qr100_tau72,48,36,40,1.0,0.72,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,18,bo_r18_002_tl29_dt38_ge40_qr89_tau78,29,38,40,0.89,0.78,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,18,bo_r18_003_tl51_dt38_ge41_qr96_tau76,51,38,41,0.96,0.76,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,18,bo_r18_004_tl55_dt33_ge40_qr79_tau77,55,33,40,0.79,0.77,0.00,498.54,0.91,0.09,10:1,45.32,219.08016,,,498.53965,134.035088,1,16
BO,20260607,18,bo_r18_005_tl38_dt32_ge41_qr99_tau74,38,32,41,0.99,0.74,0.00,495.78,0.91,0.09,10:1,45.07,219.08016,,,495.777318,129.814815,0,18
BO,20260607,18,bo_r18_006_tl61_dt41_ge40_qr88_tau78,61,41,40,0.88,0.78,0.00,496.97,0.91,0.09,10:1,45.18,219.08016,,,496.974629,132.014493,1,21
BO,20260607,19,bo_r19_001_tl38_dt35_ge40_qr95_tau79,38,35,40,0.95,0.79,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,19,bo_r19_002_tl49_dt35_ge40_qr96_tau78,49,35,40,0.96,0.78,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,19,bo_r19_003_tl55_dt36_ge40_qr86_tau70,55,36,40,0.86,0.7,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,19,bo_r19_004_tl96_dt36_ge40_qr100_tau80,96,36,40,1.0,0.8,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,19,bo_r19_005_tl100_dt34_ge40_qr88_tau80,100,34,40,0.88,0.8,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,19,bo_r19_006_tl45_dt43_ge41_qr92_tau74,45,43,41,0.92,0.74,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,20,bo_r20_001_tl50_dt37_ge40_qr83_tau79,50,37,40,0.83,0.79,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,20,bo_r20_002_tl63_dt38_ge40_qr91_tau74,63,38,40,0.91,0.74,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,20,bo_r20_003_tl54_dt34_ge40_qr79_tau72,54,34,40,0.79,0.72,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,20,bo_r20_004_tl56_dt32_ge40_qr89_tau77,56,32,40,0.89,0.77,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,20,bo_r20_005_tl52_dt32_ge40_qr100_tau72,52,32,40,1.0,0.72,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,20,bo_r20_006_tl32_dt33_ge40_qr76_tau72,32,33,40,0.76,0.72,0.00,498.54,0.91,0.09,10:1,45.32,219.08016,,,498.53965,134.035088,1,16
BO,20260607,21,bo_r21_001_tl51_dt34_ge40_qr97_tau73,51,34,40,0.97,0.73,0.00,490.64,0.91,0.09,10:1,44.60,219.08016,,,490.639561,135.22973,0,20
BO,20260607,21,bo_r21_002_tl23_dt33_ge40_qr92_tau76,23,33,40,0.92,0.76,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,21,bo_r21_003_tl62_dt34_ge40_qr98_tau81,62,34,40,0.98,0.81,0.00,490.64,0.91,0.09,10:1,44.60,219.08016,,,490.639561,135.22973,0,20
BO,20260607,21,bo_r21_004_tl55_dt37_ge39_qr93_tau73,55,37,39,0.93,0.73,0.00,491.20,0.91,0.09,10:1,44.65,219.08016,,,491.195004,137.104839,0,23
BO,20260607,21,bo_r21_005_tl55_dt39_ge39_qr100_tau74,55,39,39,1.0,0.74,0.00,491.12,0.91,0.09,10:1,44.65,219.08016,,,491.1189,136.800539,0,22
BO,20260607,21,bo_r21_006_tl31_dt35_ge39_qr86_tau73,31,35,39,0.86,0.73,0.00,501.53,0.91,0.09,10:1,45.59,219.08016,,,501.534199,135.850746,1,17
BO,20260607,22,bo_r22_001_tl48_dt35_ge40_qr98_tau81,48,35,40,0.98,0.81,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,22,bo_r22_002_tl59_dt39_ge40_qr93_tau73,59,39,40,0.93,0.73,0.00,489.63,0.91,0.09,10:1,44.51,219.08016,,,489.627335,133.983871,0,21
BO,20260607,22,bo_r22_003_tl48_dt41_ge41_qr90_tau77,48,41,41,0.9,0.77,0.00,501.54,0.91,0.09,10:1,45.59,219.08016,,,501.535115,123.234756,1,19
BO,20260607,22,bo_r22_004_tl59_dt32_ge41_qr100_tau79,59,32,41,1.0,0.79,0.00,495.78,0.91,0.09,10:1,45.07,219.08016,,,495.777318,129.814815,0,18
BO,20260607,22,bo_r22_005_tl43_dt36_ge42_qr92_tau72,43,36,42,0.92,0.72,0.00,499.77,0.91,0.09,10:1,45.43,219.08016,,,499.768193,126.36036,0,18
BO,20260607,22,bo_r22_006_tl55_dt37_ge39_qr84_tau72,55,37,39,0.84,0.72,0.00,502.80,0.91,0.09,10:1,45.71,219.08016,,,502.80293,124.009231,1,17
BO,20260607,23,bo_r23_001_tl34_dt34_ge41_qr89_tau80,34,34,41,0.89,0.8,0.00,500.36,0.91,0.09,10:1,45.49,219.08016,,,500.355306,135.529586,1,16
BO,20260607,23,bo_r23_002_tl50_dt40_ge40_qr96_tau73,50,40,40,0.96,0.73,0.00,489.35,0.91,0.09,10:1,44.49,219.08016,,,489.345857,133.069892,0,24
BO,20260607,23,bo_r23_003_tl37_dt41_ge41_qr99_tau73,37,41,41,0.99,0.73,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,23,bo_r23_004_tl44_dt39_ge41_qr81_tau75,44,39,41,0.81,0.75,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,23,bo_r23_005_tl66_dt42_ge40_qr87_tau74,66,42,40,0.87,0.74,0.00,498.04,0.91,0.09,10:1,45.28,219.08016,,,498.036841,131.836257,1,21
BO,20260607,23,bo_r23_006_tl51_dt30_ge40_qr88_tau73,51,30,40,0.88,0.73,0.00,503.69,0.91,0.09,10:1,45.79,219.08016,,,503.686991,124.662539,1,16
BO,20260607,24,bo_r24_001_tl40_dt37_ge41_qr96_tau79,40,37,41,0.96,0.79,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,24,bo_r24_002_tl58_dt34_ge41_qr93_tau80,58,34,41,0.93,0.8,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,24,bo_r24_003_tl112_dt35_ge40_qr80_tau81,112,35,40,0.8,0.81,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,24,bo_r24_004_tl66_dt39_ge41_qr87_tau77,66,39,41,0.87,0.77,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,24,bo_r24_005_tl56_dt42_ge41_qr100_tau76,56,42,41,1.0,0.76,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,24,bo_r24_006_tl39_dt30_ge40_qr97_tau75,39,30,40,0.97,0.75,0.00,499.73,0.91,0.09,10:1,45.43,219.08016,,,499.731075,133.035503,0,17
BO,20260607,25,bo_r25_001_tl40_dt34_ge40_qr85_tau73,40,34,40,0.85,0.73,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,25,bo_r25_002_tl33_dt34_ge41_qr95_tau72,33,34,41,0.95,0.72,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,25,bo_r25_003_tl101_dt36_ge41_qr94_tau86,101,36,41,0.94,0.86,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,25,bo_r25_004_tl57_dt40_ge41_qr95_tau78,57,40,41,0.95,0.78,0.00,493.86,0.91,0.09,10:1,44.90,219.08016,,,493.862869,126.937322,0,19
BO,20260607,25,bo_r25_005_tl47_dt31_ge40_qr100_tau77,47,31,40,1.0,0.77,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,25,bo_r25_006_tl54_dt41_ge41_qr91_tau75,54,41,41,0.91,0.75,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,26,bo_r26_001_tl59_dt37_ge40_qr95_tau74,59,37,40,0.95,0.74,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,26,bo_r26_002_tl48_dt36_ge41_qr100_tau78,48,36,41,1.0,0.78,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,26,bo_r26_003_tl49_dt38_ge40_qr94_tau80,49,38,40,0.94,0.8,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,26,bo_r26_004_tl71_dt37_ge42_qr96_tau76,71,37,42,0.96,0.76,0.00,499.77,0.91,0.09,10:1,45.43,219.08016,,,499.768193,126.36036,0,18
BO,20260607,26,bo_r26_005_tl58_dt40_ge42_qr96_tau79,58,40,42,0.96,0.79,0.00,493.87,0.91,0.09,10:1,44.90,219.08016,,,493.87402,127.148571,0,21
BO,20260607,26,bo_r26_006_tl49_dt35_ge39_qr87_tau74,49,35,39,0.87,0.74,0.00,501.53,0.91,0.09,10:1,45.59,219.08016,,,501.534199,135.850746,1,17
BO,20260607,27,bo_r27_001_tl53_dt34_ge40_qr87_tau70,53,34,40,0.87,0.7,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,27,bo_r27_002_tl53_dt36_ge41_qr100_tau77,53,36,41,1.0,0.77,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,27,bo_r27_003_tl61_dt32_ge40_qr91_tau71,61,32,40,0.91,0.71,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
