input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,11,cma_r11_001_tl60_dt139_ge20_qr96_tau73,60,139,20,0.96,0.73,551.92,297.08,0.91,0.09,10:1,528.75,219.08016,771.0,551.91984,297.084157,176.06729,0,72
CMA-ES,20260607,11,cma_r11_002_tl90_dt194_ge21_qr82_tau71,90,194,21,0.82,0.71,672.92,286.11,0.91,0.09,10:1,637.76,219.08016,892.0,672.91984,286.113358,185.643617,1,76
CMA-ES,20260607,11,cma_r11_003_tl112_dt216_ge14_qr100_tau75,112,216,14,1.0,0.75,310.92,437.37,0.91,0.09,10:1,322.42,219.08016,530.0,310.91984,437.37067,160.521968,0,60
CMA-ES,20260607,11,cma_r11_004_tl31_dt168_ge0_qr87_tau72,31,168,0,0.87,0.72,0.00,503.03,0.91,0.09,10:1,45.73,219.08016,,,503.030406,130.929664,1,77
CMA-ES,20260607,11,cma_r11_005_tl69_dt182_ge10_qr80_tau76,69,182,10,0.8,0.76,328.92,446.38,0.91,0.09,10:1,339.60,219.08016,548.0,328.91984,446.37844,164.261905,1,67
CMA-ES,20260607,11,cma_r11_006_tl93_dt197_ge1_qr84_tau75,93,197,1,0.84,0.75,308.92,453.31,0.91,0.09,10:1,322.05,219.08016,528.0,308.91984,453.306115,154.643969,1,102
CMA-ES,20260607,12,cma_r12_001_tl90_dt215_ge0_qr98_tau79,90,215,0,0.98,0.79,317.92,437.30,0.91,0.09,10:1,328.77,219.08016,537.0,317.91984,437.302846,148.324324,0,108
CMA-ES,20260607,12,cma_r12_002_tl86_dt219_ge18_qr92_tau71,86,219,18,0.92,0.71,0.00,488.87,0.91,0.09,10:1,44.44,219.08016,,,488.867299,132.968085,0,43
CMA-ES,20260607,12,cma_r12_003_tl107_dt187_ge6_qr95_tau79,107,187,6,0.95,0.79,395.92,435.55,0.91,0.09,10:1,399.52,219.08016,615.0,395.91984,435.553242,164.560272,0,91
CMA-ES,20260607,12,cma_r12_004_tl103_dt223_ge2_qr84_tau77,103,223,2,0.84,0.77,331.92,437.99,0.91,0.09,10:1,341.56,219.08016,551.0,331.91984,437.988467,163.55095,1,95
CMA-ES,20260607,12,cma_r12_005_tl61_dt176_ge3_qr73_tau80,61,176,3,0.73,0.8,382.92,433.14,0.91,0.09,10:1,387.49,219.08016,602.0,382.91984,433.139757,162.564846,1,100
CMA-ES,20260607,12,cma_r12_006_tl75_dt194_ge16_qr91_tau74,75,194,16,0.91,0.74,611.92,292.70,0.91,0.09,10:1,582.90,219.08016,831.0,611.91984,292.696101,179.704277,0,84
CMA-ES,20260607,13,cma_r13_001_tl90_dt224_ge0_qr95_tau76,90,224,0,0.95,0.76,317.92,437.30,0.91,0.09,10:1,328.77,219.08016,537.0,317.91984,437.302846,148.324324,0,108
CMA-ES,20260607,13,cma_r13_002_tl54_dt168_ge1_qr84_tau72,54,168,1,0.84,0.72,365.92,438.86,0.91,0.09,10:1,372.55,219.08016,585.0,365.91984,438.857998,160.39539,1,112
CMA-ES,20260607,13,cma_r13_003_tl108_dt186_ge1_qr79_tau75,108,186,1,0.79,0.75,430.92,428.97,0.91,0.09,10:1,430.74,219.08016,650.0,430.91984,428.969698,168.08867,1,121
CMA-ES,20260607,13,cma_r13_004_tl88_dt206_ge2_qr93_tau72,88,206,2,0.93,0.72,321.92,446.97,0.91,0.09,10:1,333.29,219.08016,541.0,321.91984,446.971766,147.557034,0,94
CMA-ES,20260607,13,cma_r13_005_tl70_dt200_ge15_qr100_tau79,70,200,15,1.0,0.79,295.92,454.10,0.91,0.09,10:1,310.30,219.08016,515.0,295.91984,454.104372,154.212598,0,55
CMA-ES,20260607,13,cma_r13_006_tl85_dt155_ge1_qr75_tau79,85,155,1,0.75,0.79,349.92,444.88,0.91,0.09,10:1,358.55,219.08016,569.0,349.91984,444.876478,148.429104,1,105
CMA-ES,20260607,14,cma_r14_001_tl84_dt214_ge1_qr57_tau82,84,214,1,0.57,0.82,349.92,444.88,0.91,0.09,10:1,358.55,219.08016,569.0,349.91984,444.876478,148.429104,1,105
CMA-ES,20260607,14,cma_r14_002_tl51_dt185_ge3_qr59_tau86,51,185,3,0.59,0.86,406.92,436.62,0.91,0.09,10:1,409.62,219.08016,626.0,406.91984,436.619078,163.965577,1,107
CMA-ES,20260607,14,cma_r14_003_tl79_dt205_ge10_qr90_tau82,79,205,10,0.9,0.82,328.92,446.38,0.91,0.09,10:1,339.60,219.08016,548.0,328.91984,446.37844,164.261905,1,67
CMA-ES,20260607,14,cma_r14_004_tl21_dt166_ge5_qr88_tau74,21,166,5,0.88,0.74,506.92,310.83,0.91,0.09,10:1,489.09,219.08016,726.0,506.91984,310.833035,180.082126,1,111
CMA-ES,20260607,14,cma_r14_005_tl109_dt220_ge6_qr80_tau77,109,220,6,0.8,0.77,380.92,440.15,0.91,0.09,10:1,386.30,219.08016,600.0,380.91984,440.15429,156.153169,1,88
CMA-ES,20260607,14,cma_r14_006_tl80_dt189_ge8_qr91_tau72,80,189,8,0.91,0.72,406.92,427.45,0.91,0.09,10:1,408.79,219.08016,626.0,406.91984,427.448773,165.944715,0,85
CMA-ES,20260607,15,cma_r15_001_tl101_dt207_ge11_qr99_tau84,101,207,11,0.99,0.84,457.92,316.78,0.91,0.09,10:1,445.09,219.08016,677.0,457.91984,316.780536,172.330986,0,81
CMA-ES,20260607,15,cma_r15_002_tl66_dt151_ge16_qr90_tau82,66,151,16,0.9,0.82,395.92,437.68,0.91,0.09,10:1,399.72,219.08016,615.0,395.91984,437.681495,158.194004,1,65
CMA-ES,20260607,15,cma_r15_003_tl87_dt223_ge10_qr53_tau90,87,223,10,0.53,0.9,328.92,450.07,0.91,0.09,10:1,339.93,219.08016,548.0,328.91984,450.065965,154.278095,1,70
CMA-ES,20260607,15,cma_r15_004_tl68_dt212_ge3_qr60_tau84,68,212,3,0.6,0.84,404.92,430.36,0.91,0.09,10:1,407.23,219.08016,624.0,404.91984,430.364314,154.109428,1,108
CMA-ES,20260607,15,cma_r15_005_tl84_dt219_ge10_qr67_tau88,84,219,10,0.67,0.88,328.92,446.38,0.91,0.09,10:1,339.60,219.08016,548.0,328.91984,446.37844,164.261905,1,67
CMA-ES,20260607,15,cma_r15_006_tl84_dt224_ge2_qr67_tau84,84,224,2,0.67,0.84,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
CMA-ES,20260607,16,cma_r16_001_tl81_dt140_ge0_qr61_tau90,81,140,0,0.61,0.9,301.92,454.43,0.91,0.09,10:1,315.78,219.08016,521.0,301.91984,454.427632,156.420744,1,102
CMA-ES,20260607,16,cma_r16_002_tl95_dt212_ge11_qr70_tau90,95,212,11,0.7,0.9,458.92,430.72,0.91,0.09,10:1,456.36,219.08016,678.0,458.91984,430.723891,167.092105,1,80
CMA-ES,20260607,16,cma_r16_003_tl69_dt197_ge12_qr43_tau90,69,197,12,0.43,0.9,388.92,440.80,0.91,0.09,10:1,393.64,219.08016,608.0,388.91984,440.801731,154.839928,1,72
CMA-ES,20260607,16,cma_r16_004_tl78_dt209_ge1_qr63_tau83,78,209,1,0.63,0.83,349.92,444.88,0.91,0.09,10:1,358.55,219.08016,569.0,349.91984,444.876478,148.429104,1,105
CMA-ES,20260607,16,cma_r16_005_tl72_dt224_ge9_qr36_tau87,72,224,9,0.36,0.87,308.92,452.22,0.91,0.09,10:1,321.95,219.08016,528.0,308.91984,452.223937,149.629126,1,68
CMA-ES,20260607,16,cma_r16_006_tl103_dt224_ge15_qr6_tau86,103,224,15,0.06,0.86,293.92,435.42,0.91,0.09,10:1,306.78,219.08016,513.0,293.91984,435.42275,156.314335,1,52
CMA-ES,20260607,17,cma_r17_001_tl106_dt179_ge8_qr11_tau90,106,179,8,0.11,0.9,308.92,442.10,0.91,0.09,10:1,321.03,219.08016,528.0,308.91984,442.100558,157.723327,1,73
CMA-ES,20260607,17,cma_r17_002_tl73_dt193_ge8_qr26_tau90,73,193,8,0.26,0.9,422.92,435.11,0.91,0.09,10:1,424.03,219.08016,642.0,422.91984,435.10593,159.418089,1,86
CMA-ES,20260607,17,cma_r17_003_tl105_dt214_ge0_qr6_tau81,105,214,0,0.06,0.81,348.92,435.24,0.91,0.09,10:1,356.77,219.08016,568.0,348.91984,435.24451,147.11014,1,116
CMA-ES,20260607,17,cma_r17_004_tl83_dt224_ge15_qr0_tau90,83,224,15,0.0,0.9,373.92,434.92,0.91,0.09,10:1,379.47,219.08016,593.0,373.91984,434.923759,167.153457,1,61
CMA-ES,20260607,17,cma_r17_005_tl97_dt202_ge8_qr1_tau89,97,202,8,0.01,0.89,322.92,436.70,0.91,0.09,10:1,333.26,219.08016,542.0,322.91984,436.696067,155.489583,1,72
CMA-ES,20260607,17,cma_r17_006_tl103_dt165_ge4_qr52_tau86,103,165,4,0.52,0.86,285.92,453.85,0.91,0.09,10:1,301.19,219.08016,505.0,285.91984,453.84527,151.780392,1,86
CMA-ES,20260607,18,cma_r18_001_tl97_dt197_ge12_qr33_tau88,97,197,12,0.33,0.88,398.92,439.89,0.91,0.09,10:1,402.64,219.08016,618.0,398.91984,439.890282,156.817052,1,72
CMA-ES,20260607,18,cma_r18_002_tl102_dt86_ge2_qr21_tau86,102,86,2,0.21,0.86,0.00,501.24,0.91,0.09,10:1,45.57,219.08016,,,501.23667,133.247761,1,73
CMA-ES,20260607,18,cma_r18_003_tl79_dt135_ge6_qr90_tau82,79,135,6,0.9,0.82,424.92,434.00,0.91,0.09,10:1,425.75,219.08016,644.0,424.91984,433.997128,162.834459,1,96
CMA-ES,20260607,18,cma_r18_004_tl89_dt132_ge8_qr25_tau90,89,132,8,0.25,0.9,422.92,435.11,0.91,0.09,10:1,424.03,219.08016,642.0,422.91984,435.10593,159.418089,1,86
CMA-ES,20260607,18,cma_r18_005_tl80_dt186_ge3_qr78_tau90,80,186,3,0.78,0.9,483.92,309.44,0.91,0.09,10:1,468.06,219.08016,703.0,483.91984,309.439826,171.63859,1,120
CMA-ES,20260607,18,cma_r18_006_tl71_dt161_ge5_qr54_tau87,71,161,5,0.54,0.87,388.92,435.25,0.91,0.09,10:1,393.13,219.08016,608.0,388.91984,435.253005,162.682051,1,93
CMA-ES,20260607,19,cma_r19_001_tl82_dt118_ge0_qr69_tau86,82,118,0,0.69,0.86,363.92,436.61,0.91,0.09,10:1,370.53,219.08016,583.0,363.91984,436.612616,164.712821,1,115
CMA-ES,20260607,19,cma_r19_002_tl94_dt210_ge2_qr49_tau90,94,210,2,0.49,0.9,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
CMA-ES,20260607,19,cma_r19_003_tl71_dt102_ge13_qr73_tau87,71,102,13,0.73,0.87,255.92,456.72,0.91,0.09,10:1,274.17,219.08016,475.0,255.91984,456.716,149.822938,1,55
CMA-ES,20260607,19,cma_r19_004_tl85_dt130_ge4_qr35_tau90,85,130,4,0.35,0.9,441.92,321.27,0.91,0.09,10:1,430.95,219.08016,661.0,441.91984,321.266549,171.12963,1,107
CMA-ES,20260607,19,cma_r19_005_tl109_dt224_ge9_qr51_tau90,109,224,9,0.51,0.9,308.92,452.22,0.91,0.09,10:1,321.95,219.08016,528.0,308.91984,452.223937,149.629126,1,68
CMA-ES,20260607,19,cma_r19_006_tl68_dt164_ge14_qr69_tau79,68,164,14,0.69,0.79,300.92,451.38,0.91,0.09,10:1,314.60,219.08016,520.0,300.91984,451.375995,151.60735,1,56
CMA-ES,20260607,20,cma_r20_001_tl91_dt158_ge9_qr91_tau85,91,158,9,0.91,0.85,346.92,429.84,0.91,0.09,10:1,354.46,219.08016,566.0,346.91984,429.83979,158.475,0,73
CMA-ES,20260607,20,cma_r20_002_tl81_dt157_ge19_qr75_tau80,81,157,19,0.75,0.8,595.92,293.98,0.91,0.09,10:1,568.47,219.08016,815.0,595.91984,293.983356,180.972653,1,76
CMA-ES,20260607,20,cma_r20_003_tl77_dt90_ge14_qr42_tau82,77,90,14,0.42,0.82,472.92,314.27,0.91,0.09,10:1,458.50,219.08016,692.0,472.91984,314.265982,170.705295,1,74
CMA-ES,20260607,20,cma_r20_004_tl84_dt144_ge3_qr58_tau82,84,144,3,0.58,0.82,421.92,434.52,0.91,0.09,10:1,423.07,219.08016,641.0,421.91984,434.517973,159.926871,1,109
CMA-ES,20260607,20,cma_r20_005_tl71_dt194_ge13_qr98_tau81,71,194,13,0.98,0.81,404.92,434.31,0.91,0.09,10:1,407.59,219.08016,624.0,404.91984,434.313155,162.160959,0,71
CMA-ES,20260607,20,cma_r20_006_tl106_dt186_ge24_qr91_tau79,106,186,24,0.91,0.79,666.92,295.60,0.91,0.09,10:1,633.16,219.08016,886.0,666.91984,295.603889,190.035939,0,74
CMA-ES,20260607,21,cma_r21_001_tl84_dt167_ge7_qr89_tau82,84,167,7,0.89,0.82,459.92,312.87,0.91,0.09,10:1,446.55,219.08016,679.0,459.91984,312.87276,166.464718,1,94
CMA-ES,20260607,21,cma_r21_002_tl85_dt208_ge5_qr83_tau78,85,208,5,0.83,0.78,452.92,430.66,0.91,0.09,10:1,450.90,219.08016,672.0,452.91984,430.658609,162.506645,1,101
CMA-ES,20260607,21,cma_r21_003_tl65_dt160_ge5_qr70_tau74,65,160,5,0.7,0.74,425.92,431.62,0.91,0.09,10:1,426.44,219.08016,645.0,425.91984,431.615757,148.897436,1,101
CMA-ES,20260607,21,cma_r21_004_tl89_dt161_ge0_qr94_tau87,89,161,0,0.94,0.87,333.92,436.93,0.91,0.09,10:1,343.28,219.08016,553.0,333.91984,436.931653,155.318021,0,114
CMA-ES,20260607,21,cma_r21_005_tl74_dt179_ge1_qr100_tau81,74,179,1,1.0,0.81,329.92,440.12,0.91,0.09,10:1,339.94,219.08016,549.0,329.91984,440.118522,157.663669,0,105
CMA-ES,20260607,21,cma_r21_006_tl50_dt132_ge11_qr92_tau84,50,132,11,0.92,0.84,372.92,441.75,0.91,0.09,10:1,379.18,219.08016,592.0,372.91984,441.752522,153.227687,0,69
CMA-ES,20260607,22,cma_r22_001_tl72_dt144_ge0_qr80_tau80,72,144,0,0.8,0.8,375.92,440.22,0.91,0.09,10:1,381.77,219.08016,595.0,375.91984,440.22302,165.571681,1,118
CMA-ES,20260607,22,cma_r22_002_tl105_dt197_ge1_qr99_tau83,105,197,1,0.99,0.83,399.92,424.09,0.91,0.09,10:1,402.12,219.08016,619.0,399.91984,424.091635,162.915994,0,115
CMA-ES,20260607,22,cma_r22_003_tl47_dt108_ge1_qr78_tau81,47,108,1,0.78,0.81,303.92,448.90,0.91,0.09,10:1,317.10,219.08016,523.0,303.91984,448.902425,158.557656,1,95
CMA-ES,20260607,22,cma_r22_004_tl78_dt138_ge2_qr94_tau81,78,138,2,0.94,0.81,379.92,435.96,0.91,0.09,10:1,385.01,219.08016,599.0,379.91984,435.961056,155.329289,0,105
CMA-ES,20260607,22,cma_r22_005_tl103_dt168_ge7_qr74_tau86,103,168,7,0.74,0.86,380.92,438.27,0.91,0.09,10:1,386.13,219.08016,600.0,380.91984,438.268942,154.793226,1,86
CMA-ES,20260607,22,cma_r22_006_tl103_dt187_ge6_qr99_tau83,103,187,6,0.99,0.83,395.92,435.55,0.91,0.09,10:1,399.52,219.08016,615.0,395.91984,435.553242,164.560272,0,91
CMA-ES,20260607,23,cma_r23_001_tl88_dt175_ge2_qr43_tau89,88,175,2,0.43,0.89,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
CMA-ES,20260607,23,cma_r23_002_tl50_dt132_ge0_qr97_tau85,50,132,0,0.97,0.85,307.92,450.51,0.91,0.09,10:1,320.88,219.08016,527.0,307.91984,450.513369,154.668582,0,105
CMA-ES,20260607,23,cma_r23_003_tl34_dt101_ge1_qr18_tau84,34,101,1,0.18,0.84,430.92,327.97,0.91,0.09,10:1,421.56,219.08016,650.0,430.91984,327.9705,171.636936,1,120
CMA-ES,20260607,23,cma_r23_004_tl66_dt155_ge11_qr8_tau88,66,155,11,0.08,0.88,458.92,430.72,0.91,0.09,10:1,456.36,219.08016,678.0,458.91984,430.723891,167.092105,1,80
CMA-ES,20260607,23,cma_r23_005_tl61_dt122_ge0_qr100_tau85,61,122,0,1.0,0.85,310.92,450.66,0.91,0.09,10:1,323.62,219.08016,530.0,310.91984,450.660615,152.491329,0,106
CMA-ES,20260607,23,cma_r23_006_tl65_dt120_ge3_qr69_tau84,65,120,3,0.69,0.84,369.92,435.43,0.91,0.09,10:1,375.88,219.08016,589.0,369.91984,435.432014,163.645161,1,103
CMA-ES,20260607,24,cma_r24_001_tl44_dt97_ge4_qr90_tau90,44,97,4,0.9,0.9,325.92,448.39,0.91,0.09,10:1,337.05,219.08016,545.0,325.91984,448.385962,159.296435,1,88
CMA-ES,20260607,24,cma_r24_002_tl41_dt96_ge4_qr67_tau86,41,96,4,0.67,0.86,502.92,308.00,0.91,0.09,10:1,485.20,219.08016,722.0,502.91984,308.002793,178.56027,1,112
CMA-ES,20260607,24,cma_r24_003_tl26_dt102_ge0_qr100_tau83,26,102,0,1.0,0.83,0.00,487.88,0.91,0.09,10:1,44.35,219.08016,,,487.878605,134.28836,0,87
CMA-ES,20260607,24,cma_r24_004_tl54_dt188_ge1_qr89_tau84,54,188,1,0.89,0.84,365.92,438.86,0.91,0.09,10:1,372.55,219.08016,585.0,365.91984,438.857998,160.39539,1,112
CMA-ES,20260607,24,cma_r24_005_tl84_dt171_ge12_qr95_tau87,84,171,12,0.95,0.87,307.92,454.35,0.91,0.09,10:1,321.23,219.08016,527.0,307.91984,454.352613,154.430528,0,60
CMA-ES,20260607,24,cma_r24_006_tl48_dt122_ge4_qr77_tau83,48,122,4,0.77,0.83,362.92,424.27,0.91,0.09,10:1,368.50,219.08016,582.0,362.91984,424.265568,163.856452,1,91
CMA-ES,20260607,25,cma_r25_001_tl88_dt199_ge13_qr99_tau89,88,199,13,0.99,0.89,330.92,441.04,0.91,0.09,10:1,340.93,219.08016,550.0,330.91984,441.037579,155.568592,0,61
CMA-ES,20260607,25,cma_r25_002_tl94_dt217_ge2_qr100_tau87,94,217,2,1.0,0.87,321.92,446.97,0.91,0.09,10:1,333.29,219.08016,541.0,321.91984,446.971766,147.557034,0,94
CMA-ES,20260607,25,cma_r25_003_tl62_dt153_ge12_qr86_tau90,62,153,12,0.86,0.9,427.92,331.80,0.91,0.09,10:1,419.18,219.08016,647.0,427.91984,331.803095,171.618644,1,69
CMA-ES,20260607,25,cma_r25_004_tl64_dt148_ge5_qr91_tau89,64,148,5,0.91,0.89,318.92,452.02,0.91,0.09,10:1,331.02,219.08016,538.0,318.91984,452.022864,153.76834,0,82
CMA-ES,20260607,25,cma_r25_005_tl56_dt169_ge5_qr100_tau90,56,169,5,1.0,0.9,297.92,451.47,0.91,0.09,10:1,311.88,219.08016,517.0,297.91984,451.468362,153.65251,0,82
CMA-ES,20260607,25,cma_r25_006_tl79_dt170_ge24_qr100_tau89,79,170,24,1.0,0.89,621.92,296.06,0.91,0.09,10:1,592.30,219.08016,841.0,621.91984,296.060313,180.903934,0,70
CMA-ES,20260607,26,cma_r26_001_tl74_dt183_ge6_qr100_tau87,74,183,6,1.0,0.87,302.92,452.68,0.91,0.09,10:1,316.53,219.08016,522.0,302.91984,452.676997,149.396078,0,77
CMA-ES,20260607,26,cma_r26_002_tl61_dt178_ge15_qr60_tau85,61,178,15,0.6,0.85,283.92,455.78,0.91,0.09,10:1,299.54,219.08016,503.0,283.91984,455.780726,145.880081,1,52
CMA-ES,20260607,26,cma_r26_003_tl59_dt159_ge12_qr94_tau90,59,159,12,0.94,0.9,365.92,443.16,0.91,0.09,10:1,372.94,219.08016,585.0,365.91984,443.160736,154.948812,0,69
CMA-ES,20260607,26,cma_r26_004_tl85_dt223_ge12_qr100_tau89,85,223,12,1.0,0.89,307.92,454.35,0.91,0.09,10:1,321.23,219.08016,527.0,307.91984,454.352613,154.430528,0,60
CMA-ES,20260607,26,cma_r26_005_tl69_dt218_ge4_qr97_tau86,69,218,4,0.97,0.86,401.92,432.85,0.91,0.09,10:1,404.73,219.08016,621.0,401.91984,432.85205,157.898625,0,100
CMA-ES,20260607,26,cma_r26_006_tl56_dt138_ge1_qr97_tau86,56,138,1,0.97,0.86,304.92,436.00,0.91,0.09,10:1,316.84,219.08016,524.0,304.91984,435.997302,156.558875,0,93
CMA-ES,20260607,27,cma_r27_001_tl91_dt218_ge0_qr96_tau86,91,218,0,0.96,0.86,317.92,437.30,0.91,0.09,10:1,328.77,219.08016,537.0,317.91984,437.302846,148.324324,0,108
CMA-ES,20260607,27,cma_r27_002_tl54_dt188_ge1_qr34_tau83,54,188,1,0.34,0.83,365.92,438.86,0.91,0.09,10:1,372.55,219.08016,585.0,365.91984,438.857998,160.39539,1,112
CMA-ES,20260607,27,cma_r27_003_tl73_dt183_ge18_qr97_tau87,73,183,18,0.97,0.87,0.00,488.87,0.91,0.09,10:1,44.44,219.08016,,,488.867299,132.968085,0,43
CMA-ES,20260607,27,cma_r27_004_tl36_dt108_ge22_qr46_tau88,36,108,22,0.46,0.88,440.92,427.35,0.91,0.09,10:1,439.69,219.08016,660.0,440.91984,427.345301,162.552459,1,59
CMA-ES,20260607,27,cma_r27_005_tl71_dt145_ge8_qr76_tau87,71,145,8,0.76,0.87,422.92,435.11,0.91,0.09,10:1,424.03,219.08016,642.0,422.91984,435.10593,159.418089,1,86
CMA-ES,20260607,27,cma_r27_006_tl54_dt168_ge7_qr68_tau87,54,168,7,0.68,0.87,423.92,434.36,0.91,0.09,10:1,424.87,219.08016,643.0,423.91984,434.359446,165.932546,1,91
CMA-ES,20260607,28,cma_r28_001_tl50_dt145_ge3_qr48_tau79,50,145,3,0.48,0.79,283.92,460.08,0.91,0.09,10:1,299.93,219.08016,503.0,283.91984,460.084434,157.042857,1,84
CMA-ES,20260607,28,cma_r28_002_tl59_dt163_ge0_qr76_tau86,59,163,0,0.76,0.86,282.92,442.24,0.91,0.09,10:1,297.40,219.08016,502.0,282.91984,442.24106,156.749091,1,100
CMA-ES,20260607,28,cma_r28_003_tl54_dt192_ge0_qr86_tau76,54,192,0,0.86,0.76,322.92,448.28,0.91,0.09,10:1,334.32,219.08016,542.0,322.91984,448.282017,152.592803,1,107
CMA-ES,20260607,28,cma_r28_004_tl89_dt155_ge0_qr53_tau84,89,155,0,0.53,0.84,284.92,455.22,0.91,0.09,10:1,300.40,219.08016,504.0,284.91984,455.220535,152.284585,1,102
CMA-ES,20260607,28,cma_r28_005_tl78_dt192_ge0_qr100_tau90,78,192,0,1.0,0.9,303.92,455.54,0.91,0.09,10:1,317.70,219.08016,523.0,303.91984,455.538424,142.671343,0,106
CMA-ES,20260607,28,cma_r28_006_tl111_dt215_ge2_qr78_tau89,111,215,2,0.78,0.89,331.92,437.99,0.91,0.09,10:1,341.56,219.08016,551.0,331.91984,437.988467,163.55095,1,95
CMA-ES,20260607,29,cma_r29_001_tl28_dt96_ge1_qr65_tau80,28,96,1,0.65,0.8,305.92,449.64,0.91,0.09,10:1,318.99,219.08016,525.0,305.91984,449.639051,152.383588,1,97
CMA-ES,20260607,29,cma_r29_002_tl47_dt114_ge4_qr77_tau78,47,114,4,0.77,0.78,341.92,438.48,0.91,0.09,10:1,350.70,219.08016,561.0,341.91984,438.484095,160.022847,1,89
CMA-ES,20260607,29,cma_r29_003_tl65_dt186_ge12_qr98_tau87,65,186,12,0.98,0.87,365.92,443.16,0.91,0.09,10:1,372.94,219.08016,585.0,365.91984,443.160736,154.948812,0,69
CMA-ES,20260607,29,cma_r29_004_tl58_dt183_ge1_qr57_tau84,58,183,1,0.57,0.84,418.92,428.31,0.91,0.09,10:1,419.77,219.08016,638.0,418.91984,428.308931,162.585526,1,117
CMA-ES,20260607,29,cma_r29_005_tl81_dt183_ge2_qr52_tau86,81,183,2,0.52,0.86,425.92,427.91,0.91,0.09,10:1,426.10,219.08016,645.0,425.91984,427.910497,157.089404,1,116
CMA-ES,20260607,29,cma_r29_006_tl46_dt122_ge0_qr81_tau83,46,122,0,0.81,0.83,283.92,455.62,0.91,0.09,10:1,299.53,219.08016,503.0,283.91984,455.622631,152.162651,1,101
CMA-ES,20260607,30,cma_r30_001_tl32_dt107_ge0_qr73_tau82,32,107,0,0.73,0.82,415.92,433.37,0.91,0.09,10:1,417.51,219.08016,635.0,415.91984,433.372413,161.563452,1,124
CMA-ES,20260607,30,cma_r30_002_tl40_dt146_ge2_qr99_tau76,40,146,2,0.99,0.76,438.92,428.93,0.91,0.09,10:1,438.01,219.08016,658.0,438.91984,428.927853,159.357143,0,115
CMA-ES,20260607,30,cma_r30_003_tl7_dt94_ge11_qr80_tau85,7,94,11,0.8,0.85,423.92,431.42,0.91,0.09,10:1,424.60,219.08016,643.0,423.91984,431.41869,159.454545,1,75
CMA-ES,20260607,30,cma_r30_004_tl41_dt163_ge11_qr85_tau74,41,163,11,0.85,0.74,356.92,435.67,0.91,0.09,10:1,364.08,219.08016,576.0,356.91984,435.673992,158.716007,1,71
CMA-ES,20260607,30,cma_r30_005_tl57_dt125_ge5_qr49_tau82,57,125,5,0.49,0.82,330.92,438.14,0.91,0.09,10:1,340.67,219.08016,550.0,330.91984,438.143464,152.891419,1,79
CMA-ES,20260607,30,cma_r30_006_tl15_dt83_ge8_qr95_tau79,15,83,8,0.95,0.79,0.00,496.27,0.91,0.09,10:1,45.12,219.08016,,,496.268635,128.735632,0,52
CMA-ES,20260607,31,cma_r31_001_tl66_dt209_ge10_qr71_tau88,66,209,10,0.71,0.88,328.92,446.38,0.91,0.09,10:1,339.60,219.08016,548.0,328.91984,446.37844,164.261905,1,67
CMA-ES,20260607,31,cma_r31_002_tl60_dt126_ge10_qr27_tau82,60,126,10,0.27,0.82,354.92,445.33,0.91,0.09,10:1,363.14,219.08016,574.0,354.91984,445.334017,164.0,1,70
CMA-ES,20260607,31,cma_r31_003_tl46_dt69_ge4_qr47_tau72,46,69,4,0.47,0.72,392.92,435.16,0.91,0.09,10:1,396.76,219.08016,612.0,392.91984,435.155736,155.438356,1,95
CMA-ES,20260607,31,cma_r31_004_tl61_dt130_ge16_qr55_tau81,61,130,16,0.55,0.81,395.92,437.68,0.91,0.09,10:1,399.72,219.08016,615.0,395.91984,437.681495,158.194004,1,65
CMA-ES,20260607,31,cma_r31_005_tl63_dt159_ge17_qr72_tau80,63,159,17,0.72,0.8,437.92,324.69,0.91,0.09,10:1,427.63,219.08016,657.0,437.91984,324.689266,170.776739,1,67
CMA-ES,20260607,31,cma_r31_006_tl68_dt149_ge4_qr75_tau87,68,149,4,0.75,0.87,316.92,451.18,0.91,0.09,10:1,329.13,219.08016,536.0,316.91984,451.183647,157.06705,1,82
CMA-ES,20260607,32,cma_r32_001_tl59_dt218_ge1_qr96_tau82,59,218,1,0.96,0.82,387.92,440.08,0.91,0.09,10:1,392.66,219.08016,607.0,387.91984,440.084954,159.180036,0,117
CMA-ES,20260607,32,cma_r32_002_tl77_dt186_ge3_qr51_tau90,77,186,3,0.51,0.9,483.92,309.44,0.91,0.09,10:1,468.06,219.08016,703.0,483.91984,309.439826,171.63859,1,120
CMA-ES,20260607,32,cma_r32_003_tl75_dt148_ge5_qr65_tau83,75,148,5,0.65,0.83,329.92,437.79,0.91,0.09,10:1,339.73,219.08016,549.0,329.91984,437.789605,164.200348,1,89
