edge_id,target_lanes,current_lanes,lane_delta,source_segment_ids,source_directions,source_row_count,dominant_segment_ids,dominant_directions,dominant_match_ratio,repair_reason
782892492#0,2,1,1,S11 S12,downbound,2,S11 S12,downbound,0.714286,edge_weighted_majority_lane_target
620607766#0,2,1,1,S12,downbound,1,S12,downbound,0.363636,edge_weighted_majority_lane_target
781985786#2,3,3,0,S15,downbound,1,S15,downbound,0.777778,edge_weighted_majority_lane_target
619147739#5,3,2,1,S18 S19,downbound,2,S18 S19,downbound,0.7,edge_weighted_majority_lane_target
-578313748#0,3,2,1,S2,downbound,1,S2,downbound,0.45,edge_weighted_majority_lane_target
-218773868#5,3,2,1,S6,downbound,1,S6,downbound,0.23913,edge_weighted_majority_lane_target
174870621#5,3,2,1,S1,downbound,1,S1,downbound,0.189189,edge_weighted_majority_lane_target
781985792#0,3,2,1,S10,downbound,1,S10,downbound,0.391304,edge_weighted_majority_lane_target
620607766#1,3,1,2,S12,downbound,1,S12,downbound,0.363636,isolated_lane_gap_smoothing
955312947#1,3,1,2,S17,downbound,1,S17,downbound,0.315789,edge_weighted_majority_lane_target
1455497343#2,3,2,1,S7,downbound,1,S7,downbound,0.277778,edge_weighted_majority_lane_target
781985786#4,3,3,0,S14,downbound,1,S14,downbound,0.454545,edge_weighted_majority_lane_target
785130598#3,3,2,1,S9,downbound,1,S9,downbound,0.204082,isolated_lane_gap_smoothing
174870621#6,3,2,1,S1,downbound,1,S1,downbound,0.243243,edge_weighted_majority_lane_target
619147739#1,3,2,1,S19,downbound,1,S19,downbound,0.275862,edge_weighted_majority_lane_target
781985792#1,3,2,1,S10,downbound,1,S10,downbound,0.347826,edge_weighted_majority_lane_target
781985784,2,2,0,S12,downbound,1,S12,downbound,0.772727,edge_weighted_majority_lane_target
620607766#2,2,1,1,S12,downbound,1,S12,downbound,0.318182,edge_weighted_majority_lane_target
785130598#4,2,2,0,S9,downbound,1,S9,downbound,0.183673,edge_weighted_majority_lane_target
-218773868#4,3,2,1,S6,downbound,1,S6,downbound,0.26087,edge_weighted_majority_lane_target
174870621#7,3,2,1,S1,downbound,1,S1,downbound,0.216216,edge_weighted_majority_lane_target
-381453320#0,3,1,2,S7,downbound,1,S7,downbound,0.194444,edge_weighted_majority_lane_target
619147739#2,3,2,1,S19,downbound,1,S19,downbound,0.310345,edge_weighted_majority_lane_target
1455497343#3,3,2,1,S7,downbound,1,S7,downbound,0.333333,edge_weighted_majority_lane_target
783692390#0,2,1,1,S12,downbound,1,S12,downbound,0.772727,edge_weighted_majority_lane_target
785130598#5,2,2,0,S9,downbound,1,S9,downbound,0.244898,edge_weighted_majority_lane_target
781985792#2,3,2,1,S10,downbound,1,S10,downbound,0.521739,edge_weighted_majority_lane_target
781985786#5,3,3,0,S14,downbound,1,S14,downbound,0.409091,edge_weighted_majority_lane_target
477063271,3,2,1,S22,downbound,1,S22,downbound,0.571429,isolated_lane_gap_smoothing
-218773868#3,3,2,1,S6,downbound,1,S6,downbound,0.173913,edge_weighted_majority_lane_target
174870621#8,3,2,1,S1,downbound,1,S1,downbound,0.351351,edge_weighted_majority_lane_target
785130598#6,3,2,1,S9,downbound,1,S9,downbound,0.204082,isolated_lane_gap_smoothing
1455497343#4,3,2,1,S7,downbound,1,S7,downbound,0.388889,edge_weighted_majority_lane_target
-218773868#2,3,2,1,S6,downbound,1,S6,downbound,0.217391,edge_weighted_majority_lane_target
174870621#9,3,2,1,S1,downbound,1,S1,downbound,0.216216,edge_weighted_majority_lane_target
785130598#7,3,2,1,S9,downbound,1,S9,downbound,0.142857,isolated_lane_gap_smoothing
174870621#10,3,2,1,S1,downbound,1,S1,downbound,0.243243,edge_weighted_majority_lane_target
218684411#0,3,2,1,S1,downbound,1,S1,downbound,0.162162,edge_weighted_majority_lane_target
218684411#1,3,2,1,S1,downbound,1,S1,downbound,0.135135,edge_weighted_majority_lane_target
218684411#2,3,2,1,S1,downbound,1,S1,downbound,0.027027,edge_weighted_majority_lane_target
273638834#1,3,1,2,S10,downbound,1,S10,downbound,0.086957,edge_weighted_majority_lane_target
315658897#0,3,1,2,S19,downbound,1,S19,downbound,0.034483,edge_weighted_majority_lane_target
-174870621#2,3,2,1,S1 S2,upbound,2,S1 S2,upbound,0.25,edge_weighted_majority_lane_target
-218684411#1,3,3,0,S1,upbound,1,S1,upbound,0.108108,edge_weighted_majority_lane_target
-273638834#1,3,1,2,S10,upbound,1,S10,upbound,0.086957,isolated_lane_gap_smoothing
-273638834#2,3,1,2,S10 S9,upbound,2,S10 S9,upbound,0.122449,edge_weighted_majority_lane_target
-315658897#0,3,1,2,S19,upbound,1,S19,upbound,0.034483,edge_weighted_majority_lane_target
180368915#0,2,2,0,S10 S11,upbound,2,S10 S11,upbound,0.285714,edge_weighted_majority_lane_target
180368915#3,2,2,0,S11 S12,upbound,2,S11 S12,upbound,0.5,edge_weighted_majority_lane_target
180368918#3,3,2,1,S3 S4,upbound,2,S3 S4,upbound,0.642857,edge_weighted_majority_lane_target
180368918#7,3,2,1,S4 S5,upbound,2,S4 S5,upbound,0.714286,edge_weighted_majority_lane_target
180368918#8,3,2,1,S4 S5 S6,upbound,3,S4 S5 S6,upbound,1.0,isolated_lane_gap_smoothing
218773869#9,3,2,1,S10 S9,upbound,2,S10 S9,upbound,0.142857,edge_weighted_majority_lane_target
218915135#4,3,2,1,S16 S17,upbound,2,S16 S17,upbound,0.315789,edge_weighted_majority_lane_target
333557072#1,3,2,1,S18 S19,upbound,2,S18 S19,upbound,0.3,edge_weighted_majority_lane_target
347237859#0,3,2,1,S12 S13,upbound,2,S12 S13,upbound,0.75,isolated_lane_gap_smoothing
347237859#1,3,2,1,S12 S13 S14,upbound,3,S12 S13 S14,upbound,1.0,edge_weighted_majority_lane_target
347237859#4,3,2,1,S14 S15,upbound,2,S14 S15,upbound,0.590909,edge_weighted_majority_lane_target
