input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,1,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,60.00,117.41,0.91,0.09,10:1,65.22,218.00,278.00,60.00,117.41,181.74,,
BO,20260607,1,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,60.00,117.88,0.91,0.09,10:1,65.26,218.00,278.00,60.00,117.88,181.79,,
BO,20260607,2,bo_r02_001_tl50_dt211_ge40_qr62_tau90,50,211,40,0.62,0.9,60.00,118.60,0.91,0.09,10:1,65.33,218.00,278.00,60.00,118.60,181.86,,
BO,20260607,2,bo_r02_002_tl50_dt213_ge40_qr62_tau90,50,213,40,0.62,0.9,60.00,117.55,0.91,0.09,10:1,65.23,218.00,278.00,60.00,117.55,181.76,,
BO,20260607,3,bo_r03_001_tl50_dt214_ge40_qr62_tau90,50,214,40,0.62,0.9,60.00,117.63,0.91,0.09,10:1,65.24,218.00,278.00,60.00,117.63,181.76,,
BO,20260607,3,bo_r03_002_tl50_dt212_ge40_qr61_tau90,50,212,40,0.61,0.9,60.00,118.02,0.91,0.09,10:1,65.27,218.00,278.00,60.00,118.02,181.80,,
