segment_id,bottleneck_movement_id,upstream_movement_id,L_b0_m,lane_drop_delta,q_avg_B0,q_max_B0,tQ_hist_B0,lambda_B0,fill_B0,speed_B0,segment_q_avg_B0,segment_q_max_B0,segment_tQ_hist_B0,segment_lambda_B0,segment_fill_B0,segment_speed_B0,mapping_status,segment_edges,segment_lanes,segment_route_start_index,segment_route_end_index,proxy_edge_gap_upstream,proxy_edge_gap_bottleneck,same_tls_chain,case_b_runtime_enabled,tau_default,case_b_prior_risk,b0_source,mapping_note
S7,B4_MOVEMENT_05,B4_MOVEMENT_04,342.2,-1,7.05813,30.769615,30.769615,413.033421,1.0,41.567081,4.15567,40.615892,27.077262,425.382197,0.771488,41.567081,mapped_exact,428260110 785130600#0 785130600#1 785130600#2 785130600#3 1455497345,428260110_0 428260110_1 785130600#0_0 785130600#0_1 785130600#1_0 785130600#1_1 785130600#2_0 785130600#2_1 785130600#3_0 785130600#3_1 1455497345_0 1455497345_1 1455497345_2,24,29,1,0,False,True,0.75,True,SUMO_B04_u130_toegye15_measured_proxy,mapped_exact
S10,B4_MOVEMENT_07,B4_MOVEMENT_06,214.5,1,4.935364,35.690277,23.793518,119.337414,1.0,38.868136,0.333892,7.667479,5.111652,210.534545,0.232348,38.868136,mapped_route_span_proxy,218773869#9 219696193#1 219696193#2 781985793#0 781985793#1 420361196,218773869#9_0 218773869#9_1 218773869#9_2 219696193#1_0 219696193#1_1 219696193#2_0 219696193#2_1 781985793#0_0 781985793#0_1 781985793#1_0 781985793#1_1 420361196_0 420361196_1,37,42,2,0,True,True,0.75,True,SUMO_B04_u130_toegye15_measured_proxy,mapped_route_span_proxy
S11,B4_MOVEMENT_08,B4_MOVEMENT_07,128.9,0,0.0,0.0,0.0,30.0,0.0,73.178609,0.0,0.0,0.0,334.658261,0.0,73.178609,mapped_exact,781985793#1 420361196,781985793#1_0 781985793#1_1 420361196_0 420361196_1,41,42,4,0,False,True,0.75,False,SUMO_B04_u130_toegye15_measured_proxy,mapped_exact
