method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,sumo_summary_teleports,sumo_summary_collisions,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,bo_batch_slot,hold_feasibility,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,10,4,6,bo_r10_004_tl95_dt156_ge12_qr25_tau87,95,156,12,0.25,0.87,398.92,442.89,402.92,288.83,0.00,PASS,,recovery_detected,True,False,0,0,0,554,1,70,251132.99,-643392.33,1145658.31,157.56,112.70,ei,trust_region,False,local_constrained,0.7186293140793071,83.33,27.67,17.98,21.76,17.05,83.33,32.25,83.33,33.34,4.42283763,5,0.735978,402.92,,,
BO,20260607,10,5,6,bo_r10_005_tl97_dt126_ge12_qr4_tau89,97,126,12,0.04,0.89,371.92,442.31,378.32,288.83,0.00,PASS,,recovery_detected,True,False,0,0,0,497,1,65,347505.05,-617723.53,1312733.62,143.36,100.42,ei,global,False,global_ei,0.7039087590476542,72.67,24.73,15.96,19.22,14.91,72.67,27.71,72.67,29.20,4.28586013,5,0.720078,378.32,,,
BO,20260607,10,6,6,bo_r10_006_tl0_dt178_ge50_qr92_tau90,0,178,50,0.92,0.9,491.92,310.75,1000475.45,288.83,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,686,0,37,465451.98,-506724.64,1437628.60,31.11,7.38,ei,global,False,space_filling,0.23765869123239292,6.41,1.46,1.06,1.43,1.24,6.41,2.83,6.41,2.40,1.85758857,5,0.866648,475.45,,,
BO,20260607,11,1,6,bo_r11_001_tl92_dt172_ge15_qr34_tau86,92,172,15,0.34,0.86,382.92,431.33,387.32,288.83,0.00,PASS,,recovery_detected,True,False,0,0,0,556,1,60,-347699.41,-624642.74,-70756.08,0.00,17.62,stable_success_lattice,stable_success,False,stable,0.25288540922812797,13.21,4.32,2.82,3.42,2.70,13.21,5.15,13.21,5.27,2.58063717,5,0.745993,387.32,,,
BO,20260607,11,2,6,bo_r11_002_tl91_dt168_ge15_qr34_tau86,91,168,15,0.34,0.86,382.92,431.33,387.32,288.83,0.00,PASS,,recovery_detected,True,False,0,0,0,556,1,60,-459251.33,-731826.14,-186676.52,0.00,17.50,stable_success_lattice,stable_success,False,stable,0.25115165973253495,13.10,4.27,2.79,3.39,2.67,13.10,5.12,13.10,5.23,2.57276978,5,0.745256,387.32,,,
BO,20260607,11,3,6,bo_r11_003_tl64_dt174_ge9_qr34_tau87,64,174,9,0.34,0.87,375.92,438.95,1000381.65,288.83,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,1,1,1,693,1,77,411986.99,-505996.55,1329970.53,130.43,63.47,ei,local,False,local_constrained,0.4893447500479729,43.64,12.79,8.52,10.91,8.52,43.64,17.03,43.64,16.90,3.77603604,5,0.683787,381.65,,,
BO,20260607,11,4,6,bo_r11_004_tl62_dt163_ge10_qr43_tau90,62,163,10,0.43,0.9,328.92,446.38,339.60,288.83,0.00,PASS,,recovery_detected,True,False,0,0,0,744,1,67,441106.27,-522297.62,1404510.15,134.69,62.12,ei,local,False,local_constrained,0.4633381678782917,46.25,13.21,8.91,11.35,9.12,46.25,18.65,46.25,17.91,3.83395898,5,0.741035,339.60,,,
BO,20260607,11,5,6,bo_r11_005_tl90_dt198_ge47_qr7_tau79,90,198,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,450299.29,-524774.36,1425372.94,97.13,80.36,ei,global,False,global_ei,0.8317932160638517,56.30,19.98,12.75,15.21,11.61,56.30,20.95,56.30,22.80,4.03065318,5,0.696854,277.55,,,
BO,20260607,11,6,6,bo_r11_006_tl5_dt217_ge49_qr96_tau71,5,217,49,0.96,0.71,474.92,307.35,1000459.69,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,710,0,37,92333.43,-502767.60,687434.45,0.22,0.10,ei,global,False,space_filling,0.4793275941710522,0.07,0.02,0.01,0.02,0.01,0.07,0.03,0.07,0.03,-2.68372361,5,0.662168,459.69,,,
BO,20260607,12,1,6,bo_r12_001_tl90_dt199_ge47_qr7_tau79,90,199,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,1504.30,-70394.22,73402.82,1.21,76.36,incumbent_exploitation,stable_success,False,stable,0.9869208792309708,53.47,18.97,12.11,14.45,11.03,53.47,19.90,53.47,21.66,3.97916651,5,0.696563,277.55,,,
BO,20260607,12,2,6,bo_r12_002_tl90_dt196_ge47_qr8_tau80,90,196,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,15668.15,-239467.49,270803.80,6.86,68.55,incumbent_exploitation,stable_success,False,stable,0.958894597502106,48.98,17.25,11.04,13.17,10.12,48.98,18.40,48.98,19.83,3.89137527,5,0.710834,277.55,,,
BO,20260607,12,3,6,bo_r12_003_tl98_dt198_ge50_qr3_tau81,98,198,50,0.03,0.81,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,276905.96,-626618.12,1180430.05,70.95,62.80,ei,local,False,local_constrained,0.8892408851172183,46.32,16.71,10.66,12.54,9.70,46.32,17.47,46.32,18.90,3.83561935,5,0.734182,42.38,,,
BO,20260607,12,4,6,bo_r12_004_tl97_dt197_ge50_qr11_tau81,97,197,50,0.11,0.81,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,261457.14,-627678.12,1150592.39,69.52,61.88,ei,local,False,local_constrained,0.8940813410591922,46.73,16.63,10.65,12.55,9.78,46.73,17.83,46.73,19.03,3.84430243,5,0.751775,42.38,,,
BO,20260607,12,5,6,bo_r12_005_tl43_dt183_ge8_qr97_tau77,43,183,8,0.97,0.77,556.92,304.05,1000533.93,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,850,0,104,439767.11,-533003.13,1412537.35,229.87,93.82,ei,global,False,global_ei,0.4104245849662286,64.09,16.55,11.40,15.30,12.12,64.09,25.69,64.09,24.19,4.16024785,5,0.679282,533.93,,,
BO,20260607,12,6,6,bo_r12_006_tl108_dt6_ge0_qr22_tau79,108,6,0,0.22,0.79,313.92,447.29,326.04,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,4785,1,19,439733.69,-533036.55,1412503.93,96.61,32.24,ei,global,False,space_filling,0.3356858500249808,21.73,7.88,4.99,5.95,4.48,21.73,7.91,21.73,8.82,3.07853721,5,0.669970,326.04,,,
BO,20260607,13,1,6,bo_r13_001_tl89_dt194_ge46_qr7_tau79,89,194,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-48513.07,-386469.11,289442.96,21.47,27.90,stable_success_lattice,stable_success,False,stable,0.400773718530117,19.44,6.88,4.39,5.25,4.00,19.44,7.23,19.44,7.86,2.96721967,5,0.692867,296.22,,,
BO,20260607,13,2,6,bo_r13_002_tl89_dt200_ge46_qr7_tau79,89,200,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-67124.59,-381965.93,247716.75,21.19,27.90,stable_success_lattice,stable_success,False,stable,0.400773718530117,19.39,6.86,4.38,5.24,3.99,19.39,7.20,19.39,7.84,2.96470366,5,0.691126,296.22,,,
BO,20260607,13,3,6,bo_r13_003_tl76_dt191_ge50_qr18_tau86,76,191,50,0.18,0.86,0.00,467.06,1000042.46,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,176,1,25,410141.41,-558148.80,1378431.61,70.24,35.81,ei,local,False,local_constrained,0.5118023107364761,28.24,9.16,6.01,7.26,5.81,28.24,11.22,28.24,11.28,3.34062450,5,0.785472,42.46,,,
BO,20260607,13,4,6,bo_r13_004_tl94_dt219_ge50_qr21_tau84,94,219,50,0.21,0.84,0.00,467.06,1000042.46,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,176,1,25,509994.61,-444939.65,1464928.87,74.24,35.14,ei,local,False,local_constrained,0.4749661375798201,28.09,9.63,6.24,7.38,5.88,28.09,11.04,28.09,11.38,3.33556555,5,0.796699,42.46,,,
BO,20260607,13,5,6,bo_r13_005_tl77_dt154_ge23_qr39_tau72,77,154,23,0.39,0.72,505.92,312.16,1000488.31,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,2,2,2,541,1,61,453560.89,-519809.06,1426930.85,66.21,57.44,ei,global,False,global_ei,0.8735640995267521,35.09,11.76,7.53,9.39,6.91,35.09,12.59,35.09,13.88,3.55796268,5,0.606756,488.31,,,
BO,20260607,13,6,6,bo_r13_006_tl76_dt7_ge1_qr0_tau82,76,7,1,0.0,0.82,0.00,478.11,1000043.46,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,1,1,1,4896,1,21,443994.00,-529927.93,1417915.93,25.72,11.50,ei,global,False,space_filling,0.4502195210332593,6.86,2.28,1.46,1.83,1.34,6.86,2.44,6.86,2.70,1.92555844,5,0.592415,43.46,,,
BO,20260607,14,1,6,bo_r14_001_tl89_dt195_ge46_qr7_tau79,89,195,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-6114.40,-36577.58,24348.78,0.00,27.83,stable_success_lattice,stable_success,False,stable,0.3996763664601263,19.38,6.85,4.38,5.23,3.99,19.38,7.20,19.38,7.84,2.96405893,5,0.692577,296.22,,,
BO,20260607,14,2,6,bo_r14_002_tl89_dt200_ge46_qr7_tau80,89,200,46,0.07,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-1858.50,-130481.41,126764.40,0.00,27.68,stable_success_lattice,stable_success,False,stable,0.39745782270608765,19.53,6.87,4.39,5.25,4.03,19.53,7.31,19.53,7.90,2.97218623,5,0.702126,296.22,,,
BO,20260607,14,3,6,bo_r14_003_tl86_dt189_ge50_qr0_tau84,86,189,50,0.0,0.84,0.00,467.06,1000042.46,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,176,1,25,452467.07,-457596.62,1362530.77,71.04,29.02,ei,local,False,local_constrained,0.41034896146453415,21.57,7.44,4.79,5.72,4.46,21.57,8.27,21.57,8.71,3.07120446,5,0.739826,42.46,,,
BO,20260607,14,4,6,bo_r14_004_tl85_dt211_ge50_qr5_tau84,85,211,50,0.05,0.84,0.00,467.06,1000042.46,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,176,1,25,426032.74,-461195.65,1313261.14,67.93,27.37,ei,local,False,local_constrained,0.40479469909364185,20.45,6.98,4.51,5.40,4.22,20.45,7.87,20.45,8.24,3.01779996,5,0.743545,42.46,,,
BO,20260607,14,5,6,bo_r14_005_tl24_dt176_ge9_qr46_tau72,24,176,9,0.46,0.72,0.00,470.47,1000042.77,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,1,1,1,647,1,69,462245.42,-514828.56,1439319.40,187.30,58.73,ei,global,False,global_ei,0.3165056197579581,27.93,6.77,4.57,6.86,4.70,27.93,9.64,27.93,10.08,3.32965786,5,0.471114,42.77,,,
BO,20260607,14,6,6,bo_r14_006_tl110_dt0_ge14_qr48_tau84,110,0,14,0.48,0.84,371.92,432.18,1000377.40,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,3,3,3,623,1,63,462185.06,-514888.04,1439258.16,17.29,4.07,ei,global,False,space_filling,0.23602479033786553,3.42,1.18,0.76,0.90,0.72,3.42,1.36,3.42,1.39,1.23000255,5,0.838405,377.40,,,
BO,20260607,15,1,6,bo_r15_001_tl89_dt196_ge46_qr7_tau79,89,196,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-3184.70,-26734.36,20364.96,0.00,27.78,stable_success_lattice,stable_success,False,stable,0.3990160221936775,19.34,6.84,4.37,5.22,3.98,19.34,7.19,19.34,7.82,2.96198630,5,0.692287,296.22,,,
BO,20260607,15,2,6,bo_r15_002_tl89_dt194_ge46_qr7_tau81,89,194,46,0.07,0.81,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,20077.10,-143748.80,183902.99,0.00,27.61,stable_success_lattice,stable_success,False,stable,0.3963442791741564,19.83,6.94,4.45,5.31,4.09,19.83,7.48,19.83,8.02,2.98736437,5,0.714867,296.22,,,
BO,20260607,15,3,6,bo_r15_003_tl96_dt147_ge49_qr19_tau81,96,147,49,0.19,0.81,657.92,292.41,1000624.69,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,298,1,45,488298.24,-489756.64,1466353.11,99.05,34.61,ei,local,False,local_constrained,0.35078853097201934,27.11,9.53,6.13,7.22,5.69,27.11,10.51,27.11,11.03,3.30002054,5,0.780337,624.69,,,
BO,20260607,15,4,6,bo_r15_004_tl91_dt150_ge50_qr8_tau81,91,150,50,0.08,0.81,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,505587.58,-468827.82,1480002.98,94.24,32.86,ei,local,False,local_constrained,0.350294734580656,24.65,8.68,5.57,6.59,5.14,24.65,9.42,24.65,10.01,3.20490076,5,0.746829,42.38,,,
BO,20260607,15,5,6,bo_r15_005_tl106_dt90_ge46_qr5_tau84,106,90,46,0.05,0.84,495.92,306.43,1000478.69,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,2,2,2,405,1,40,475607.08,-503244.52,1454458.68,140.21,64.17,ei,global,False,global_ei,0.45925874305926695,51.87,18.74,12.01,13.94,11.04,51.87,20.13,51.87,21.29,3.94867398,5,0.805500,478.69,,,
BO,20260607,15,6,6,bo_r15_006_tl97_dt55_ge1_qr97_tau70,97,55,1,0.97,0.7,0.00,486.65,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,1649,0,80,476517.27,-502336.27,1455370.82,22.02,4.59,ei,global,False,space_filling,0.2094167485847183,3.32,1.10,0.71,0.87,0.68,3.32,1.27,3.32,1.32,1.19883916,5,0.719130,44.24,,,
BO,20260607,16,1,6,bo_r16_001_tl89_dt198_ge46_qr7_tau79,89,198,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-1761.98,-23081.87,19557.91,0.00,27.78,stable_success_lattice,stable_success,False,stable,0.3990160221936775,19.32,6.83,4.36,5.22,3.98,19.32,7.18,19.32,7.81,2.96114763,5,0.691706,296.22,,,
BO,20260607,16,2,6,bo_r16_002_tl89_dt194_ge46_qr7_tau80,89,194,46,0.07,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-7431.53,-39482.57,24619.51,0.00,27.68,stable_success_lattice,stable_success,False,stable,0.39745782270608765,19.58,6.89,4.41,5.27,4.04,19.58,7.34,19.58,7.92,2.97466287,5,0.703867,296.22,,,
BO,20260607,16,3,6,bo_r16_003_tl112_dt185_ge50_qr0_tau79,112,185,50,0.0,0.79,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,607553.90,-352665.21,1567773.01,100.61,46.70,ei,local,False,local_constrained,0.46631030391552675,34.50,13.10,8.27,9.56,7.33,34.50,12.79,34.50,14.26,3.54088951,5,0.735317,42.38,,,
BO,20260607,16,4,6,bo_r16_004_tl110_dt184_ge49_qr7_tau79,110,184,49,0.07,0.79,657.92,292.41,1000624.69,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,298,1,45,663130.77,-283187.80,1609449.34,92.63,40.85,ei,local,False,local_constrained,0.4429348946095424,30.58,11.44,7.25,8.41,6.49,30.58,11.45,30.58,12.60,3.42042553,5,0.745363,624.69,,,
BO,20260607,16,5,6,bo_r16_005_tl61_dt121_ge48_qr10_tau72,61,121,48,0.1,0.72,360.92,439.52,368.06,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,247,1,31,492801.53,-486911.04,1472514.09,108.54,42.35,ei,global,False,global_ei,0.39297544930614603,25.49,8.58,5.48,6.85,5.01,25.49,9.07,25.49,10.08,3.23835564,5,0.597625,368.06,,,
BO,20260607,16,6,6,bo_r16_006_tl109_dt161_ge1_qr99_tau70,109,161,1,0.99,0.7,469.92,426.95,466.01,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,966,0,134,489256.58,-490471.51,1468984.67,51.07,11.27,ei,global,False,space_filling,0.22173774307848743,8.11,2.77,1.78,2.15,1.66,8.11,3.08,8.11,3.26,2.09281415,5,0.715939,466.01,,,
BO,20260607,17,1,6,bo_r17_001_tl89_dt197_ge46_qr7_tau79,89,197,46,0.07,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-335.81,-14848.63,14177.02,0.00,27.77,stable_success_lattice,stable_success,False,stable,0.3987955831330038,19.32,6.83,4.36,5.22,3.98,19.32,7.18,19.32,7.81,2.96101444,5,0.691996,296.22,,,
BO,20260607,17,2,6,bo_r17_002_tl89_dt195_ge46_qr7_tau81,89,195,46,0.07,0.81,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-1270.80,-28058.48,25516.87,0.00,27.53,stable_success_lattice,stable_success,False,stable,0.39523046363063585,19.77,6.91,4.43,5.29,4.08,19.77,7.46,19.77,7.99,2.98414419,5,0.714577,296.22,,,
BO,20260607,17,3,6,bo_r17_003_tl100_dt163_ge47_qr0_tau75,100,163,47,0.0,0.75,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,630440.04,-319426.41,1580306.48,110.59,43.10,ei,local,False,local_constrained,0.39204844058640703,28.84,10.91,6.85,8.06,6.01,28.84,10.32,28.84,11.83,3.36176532,5,0.665183,277.55,,,
BO,20260607,17,4,6,bo_r17_004_tl99_dt164_ge47_qr11_tau80,99,164,47,0.11,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,751951.00,-132159.28,1636061.28,104.42,38.55,ei,local,False,local_constrained,0.37078786654273727,28.82,10.37,6.62,7.78,6.04,28.82,10.93,28.82,11.76,3.36114032,5,0.744396,277.55,,,
BO,20260607,17,5,6,bo_r17_005_tl96_dt165_ge46_qr7_tau75,96,165,46,0.07,0.75,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,597318.23,-319906.39,1514542.86,89.56,38.38,ei,global,False,global_ei,0.43107779721576955,25.89,9.58,6.05,7.15,5.37,25.89,9.37,25.89,10.57,3.25378358,5,0.670563,296.22,,,
BO,20260607,17,6,6,bo_r17_006_tl100_dt177_ge0_qr100_tau86,100,177,0,1.0,0.86,234.92,454.29,1000254.86,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,2,2,2,702,0,95,445227.94,-531384.04,1421839.91,0.40,0.20,ei,global,False,space_filling,0.48543954841472664,0.17,0.05,0.04,0.04,0.04,0.17,0.07,0.17,0.07,-1.76798299,5,0.869371,254.86,,,
BO,20260607,18,1,6,bo_r18_001_tl89_dt195_ge46_qr7_tau80,89,195,46,0.07,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-1999.60,-20597.60,16598.40,0.00,27.60,stable_success_lattice,stable_success,False,stable,0.39634819241115027,19.52,6.86,4.39,5.25,4.02,19.52,7.31,19.52,7.89,2.97145480,5,0.703577,296.22,,,
BO,20260607,18,2,6,bo_r18_002_tl89_dt200_ge46_qr8_tau79,89,200,46,0.08,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-8957.43,-120748.04,102833.19,0.00,27.36,stable_success_lattice,stable_success,False,stable,0.392978255728753,19.08,6.74,4.30,5.15,3.93,19.08,7.10,19.08,7.72,2.94852754,5,0.693526,296.22,,,
BO,20260607,18,3,6,bo_r18_003_tl90_dt178_ge50_qr23_tau76,90,178,50,0.23,0.76,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,579007.04,-373613.38,1531627.45,80.96,41.79,ei,local,False,local_constrained,0.5187757619494409,30.15,10.65,6.82,8.11,6.25,30.15,11.35,30.15,12.22,3.40608355,5,0.717807,42.38,,,
BO,20260607,18,4,6,bo_r18_004_tl88_dt170_ge50_qr1_tau70,88,170,50,0.01,0.7,0.00,467.22,1000042.47,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,172,1,25,441827.71,-487847.83,1371503.24,77.97,39.65,ei,local,False,local_constrained,0.5121464445983801,23.86,9.04,5.64,6.74,4.86,23.86,8.16,23.86,9.72,3.17223284,5,0.597534,42.47,,,
BO,20260607,18,5,6,bo_r18_005_tl104_dt66_ge17_qr10_tau86,104,66,17,0.1,0.86,404.92,435.21,1000407.67,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,1,1,1,753,1,62,457674.98,-519242.91,1434592.86,69.93,38.81,ei,global,False,global_ei,0.5574892738950321,29.18,10.25,6.58,7.79,6.08,29.18,11.16,29.18,11.84,3.37336290,5,0.748420,407.67,,,
BO,20260607,18,6,6,bo_r18_006_tl86_dt210_ge7_qr100_tau81,86,210,7,1.0,0.81,337.92,436.20,346.85,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,640,0,78,474688.38,-501950.35,1451327.11,11.27,3.85,ei,global,False,space_filling,0.3425176895926795,3.09,0.93,0.62,0.77,0.63,3.09,1.26,3.09,1.22,1.12864357,5,0.800982,346.85,,,
BO,20260607,19,1,6,bo_r19_001_tl89_dt196_ge46_qr7_tau80,89,196,46,0.07,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,89.07,-12302.35,12480.50,0.00,27.55,stable_success_lattice,stable_success,False,stable,0.39568041541357124,19.48,6.85,4.38,5.24,4.02,19.48,7.29,19.48,7.88,2.96935604,5,0.703287,296.22,,,
BO,20260607,19,2,6,bo_r19_002_tl89_dt200_ge46_qr8_tau80,89,200,46,0.08,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,187.39,-17135.88,17510.66,0.00,27.05,stable_success_lattice,stable_success,False,stable,0.38849344864029656,19.16,6.73,4.31,5.15,3.95,19.16,7.18,19.16,7.75,2.95278607,5,0.704526,296.22,,,
BO,20260607,19,3,6,bo_r19_003_tl97_dt198_ge50_qr0_tau70,97,198,50,0.0,0.7,0.00,467.22,1000042.47,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,172,1,25,936939.89,523145.23,1350734.55,92.01,36.01,ei,local,False,local_constrained,0.3940855450178088,21.90,8.53,5.29,6.26,4.51,21.90,7.45,21.90,8.99,3.08663279,5,0.604085,42.47,,,
BO,20260607,19,4,6,bo_r19_004_tl94_dt173_ge50_qr11_tau82,94,173,50,0.11,0.82,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,643273.96,-99558.66,1386106.59,90.73,34.76,ei,local,False,local_constrained,0.3847253521113705,26.67,9.37,6.02,7.11,5.58,26.67,10.27,26.67,10.84,3.28355589,5,0.764047,42.38,,,
BO,20260607,19,5,6,bo_r19_005_tl74_dt207_ge50_qr16_tau72,74,207,50,0.16,0.72,0.00,467.22,1000042.47,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,172,1,25,807544.75,2207.59,1612881.90,62.15,31.48,ei,global,False,global_ei,0.5099869970815255,19.60,6.82,4.34,5.32,3.92,19.60,7.00,19.60,7.83,2.97529546,5,0.618235,42.47,,,
BO,20260607,19,6,6,bo_r19_006_tl76_dt116_ge3_qr97_tau90,76,116,3,0.97,0.9,439.92,326.47,429.61,277.55,0.00,PASS,,recovery_timeout,True,False,0,0,0,868,0,112,465632.86,-511638.62,1442904.35,21.89,6.01,ei,global,False,space_filling,0.27512826018040637,5.35,1.53,1.04,1.29,1.09,5.35,2.27,5.35,2.09,1.67680190,5,0.888086,429.61,,,
BO,20260607,20,1,6,bo_r20_001_tl89_dt197_ge46_qr7_tau80,89,197,46,0.07,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,3.13,-12773.37,12779.62,0.00,27.54,stable_success_lattice,stable_success,False,stable,0.39545748768715283,19.46,6.84,4.38,5.23,4.01,19.46,7.29,19.46,7.87,2.96837979,5,0.702996,296.22,,,
BO,20260607,20,2,6,bo_r20_002_tl89_dt194_ge46_qr8_tau79,89,194,46,0.08,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-3715.31,-78859.66,71429.05,0.00,27.36,stable_success_lattice,stable_success,False,stable,0.392978255728753,19.13,6.76,4.32,5.16,3.94,19.13,7.12,19.13,7.74,2.95103486,5,0.695267,296.22,,,
BO,20260607,20,3,6,bo_r20_003_tl67_dt182_ge50_qr12_tau76,67,182,50,0.12,0.76,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,666116.64,-249511.67,1581744.95,97.23,44.42,ei,local,False,local_constrained,0.45965456797792625,28.90,9.65,6.21,7.67,5.77,28.90,10.65,28.90,11.48,3.36383344,5,0.646608,42.38,,,
BO,20260607,20,4,6,bo_r20_004_tl83_dt178_ge50_qr11_tau78,83,178,50,0.11,0.78,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,897485.70,103197.27,1691774.12,110.94,41.79,ei,local,False,local_constrained,0.37866850461505297,29.31,10.21,6.54,7.85,6.02,29.31,10.98,29.31,11.82,3.37799062,5,0.697726,42.38,,,
BO,20260607,20,5,6,bo_r20_005_tl72_dt202_ge34_qr11_tau78,72,202,34,0.11,0.78,419.92,428.10,420.66,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,306,1,43,465142.08,-512289.63,1442573.79,39.25,37.05,ei,global,False,global_ei,0.9501950326876947,23.05,7.67,4.93,6.14,4.55,23.05,8.35,23.05,9.11,3.13753481,5,0.617891,420.66,,,
BO,20260607,20,6,6,bo_r20_006_tl58_dt128_ge1_qr99_tau83,58,128,1,0.99,0.83,376.92,439.47,382.61,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,1093,0,112,419966.66,-552294.91,1392228.23,5.85,1.58,ei,global,False,space_filling,0.27179709038475625,1.23,0.33,0.23,0.29,0.24,1.23,0.51,1.23,0.47,0.20474761,5,0.771752,382.61,,,
