method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,sumo_summary_teleports,sumo_summary_collisions,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,bo_batch_slot,hold_feasibility,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,43,1,6,bo_r43_001_tl90_dt181_ge47_qr8_tau80,90,181,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-956.67,-14981.12,13067.79,724.64,724.64,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.263602,,,,,,,,,,,,,277.55,,,
BO,20260607,43,2,6,bo_r43_002_tl90_dt183_ge47_qr9_tau80,90,183,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,984.22,-12853.14,14821.58,724.50,724.50,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.249745,,,,,,,,,,,,,277.55,,,
BO,20260607,43,3,6,bo_r43_003_tl90_dt183_ge47_qr7_tau80,90,183,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3969.25,-12522.84,20461.34,724.41,724.41,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.240637,,,,,,,,,,,,,277.55,,,
BO,20260607,43,4,6,bo_r43_004_tl90_dt180_ge47_qr8_tau80,90,180,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1506.59,-17611.03,14597.84,724.30,724.30,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.274137,,,,,,,,,,,,,277.55,,,
BO,20260607,43,5,6,bo_r43_005_tl90_dt182_ge47_qr9_tau80,90,182,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,969.61,-14731.94,16671.16,724.15,724.15,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.259545,,,,,,,,,,,,,277.55,,,
BO,20260607,43,6,6,bo_r43_006_tl90_dt182_ge47_qr7_tau80,90,182,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,2937.77,-14890.42,20765.95,724.07,724.07,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.251029,,,,,,,,,,,,,277.55,,,
BO,20260607,44,1,6,bo_r44_001_tl90_dt179_ge47_qr8_tau80,90,179,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1436.04,-15310.03,12437.95,724.85,724.85,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.284784,,,,,,,,,,,,,277.55,,,
BO,20260607,44,2,6,bo_r44_002_tl90_dt181_ge47_qr9_tau80,90,181,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,762.06,-12936.91,14461.03,724.70,724.70,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.269556,,,,,,,,,,,,,277.55,,,
BO,20260607,44,3,6,bo_r44_003_tl90_dt181_ge47_qr7_tau80,90,181,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-55.55,-13968.84,13857.73,724.62,724.62,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.261568,,,,,,,,,,,,,277.55,,,
BO,20260607,44,4,6,bo_r44_004_tl90_dt178_ge47_qr8_tau80,90,178,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-2144.18,-18006.98,13718.62,724.51,724.51,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.295526,,,,,,,,,,,,,277.55,,,
BO,20260607,44,5,6,bo_r44_005_tl90_dt180_ge47_qr9_tau80,90,180,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,587.06,-14885.13,16059.26,724.35,724.35,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.279742,,,,,,,,,,,,,277.55,,,
BO,20260607,44,6,6,bo_r44_006_tl90_dt180_ge47_qr7_tau80,90,180,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1155.48,-16933.61,14622.65,724.28,724.28,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.272228,,,,,,,,,,,,,277.55,,,
BO,20260607,45,1,6,bo_r45_001_tl90_dt177_ge47_qr8_tau80,90,177,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1353.32,-14961.94,12255.30,725.01,725.01,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.300760,,,,,,,,,,,,,277.55,,,
BO,20260607,45,2,6,bo_r45_002_tl90_dt179_ge47_qr9_tau80,90,179,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,446.27,-13093.24,13985.79,724.90,724.90,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.290076,,,,,,,,,,,,,277.55,,,
BO,20260607,45,3,6,bo_r45_003_tl90_dt179_ge47_qr7_tau80,90,179,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1045.50,-14780.72,12689.73,724.83,724.83,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.282986,,,,,,,,,,,,,277.55,,,
BO,20260607,45,4,6,bo_r45_004_tl90_dt176_ge47_qr8_tau80,90,176,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-2022.31,-17465.54,13420.92,724.57,724.57,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.301742,,,,,,,,,,,,,277.55,,,
BO,20260607,45,5,6,bo_r45_005_tl90_dt178_ge47_qr9_tau80,90,178,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,166.05,-15049.19,15381.29,724.56,724.56,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.300535,,,,,,,,,,,,,277.55,,,
BO,20260607,45,6,6,bo_r45_006_tl90_dt178_ge47_qr7_tau80,90,178,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1913.96,-17552.59,13724.68,724.44,724.44,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.288532,,,,,,,,,,,,,277.55,,,
BO,20260607,46,1,6,bo_r46_001_tl90_dt175_ge47_qr8_tau80,90,175,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1130.17,-14497.52,12237.19,725.04,725.04,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.303369,,,,,,,,,,,,,277.55,,,
BO,20260607,46,2,6,bo_r46_002_tl90_dt177_ge47_qr9_tau80,90,177,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,133.20,-13259.10,13525.49,724.99,724.99,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.299089,,,,,,,,,,,,,277.55,,,
BO,20260607,46,3,6,bo_r46_003_tl90_dt177_ge47_qr7_tau80,90,177,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1092.32,-14696.07,12511.43,724.89,724.89,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.288881,,,,,,,,,,,,,277.55,,,
BO,20260607,46,4,6,bo_r46_004_tl90_dt174_ge47_qr8_tau80,90,174,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1716.16,-16791.34,13359.02,724.58,724.58,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.302400,,,,,,,,,,,,,277.55,,,
BO,20260607,46,5,6,bo_r46_005_tl90_dt176_ge47_qr9_tau80,90,176,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-214.29,-15204.16,14775.58,724.52,724.52,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.296758,,,,,,,,,,,,,277.55,,,
BO,20260607,46,6,6,bo_r46_006_tl90_dt176_ge47_qr7_tau80,90,176,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1689.32,-17024.35,13645.70,724.46,724.46,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.289924,,,,,,,,,,,,,277.55,,,
BO,20260607,47,1,6,bo_r47_001_tl90_dt173_ge47_qr8_tau80,90,173,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-936.52,-14131.50,12258.46,725.02,725.02,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.302074,,,,,,,,,,,,,277.55,,,
BO,20260607,47,2,6,bo_r47_002_tl90_dt175_ge47_qr9_tau80,90,175,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-124.21,-13386.89,13138.48,724.95,724.95,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.295077,,,,,,,,,,,,,277.55,,,
BO,20260607,47,3,6,bo_r47_003_tl90_dt175_ge47_qr7_tau80,90,175,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-831.02,-14225.58,12563.54,724.92,724.92,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.291651,,,,,,,,,,,,,277.55,,,
BO,20260607,47,4,6,bo_r47_004_tl90_dt172_ge47_qr8_tau80,90,172,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1450.16,-16267.92,13367.60,724.58,724.58,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.302400,,,,,,,,,,,,,277.55,,,
BO,20260607,47,5,6,bo_r47_005_tl90_dt174_ge47_qr9_tau80,90,174,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-507.03,-15305.42,14291.36,724.50,724.50,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.294061,,,,,,,,,,,,,277.55,,,
BO,20260607,47,6,6,bo_r47_006_tl90_dt174_ge47_qr7_tau80,90,174,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1225.85,-16194.29,13742.59,724.50,724.50,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.294043,,,,,,,,,,,,,277.55,,,
BO,20260607,48,1,6,bo_r48_001_tl99_dt147_ge40_qr10_tau86,99,147,40,0.1,0.86,475.92,424.50,471.25,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,325,1,42,482082.55,-376211.81,1340376.91,711.66,711.66,pass_focus_success_lattice,pass_focus_local,True,pass_focus,0.625781,,,,,,,,,,,,,471.25,,,
BO,20260607,48,2,6,bo_r48_002_tl90_dt171_ge47_qr8_tau80,90,171,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-793.41,-13856.17,12269.35,725.04,725.04,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.303374,,,,,,,,,,,,,277.55,,,
BO,20260607,48,3,6,bo_r48_003_tl90_dt173_ge47_qr7_tau80,90,173,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-532.97,-13727.96,12662.02,724.97,724.97,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.297075,,,,,,,,,,,,,277.55,,,
BO,20260607,48,4,6,bo_r48_004_tl90_dt173_ge47_qr9_tau80,90,173,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-304.61,-13448.63,12839.41,724.94,724.94,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.293721,,,,,,,,,,,,,277.55,,,
BO,20260607,48,5,6,bo_r48_005_tl90_dt170_ge47_qr8_tau80,90,170,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1250.85,-15870.77,13369.06,724.61,724.61,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.304988,,,,,,,,,,,,,277.55,,,
BO,20260607,48,6,6,bo_r48_006_tl90_dt172_ge47_qr7_tau80,90,172,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-800.82,-15472.55,13870.91,724.56,724.56,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.300719,,,,,,,,,,,,,277.55,,,
BO,20260607,49,1,6,bo_r49_001_tl100_dt175_ge39_qr12_tau81,100,175,39,0.12,0.81,507.92,297.55,1000488.80,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,444,1,46,52520.69,-472968.72,578010.11,585.37,585.37,pass_focus_success_lattice,pass_focus_local,True,pass_focus,0.614948,,,,,,,,,,,,,488.80,,,
BO,20260607,49,2,6,bo_r49_002_tl90_dt169_ge47_qr8_tau80,90,169,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-747.13,-13855.61,12361.34,725.08,725.08,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.307226,,,,,,,,,,,,,277.55,,,
BO,20260607,49,3,6,bo_r49_003_tl90_dt171_ge47_qr7_tau80,90,171,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-274.28,-13348.07,12799.51,725.05,725.05,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.304943,,,,,,,,,,,,,277.55,,,
BO,20260607,49,4,6,bo_r49_004_tl90_dt172_ge47_qr9_tau80,90,172,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-278.83,-13221.24,12663.58,724.94,724.94,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.294061,,,,,,,,,,,,,277.55,,,
BO,20260607,49,5,6,bo_r49_005_tl90_dt168_ge47_qr8_tau80,90,168,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1184.85,-15891.94,13522.24,724.66,724.66,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.310068,,,,,,,,,,,,,277.55,,,
BO,20260607,49,6,6,bo_r49_006_tl90_dt170_ge47_qr7_tau80,90,170,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-473.01,-14996.07,14050.04,724.65,724.65,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.309710,,,,,,,,,,,,,277.55,,,
BO,20260607,50,1,6,bo_r50_001_tl90_dt169_ge47_qr7_tau80,90,169,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,4.94,-13181.78,13191.66,725.15,725.15,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.314985,,,,,,,,,,,,,277.55,,,
BO,20260607,50,2,6,bo_r50_002_tl90_dt167_ge47_qr8_tau80,90,167,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-642.94,-14039.85,12753.96,725.14,725.14,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.313490,,,,,,,,,,,,,277.55,,,
BO,20260607,50,3,6,bo_r50_003_tl90_dt168_ge47_qr7_tau80,90,168,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-149.56,-14919.21,14620.10,724.76,724.76,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.320731,,,,,,,,,,,,,277.55,,,
BO,20260607,50,4,6,bo_r50_004_tl90_dt166_ge47_qr8_tau80,90,166,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-1056.16,-16274.98,14162.66,724.73,724.73,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.317466,,,,,,,,,,,,,277.55,,,
BO,20260607,50,5,6,bo_r50_005_tl90_dt170_ge47_qr9_tau80,90,170,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-504.61,-14806.67,13797.45,724.52,724.52,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.296758,,,,,,,,,,,,,277.55,,,
BO,20260607,50,6,6,bo_r50_006_tl90_dt168_ge47_qr8_tau79,90,168,47,0.08,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-525.92,-54685.64,53633.79,724.63,724.63,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.317795,,,,,,,,,,,,,277.55,,,
