route_id,scenario_id,destination_id,label_ko,address,lat,lon,target_edge_id,selected_policy,source_candidate_route_id,route_edges,route_edge_count,route_length_m,spine_length_ratio,max_consecutive_spine_length_m,start_depart_pos
FIRETRUCK_TO_SEOUL_STATION_FRONT,FIRETRUCK_SEOUL_STATION_FRONT,SEOUL_STATION_FRONT,firetruck_to_seoul_station_front,Seoul Station front road edge,37.556152,126.973187,619147738#1,max_toegye_direct_station_front,FIRETRUCK_TO_SEOUL_STATION_FRONT_MAX_TOEGYE,420331801#1 -174870621#8 -174870621#7 -174870621#6 -174870621#5 -174870621#4 -174870621#2 -174870621#0 578313748#0 578313748#2 800229255 180368918#0 180368918#3 180368918#5 180368918#6 180368918#7 180368918#8 218773868#0 218773868#2 218773868#3 218773868#4 218773868#5 218773868#6 -1455512070 428260110 785130600#0 785130600#1 785130600#2 785130600#3 1455497345 218773869#1 218773869#3 218773869#4 218773869#5 218773869#6 218773869#7 218773869#8 218773869#9 219696193#1 219696193#2 781985793#0 781985793#1 420361196 180445419 347237859#0 347237859#1 347237859#2 347237859#3 347237859#4 347237859#5 781985787#0 218915135#3 218915135#4 781983104#0 781983104#1 333557072#1 333557072#2 333557072#3 333557072#5 619147738#0 619147738#1,61,3037.18,0.907291,1481.31,0
