method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,1,1,6,bo_r01_001_tl62_dt101_ge33_qr11_tau88,62,101,33,0.11,0.88,0.00,419.84,1000038.17,1000038.17,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,401,1,51,772480.44,-194070.63,1739031.51,5.30,3.14,ei,local,True,2.32,0.71,0.47,0.59,0.46,2.32,0.92,2.32,0.91,0.84120921,5,0.734976,38.17,,,
BO,20260607,1,2,6,bo_r01_002_tl75_dt157_ge40_qr54_tau88,75,157,40,0.54,0.88,978.92,299.84,917.19,917.19,0.00,PASS,,recovery_timeout,True,False,0,520,1,73,548562.57,-420783.19,1517908.34,18.92,2.68,surrogate_mean_lcb,global,True,2.33,0.72,0.48,0.58,0.48,2.33,0.97,2.33,0.93,0.84769251,5,0.869341,917.19,,,
BO,20260607,1,3,6,bo_r01_003_tl38_dt157_ge19_qr46_tau75,38,157,19,0.46,0.75,0.00,419.85,1000038.17,917.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,848,1,75,535053.73,-433472.99,1503580.45,18.45,2.63,surrogate_mean_lcb,global,True,1.51,0.41,0.27,0.37,0.28,1.51,0.56,1.51,0.57,0.40988276,5,0.568690,38.17,,,
BO,20260607,1,4,6,bo_r01_004_tl78_dt148_ge42_qr58_tau84,78,148,42,0.58,0.84,968.92,308.41,908.87,908.87,0.00,PASS,,recovery_timeout,True,False,0,438,1,68,553002.95,-416280.20,1522286.09,19.10,2.62,surrogate_mean_lcb,global,True,2.23,0.70,0.47,0.56,0.46,2.23,0.91,2.23,0.89,0.80234384,5,0.849745,908.87,,,
BO,20260607,1,5,6,bo_r01_005_tl81_dt195_ge32_qr50_tau87,81,195,32,0.5,0.87,999.92,316.64,937.80,908.87,0.00,PASS,,recovery_timeout,True,False,0,747,1,81,566153.92,-403531.12,1535838.96,18.43,2.53,surrogate_mean_lcb,global,True,2.09,0.65,0.43,0.53,0.43,2.09,0.85,2.09,0.83,0.73579210,5,0.823098,937.80,,,
BO,20260607,1,6,6,bo_r01_006_tl67_dt202_ge36_qr42_tau83,67,202,36,0.42,0.83,1029.92,306.11,964.12,908.87,0.00,PASS,,recovery_timeout,True,False,0,635,1,78,542159.08,-427207.98,1511526.13,17.79,2.32,surrogate_mean_lcb,global,True,1.74,0.53,0.35,0.44,0.35,1.74,0.69,1.74,0.68,0.55230960,5,0.744304,964.12,,,
