label,variant_kind,time_profile,spatial_shift,vehicle_count,clone_count,route_changed_count,time_changed_count,run_id,final_status,failure_reason,T_actual_EMV_sec,background_departed,background_arrived,background_arrived_ratio,general_mean_delay_sec,toegye_entered_weighted_speed_kmh,toegye_sampled_weighted_speed_kmh,toegye_movement_simple_mean_kmh,toegye_movement_median_kmh,toegye_slow_movement_count_le10,toegye_slow_movement_count_le15,toegye_fast_movement_count_gt60,toegye_entered_total,toegye_sampled_seconds_total,score_abs_error,demand_file,metrics_csv,run_dir
u130_shoulder_p18,u130_clone_time_spatial_redistribution,shoulder_p18,0.0,4508,1040,0,203,u130_toegye_general15_fine_20260606_u130_shoulder_p18,FAIL,hard_max_sim_time,,4508,1505,0.333851,462.388551,13.973139,2.259823,24.149846,2.413472,11,11,4,18057.0,1461665.91,1.0268610000000002,09 Compact Corridor Baseline/tdata_signal/u130_toegye_general15_fine/background_routes_compact_v9_B04_u130_shoulder_p18.rou.xml,results/metrics/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p18/b04_result_row.csv,runs/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p18/B04/no_control/repeat_001
u130_shoulder_p22,u130_clone_time_spatial_redistribution,shoulder_p22,0.0,4508,1040,0,242,u130_toegye_general15_fine_20260606_u130_shoulder_p22,PASS,,1322.0,4508,663,0.147072,209.05644,13.486827,3.055598,25.090723,7.375731,9,10,4,8732.0,492925.12,1.513173,09 Compact Corridor Baseline/tdata_signal/u130_toegye_general15_fine/background_routes_compact_v9_B04_u130_shoulder_p22.rou.xml,results/metrics/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p22/b04_result_row.csv,runs/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p22/B04/no_control/repeat_001
u130_shoulder_p24,u130_clone_time_spatial_redistribution,shoulder_p24,0.0,4508,1040,0,261,u130_toegye_general15_fine_20260606_u130_shoulder_p24,FAIL,hard_max_sim_time,,4508,1460,0.323869,490.872219,12.711951,2.111097,23.733931,2.419697,11,11,4,17762.0,1511040.9,2.288049000000001,09 Compact Corridor Baseline/tdata_signal/u130_toegye_general15_fine/background_routes_compact_v9_B04_u130_shoulder_p24.rou.xml,results/metrics/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p24/b04_result_row.csv,runs/compact_v9_B4_u130_toegye_general15_fine/u130_toegye_general15_fine_20260606_u130_shoulder_p24/B04/no_control/repeat_001
