route_id,transition_index,from_edge_id,to_edge_id,turn_angle_deg,turn_class
ER_ACC_011,40,180368915#0,180368915#1,0.051,normal
ER_ACC_011,41,180368915#1,180368915#2,8.934,normal
ER_ACC_011,42,180368915#2,180368915#3,8.403,normal
ER_ACC_011,43,180368915#3,782892489#0,87.05,normal
ER_ACC_011,44,782892489#0,782892489#2,0.045,normal
ER_ACC_011,45,782892489#2,782892489#3,2.087,normal
ER_ACC_011,46,782892489#3,782892489#4,8.182,normal
ER_ACC_011,47,782892489#4,782892489#5,7.206,normal
ER_ACC_011,48,782892489#5,198564926,96.869,normal
ER_ACC_011,49,198564926,198564928#0,23.674,normal
ER_ACC_011,50,198564928#0,1205679418#11,105.125,normal
ER_ACC_012,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_012,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_012,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_012,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_012,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_012,6,578313748#0,578313748#2,2.534,normal
ER_ACC_012,7,578313748#2,800229255,1.08,normal
ER_ACC_012,8,800229255,180368918#0,2.43,normal
ER_ACC_012,9,180368918#0,180368918#3,0.87,normal
ER_ACC_012,10,180368918#3,180368918#5,2.577,normal
ER_ACC_012,11,180368918#5,180368918#6,0.01,normal
ER_ACC_012,12,180368918#6,180368918#7,1.311,normal
ER_ACC_012,13,180368918#7,180368918#8,2.333,normal
ER_ACC_012,14,180368918#8,218773868#0,1.645,normal
ER_ACC_012,15,218773868#0,218773868#2,6.453,normal
ER_ACC_012,16,218773868#2,218773868#3,0.227,normal
ER_ACC_012,17,218773868#3,218773868#4,1.127,normal
ER_ACC_012,18,218773868#4,218773868#5,0.019,normal
ER_ACC_012,19,218773868#5,218773868#6,0.918,normal
ER_ACC_012,20,218773868#6,-1455512070,1.016,normal
ER_ACC_012,21,-1455512070,1455512071,96.687,normal
ER_ACC_012,22,1455512071,428260116#1,4.392,normal
ER_ACC_012,23,428260116#1,1455518728,1.228,normal
ER_ACC_012,24,1455518728,-198564928#28,88.916,normal
ER_ACC_012,25,-198564928#28,-198564928#27,0.901,normal
ER_ACC_012,26,-198564928#27,-198564928#26,0.747,normal
ER_ACC_012,27,-198564928#26,-198564928#25,0.0,normal
ER_ACC_012,28,-198564928#25,-198564928#24,0.0,normal
ER_ACC_012,29,-198564928#24,-198564928#23,3.996,normal
ER_ACC_012,30,-198564928#23,-198564928#22,1.301,normal
ER_ACC_012,31,-198564928#22,-198564928#21,2.052,normal
ER_ACC_012,32,-198564928#21,-198564928#20,1.281,normal
ER_ACC_012,33,-198564928#20,-198564928#18,0.018,normal
ER_ACC_012,34,-198564928#18,-198564928#17,0.578,normal
ER_ACC_012,35,-198564928#17,170403814#0,88.441,normal
ER_ACC_013,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_013,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_013,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_013,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_013,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_013,6,578313748#0,578313748#2,2.534,normal
ER_ACC_013,7,578313748#2,800229255,1.08,normal
ER_ACC_013,8,800229255,180368918#0,2.43,normal
ER_ACC_013,9,180368918#0,180368918#3,0.87,normal
ER_ACC_013,10,180368918#3,180368918#5,2.577,normal
ER_ACC_013,11,180368918#5,180368918#6,0.01,normal
ER_ACC_013,12,180368918#6,180368918#7,1.311,normal
ER_ACC_013,13,180368918#7,180368918#8,2.333,normal
ER_ACC_013,14,180368918#8,218773868#0,1.645,normal
ER_ACC_013,15,218773868#0,218773868#2,6.453,normal
ER_ACC_013,16,218773868#2,218773868#3,0.227,normal
ER_ACC_013,17,218773868#3,218773868#4,1.127,normal
ER_ACC_013,18,218773868#4,218773868#5,0.019,normal
ER_ACC_013,19,218773868#5,218773868#6,0.918,normal
ER_ACC_013,20,218773868#6,-1455512070,1.016,normal
ER_ACC_013,21,-1455512070,-1455512069,1.265,normal
ER_ACC_013,22,-1455512069,428260110,2.189,normal
ER_ACC_013,23,428260110,785130600#0,5.536,normal
ER_ACC_013,24,785130600#0,785130600#1,8.278,normal
ER_ACC_013,25,785130600#1,785130600#2,4.928,normal
ER_ACC_013,26,785130600#2,785130600#3,1.533,normal
ER_ACC_013,27,785130600#3,1455497345,1.122,normal
ER_ACC_013,28,1455497345,218773869#1,1.649,normal
ER_ACC_013,29,218773869#1,218773869#3,1.256,normal
ER_ACC_013,30,218773869#3,218773869#4,1.01,normal
ER_ACC_013,31,218773869#4,218773869#5,2.551,normal
ER_ACC_013,32,218773869#5,218773869#6,2.396,normal
ER_ACC_013,33,218773869#6,218773869#7,5.435,normal
ER_ACC_013,34,218773869#7,218773869#8,20.278,normal
ER_ACC_013,35,218773869#8,219696193#0,7.83,normal
ER_ACC_013,36,219696193#0,219696193#1,0.251,normal
ER_ACC_013,37,219696193#1,219696193#2,5.563,normal
ER_ACC_013,38,219696193#2,781985793#0,11.902,normal
ER_ACC_013,39,781985793#0,420361196,13.997,normal
ER_ACC_013,40,420361196,347237859#0,2.141,normal
ER_ACC_013,41,347237859#0,347237859#1,4.701,normal
ER_ACC_013,42,347237859#1,347237859#2,1.88,normal
ER_ACC_013,43,347237859#2,347237859#3,0.039,normal
ER_ACC_013,44,347237859#3,347237859#4,2.105,normal
ER_ACC_013,45,347237859#4,781985787#0,7.077,normal
ER_ACC_013,46,781985787#0,-781985788#0,0.0,normal
ER_ACC_013,47,-781985788#0,-383097722#0,0.0,normal
ER_ACC_013,48,-383097722#0,383097714,0.285,normal
ER_ACC_013,49,383097714,1499619438#0,0.0,normal
ER_ACC_013,50,1499619438#0,383097712#1,0.0,normal
ER_ACC_013,51,383097712#1,333972428#1,1.442,normal
ER_ACC_013,52,333972428#1,333972428#2,0.399,normal
ER_ACC_013,53,333972428#2,333972428#3,8.521,normal
ER_ACC_013,54,333972428#3,289213613#0,0.577,normal
ER_ACC_013,55,289213613#0,289213613#3,18.607,normal
ER_ACC_013,56,289213613#3,619147728,79.422,normal
ER_ACC_013,57,619147728,619147729#0,34.314,normal
ER_ACC_013,58,619147729#0,619147729#1,0.0,normal
ER_ACC_013,59,619147729#1,619147729#2,0.0,normal
ER_ACC_013,60,619147729#2,619147735#0,1.747,normal
ER_ACC_013,61,619147735#0,619147735#1,1.928,normal
ER_ACC_013,62,619147735#1,619147735#4,1.297,normal
ER_ACC_013,63,619147735#4,198564929#0,90.645,normal
ER_ACC_013,64,198564929#0,198564929#2,1.783,normal
ER_ACC_013,65,198564929#2,198564929#3,27.098,normal
ER_ACC_013,66,198564929#3,198564929#5,0.72,normal
ER_ACC_014,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_014,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_014,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_014,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_014,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_014,6,578313748#0,578313748#2,2.534,normal
ER_ACC_014,7,578313748#2,800229255,1.08,normal
ER_ACC_014,8,800229255,180368918#0,2.43,normal
ER_ACC_014,9,180368918#0,180368918#3,0.87,normal
ER_ACC_014,10,180368918#3,180368918#5,2.577,normal
ER_ACC_014,11,180368918#5,180368918#6,0.01,normal
ER_ACC_014,12,180368918#6,180368918#7,1.311,normal
ER_ACC_014,13,180368918#7,180368918#8,2.333,normal
ER_ACC_014,14,180368918#8,218773868#0,1.645,normal
ER_ACC_014,15,218773868#0,218773868#2,6.453,normal
ER_ACC_014,16,218773868#2,218773868#3,0.227,normal
ER_ACC_014,17,218773868#3,218773868#4,1.127,normal
ER_ACC_014,18,218773868#4,218773868#5,0.019,normal
ER_ACC_014,19,218773868#5,218773868#6,0.918,normal
ER_ACC_014,20,218773868#6,-1455512070,1.016,normal
ER_ACC_014,21,-1455512070,-1455512069,1.265,normal
ER_ACC_014,22,-1455512069,428260110,2.189,normal
ER_ACC_014,23,428260110,785130600#0,5.536,normal
ER_ACC_014,24,785130600#0,785130600#1,8.278,normal
ER_ACC_014,25,785130600#1,785130600#2,4.928,normal
ER_ACC_014,26,785130600#2,785130600#3,1.533,normal
ER_ACC_014,27,785130600#3,1455497345,1.122,normal
ER_ACC_014,28,1455497345,218773869#1,1.649,normal
ER_ACC_014,29,218773869#1,218773869#3,1.256,normal
ER_ACC_014,30,218773869#3,218773869#4,1.01,normal
ER_ACC_014,31,218773869#4,218773869#5,2.551,normal
ER_ACC_014,32,218773869#5,218773869#6,2.396,normal
ER_ACC_014,33,218773869#6,218773869#7,5.435,normal
ER_ACC_014,34,218773869#7,218773869#8,20.278,normal
ER_ACC_014,35,218773869#8,219696193#0,7.83,normal
ER_ACC_014,36,219696193#0,219696193#1,0.251,normal
ER_ACC_014,37,219696193#1,219696193#2,5.563,normal
ER_ACC_014,38,219696193#2,781985793#0,11.902,normal
ER_ACC_014,39,781985793#0,420361196,13.997,normal
ER_ACC_014,40,420361196,347237859#0,2.141,normal
ER_ACC_014,41,347237859#0,347237859#1,4.701,normal
ER_ACC_014,42,347237859#1,347237859#2,1.88,normal
ER_ACC_014,43,347237859#2,347237859#3,0.039,normal
ER_ACC_014,44,347237859#3,347237859#4,2.105,normal
ER_ACC_014,45,347237859#4,781985787#0,7.077,normal
ER_ACC_014,46,781985787#0,-781985788#0,0.0,normal
ER_ACC_014,47,-781985788#0,-383097722#0,0.0,normal
ER_ACC_014,48,-383097722#0,383097714,0.285,normal
ER_ACC_014,49,383097714,1499619438#0,0.0,normal
ER_ACC_014,50,1499619438#0,1499619445#2,0.0,normal
ER_ACC_014,51,1499619445#2,1499619443#4,1.272,normal
ER_ACC_014,52,1499619443#4,1499619443#8,2.056,normal
ER_ACC_014,53,1499619443#8,1499619443#9,0.749,normal
ER_ACC_014,54,1499619443#9,1499619437,2.672,normal
ER_ACC_014,55,1499619437,1499619442,0.858,normal
ER_ACC_014,56,1499619442,219096264,75.05,normal
ER_ACC_014,57,219096264,198564925#0,4.738,normal
ER_ACC_014,58,198564925#0,198691079#0,90.051,normal
ER_ACC_015,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_015,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_015,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_015,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_015,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_015,6,578313748#0,578313748#2,2.534,normal
ER_ACC_015,7,578313748#2,800229255,1.08,normal
ER_ACC_015,8,800229255,180368918#0,2.43,normal
ER_ACC_015,9,180368918#0,180368918#3,0.87,normal
ER_ACC_015,10,180368918#3,180368918#5,2.577,normal
ER_ACC_015,11,180368918#5,180368918#6,0.01,normal
ER_ACC_015,12,180368918#6,180368918#7,1.311,normal
ER_ACC_015,13,180368918#7,180368918#8,2.333,normal
ER_ACC_015,14,180368918#8,218773868#0,1.645,normal
ER_ACC_015,15,218773868#0,218773868#2,6.453,normal
ER_ACC_015,16,218773868#2,218773868#3,0.227,normal
ER_ACC_015,17,218773868#3,218773868#4,1.127,normal
ER_ACC_015,18,218773868#4,218773868#5,0.019,normal
ER_ACC_015,19,218773868#5,218773868#6,0.918,normal
ER_ACC_015,20,218773868#6,-1455512070,1.016,normal
ER_ACC_015,21,-1455512070,-1455512069,1.265,normal
ER_ACC_015,22,-1455512069,428260110,2.189,normal
ER_ACC_015,23,428260110,785130600#0,5.536,normal
ER_ACC_015,24,785130600#0,785130600#1,8.278,normal
ER_ACC_015,25,785130600#1,785130600#2,4.928,normal
ER_ACC_015,26,785130600#2,785130600#3,1.533,normal
ER_ACC_015,27,785130600#3,1455497345,1.122,normal
ER_ACC_015,28,1455497345,218773869#1,1.649,normal
ER_ACC_015,29,218773869#1,218773869#3,1.256,normal
ER_ACC_015,30,218773869#3,218773869#4,1.01,normal
ER_ACC_015,31,218773869#4,218773869#5,2.551,normal
ER_ACC_015,32,218773869#5,218773869#6,2.396,normal
ER_ACC_015,33,218773869#6,218773869#7,5.435,normal
ER_ACC_015,34,218773869#7,218773869#8,20.278,normal
ER_ACC_015,35,218773869#8,219696193#0,7.83,normal
ER_ACC_015,36,219696193#0,219696193#1,0.251,normal
ER_ACC_015,37,219696193#1,219696193#2,5.563,normal
ER_ACC_015,38,219696193#2,781985793#0,11.902,normal
ER_ACC_015,39,781985793#0,420361196,13.997,normal
ER_ACC_015,40,420361196,347237859#0,2.141,normal
ER_ACC_015,41,347237859#0,347237859#1,4.701,normal
ER_ACC_015,42,347237859#1,347237859#2,1.88,normal
ER_ACC_015,43,347237859#2,347237859#3,0.039,normal
ER_ACC_015,44,347237859#3,347237859#4,2.105,normal
ER_ACC_015,45,347237859#4,781985787#0,7.077,normal
ER_ACC_015,46,781985787#0,1465558146#0,0.0,normal
ER_ACC_015,47,1465558146#0,1465558146#1,0.0,normal
ER_ACC_015,48,1465558146#1,383097723,0.0,normal
ER_ACC_015,49,383097723,-243542156#1,92.116,normal
ER_ACC_015,50,-243542156#1,-243542154#1,100.781,normal
ER_ACC_015,51,-243542154#1,-464461055,113.77,normal
ER_ACC_015,52,-464461055,243542156#1,34.557,normal
ER_ACC_016,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_016,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_016,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_016,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_016,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_016,6,578313748#0,578313748#2,2.534,normal
ER_ACC_016,7,578313748#2,800229255,1.08,normal
ER_ACC_016,8,800229255,180368918#0,2.43,normal
ER_ACC_016,9,180368918#0,180368918#3,0.87,normal
ER_ACC_016,10,180368918#3,180368918#5,2.577,normal
ER_ACC_016,11,180368918#5,180368918#6,0.01,normal
ER_ACC_016,12,180368918#6,180368918#7,1.311,normal
ER_ACC_016,13,180368918#7,180368918#8,2.333,normal
ER_ACC_016,14,180368918#8,218773868#0,1.645,normal
ER_ACC_016,15,218773868#0,218773868#2,6.453,normal
ER_ACC_016,16,218773868#2,218773868#3,0.227,normal
ER_ACC_016,17,218773868#3,218773868#4,1.127,normal
ER_ACC_016,18,218773868#4,218773868#5,0.019,normal
ER_ACC_016,19,218773868#5,218773868#6,0.918,normal
ER_ACC_016,20,218773868#6,-1455512070,1.016,normal
ER_ACC_016,21,-1455512070,-1455512069,1.265,normal
ER_ACC_016,22,-1455512069,428260110,2.189,normal
ER_ACC_016,23,428260110,785130600#0,5.536,normal
ER_ACC_016,24,785130600#0,785130600#1,8.278,normal
ER_ACC_016,25,785130600#1,785130600#2,4.928,normal
ER_ACC_016,26,785130600#2,785130600#3,1.533,normal
ER_ACC_016,27,785130600#3,1455497345,1.122,normal
ER_ACC_016,28,1455497345,218773869#1,1.649,normal
ER_ACC_016,29,218773869#1,218773869#3,1.256,normal
ER_ACC_016,30,218773869#3,218773869#4,1.01,normal
ER_ACC_016,31,218773869#4,218773869#5,2.551,normal
ER_ACC_016,32,218773869#5,218773869#6,2.396,normal
ER_ACC_016,33,218773869#6,218773869#7,5.435,normal
ER_ACC_016,34,218773869#7,218773869#8,20.278,normal
ER_ACC_016,35,218773869#8,219696193#0,7.83,normal
ER_ACC_016,36,219696193#0,219696193#1,0.251,normal
ER_ACC_016,37,219696193#1,219696193#2,5.563,normal
ER_ACC_016,38,219696193#2,781985793#0,11.902,normal
ER_ACC_016,39,781985793#0,420361196,13.997,normal
ER_ACC_016,40,420361196,347237859#0,2.141,normal
ER_ACC_016,41,347237859#0,347237859#1,4.701,normal
ER_ACC_016,42,347237859#1,347237859#2,1.88,normal
ER_ACC_016,43,347237859#2,347237859#3,0.039,normal
ER_ACC_016,44,347237859#3,347237859#4,2.105,normal
ER_ACC_016,45,347237859#4,781985787#0,7.077,normal
ER_ACC_016,46,781985787#0,781985786#1,0.0,normal
ER_ACC_016,47,781985786#1,781985786#2,0.0,normal
ER_ACC_016,48,781985786#2,781985786#3,0.277,normal
ER_ACC_016,49,781985786#3,781985786#4,0.223,normal
ER_ACC_016,50,781985786#4,913570919,14.449,normal
ER_ACC_016,51,913570919,913570918,87.023,normal
ER_ACC_016,52,913570918,273028084#0,27.224,normal
ER_ACC_016,53,273028084#0,273028084#6,0.905,normal
ER_ACC_017,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_017,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_017,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_017,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_017,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_017,6,578313748#0,578313748#2,2.534,normal
ER_ACC_017,7,578313748#2,800229255,1.08,normal
ER_ACC_017,8,800229255,180368918#0,2.43,normal
ER_ACC_017,9,180368918#0,180368918#3,0.87,normal
ER_ACC_017,10,180368918#3,180368918#5,2.577,normal
ER_ACC_017,11,180368918#5,180368918#6,0.01,normal
ER_ACC_017,12,180368918#6,180368918#7,1.311,normal
ER_ACC_017,13,180368918#7,180368918#8,2.333,normal
ER_ACC_017,14,180368918#8,218773868#0,1.645,normal
ER_ACC_017,15,218773868#0,218773868#2,6.453,normal
ER_ACC_017,16,218773868#2,218773868#3,0.227,normal
ER_ACC_017,17,218773868#3,218773868#4,1.127,normal
ER_ACC_017,18,218773868#4,218773868#5,0.019,normal
ER_ACC_017,19,218773868#5,218773868#6,0.918,normal
ER_ACC_017,20,218773868#6,-1455512070,1.016,normal
ER_ACC_017,21,-1455512070,-1455512069,1.265,normal
ER_ACC_017,22,-1455512069,428260110,2.189,normal
ER_ACC_017,23,428260110,785130600#0,5.536,normal
ER_ACC_017,24,785130600#0,785130600#1,8.278,normal
ER_ACC_017,25,785130600#1,785130600#2,4.928,normal
ER_ACC_017,26,785130600#2,785130600#3,1.533,normal
ER_ACC_017,27,785130600#3,1455497345,1.122,normal
ER_ACC_017,28,1455497345,218773869#1,1.649,normal
ER_ACC_017,29,218773869#1,218773869#3,1.256,normal
ER_ACC_017,30,218773869#3,218773869#4,1.01,normal
ER_ACC_017,31,218773869#4,218773869#5,2.551,normal
ER_ACC_017,32,218773869#5,218773869#6,2.396,normal
ER_ACC_017,33,218773869#6,218773869#7,5.435,normal
ER_ACC_017,34,218773869#7,218773869#8,20.278,normal
ER_ACC_017,35,218773869#8,-772527390#5,0.0,normal
ER_ACC_017,36,-772527390#5,785130598#0,0.0,normal
ER_ACC_017,37,785130598#0,785130598#1,11.306,normal
ER_ACC_017,38,785130598#1,785130598#3,0.831,normal
ER_ACC_017,39,785130598#3,223418965#1,103.663,normal
ER_ACC_017,40,223418965#1,223418965#2,0.411,normal
ER_ACC_017,41,223418965#2,223418965#3,0.625,normal
ER_ACC_017,42,223418965#3,223418965#5,4.358,normal
ER_ACC_017,43,223418965#5,223418965#10,7.235,normal
ER_ACC_017,44,223418965#10,223418965#14,15.534,normal
ER_ACC_017,45,223418965#14,273647556#0,22.596,normal
ER_ACC_017,46,273647556#0,-273647554#1,85.157,normal
ER_ACC_017,47,-273647554#1,-273640076#1,74.922,normal
ER_ACC_017,48,-273640076#1,-244221646#2,12.567,normal
ER_ACC_017,49,-244221646#2,273640070#0,86.753,normal
ER_ACC_018,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_018,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_018,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_018,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_018,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_018,6,578313748#0,578313748#2,2.534,normal
ER_ACC_018,7,578313748#2,800229255,1.08,normal
ER_ACC_018,8,800229255,180368918#0,2.43,normal
ER_ACC_018,9,180368918#0,180368918#3,0.87,normal
ER_ACC_018,10,180368918#3,180368918#5,2.577,normal
ER_ACC_018,11,180368918#5,180368918#6,0.01,normal
ER_ACC_018,12,180368918#6,180368918#7,1.311,normal
ER_ACC_018,13,180368918#7,180368918#8,2.333,normal
ER_ACC_018,14,180368918#8,218773868#0,1.645,normal
ER_ACC_018,15,218773868#0,218773868#2,6.453,normal
ER_ACC_018,16,218773868#2,218773868#3,0.227,normal
ER_ACC_018,17,218773868#3,218773868#4,1.127,normal
ER_ACC_018,18,218773868#4,218773868#5,0.019,normal
ER_ACC_018,19,218773868#5,218773868#6,0.918,normal
ER_ACC_018,20,218773868#6,-1455512070,1.016,normal
ER_ACC_018,21,-1455512070,-1455512069,1.265,normal
ER_ACC_018,22,-1455512069,428260110,2.189,normal
ER_ACC_018,23,428260110,785130600#0,5.536,normal
ER_ACC_018,24,785130600#0,785130600#1,8.278,normal
ER_ACC_018,25,785130600#1,785130600#2,4.928,normal
ER_ACC_018,26,785130600#2,785130600#3,1.533,normal
ER_ACC_018,27,785130600#3,1455497345,1.122,normal
ER_ACC_018,28,1455497345,218773869#1,1.649,normal
ER_ACC_018,29,218773869#1,218773869#3,1.256,normal
ER_ACC_018,30,218773869#3,218773869#4,1.01,normal
ER_ACC_018,31,218773869#4,218773869#5,2.551,normal
ER_ACC_018,32,218773869#5,218773869#6,2.396,normal
ER_ACC_018,33,218773869#6,218773869#7,5.435,normal
ER_ACC_018,34,218773869#7,218773869#8,20.278,normal
ER_ACC_018,35,218773869#8,219696193#0,7.83,normal
ER_ACC_018,36,219696193#0,219696193#1,0.251,normal
ER_ACC_018,37,219696193#1,219696193#2,5.563,normal
ER_ACC_018,38,219696193#2,781985793#0,11.902,normal
ER_ACC_018,39,781985793#0,420361196,13.997,normal
ER_ACC_018,40,420361196,347237859#0,2.141,normal
ER_ACC_018,41,347237859#0,347237859#1,4.701,normal
ER_ACC_018,42,347237859#1,347237859#2,1.88,normal
ER_ACC_018,43,347237859#2,347237859#3,0.039,normal
ER_ACC_018,44,347237859#3,347237859#4,2.105,normal
ER_ACC_018,45,347237859#4,781985787#0,7.077,normal
ER_ACC_018,46,781985787#0,-781985788#0,0.0,normal
ER_ACC_018,47,-781985788#0,-383097722#0,0.0,normal
ER_ACC_018,48,-383097722#0,301285277#0,59.163,normal
ER_ACC_019,1,-381802881#2,-381802847#2,68.415,normal
ER_ACC_019,2,-381802847#2,-183272625#1,83.113,normal
ER_ACC_019,3,-183272625#1,-174870621#2,80.198,normal
ER_ACC_019,4,-174870621#2,-174870621#0,6.265,normal
ER_ACC_019,5,-174870621#0,578313748#0,9.983,normal
ER_ACC_019,6,578313748#0,578313748#2,2.534,normal
ER_ACC_019,7,578313748#2,800229255,1.08,normal
ER_ACC_019,8,800229255,180368918#0,2.43,normal
ER_ACC_019,9,180368918#0,180368918#3,0.87,normal
ER_ACC_019,10,180368918#3,180368918#5,2.577,normal
ER_ACC_019,11,180368918#5,180368918#6,0.01,normal
ER_ACC_019,12,180368918#6,180368918#7,1.311,normal
ER_ACC_019,13,180368918#7,180368918#8,2.333,normal
ER_ACC_019,14,180368918#8,218773868#0,1.645,normal
ER_ACC_019,15,218773868#0,218773868#2,6.453,normal
ER_ACC_019,16,218773868#2,218773868#3,0.227,normal
ER_ACC_019,17,218773868#3,218773868#4,1.127,normal
ER_ACC_019,18,218773868#4,218773868#5,0.019,normal
ER_ACC_019,19,218773868#5,218773868#6,0.918,normal
ER_ACC_019,20,218773868#6,-1455512070,1.016,normal
ER_ACC_019,21,-1455512070,-1455512069,1.265,normal
ER_ACC_019,22,-1455512069,428260110,2.189,normal
ER_ACC_019,23,428260110,785130600#0,5.536,normal
ER_ACC_019,24,785130600#0,785130600#1,8.278,normal
ER_ACC_019,25,785130600#1,785130600#2,4.928,normal
ER_ACC_019,26,785130600#2,785130600#3,1.533,normal
ER_ACC_019,27,785130600#3,1455497345,1.122,normal
ER_ACC_019,28,1455497345,218773869#1,1.649,normal
ER_ACC_019,29,218773869#1,218773869#3,1.256,normal
ER_ACC_019,30,218773869#3,218773869#4,1.01,normal
ER_ACC_019,31,218773869#4,218773869#5,2.551,normal
ER_ACC_019,32,218773869#5,218773869#6,2.396,normal
ER_ACC_019,33,218773869#6,218773869#7,5.435,normal
ER_ACC_019,34,218773869#7,218773869#8,20.278,normal
ER_ACC_019,35,218773869#8,219696193#0,7.83,normal
ER_ACC_019,36,219696193#0,219696193#1,0.251,normal
ER_ACC_019,37,219696193#1,219696193#2,5.563,normal
ER_ACC_019,38,219696193#2,781985793#0,11.902,normal
ER_ACC_019,39,781985793#0,420361196,13.997,normal
ER_ACC_019,40,420361196,347237859#0,2.141,normal
ER_ACC_019,41,347237859#0,347237859#1,4.701,normal
ER_ACC_019,42,347237859#1,347237859#2,1.88,normal
ER_ACC_019,43,347237859#2,347237859#3,0.039,normal
ER_ACC_019,44,347237859#3,347237859#4,2.105,normal
ER_ACC_019,45,347237859#4,781985787#0,7.077,normal
ER_ACC_019,46,781985787#0,218915135#3,22.041,normal
ER_ACC_019,47,218915135#3,218915135#4,0.883,normal
ER_ACC_019,48,218915135#4,781983104#0,9.287,normal
ER_ACC_019,49,781983104#0,781983104#1,3.77,normal
ER_ACC_019,50,781983104#1,333557072#3,1.985,normal
ER_ACC_019,51,333557072#3,333557072#5,0.011,normal
ER_ACC_019,52,333557072#5,619147738#0,61.45,normal
ER_ACC_019,53,619147738#0,619147738#1,4.129,normal
ER_ACC_019,54,619147738#1,1206223939,0.0,normal
ER_ACC_019,55,1206223939,615671502,0.0,normal
ER_ACC_019,56,615671502,796927124,0.0,normal
ER_ACC_019,57,796927124,1206223944,0.0,normal
ER_ACC_019,58,1206223944,585341902,72.517,normal
ER_ACC_019,59,585341902,477063271,0.0,normal
ER_ACC_019,60,477063271,1206223946#0,0.0,normal
ER_ACC_019,61,1206223946#0,619147740,21.963,normal
ER_ACC_019,62,619147740,619147739#0,2.512,normal
ER_ACC_019,63,619147739#0,619147739#1,0.026,normal
ER_ACC_019,64,619147739#1,619147739#3,0.46,normal
ER_ACC_019,65,619147739#3,315658884#1,116.984,normal
