generated_at,run_id,timeout_steps,command_time_to_teleport,pipeline,output_prefix,mode,parameter_id,repeat_id,route_id,route_start_edge,route_target_edge,route_policy,D_det,alpha,G_ext,T_change_sec,w1,w2,w3,effective_T_change_sec,effective_alpha_sec,effective_G_ext_sec,emergency_travel_time_sec,b00_emergency_travel_time_sec,A_delay_sec,N_delay_sec,T_recovery_sec,T_recovery_queue_sec,T_recovery_speed_penalty_sec,score_sec,bo_score_sec,signal_burden_penalty_sec,failure_penalty_sec,total_extension_delta_sec,realized_extension_sec,trimmed_green_sec,post_pass_trim_count,alpha_effective_extension_sec,alpha_hold_count,emergency_arrived,emergency_teleport,background_vehicle_count,final_status,warning_reason,failure_reason,run_dir,sumo_exit_code,emergency_departed,emergency_travel_time,emergency_corridor_actual_sec,emergency_corridor_free_flow_sec,general_non_main_actual_sec,general_non_main_free_flow_sec,general_non_main_vehicle_edge_count,N_delay_completed_vehicle_edge_count,N_delay_censored_vehicle_edge_count,N_delay_excluded_active_vehicle_edge_count,N_delay_excluded_ratio,N_delay_censored_ratio,route_error_count,background_departed,background_arrived,background_teleported,background_teleport_ratio,timeout_reached,remaining_vehicle_count,background_remaining_count,background_remaining_at_sim_end,all_vehicles_arrived,network_avg_speed_kmh,general_vehicle_avg_speed_kmh,general_vehicle_speed_sample_count,network_avg_speed_at_analysis_end_kmh,network_running_at_analysis_end,network_speed_pre_emergency_kmh,network_speed_during_response_kmh,network_speed_post_recovery_kmh,active_vehicle_count_pre_emergency,active_vehicle_count_during_response,active_vehicle_count_post_recovery,rolling_congestion_valid,rolling_congestion_reason,rolling_congestion_window_sec,rolling_congestion_min_kmh,rolling_congestion_max_kmh,congestion_valid,congestion_valid_at_analysis_end,congestion_reason_at_analysis_end,congestion_reason,analysis_end_time_sec,analysis_stop_reason,recovery_buffer_sec,emergency_route_length_m,emergency_route_length_source,emergency_avg_speed_kmh,emergency_speed_factor,emergency_speed_cap_kmh,emergency_bluelight_enabled,b00_speed_policy,controlled_tls_count,skipped_tls_count,failed_tls_count,intervention_count,green_extension_count,green_arrived_before_t_change_extension_count,phase_switch_count,restore_count,signal_event_count,t_change_request_count,t_change_switch_count,green_missed_before_t_change_count,T_recovery_tls_count,T_recovery_max_tls_id,T_recovery_unrecovered_count,queue_recovery_csv,safety_violation_count,emergency_stop_warning_count,emergency_lane_connection_warning_count,emergency_lane_connection_diagnostic_count,signal_events_csv,b0_emergency_travel_time,travel_time_delta_sec,travel_time_improvement_pct,stderr_log,tripinfo,summary_output,edgeData_output,controller_started,elapsed_wall_sec,emergency_vehicle_id,sumocfg,sim_end_time,emergency_last_edge_id,emergency_last_route_index,emergency_last_lane_id,emergency_last_speed_kmh,emergency_last_waiting_time_sec,emergency_route_progress_ratio
2026-06-02T12:11:44.215793+00:00,20260602T121144_215793Z0000,7200,1200,parameter_input_sim,validated_custom_destination_b0,B0,no_control,repeat_001,CUSTOM_JUNG_GU_HOEHYEON1_147_23,-381802881#2,-769488211,max_toegye,,,,,3.00,1.00,1.00,,,,479.00,,,8.64,362.25,253.00,109.25,370.89,370.89,0.00,0.00,0.00,0.00,0.00,0,0.00,0,True,False,6430,WARNING,congestion_not_maintained:rolling_speed_below_12_kmh,,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23,0,True,479.00,343.00,165.59,11.82,3.21,5552,5491,61,0,0.0,0.010987,0,644,83,0,0.0,False,1340,1340,1340,False,12.480874,12.47,488186,10.476,561,20.34,12.63,9.54,400.07,738.10,1231.19,False,rolling_speed_below_12_kmh,300,9.35,20.34,True,True,congestion_or_residual_queue_under_25_kmh,congested_10_to_25_kmh,1594.00,emergency_arrived_queue_recovered_buffer_elapsed,300.00,2794.09,fixed_external_edges,21.00,1.40,70.00,False,speed50_net_emergency_speedFactor_1p40_cap70_no_bluelight_tls_all_off,0,0,0,0,0,0,0,0,2,0,0,0,14,joinedS_11203052957_cluster_11203052955_11203052956_11203052960_11203052961_#11more,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/queue_recovery_by_tls.csv,0,0,0,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/signal_events.csv,,,,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/sumo_stderr.log,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/tripinfo.xml,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/summary.xml,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/edgeData.xml,True,49.17,emergency_CUSTOM_JUNG_GU_HOEHYEON1_147_23_B0_repeat_001,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23/scenario.sumocfg,1593.00,-769488211,55,-769488211_0,65.91,0.00,1.00
2026-06-02T12:11:44.215793+00:00,20260602T121144_215793Z0000,7200,1200,parameter_input_sim,validated_custom_destination_b0,B0,no_control,repeat_001,CUSTOM_JUNG_GU_PILDONG2_84_101,-381802881#2,-273640070#3,max_toegye,,,,,3.00,1.00,1.00,,,,259.00,,,9.59,128.18,74.00,54.18,137.78,137.78,0.00,0.00,0.00,0.00,0.00,0,0.00,0,True,False,6430,PASS_WITH_REMAINING_BACKGROUND,,,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101,0,True,259.00,135.00,109.15,12.83,3.28,2663,2608,55,0,0.0,0.020653,0,475,26,0,0.0,False,1009,1009,1009,False,14.777708,14.75,267049,9.72,449,20.34,13.25,12.29,400.07,640.98,850.19,True,rolling_speed_12_to_35_kmh,300,12.13,20.34,True,True,congestion_or_residual_queue_under_25_kmh,congested_10_to_25_kmh,1160.00,emergency_arrived_queue_recovered_buffer_elapsed,300.00,2335.78,fixed_external_edges,32.47,1.40,70.00,False,speed50_net_emergency_speedFactor_1p40_cap70_no_bluelight_tls_all_off,0,0,0,0,0,0,0,0,2,0,0,0,13,joinedS_4273893706_4273893707_7335400058_cluster_13348213189_13348213190_13348213191,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/queue_recovery_by_tls.csv,0,0,0,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/signal_events.csv,,,,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/sumo_stderr.log,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/tripinfo.xml,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/summary.xml,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/edgeData.xml,True,29.58,emergency_CUSTOM_JUNG_GU_PILDONG2_84_101_B0_repeat_001,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101/scenario.sumocfg,1159.00,-273640070#3,45,-273640070#3_0,66.78,0.00,1.00
