generated_at,run_id,pipeline,mode,parameter_id,repeat_id,route_id,D_det,alpha,G_ext,T_change_sec,A_delay_sec,N_delay_sec,T_recovery_sec,T_recovery_queue_sec,T_recovery_speed_penalty_sec,score_sec,bo_score_sec,signal_burden_penalty_sec,total_extension_delta_sec,realized_extension_sec,trimmed_green_sec,post_pass_trim_count,failure_penalty_sec,final_status,warning_reason,failure_reason,emergency_travel_time_sec,b00_emergency_travel_time_sec,background_teleported,background_remaining_count,network_avg_speed_kmh,general_vehicle_avg_speed_kmh,general_vehicle_speed_sample_count,network_avg_speed_at_analysis_end_kmh,network_running_at_analysis_end,network_speed_pre_emergency_kmh,network_speed_during_response_kmh,network_speed_post_recovery_kmh,active_vehicle_count_pre_emergency,active_vehicle_count_during_response,active_vehicle_count_post_recovery,rolling_congestion_valid,rolling_congestion_reason,rolling_congestion_window_sec,rolling_congestion_min_kmh,rolling_congestion_max_kmh,congestion_valid,congestion_valid_at_analysis_end,intervention_count,t_change_switch_count,run_dir
2026-06-02T12:11:44.215793+00:00,20260602T121144_215793Z0000,parameter_input_sim,B0,no_control,repeat_001,CUSTOM_JUNG_GU_HOEHYEON1_147_23,,,,,,8.64,362.25,253.00,109.25,370.89,370.89,0.00,0.00,0.00,0.00,0,0.00,WARNING,congestion_not_maintained:rolling_speed_below_12_kmh,,479.00,,0,1340,12.480874,12.47,488186,10.476,561,20.34,12.63,9.54,400.07,738.10,1231.19,False,rolling_speed_below_12_kmh,300,9.35,20.34,True,True,0,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_HOEHYEON1_147_23
2026-06-02T12:11:44.215793+00:00,20260602T121144_215793Z0000,parameter_input_sim,B0,no_control,repeat_001,CUSTOM_JUNG_GU_PILDONG2_84_101,,,,,,9.59,128.18,74.00,54.18,137.78,137.78,0.00,0.00,0.00,0.00,0,0.00,PASS_WITH_REMAINING_BACKGROUND,,,259.00,,0,1009,14.777708,14.75,267049,9.72,449,20.34,13.25,12.29,400.07,640.98,850.19,True,rolling_speed_12_to_35_kmh,300,12.13,20.34,True,True,0,0,runs/final/validated_custom_destination_b0/20260602T121144_215793Z0000/B0/no_control/repeat_001/CUSTOM_JUNG_GU_PILDONG2_84_101
