method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
Random Search,20260607,1,1,1,rs_r01_001_tl48_dt220_ge9_qr22_tau77,48,220,9,0.22,0.77,288.92,87.55,270.61,270.61,0.00,PASS,,recovery_detected,True,False,0,663,1,69,,,,,,,,,,,,,,,,,270.61,,,
Random Search,20260607,2,1,1,rs_r02_001_tl30_dt8_ge26_qr51_tau79,30,8,26,0.51,0.79,170.92,83.30,162.95,162.95,0.00,PASS,,recovery_detected,True,False,0,3626,0,19,,,,,,,,,,,,,,,,,162.95,,,
Random Search,20260607,3,1,1,rs_r03_001_tl91_dt34_ge11_qr77_tau83,91,34,11,0.77,0.83,113.92,73.61,110.26,110.26,0.00,PASS,,recovery_detected,True,False,0,1607,0,37,,,,,,,,,,,,,,,,,110.26,,,
Random Search,20260607,4,1,1,rs_r04_001_tl118_dt71_ge29_qr60_tau90,118,71,29,0.6,0.9,179.92,78.88,170.73,110.26,0.00,PASS,,recovery_detected,True,False,0,743,0,31,,,,,,,,,,,,,,,,,170.73,,,
