method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
CMA-ES,20260607,1,1,1,cma_r01_001_tl34_dt25_ge1_qr76_tau84,34,25,1,0.76,0.84,158.92,73.97,151.20,151.20,0.00,PASS,,recovery_detected,True,False,0,2599,0,46,,,,,,,,,,,,,,,,,151.20,,,
CMA-ES,20260607,2,1,1,cma_r02_001_tl62_dt161_ge20_qr0_tau90,62,161,20,0.0,0.9,495.92,92.10,459.21,151.20,0.00,PASS,,recovery_detected,True,False,0,587,1,69,,,,,,,,,,,,,,,,,459.21,,,
CMA-ES,20260607,3,1,1,cma_r03_001_tl37_dt202_ge8_qr64_tau71,37,202,8,0.64,0.71,281.92,90.01,264.47,151.20,0.00,PASS,,recovery_detected,True,False,0,715,0,70,,,,,,,,,,,,,,,,,264.47,,,
CMA-ES,20260607,4,1,1,cma_r04_001_tl46_dt177_ge39_qr53_tau72,46,177,39,0.53,0.72,274.92,81.03,257.29,151.20,0.00,PASS,,recovery_detected,True,False,0,245,0,32,,,,,,,,,,,,,,,,,257.29,,,
