parameter_id,final_status,bo_score_sec,movement_id,segment_id,route_order_index,speed_kmh,low_lt10_ratio,density,waiting_sec,time_loss_sec,entered,left
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_05,S7:upbound,28,4.221,0.9498,225.779,32389.0,37389.23,773,753
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_06,S9:upbound,35,1.603,0.994,304.38,77794.0,86000.73,754,718
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_07,S9:upbound,37,1.518,1.0,304.963,63876.86,71109.79,790,756
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_08,S11:upbound,42,65.091,0.0,7.972,0.0,117.95,269,270
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_09,S13:upbound,45,25.18,0.5772,74.982,653.0,1228.38,262,267
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_10,S14:upbound,48,12.819,0.7458,90.766,3166.0,5772.79,397,398
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_11,S15:upbound,50,4.88,0.9027,166.525,8902.0,11257.63,277,280
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_12,S16:upbound,52,49.579,0.1369,32.278,239.0,504.48,233,237
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_13,S17:upbound,53,64.534,0.0,15.128,0.0,125.21,115,115
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_14,S18:upbound,55,79.029,0.0,14.147,0.0,40.57,223,216
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_15,S19:upbound,58,71.051,0.0,11.503,44.0,138.66,313,276
init_020_tl21_ta70_ex32_ho14_du1,PASS,5937.89,B4_MOVEMENT_16,S21:upbound,59,47.651,0.0,10.042,41.0,245.48,72,72
